millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
42393,1668620461.01,0.00,0.00,0.00,I
42459,1668620461.40,127.80,131.37,246.66,I
42510,1668620461.80,323.90,282.90,427.25,I
42739,1668620462.20,393.23,513.11,444.10,I
43139,1668620462.60,680.56,570.23,271.42,I
43534,1668620463.00,749.56,437.33,193.06,I
43935,1668620463.40,656.97,302.54,222.03,I
44337,1668620463.80,437.50,152.46,151.97,I
44734,1668620464.20,182.74,8.18,42.10,I
45133,1668620464.60,48.53,-78.49,36.53,I
45535,1668620465.00,-81.16,-314.65,-5.19,I
45934,1668620465.40,-158.96,-435.66,-28.64,I
46333,1668620465.80,-334.66,-460.36,-90.61,I
46731,1668620466.20,-506.18,-654.30,-132.10,I
47132,1668620466.60,-557.55,-682.26,-166.90,I
47532,1668620467.00,-639.51,-607.76,-195.47,I
47933,1668620467.40,-630.87,-551.90,-390.71,I
48332,1668620467.80,-661.51,-675.78,-462.98,I
48732,1668620468.20,-609.52,-528.17,-383.55,I
49129,1668620468.60,-555.85,-560.13,-317.71,I
49530,1668620469.00,-438.59,-619.20,-281.60,I
49928,1668620469.40,-302.54,-517.21,-267.89,I
50329,1668620469.80,-250.31,-320.39,-217.52,I
50726,1668620470.20,-121.19,-116.26,-258.25,I
51138,1668620470.60,18.87,-172.94,-348.40,I
51529,1668620471.00,100.47,-26.89,-378.33,I
51939,1668620471.40,85.17,130.56,-256.84,I
52328,1668620471.80,42.52,261.70,-174.23, 
52729,1668620472.20,-39.01,320.58,-206.43, 
53125,1668620472.60,41.41,384.37,-213.41, 
53524,1668620473.00,74.87,418.24,-42.33, 
53925,1668620473.40,69.95,360.87,108.15, 
54325,1668620473.80,20.05,346.48,256.77, 
54734,1668620474.20,44.22,447.86,310.27, 
55123,1668620474.60,64.74,410.63,270.83, 
55523,1668620475.00,130.16,359.99,186.02, 
55926,1668620475.40,71.01,349.30,226.41, 
56332,1668620475.80,150.93,304.32,213.29, 
56721,1668620476.20,117.99,183.27,97.42, 
57122,1668620476.60,75.59,218.06,41.84, 
57520,1668620477.00,25.55,227.55,38.45, 
57921,1668620477.40,2.65,331.56,146.69, 
58320,1668620477.80,48.50,345.15,169.52, 
58722,1668620478.20,53.78,268.49,65.99, 
59119,1668620478.60,43.37,103.70,-16.99, 
59518,1668620479.00,67.06,86.05,52.38, 
59930,1668620479.40,1404.45,1636.13,190.57, 
61007,1668620479.80,1289.51,1607.40,208.30, 
61081,1668620480.20,1151.81,1398.49,206.55, 
61136,1668620480.60,1029.23,1179.60,306.00, 
61521,1668620481.00,887.58,987.58,166.81, 
61921,1668620481.40,587.42,787.26,-7.34, 
62322,1668620481.80,215.48,582.15,-153.10, 
62726,1668620482.20,-79.82,377.19,-216.53, 
63131,1668620482.60,-323.65,158.75,-259.67, 
63520,1668620483.00,-504.79,-98.75,-231.63, 
63932,1668620483.40,-695.71,-284.13,-186.99, 
64323,1668620483.80,-873.59,-424.80,-226.21, 
64720,1668620484.20,-955.76,-574.75,-171.52, 
65118,1668620484.60,-942.18,-680.32,-61.17, 
65517,1668620485.00,-868.74,-731.42,103.23, 
65918,1668620485.40,-824.55,-736.19,206.42, 
66318,1668620485.80,-789.30,-720.00,313.51, 
66725,1668620486.20,-698.27,-784.03,236.95, 
67123,1668620486.60,-656.33,-828.85,123.47, 
67518,1668620487.00,-623.25,-872.48,97.01, 
67926,1668620487.40,-564.78,-947.13,135.39, 
68325,1668620487.80,-455.87,-1009.93,297.16, 
68724,1668620488.20,-354.45,-995.33,371.70, 
69122,1668620488.60,-260.49,-933.72,320.56, 
69525,1668620489.00,-157.82,-916.60,285.41, 
69912,1668620489.40,-160.70,-835.89,202.58, 
70324,1668620489.80,-185.14,-639.40,131.19, 
70725,1668620490.20,-209.75,-516.73,13.92, 
71124,1668620490.60,-201.25,-405.82,-111.86, 
71512,1668620491.00,-117.57,-355.09,-130.90, 
71923,1668620491.40,71.54,-352.99,-17.37, 
72310,1668620491.80,230.56,-290.91,23.07, 
72712,1668620492.20,362.04,-246.65,30.74, 
73121,1668620492.60,452.32,-267.06,-23.89, 
73521,1668620493.00,444.72,-305.20,-126.46, 
73910,1668620493.40,437.03,-306.00,-164.21, 
74311,1668620493.80,412.94,-260.04,-189.25, 
74708,1668620494.20,423.18,-112.53,-19.24, 
75110,1668620494.60,397.75,16.35,67.60, 
75507,1668620495.00,375.11,111.77,-25.94, 
75909,1668620495.40,306.55,227.66,-137.92, 
76318,1668620495.80,234.45,291.37,-236.28, 
76707,1668620496.20,225.17,279.62,-224.83, 
77107,1668620496.60,234.05,272.74,-136.89, 
77516,1668620497.00,257.06,203.67,-35.79, 
77918,1668620497.40,353.17,185.37,38.02, 
78315,1668620497.80,458.96,273.41,174.10, 
78704,1668620498.20,473.14,330.33,143.38, 
79104,1668620498.60,477.25,360.86,72.27, 
79503,1668620499.00,441.25,450.62,-16.46, 
79908,1668620499.40,373.19,586.45,-88.84, 
80312,1668620499.80,279.40,656.49,-158.13, 
80701,1668620500.20,230.83,654.54,-336.78, 
81113,1668620500.60,154.81,710.30,-416.56, 
81512,1668620501.00,58.07,661.88,-396.94, 
81911,1668620501.40,74.38,547.05,-357.32, 
82302,1668620501.80,69.97,445.90,-184.89, 
82712,1668620502.20,15.78,406.38,37.97, 
83111,1668620502.60,65.67,318.22,22.19, 
83511,1668620503.00,151.28,274.65,-14.78, 
83910,1668620503.40,247.33,266.43,193.95, 
84305,1668620503.80,317.06,221.93,342.16, 
84705,1668620504.20,363.63,213.25,270.25, 
85100,1668620504.60,357.81,184.82,199.95, 
85497,1668620505.00,262.06,140.80,175.95, 
85909,1668620505.40,127.84,149.24,155.38, 
86308,1668620505.80,-3.49,167.98,56.44, 
86697,1668620506.20,-97.75,128.07,-126.57, 
87101,1668620506.60,-224.70,106.91,-232.64, 
87502,1668620507.00,-310.72,36.61,-269.09, 
87906,1668620507.40,-234.94,-40.53,-277.16, 
88305,1668620507.80,-252.50,9.75,-142.13, 
88702,1668620508.20,-250.51,46.62,-12.94, 
89102,1668620508.60,-152.24,-9.60,7.90, 
89505,1668620509.00,-90.49,-124.21,4.89, 
89892,1668620509.40,-59.34,-183.98,-42.15, 
90292,1668620509.80,-100.79,-231.47,-48.36, 
90701,1668620510.20,-167.40,-300.97,-115.40, 
91103,1668620510.60,-158.82,-369.36,-276.08, 
91492,1668620511.00,-136.49,-451.99,-200.58, 
91901,1668620511.40,-230.44,-379.28,-121.94, 
92299,1668620511.80,-272.42,-249.23,-43.08, 
92700,1668620512.20,-241.17,-271.35,63.91, 
93100,1668620512.60,-260.61,-235.05,211.74, 
93493,1668620513.00,-337.88,-136.28,378.24, 
93886,1668620513.40,-315.56,-38.48,587.01, 
94291,1668620513.80,-340.37,57.41,639.47, 
94699,1668620514.20,-322.44,148.77,563.71, 
95088,1668620514.60,-239.79,235.23,470.82, 
95485,1668620515.00,-201.37,265.53,323.46, 
95885,1668620515.40,-134.59,232.78,210.97, 
96296,1668620515.80,2.01,118.51,132.92, 
96696,1668620516.20,95.21,87.63,65.99, 
97085,1668620516.60,119.37,74.94,-63.17, 
97488,1668620517.00,103.59,28.67,-211.82, 
97894,1668620517.40,25.62,-11.48,-395.96, 
98291,1668620517.80,-70.20,-95.08,-495.17, 
98684,1668620518.20,-113.86,-195.59,-463.66, 
