GPS_Epoch_Time(s),lat(deg),lat(min*1e5),long(deg),long(min*1e5)
1651559134.00,-14,-2198899,-170,-4586449
1651559194.40,-14,-2198936,-170,-4586420
1651559254.80,-14,-2198916,-170,-4586399
1651559315.20,-14,-2198945,-170,-4586378
1651559375.60,-14,-2198932,-170,-4586350
1651559436.00,-14,-2198961,-170,-4586303
1651559496.40,-14,-2198910,-170,-4586262
1651559556.80,-14,-2198897,-170,-4586294
1651559617.20,-14,-2198925,-170,-4586279
1651559677.60,-14,-2198943,-170,-4586272
1651559738.00,-14,-2198957,-170,-4586280
1651559798.40,-14,-2198948,-170,-4586276
1651559858.80,-14,-2199004,-170,-4586313
1651559919.20,-14,-2198951,-170,-4586299
1651559979.60,-14,-2199006,-170,-4586291
1651560040.00,-14,-2198993,-170,-4586300
1651560100.40,-14,-2198949,-170,-4586254
1651560160.80,-14,-2198990,-170,-4586288
1651560221.20,-14,-2198967,-170,-4586255
1651560281.60,-14,-2198983,-170,-4586242
1651560342.00,-14,-2198925,-170,-4586228
1651560402.40,-14,-2198969,-170,-4586249
1651560462.80,-14,-2198955,-170,-4586253
1651560523.20,-14,-2198923,-170,-4586227
1651560583.60,-14,-2198837,-170,-4586209
1651560644.00,-14,-2198838,-170,-4586203
1651560704.40,-14,-2198889,-170,-4586258
1651560764.00,-14,-2198840,-170,-4586255
1651560824.80,-14,-2198807,-170,-4586200
1651560885.20,-14,-2198824,-170,-4586212
1651560945.60,-14,-2198779,-170,-4586227
1651561006.00,-14,-2198740,-170,-4586221
1651561066.40,-14,-2198725,-170,-4586210
1651561126.80,-14,-2198755,-170,-4586193
1651561187.20,-14,-2198668,-170,-4586182
1651561247.60,-14,-2198688,-170,-4586180
1651561308.00,-14,-2198597,-170,-4586197
1651561368.40,-14,-2198613,-170,-4586192
1651561428.80,-14,-2198531,-170,-4586155
1651561489.20,-14,-2198444,-170,-4586127
1651561549.60,-14,-2198459,-170,-4586209
1651561610.00,-14,-2198426,-170,-4586208
1651561670.40,-14,-2198380,-170,-4586225
1651561730.80,-14,-2198282,-170,-4586242
1651561791.20,-14,-2198305,-170,-4586268
1651561851.60,-14,-2198251,-170,-4586308
1651561912.00,-14,-2198247,-170,-4586335
1651561972.40,-14,-2198194,-170,-4586343
1651562032.80,-14,-2198184,-170,-4586281
1651562093.20,-14,-2198123,-170,-4586337
1651562153.60,-14,-2198087,-170,-4586374
1651562214.00,-14,-2198121,-170,-4586362
1651562274.40,-14,-2198146,-170,-4586334
1651562334.80,-14,-2198126,-170,-4586297
1651562395.20,-14,-2198088,-170,-4586306
1651562455.60,-14,-2197974,-170,-4586314
1651562516.00,-14,-2197989,-170,-4586346
1651562576.40,-14,-2197979,-170,-4586301
1651562636.80,-14,-2197945,-170,-4586307
1651562697.20,-14,-2197938,-170,-4586291
