millis,type,message
3989465419,INFO,0092_SYS.csv created
3989465776,WARN,Disabling IridiumMessageSender transmissions
3989467021,INFO,Completed analysis m: 1109 t: 0 e: 18
3989467045,INFO,Enabling IridiumMessageSender transmissions
3989516429,INFO,Starting analysis m: 1109 t: 0 e: 19
3989516711,WARN,Disabling IridiumMessageSender transmissions
3989518016,INFO,Completed analysis m: 1109 t: 0 e: 19
3989518041,INFO,Enabling IridiumMessageSender transmissions
3989545750,INFO,Max CNO changed from 45 to 48
3989567582,INFO,Starting analysis m: 1109 t: 0 e: 20
3989567862,WARN,Disabling IridiumMessageSender transmissions
3989569171,INFO,Completed analysis m: 1109 t: 0 e: 20
3989569196,INFO,Enabling IridiumMessageSender transmissions
3989591441,INFO,powerData | solV: 5.55
3989591465,INFO,powerData | solI: 0.00
3989591490,INFO,powerData | battV: 4.14
3989591511,INFO,powerData | battI: -0.07
3989591531,INFO,powerData | busV: 4.13
3989591552,INFO,powerData | busI: 0.07
3989591574,INFO,powerData | BQ status reg: 172
3989591599,INFO,powerData | Fault reg: 0
3989591619,INFO,powerData | Charge status: 2
3989591640,INFO,powerData | DPM status: 1
3989618720,INFO,Starting analysis m: 1109 t: 0 e: 21
3989619007,WARN,Disabling IridiumMessageSender transmissions
3989620260,INFO,Completed analysis m: 1109 t: 0 e: 21
3989620285,INFO,Enabling IridiumMessageSender transmissions
3989669873,INFO,Starting analysis m: 1109 t: 0 e: 22
3989670154,WARN,Disabling IridiumMessageSender transmissions
3989671458,INFO,Completed analysis m: 1109 t: 0 e: 22
3989671487,INFO,Enabling IridiumMessageSender transmissions
3989721018,INFO,Starting analysis m: 1109 t: 0 e: 23
3989721305,WARN,Disabling IridiumMessageSender transmissions
3989722558,INFO,Completed analysis m: 1109 t: 0 e: 23
3989722583,INFO,Enabling IridiumMessageSender transmissions
3989765525,INFO,Max CNO changed from 48 to 45
3989772161,INFO,Starting analysis m: 1109 t: 0 e: 24
3989772441,WARN,Disabling IridiumMessageSender transmissions
3989773694,INFO,Completed analysis m: 1109 t: 0 e: 24
3989773725,INFO,Enabling IridiumMessageSender transmissions
3989823320,INFO,Starting analysis m: 1109 t: 0 e: 25
3989823600,WARN,Disabling IridiumMessageSender transmissions
3989824958,INFO,Completed analysis m: 1109 t: 0 e: 25
3989824983,INFO,Enabling IridiumMessageSender transmissions
3989845446,INFO,Max CNO changed from 45 to 48
3989874464,INFO,Starting analysis m: 1109 t: 0 e: 26
