GPS_Epoch_Time(s),lat(deg),lat(min*1e5),long(deg),long(min*1e5)
1656359094.40,-14,-2197391,-170,-4586567
1656359154.40,-14,-2197415,-170,-4586599
1656359215.20,-14,-2197426,-170,-4586625
1656359275.60,-14,-2197445,-170,-4586652
1656359336.00,-14,-2197448,-170,-4586613
1656359396.40,-14,-2197438,-170,-4586573
1656359456.80,-14,-2197504,-170,-4586567
1656359517.20,-14,-2197426,-170,-4586555
1656359577.60,-14,-2197364,-170,-4586495
1656359638.00,-14,-2197384,-170,-4586464
1656359698.40,-14,-2197468,-170,-4586481
1656359758.80,-14,-2197423,-170,-4586407
1656359819.20,-14,-2197354,-170,-4586352
1656359879.60,-14,-2197382,-170,-4586277
1656359940.00,-14,-2197367,-170,-4586258
1656360000.40,-14,-2197341,-170,-4586253
1656360060.80,-14,-2197398,-170,-4586190
1656360121.20,-14,-2197363,-170,-4586199
1656360181.60,-14,-2197370,-170,-4586176
1656360242.00,-14,-2197340,-170,-4586184
1656360302.40,-14,-2197390,-170,-4586172
1656360362.80,-14,-2197344,-170,-4586164
1656360423.20,-14,-2197368,-170,-4586144
1656360483.60,-14,-2197361,-170,-4586165
1656360544.00,-14,-2197426,-170,-4586154
1656360604.40,-14,-2197388,-170,-4586155
1656360664.80,-14,-2197379,-170,-4586169
1656360725.20,-14,-2197375,-170,-4586220
1656360785.60,-14,-2197424,-170,-4586204
1656360846.00,-14,-2197448,-170,-4586221
1656360906.40,-14,-2197396,-170,-4586235
1656360966.80,-14,-2197440,-170,-4586204
1656361027.20,-14,-2197424,-170,-4586218
1656361087.60,-14,-2197424,-170,-4586172
1656361148.00,-14,-2197483,-170,-4586182
1656361208.40,-14,-2197488,-170,-4586234
1656361268.80,-14,-2197487,-170,-4586171
1656361329.20,-14,-2197460,-170,-4586167
1656361389.60,-14,-2197488,-170,-4586105
1656361450.00,-14,-2197502,-170,-4586103
1656361510.40,-14,-2197483,-170,-4586151
1656361570.80,-14,-2197481,-170,-4586078
1656361631.20,-14,-2197469,-170,-4586073
1656361691.60,-14,-2197487,-170,-4586148
1656361752.00,-14,-2197583,-170,-4586105
1656361812.40,-14,-2197482,-170,-4586110
1656361872.80,-14,-2197542,-170,-4586123
1656361933.20,-14,-2197540,-170,-4586165
1656361993.60,-14,-2197489,-170,-4586197
1656362054.00,-14,-2197557,-170,-4586168
1656362114.40,-14,-2197497,-170,-4586167
1656362174.80,-14,-2197460,-170,-4586206
1656362235.20,-14,-2197476,-170,-4586175
1656362295.60,-14,-2197419,-170,-4586189
1656362356.00,-14,-2197460,-170,-4586170
1656362416.40,-14,-2197464,-170,-4586224
1656362476.80,-14,-2197496,-170,-4586232
1656362537.20,-14,-2197461,-170,-4586210
1656362597.60,-14,-2197489,-170,-4586202
1656362658.00,-14,-2197415,-170,-4586228
1656362718.40,-14,-2197468,-170,-4586250
1656362778.80,-14,-2197470,-170,-4586174
1656362839.20,-14,-2197534,-170,-4586117
1656362899.60,-14,-2197490,-170,-4586167
1656362959.20,-14,-2197456,-170,-4586185
1656363020.00,-14,-2197461,-170,-4586232
1656363080.40,-14,-2197450,-170,-4586272
1656363140.80,-14,-2197415,-170,-4586264
1656363201.20,-14,-2197417,-170,-4586270
1656363261.60,-14,-2197460,-170,-4586235
1656363322.00,-14,-2197462,-170,-4586225
1656363382.40,-14,-2197422,-170,-4586203
1656363442.80,-14,-2197440,-170,-4586113
1656363503.20,-14,-2197525,-170,-4586130
1656363563.60,-14,-2197488,-170,-4586121
1656363624.00,-14,-2197493,-170,-4586094
1656363684.40,-14,-2197550,-170,-4586095
1656363744.80,-14,-2197498,-170,-4586109
1656363805.20,-14,-2197468,-170,-4586133
1656363865.60,-14,-2197483,-170,-4586151
1656363926.00,-14,-2197495,-170,-4586157
1656363986.40,-14,-2197487,-170,-4586129
1656364046.80,-14,-2197492,-170,-4586097
1656364107.20,-14,-2197463,-170,-4586086
1656364167.60,-14,-2197532,-170,-4586159
1656364228.00,-14,-2197568,-170,-4586154
1656364288.40,-14,-2197496,-170,-4586193
1656364348.80,-14,-2197466,-170,-4586185
1656364409.20,-14,-2197447,-170,-4586249
1656364469.60,-14,-2197512,-170,-4586224
1656364530.00,-14,-2197519,-170,-4586199
1656364590.40,-14,-2197517,-170,-4586198
1656364650.80,-14,-2197537,-170,-4586271
1656364711.20,-14,-2197510,-170,-4586307
1656364771.60,-14,-2197524,-170,-4586351
1656364832.00,-14,-2197552,-170,-4586378
1656364892.40,-14,-2197526,-170,-4586411
1656364952.80,-14,-2197533,-170,-4586356
1656365013.20,-14,-2197559,-170,-4586461
1656365073.60,-14,-2197631,-170,-4586443
1656365134.00,-14,-2197569,-170,-4586483
1656365194.40,-14,-2197586,-170,-4586422
1656365254.80,-14,-2197524,-170,-4586389
1656365315.20,-14,-2197506,-170,-4586340
1656365375.60,-14,-2197487,-170,-4586321
1656365436.00,-14,-2197512,-170,-4586374
1656365496.40,-14,-2197547,-170,-4586425
1656365556.80,-14,-2197516,-170,-4586426
1656365617.20,-14,-2197512,-170,-4586462
1656365677.60,-14,-2197578,-170,-4586375
1656365738.00,-14,-2197504,-170,-4586434
1656365798.40,-14,-2197513,-170,-4586504
1656365858.80,-14,-2197544,-170,-4586533
1656365919.20,-14,-2197547,-170,-4586528
1656365979.60,-14,-2197533,-170,-4586502
1656366040.00,-14,-2197585,-170,-4586507
1656366100.40,-14,-2197536,-170,-4586500
1656366160.80,-14,-2197558,-170,-4586560
1656366221.20,-14,-2197593,-170,-4586521
1656366281.60,-14,-2197560,-170,-4586491
1656366342.00,-14,-2197597,-170,-4586431
1656366402.40,-14,-2197558,-170,-4586474
1656366462.80,-14,-2197596,-170,-4586413
1656366523.20,-14,-2197531,-170,-4586464
1656366583.60,-14,-2197544,-170,-4586497
1656366644.00,-14,-2197591,-170,-4586415
1656366704.40,-14,-2197574,-170,-4586473
1656366764.00,-14,-2197622,-170,-4586475
1656366824.80,-14,-2197636,-170,-4586518
1656366885.20,-14,-2197604,-170,-4586477
1656366945.60,-14,-2197614,-170,-4586459
1656367006.00,-14,-2197620,-170,-4586448
1656367066.40,-14,-2197611,-170,-4586481
1656367126.80,-14,-2197621,-170,-4586526
1656367187.20,-14,-2197579,-170,-4586547
1656367247.60,-14,-2197649,-170,-4586556
1656367308.00,-14,-2197603,-170,-4586546
1656367368.40,-14,-2197579,-170,-4586568
1656367428.80,-14,-2197605,-170,-4586545
1656367489.20,-14,-2197603,-170,-4586539
1656367549.60,-14,-2197576,-170,-4586479
1656367610.00,-14,-2197539,-170,-4586507
1656367670.40,-14,-2197543,-170,-4586526
1656367730.80,-14,-2197530,-170,-4586509
1656367791.20,-14,-2197565,-170,-4586500
1656367851.60,-14,-2197570,-170,-4586541
1656367912.00,-14,-2197567,-170,-4586506
1656367972.40,-14,-2197558,-170,-4586495
1656368032.80,-14,-2197618,-170,-4586509
1656368093.20,-14,-2197579,-170,-4586459
1656368153.60,-14,-2197542,-170,-4586408
1656368214.00,-14,-2197573,-170,-4586438
1656368274.40,-14,-2197554,-170,-4586407
1656368334.80,-14,-2197602,-170,-4586378
1656368395.20,-14,-2197581,-170,-4586411
1656368455.60,-14,-2197597,-170,-4586392
1656368516.00,-14,-2197623,-170,-4586411
1656368576.40,-14,-2197594,-170,-4586428
1656368636.80,-14,-2197547,-170,-4586436
1656368697.20,-14,-2197590,-170,-4586431
1656368757.60,-14,-2197602,-170,-4586406
1656368818.00,-14,-2197596,-170,-4586331
1656368878.40,-14,-2197586,-170,-4586346
1656368938.80,-14,-2197580,-170,-4586307
1656368999.20,-14,-2197593,-170,-4586314
1656369059.60,-14,-2197576,-170,-4586329
1656369120.00,-14,-2197613,-170,-4586404
1656369180.40,-14,-2197591,-170,-4586395
1656369240.80,-14,-2197626,-170,-4586413
1656369301.20,-14,-2197592,-170,-4586475
1656369361.60,-14,-2197628,-170,-4586500
1656369422.00,-14,-2197598,-170,-4586511
1656369482.40,-14,-2197650,-170,-4586516
1656369542.80,-14,-2197603,-170,-4586521
1656369603.20,-14,-2197615,-170,-4586497
1656369663.60,-14,-2197588,-170,-4586473
1656369724.00,-14,-2197596,-170,-4586465
1656369784.40,-14,-2197580,-170,-4586431
1656369844.80,-14,-2197565,-170,-4586413
1656369905.20,-14,-2197578,-170,-4586324
1656369965.60,-14,-2197597,-170,-4586317
1656370026.00,-14,-2197570,-170,-4586281
1656370086.40,-14,-2197575,-170,-4586216
1656370146.80,-14,-2197632,-170,-4586182
1656370207.20,-14,-2197588,-170,-4586141
1656370267.60,-14,-2197577,-170,-4586176
1656370328.00,-14,-2197556,-170,-4586183
1656370388.40,-14,-2197583,-170,-4586216
1656370448.80,-14,-2197612,-170,-4586245
1656370509.20,-14,-2197567,-170,-4586312
1656370569.20,-14,-2197581,-170,-4586352
1656370630.00,-14,-2197627,-170,-4586362
1656370690.40,-14,-2197633,-170,-4586374
1656370750.80,-14,-2197591,-170,-4586350
1656370811.20,-14,-2197586,-170,-4586315
1656370871.60,-14,-2197608,-170,-4586317
1656370932.00,-14,-2197599,-170,-4586329
1656370992.40,-14,-2197550,-170,-4586336
1656371052.80,-14,-2197579,-170,-4586310
1656371113.20,-14,-2197599,-170,-4586272
1656371173.60,-14,-2197621,-170,-4586286
1656371234.00,-14,-2197603,-170,-4586282
1656371293.60,-14,-2197589,-170,-4586270
1656371354.40,-14,-2197592,-170,-4586298
1656371414.80,-14,-2197624,-170,-4586280
1656371475.20,-14,-2197619,-170,-4586259
1656371535.60,-14,-2197593,-170,-4586234
1656371596.00,-14,-2197607,-170,-4586229
1656371656.40,-14,-2197605,-170,-4586202
1656371716.80,-14,-2197569,-170,-4586232
1656371777.20,-14,-2197546,-170,-4586248
1656371837.60,-14,-2197587,-170,-4586298
1656371898.00,-14,-2197566,-170,-4586346
1656371958.40,-14,-2197547,-170,-4586399
1656372018.80,-14,-2197548,-170,-4586401
1656372079.20,-14,-2197514,-170,-4586414
1656372139.60,-14,-2197532,-170,-4586415
1656372200.00,-14,-2197560,-170,-4586425
1656372260.40,-14,-2197560,-170,-4586301
1656372320.80,-14,-2197554,-170,-4586285
1656372381.20,-14,-2197568,-170,-4586279
1656372441.60,-14,-2197562,-170,-4586230
1656372502.00,-14,-2197556,-170,-4586250
1656372562.40,-14,-2197580,-170,-4586271
1656372622.80,-14,-2197556,-170,-4586302
1656372683.20,-14,-2197531,-170,-4586461
1656372743.60,-14,-2197537,-170,-4586540
1656372804.00,-14,-2197457,-170,-4586560
1656372864.40,-14,-2197522,-170,-4586575
1656372924.80,-14,-2197510,-170,-4586532
1656372985.20,-14,-2197476,-170,-4586491
1656373045.60,-14,-2197490,-170,-4586464
1656373106.00,-14,-2197503,-170,-4586416
1656373166.40,-14,-2197523,-170,-4586366
1656373226.80,-14,-2197533,-170,-4586346
1656373287.20,-14,-2197537,-170,-4586332
1656373347.60,-14,-2197566,-170,-4586327
1656373408.00,-14,-2197580,-170,-4586307
1656373468.40,-14,-2197586,-170,-4586311
1656373528.80,-14,-2197584,-170,-4586281
1656373589.20,-14,-2197573,-170,-4586403
1656373649.60,-14,-2197584,-170,-4586516
1656373710.00,-14,-2197569,-170,-4586516
1656373770.40,-14,-2197572,-170,-4586607
1656373830.80,-14,-2197626,-170,-4586682
1656373891.20,-14,-2197599,-170,-4586716
1656373951.60,-14,-2197609,-170,-4586739
1656374012.00,-14,-2197593,-170,-4586742
1656374072.40,-14,-2197626,-170,-4586742
1656374132.80,-14,-2197592,-170,-4586733
1656374193.20,-14,-2197611,-170,-4586731
1656374253.60,-14,-2197666,-170,-4586771
1656374314.00,-14,-2197691,-170,-4586788
1656374373.60,-14,-2197705,-170,-4586740
1656374434.40,-14,-2197694,-170,-4586740
1656374494.80,-14,-2197699,-170,-4586740
1656374555.20,-14,-2197770,-170,-4586764
1656374615.60,-14,-2197730,-170,-4586766
1656374676.00,-14,-2197721,-170,-4586756
1656374736.40,-14,-2197727,-170,-4586715
1656374796.80,-14,-2197668,-170,-4586684
1656374857.20,-14,-2197636,-170,-4586646
1656374917.60,-14,-2197651,-170,-4586644
1656374978.00,-14,-2197633,-170,-4586661
1656375038.40,-14,-2197618,-170,-4586649
1656375098.40,-14,-2197629,-170,-4586648
1656375159.20,-14,-2197621,-170,-4586662
1656375219.60,-14,-2197628,-170,-4586686
1656375280.00,-14,-2197608,-170,-4586688
1656375340.40,-14,-2197641,-170,-4586704
1656375400.80,-14,-2197624,-170,-4586740
1656375461.20,-14,-2197650,-170,-4586758
1656375521.60,-14,-2197644,-170,-4586755
1656375582.00,-14,-2197637,-170,-4586749
1656375642.40,-14,-2197667,-170,-4586742
1656375702.80,-14,-2197654,-170,-4586760
1656375763.20,-14,-2197674,-170,-4586734
1656375823.60,-14,-2197665,-170,-4586733
1656375884.00,-14,-2197656,-170,-4586719
1656375944.40,-14,-2197610,-170,-4586721
1656376004.80,-14,-2197625,-170,-4586659
1656376065.20,-14,-2197580,-170,-4586727
1656376125.60,-14,-2197631,-170,-4586675
1656376186.00,-14,-2197647,-170,-4586682
1656376246.40,-14,-2197666,-170,-4586645
1656376306.80,-14,-2197641,-170,-4586648
1656376367.20,-14,-2197612,-170,-4586663
1656376427.60,-14,-2197637,-170,-4586671
1656376488.00,-14,-2197638,-170,-4586700
1656376548.40,-14,-2197630,-170,-4586745
1656376608.80,-14,-2197651,-170,-4586722
1656376669.20,-14,-2197622,-170,-4586705
1656376729.60,-14,-2197659,-170,-4586725
1656376790.00,-14,-2197627,-170,-4586726
1656376850.40,-14,-2197674,-170,-4586722
1656376910.80,-14,-2197638,-170,-4586716
1656376971.20,-14,-2197671,-170,-4586763
1656377031.60,-14,-2197673,-170,-4586730
1656377092.00,-14,-2197647,-170,-4586729
1656377152.40,-14,-2197632,-170,-4586741
1656377212.80,-14,-2197634,-170,-4586746
1656377273.20,-14,-2197613,-170,-4586709
1656377333.60,-14,-2197594,-170,-4586679
1656377394.00,-14,-2197583,-170,-4586670
1656377454.40,-14,-2197646,-170,-4586712
1656377514.80,-14,-2197646,-170,-4586716
1656377575.20,-14,-2197689,-170,-4586733
1656377635.60,-14,-2197674,-170,-4586731
1656377696.00,-14,-2197644,-170,-4586715
1656377756.40,-14,-2197644,-170,-4586718
1656377816.80,-14,-2197649,-170,-4586770
1656377877.20,-14,-2197657,-170,-4586787
1656377937.60,-14,-2197666,-170,-4586822
1656377998.00,-14,-2197753,-170,-4586839
1656378058.40,-14,-2197776,-170,-4586876
1656378118.80,-14,-2197798,-170,-4586871
1656378178.40,-14,-2197742,-170,-4586885
1656378239.20,-14,-2197751,-170,-4586894
1656378299.60,-14,-2197743,-170,-4586903
1656378360.00,-14,-2197742,-170,-4586889
1656378420.40,-14,-2197747,-170,-4586902
1656378480.80,-14,-2197774,-170,-4586898
1656378541.20,-14,-2197772,-170,-4586872
1656378601.60,-14,-2197757,-170,-4586847
1656378662.00,-14,-2197725,-170,-4586880
1656378722.40,-14,-2197771,-170,-4586896
1656378782.80,-14,-2197705,-170,-4586924
1656378843.20,-14,-2197709,-170,-4586884
1656378903.20,-14,-2197724,-170,-4586872
1656378964.00,-14,-2197694,-170,-4586855
1656379024.40,-14,-2197744,-170,-4586873
1656379084.80,-14,-2197703,-170,-4586880
1656379145.20,-14,-2197725,-170,-4586878
1656379205.60,-14,-2197735,-170,-4586893
1656379266.00,-14,-2197744,-170,-4586927
1656379326.40,-14,-2197768,-170,-4586932
1656379386.80,-14,-2197778,-170,-4586928
1656379447.20,-14,-2197773,-170,-4586914
1656379507.60,-14,-2197778,-170,-4586918
1656379568.00,-14,-2197744,-170,-4586909
1656379628.40,-14,-2197759,-170,-4586921
1656379688.80,-14,-2197754,-170,-4586906
1656379749.20,-14,-2197752,-170,-4586909
1656379809.60,-14,-2197753,-170,-4586922
1656379870.00,-14,-2197709,-170,-4586924
1656379930.40,-14,-2197735,-170,-4586921
1656379990.80,-14,-2197760,-170,-4586939
1656380051.20,-14,-2197700,-170,-4586939
1656380111.60,-14,-2197727,-170,-4586920
1656380172.00,-14,-2197699,-170,-4586900
