GPS_Epoch_Time(s),lat(deg),lat(min*1e5),long(deg),long(min*1e5)
1665383798.40,-14,-2198979,-170,-4586672
1665383859.20,-14,-2198997,-170,-4586655
1665383919.60,-14,-2199008,-170,-4586630
1665383980.00,-14,-2198977,-170,-4586623
1665384040.40,-14,-2198988,-170,-4586688
1665384100.80,-14,-2199009,-170,-4586643
1665384161.20,-14,-2199023,-170,-4586608
1665384221.60,-14,-2199080,-170,-4586603
1665384282.00,-14,-2199024,-170,-4586594
1665384342.40,-14,-2198996,-170,-4586537
1665384402.80,-14,-2199022,-170,-4586561
1665384463.20,-14,-2199019,-170,-4586568
1665384523.60,-14,-2199027,-170,-4586580
1665384584.00,-14,-2198926,-170,-4586566
1665384644.40,-14,-2198996,-170,-4586626
1665384704.80,-14,-2198963,-170,-4586612
1665384765.20,-14,-2198978,-170,-4586633
1665384825.60,-14,-2199046,-170,-4586581
1665384886.00,-14,-2199031,-170,-4586610
1665384946.40,-14,-2199013,-170,-4586602
1665385006.80,-14,-2199027,-170,-4586616
1665385067.20,-14,-2198983,-170,-4586627
1665385127.60,-14,-2199018,-170,-4586625
1665385188.00,-14,-2198971,-170,-4586637
1665385248.40,-14,-2199000,-170,-4586669
1665385308.80,-14,-2199003,-170,-4586732
1665385369.20,-14,-2199055,-170,-4586686
1665385429.60,-14,-2199043,-170,-4586724
1665385490.40,-14,-2199069,-170,-4586791
1665385550.80,-14,-2198986,-170,-4586728
1665385611.20,-14,-2199064,-170,-4586745
1665385671.60,-14,-2199067,-170,-4586769
1665385732.00,-14,-2199053,-170,-4586799
1665385792.40,-14,-2199004,-170,-4586782
1665385852.80,-14,-2199070,-170,-4586795
1665385913.20,-14,-2199047,-170,-4586780
1665385973.60,-14,-2199068,-170,-4586782
1665386034.00,-14,-2199060,-170,-4586768
1665386094.40,-14,-2199091,-170,-4586814
1665386154.40,-14,-2199001,-170,-4586789
1665386215.20,-14,-2199051,-170,-4586739
1665386275.60,-14,-2199053,-170,-4586684
1665386336.00,-14,-2199043,-170,-4586715
1665386396.40,-14,-2198947,-170,-4586739
1665386456.80,-14,-2198951,-170,-4586746
1665386517.20,-14,-2198940,-170,-4586832
1665386577.60,-14,-2198963,-170,-4586851
1665386638.00,-14,-2198917,-170,-4586878
1665386698.40,-14,-2198869,-170,-4586856
1665386758.80,-14,-2198935,-170,-4586896
