millis,type,message
1966889172,INFO,0286_SYS.csv created
1966889189,INFO,powerData | solI: 0.00
1966889209,INFO,powerData | battV: 3.62
1966889232,INFO,powerData | battI: -0.06
1966889252,INFO,powerData | busV: 3.62
1966889273,INFO,powerData | busI: 0.05
1966889295,INFO,powerData | BQ status reg: 0
1966889316,INFO,powerData | Fault reg: 0
1966889336,INFO,powerData | Charge status: 0
1966889357,INFO,powerData | DPM status: 0
1966929987,INFO,Starting analysis m: 546 t: 1 e: 27
1966930270,WARN,Disabling IridiumMessageSender transmissions
1966931568,INFO,Completed analysis m: 546 t: 1 e: 27
1966931593,INFO,Enabling IridiumMessageSender transmissions
1966952921,INFO,Max CNO changed from 47 to 44
1966981120,INFO,Starting analysis m: 546 t: 1 e: 28
1966981402,WARN,Disabling IridiumMessageSender transmissions
1966982729,INFO,Completed analysis m: 546 t: 1 e: 28
1966982754,INFO,Enabling IridiumMessageSender transmissions
1967032283,INFO,Starting analysis m: 546 t: 1 e: 29
1967032584,WARN,Disabling IridiumMessageSender transmissions
1967033792,INFO,Completed analysis m: 546 t: 1 e: 29
1967033819,INFO,Enabling IridiumMessageSender transmissions
1967083417,INFO,Starting analysis m: 546 t: 1 e: 30
1967083698,WARN,Disabling IridiumMessageSender transmissions
1967085010,INFO,Completed analysis m: 546 t: 1 e: 30
1967085035,INFO,Enabling IridiumMessageSender transmissions
1967132725,INFO,Max CNO changed from 44 to 48
1967134564,INFO,Starting analysis m: 546 t: 1 e: 31
1967134844,WARN,Disabling IridiumMessageSender transmissions
1967136165,INFO,Completed analysis m: 546 t: 1 e: 31
1967136192,INFO,Enabling IridiumMessageSender transmissions
1967152703,INFO,Max CNO changed from 48 to 45
1967185727,INFO,Starting analysis m: 546 t: 1 e: 32
1967186008,WARN,Disabling IridiumMessageSender transmissions
1967187302,INFO,Completed analysis m: 546 t: 1 e: 32
1967187326,INFO,Processing stats m: 546 t: 1 e: 33
1967188744,INFO,powerData | solV: 0.00
