millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
49188,1668965941.00,0.00,0.00,0.00,I
49418,1668965941.40,288.66,-16.09,146.56,I
49479,1668965941.80,97.15,52.70,296.53,I
50147,1668965942.20,5.32,129.04,397.36,I
50173,1668965942.60,-69.02,187.28,367.60,I
50202,1668965943.00,-127.68,229.52,255.53,I
50528,1668965943.40,-188.44,235.33,115.16,I
50929,1668965943.80,-217.18,168.56,74.58,I
51339,1668965944.20,-203.24,77.79,93.24,I
51740,1668965944.60,-108.59,1.70,27.44,I
52137,1668965945.00,-45.79,53.34,27.43,I
52529,1668965945.40,-24.96,74.80,19.29,I
52938,1668965945.80,24.40,39.28,-31.95,I
53329,1668965946.20,-14.34,23.94,-229.33,I
53739,1668965946.60,-28.12,25.91,-241.88,I
54126,1668965947.00,8.85,73.79,-65.47,I
54532,1668965947.40,103.63,-6.24,15.68,I
54925,1668965947.80,113.96,-121.96,-124.36,I
55324,1668965948.20,136.63,-117.19,-306.42,I
55726,1668965948.60,168.55,-96.22,-366.91,I
56133,1668965949.00,112.26,-46.55,-367.49,I
56528,1668965949.40,96.19,-24.93,-213.16,I
56932,1668965949.80,128.66,-90.63,-222.69,I
57333,1668965950.20,167.90,-291.90,-502.49,I
57733,1668965950.60,68.49,-268.38,-563.40,I
58120,1668965951.00,35.06,-212.21,-356.41,I
58525,1668965951.40,37.30,-262.14,-217.24,I
58939,1668965951.80,-8.85,-330.48,-32.22, 
59320,1668965952.20,-46.36,-345.54,10.62, 
59731,1668965952.60,-29.65,-366.18,-83.72, 
60989,1668965953.00,-110.98,-424.28,-207.21, 
61036,1668965953.40,-206.53,-345.18,-171.43, 
61089,1668965953.80,-311.18,-141.10,-47.68, 
61327,1668965954.20,-307.88,-71.39,58.40, 
61718,1668965954.60,-219.42,-27.59,98.93, 
62121,1668965955.00,-158.06,-54.49,192.39, 
62529,1668965955.40,-56.90,-55.13,115.22, 
62916,1668965955.80,-51.86,-19.30,140.54, 
63322,1668965956.20,-77.42,111.27,150.88, 
63719,1668965956.60,-15.99,86.23,130.10, 
64129,1668965957.00,35.31,-47.89,154.41, 
64522,1668965957.40,125.67,-135.09,179.36, 
64925,1668965957.80,229.22,-165.54,244.35, 
65316,1668965958.20,276.53,-133.42,270.96, 
65724,1668965958.60,182.65,79.89,231.94, 
66199,1668965959.00,136.38,302.62,213.21, 
66512,1668965959.40,175.55,314.29,221.61, 
66914,1668965959.80,156.14,288.41,171.74, 
67313,1668965960.20,137.32,313.08,239.51, 
67723,1668965960.60,166.52,313.06,208.60, 
68122,1668965961.00,138.62,375.08,149.83, 
68521,1668965961.40,81.40,484.16,8.07, 
68911,1668965961.80,111.64,431.42,-106.12, 
69320,1668965962.20,132.53,200.27,-241.25, 
69711,1668965962.60,66.61,77.31,-253.26, 
70109,1668965963.00,73.54,26.61,-322.34, 
70518,1668965963.40,92.10,-30.38,-285.12, 
70920,1668965963.80,24.67,-25.95,-170.19, 
71319,1668965964.20,14.75,92.88,-76.42, 
71716,1668965964.60,36.76,55.93,83.43, 
72108,1668965965.00,4.26,8.23,152.51, 
72507,1668965965.40,-8.78,2.92,165.93, 
72906,1668965965.80,-21.19,30.80,194.99, 
