GPS_Epoch_Time(s),lat(deg),lat(min*1e5),long(deg),long(min*1e5)
1658396562.00,-14,-2198985,-170,-4586043
1658396622.40,-14,-2199011,-170,-4586043
1658396682.80,-14,-2198964,-170,-4586105
1658396743.20,-14,-2199102,-170,-4586083
1658396803.60,-14,-2199037,-170,-4586107
1658396864.00,-14,-2199041,-170,-4586114
1658396924.40,-14,-2198981,-170,-4586112
1658396984.80,-14,-2198999,-170,-4586036
1658397045.20,-14,-2198844,-170,-4586090
1658397105.60,-14,-2198947,-170,-4586129
1658397166.00,-14,-2198949,-170,-4586140
1658397226.40,-14,-2198881,-170,-4586145
1658397286.80,-14,-2198998,-170,-4586217
1658397347.20,-14,-2198997,-170,-4586163
1658397407.60,-14,-2199012,-170,-4586156
1658397468.00,-14,-2198956,-170,-4586186
1658397528.40,-14,-2198918,-170,-4586198
1658397588.80,-14,-2198865,-170,-4586259
1658397649.20,-14,-2198843,-170,-4586240
1658397709.20,-14,-2198797,-170,-4586195
1658397769.60,-14,-2198694,-170,-4586301
1658397829.60,-14,-2198536,-170,-4586322
1658397890.40,-14,-2198506,-170,-4586340
1658397950.80,-14,-2198449,-170,-4586342
1658398011.20,-14,-2198340,-170,-4586364
1658398071.60,-14,-2198184,-170,-4586497
1658398132.00,-14,-2198102,-170,-4586467
1658398192.40,-14,-2198008,-170,-4586554
1658398252.80,-14,-2197944,-170,-4586625
1658398313.20,-14,-2197801,-170,-4586677
1658398373.60,-14,-2197757,-170,-4586779
1658398434.00,-14,-2197659,-170,-4586705
1658398494.40,-14,-2197646,-170,-4586690
1658398554.40,-14,-2197605,-170,-4586680
1658398615.20,-14,-2197673,-170,-4586677
1658398675.60,-14,-2197716,-170,-4586714
1658398736.00,-14,-2197636,-170,-4586744
1658398796.40,-14,-2197641,-170,-4586797
1658398856.80,-14,-2197687,-170,-4586763
1658398917.20,-14,-2197535,-170,-4586790
1658398977.60,-14,-2197483,-170,-4586793
1658399038.00,-14,-2197552,-170,-4586885
1658399098.40,-14,-2197546,-170,-4586932
1658399158.80,-14,-2197573,-170,-4586853
1658399219.20,-14,-2197447,-170,-4586877
1658399279.60,-14,-2197421,-170,-4586834
1658399340.00,-14,-2197435,-170,-4586841
1658399400.40,-14,-2197354,-170,-4586811
1658399460.80,-14,-2197356,-170,-4586891
1658399521.20,-14,-2197418,-170,-4586989
1658399581.60,-14,-2197594,-170,-4587006
1658399642.00,-14,-2197479,-170,-4586965
1658399702.40,-14,-2197466,-170,-4586921
1658399762.80,-14,-2197428,-170,-4586939
1658399823.20,-14,-2197456,-170,-4586887
1658399883.60,-14,-2197543,-170,-4586956
1658399944.00,-14,-2197473,-170,-4586954
1658400004.40,-14,-2197473,-170,-4586937
1658400064.80,-14,-2197335,-170,-4586866
1658400125.20,-14,-2197372,-170,-4586828
1658400185.60,-14,-2197423,-170,-4586673
1658400246.00,-14,-2197377,-170,-4586501
1658400306.40,-14,-2197467,-170,-4586527
1658400366.80,-14,-2197496,-170,-4586786
1658400427.20,-14,-2197547,-170,-4586844
1658400487.60,-14,-2197501,-170,-4586801
1658400548.00,-14,-2197499,-170,-4586810
1658400608.40,-14,-2197443,-170,-4586819
1658400668.80,-14,-2197351,-170,-4586747
1658400729.20,-14,-2197383,-170,-4586674
1658400789.60,-14,-2197332,-170,-4586692
1658400850.00,-14,-2197375,-170,-4586770
1658400910.40,-14,-2197398,-170,-4586865
1658400970.80,-14,-2197380,-170,-4586907
1658401031.20,-14,-2197384,-170,-4586780
1658401091.60,-14,-2197373,-170,-4586747
1658401152.00,-14,-2197346,-170,-4586675
1658401212.40,-14,-2197324,-170,-4586571
1658401272.80,-14,-2197361,-170,-4586471
1658401333.20,-14,-2197313,-170,-4586468
1658401393.60,-14,-2197382,-170,-4586554
1658401454.00,-14,-2197395,-170,-4586832
1658401514.40,-14,-2197397,-170,-4586795
1658401574.80,-14,-2197380,-170,-4586725
1658401635.20,-14,-2197373,-170,-4586854
1658401695.60,-14,-2197291,-170,-4586834
1658401756.00,-14,-2197256,-170,-4586775
1658401816.40,-14,-2197341,-170,-4586748
1658401876.80,-14,-2197292,-170,-4586773
1658401937.20,-14,-2197308,-170,-4586768
1658401997.60,-14,-2197308,-170,-4586738
1658402058.00,-14,-2197236,-170,-4586731
1658402118.40,-14,-2197194,-170,-4586852
1658402178.80,-14,-2197205,-170,-4586866
1658402239.20,-14,-2197282,-170,-4586846
1658402299.60,-14,-2197310,-170,-4586744
1658402359.20,-14,-2197289,-170,-4586745
1658402420.00,-14,-2197327,-170,-4586731
1658402480.40,-14,-2197346,-170,-4586819
1658402540.80,-14,-2197323,-170,-4586880
1658402601.20,-14,-2197300,-170,-4586926
1658402661.60,-14,-2197197,-170,-4586825
1658402722.00,-14,-2197206,-170,-4586675
1658402782.40,-14,-2197102,-170,-4586632
1658402842.80,-14,-2197121,-170,-4586686
