millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
76544,1668971946.60,-123.79,-122.96,157.08, 
76945,1668971947.00,-56.31,-121.60,313.46, 
77334,1668971947.40,-34.22,-117.80,338.10, 
77740,1668971947.80,47.55,-210.24,89.00, 
78139,1668971948.20,127.10,-328.40,-59.88, 
78540,1668971948.60,75.20,-365.87,-33.09, 
78940,1668971949.00,-0.71,-272.02,45.56, 
79339,1668971949.40,-16.55,-122.66,145.32, 
79730,1668971949.80,1.81,-112.20,163.17, 
80130,1668971950.20,31.09,-164.81,47.71, 
80529,1668971950.60,20.18,-102.12,-117.76, 
80939,1668971951.00,-37.09,2.82,-118.60, 
81328,1668971951.40,-53.44,9.04,-146.33, 
81735,1668971951.80,-34.80,-15.65,-107.23, 
82128,1668971952.20,-115.38,82.98,53.59, 
82536,1668971952.60,-211.12,213.18,199.54, 
82937,1668971953.00,-268.45,283.54,180.94, 
83341,1668971953.40,-214.75,354.16,124.38, 
83736,1668971953.80,-198.86,422.22,238.58, 
84135,1668971954.20,-229.41,437.08,228.66, 
84527,1668971954.60,-201.47,458.47,136.95, 
84926,1668971955.00,-126.91,352.65,-30.26, 
85331,1668971955.40,-222.76,210.92,-197.26, 
85729,1668971955.80,-197.26,77.05,-208.42, 
86196,1668971956.20,-108.61,1.35,-4.73, 
86534,1668971956.60,-160.44,55.19,223.92, 
86933,1668971957.00,-85.80,130.35,196.63, 
87332,1668971957.40,-21.92,220.81,129.70, 
87734,1668971957.80,0.80,288.21,68.82, 
88131,1668971958.20,52.70,187.81,-159.45, 
88520,1668971958.60,64.35,183.44,-146.05, 
88920,1668971959.00,59.56,174.50,107.47, 
89319,1668971959.40,56.88,128.73,131.54, 
89720,1668971959.80,-8.39,169.40,-27.33, 
90132,1668971960.20,-90.20,146.83,-55.19, 
90529,1668971960.60,-24.26,57.65,6.54, 
90920,1668971961.00,80.23,-100.23,27.93, 
91328,1668971961.40,132.96,-211.50,-78.29, 
91727,1668971961.80,143.88,-232.81,14.85, 
92114,1668971962.20,120.89,-247.42,91.55, 
92516,1668971962.60,102.39,-272.15,162.20, 
92917,1668971963.00,134.27,-223.73,93.08, 
93327,1668971963.40,128.88,-131.70,-80.60, 
93718,1668971963.80,154.36,-122.70,-151.19, 
94119,1668971964.20,205.68,-195.51,-259.00, 
94517,1668971964.60,165.56,-250.81,-243.93, 
94914,1668971965.00,147.50,-241.41,-57.95, 
95322,1668971965.40,82.97,-81.70,-13.16, 
95725,1668971965.80,-33.65,14.76,-183.52, 
96112,1668971966.20,-44.72,9.30,-272.33, 
96512,1668971966.60,-19.11,53.59,-85.28, 
96913,1668971967.00,33.63,22.37,-94.63, 
97316,1668971967.40,76.59,-35.70,-107.43, 
97718,1668971967.80,142.88,-98.82,-41.23, 
98111,1668971968.20,146.75,-130.57,-17.58, 
98516,1668971968.60,162.83,-219.40,19.75, 
98922,1668971969.00,221.21,-252.59,51.16, 
99311,1668971969.40,185.04,-323.21,94.07, 
99708,1668971969.80,120.00,-272.59,66.54, 
100120,1668971970.20,49.08,-61.06,77.74, 
100507,1668971970.60,7.01,-3.63,77.66, 
100919,1668971971.00,67.56,44.37,34.45, 
101318,1668971971.40,19.52,116.86,-30.85, 
101707,1668971971.80,27.46,125.14,-69.55, 
102109,1668971972.20,80.02,82.54,-114.62, 
102504,1668971972.60,57.18,64.32,-178.86, 
102905,1668971973.00,51.98,49.91,-170.17, 
103307,1668971973.40,60.91,120.16,-124.39, 
103714,1668971973.80,3.09,192.35,-80.00, 
104108,1668971974.20,2.83,165.13,-10.74, 
104507,1668971974.60,16.50,108.63,71.70, 
104916,1668971975.00,-4.61,159.28,186.13, 
105306,1668971975.40,-7.63,164.11,258.31, 
105703,1668971975.80,3.86,116.68,73.10, 
106170,1668971976.20,-67.15,92.52,-96.61, 
106504,1668971976.60,-75.87,87.42,-97.35, 
106913,1668971977.00,-4.03,-16.83,-109.89, 
107302,1668971977.40,36.12,-133.13,-136.83, 
107700,1668971977.80,18.63,-124.17,-104.81, 
108113,1668971978.20,-44.80,-97.91,-70.71, 
108513,1668971978.60,-64.17,41.02,-6.04, 
108912,1668971979.00,-79.94,168.09,-129.99, 
109303,1668971979.40,-140.69,135.29,-333.52, 
109699,1668971979.80,-155.63,73.98,-191.22, 
110110,1668971980.20,-134.23,-76.02,-28.09, 
110505,1668971980.60,-146.55,-161.62,124.27, 
110901,1668971981.00,-202.45,-46.08,225.33, 
111300,1668971981.40,-227.49,-34.38,231.94, 
111710,1668971981.80,-148.30,-7.84,277.66, 
112099,1668971982.20,-128.20,162.33,349.85, 
112502,1668971982.60,-78.86,246.32,268.79, 
112904,1668971983.00,43.06,127.73,163.60, 
113299,1668971983.40,13.22,110.83,147.39, 
113707,1668971983.80,-59.03,209.63,312.59, 
114096,1668971984.20,-4.60,201.28,257.35, 
114493,1668971984.60,8.20,139.92,-72.19, 
114894,1668971985.00,33.83,37.11,-241.09, 
115300,1668971985.40,86.14,-80.78,-299.65, 
115705,1668971985.80,79.11,-92.92,-109.02, 
116092,1668971986.20,119.27,-167.41,-37.05, 
116492,1668971986.60,116.73,-191.80,-101.92, 
116901,1668971987.00,49.44,-110.94,-136.48, 
117299,1668971987.40,-5.85,-125.99,-49.31, 
117700,1668971987.80,28.30,-202.30,42.55, 
118110,1668971988.20,23.47,-128.34,119.19, 
118503,1668971988.60,50.02,-17.49,190.77, 
118902,1668971989.00,38.52,55.37,151.96, 
119302,1668971989.40,-3.31,145.29,44.87, 
119689,1668971989.80,41.35,33.20,-70.10, 
120090,1668971990.20,43.52,-140.26,-146.88, 
120489,1668971990.60,-2.79,-97.25,-233.22, 
120897,1668971991.00,22.02,-125.39,-322.40, 
121319,1668971991.40,-5.74,-145.49,-297.12, 
121698,1668971991.80,-76.87,-126.32,-173.02, 
122087,1668971992.20,-132.91,-140.24,-50.65, 
122486,1668971992.60,-96.86,-164.97,51.75, 
122886,1668971993.00,-112.69,-131.48,50.15, 
123299,1668971993.40,-107.09,-84.85,119.76, 
123686,1668971993.80,-100.34,-92.86,151.93, 
124096,1668971994.20,-92.67,-211.36,305.13, 
124487,1668971994.60,-21.71,-284.25,394.44, 
124884,1668971995.00,19.90,-252.43,257.60, 
125304,1668971995.40,6.70,-153.87,181.45, 
125685,1668971995.80,42.78,-100.99,275.04, 
126152,1668971996.20,119.36,-53.44,336.11, 
126482,1668971996.60,162.30,-11.02,370.18, 
126883,1668971997.00,161.05,58.69,240.99, 
127303,1668971997.40,77.69,215.84,111.89, 
127684,1668971997.80,71.35,438.68,1.42, 
128083,1668971998.20,49.03,462.28,-231.28, 
128481,1668971998.60,-17.88,424.24,-286.05, 
128894,1668971999.00,-136.10,353.98,-306.61, 
129302,1668971999.40,-116.72,191.88,-471.39, 
129681,1668971999.80,28.82,-6.76,-382.23, 
130091,1668972000.20,48.10,-100.00,-164.99, 
130490,1668972000.60,-16.48,-40.49,58.53, 
130889,1668972001.00,10.37,58.09,89.23, 
131278,1668972001.40,47.40,136.68,-129.31, 
131688,1668972001.80,-83.43,181.30,-285.55, 
132079,1668972002.20,-154.73,164.40,-251.38, 
132478,1668972002.60,-81.85,115.28,34.29, 
132888,1668972003.00,-53.85,170.73,239.41, 
133279,1668972003.40,-60.55,310.40,337.74, 
133685,1668972003.80,-17.99,218.35,188.81, 
134074,1668972004.20,-29.72,170.87,55.38, 
134477,1668972004.60,-38.22,225.94,170.36, 
134873,1668972005.00,2.60,214.25,28.72, 
135364,1668972005.40,19.56,280.25,-78.94, 
135677,1668972005.80,33.10,193.07,-148.96, 
136077,1668972006.20,75.76,-15.48,-239.86, 
136474,1668972006.60,124.69,-234.81,-268.41, 
136886,1668972007.00,50.54,-310.47,-293.37, 
137273,1668972007.40,-74.32,-202.86,-270.70, 
137670,1668972007.80,-76.24,-246.18,-225.12, 
138082,1668972008.20,-45.55,-277.96,-266.35, 
138481,1668972008.60,-50.06,-218.17,-52.38, 
138891,1668972009.00,10.34,-231.63,12.38, 
139282,1668972009.40,26.77,-238.92,-62.59, 
139683,1668972009.80,-38.90,-192.54,-153.17, 
140081,1668972010.20,-42.03,-152.11,-78.00, 
140482,1668972010.60,19.42,-149.28,48.21, 
140890,1668972011.00,21.42,-112.11,229.68, 
141289,1668972011.40,54.35,-80.20,469.21, 
141684,1668972011.80,112.21,-3.91,611.11, 
142088,1668972012.20,156.51,24.14,472.49, 
142487,1668972012.60,77.98,96.02,230.94, 
142888,1668972013.00,-18.84,167.42,99.29, 
143280,1668972013.40,-47.84,138.39,-135.56, 
143689,1668972013.80,-38.76,193.69,-303.25, 
144078,1668972014.20,-45.73,216.84,-263.90, 
144486,1668972014.60,28.46,98.11,-246.68, 
144887,1668972015.00,55.31,-66.80,-236.50, 
145281,1668972015.40,-2.90,-67.71,-99.56, 
145686,1668972015.80,29.19,-68.38,96.06, 
146137,1668972016.20,118.67,-232.33,207.60, 
146483,1668972016.60,123.43,-327.72,73.01, 
146884,1668972017.00,93.03,-200.33,-94.42, 
147275,1668972017.40,97.50,-192.52,-170.11, 
147673,1668972017.80,35.84,-166.09,-211.50, 
148074,1668972018.20,1.02,-91.97,-179.50, 
148471,1668972018.60,-12.45,-63.22,-198.96, 
148881,1668972019.00,-71.08,-119.61,-227.68, 
149268,1668972019.40,-101.15,-96.31,-96.63, 
149680,1668972019.80,-61.10,-106.82,148.36, 
150071,1668972020.20,-12.06,-111.86,186.25, 
150474,1668972020.60,-35.49,-96.11,145.55, 
150867,1668972021.00,-70.02,-47.74,68.43, 
151275,1668972021.40,-128.72,-54.54,120.99, 
151672,1668972021.80,-237.56,-24.86,111.84, 
152068,1668972022.20,-239.19,1.37,87.25, 
152475,1668972022.60,-107.99,-73.95,160.61, 
152879,1668972023.00,48.48,-64.50,227.65, 
153268,1668972023.40,141.42,-86.32,333.47, 
153673,1668972023.80,102.65,-99.47,257.68, 
154079,1668972024.20,37.59,25.30,113.44, 
154480,1668972024.60,-15.04,259.85,76.25, 
154869,1668972025.00,6.00,411.87,54.06, 
155277,1668972025.40,71.38,346.52,-37.95, 
155668,1668972025.80,106.50,255.27,13.50, 
156069,1668972026.20,85.18,177.92,79.67, 
156469,1668972026.60,66.31,162.27,24.71, 
156876,1668972027.00,18.44,81.83,-142.38, 
157267,1668972027.40,-4.36,49.33,-102.54, 
157667,1668972027.80,7.75,38.91,-72.68, 
158062,1668972028.20,17.18,30.27,-89.80, 
158466,1668972028.60,24.25,104.54,-50.29, 
158877,1668972029.00,-49.43,228.37,-20.66, 
159262,1668972029.40,-75.39,175.39,-159.55, 
159660,1668972029.80,-78.55,112.87,-295.47, 
160067,1668972030.20,-191.92,108.18,-248.78, 
160462,1668972030.60,-87.14,53.25,-220.73, 
160862,1668972031.00,-16.85,55.61,-99.74, 
161271,1668972031.40,-22.13,71.57,156.83, 
161662,1668972031.80,37.26,-15.56,190.30, 
162064,1668972032.20,100.76,-20.87,177.98, 
162459,1668972032.60,71.34,-41.80,126.28, 
162859,1668972033.00,93.08,-42.64,118.10, 
163258,1668972033.40,92.68,38.81,78.70, 
163670,1668972033.80,106.60,-12.18,-35.08, 
164059,1668972034.20,84.18,-103.98,-228.38, 
164462,1668972034.60,0.80,-94.19,-319.29, 
164874,1668972035.00,28.48,-167.48,-269.41, 
165267,1668972035.40,18.56,-223.43,-201.13, 
165658,1668972035.80,-21.33,-116.52,-48.62, 
166119,1668972036.20,-6.64,-44.70,112.91, 
166455,1668972036.60,-25.35,-19.44,141.41, 
166860,1668972037.00,-24.85,100.23,119.67, 
167256,1668972037.40,7.17,110.62,158.06, 
167667,1668972037.80,96.82,18.68,249.91, 
168069,1668972038.20,134.13,-39.91,320.68, 
168464,1668972038.60,82.00,-53.49,242.14, 
168876,1668972039.00,21.69,1.54,126.49, 
169273,1668972039.40,-43.97,-4.00,25.35, 
169662,1668972039.80,-33.85,122.55,-113.92, 
170057,1668972040.20,-9.62,154.63,-54.58, 
170471,1668972040.60,73.67,78.77,17.14, 
170860,1668972041.00,89.82,63.49,94.56, 
171272,1668972041.40,-10.92,48.74,41.59, 
172283,1668972041.80,-156.80,34.62,-38.03, 
172335,1668972042.20,-143.45,-10.96,-144.46, 
172460,1668972042.60,-66.86,-197.00,-260.14, 
172865,1668972043.00,-36.73,-343.14,-311.60, 
173264,1668972043.40,-43.56,-273.20,-259.12, 
173658,1668972043.80,-79.82,-259.90,-33.76, 
174055,1668972044.20,-91.44,-195.40,125.35, 
174460,1668972044.60,-99.02,-39.97,243.01, 
174868,1668972045.00,-135.23,52.90,138.74, 
175255,1668972045.40,-145.17,60.51,211.51, 
175656,1668972045.80,-103.24,17.42,320.75, 
176060,1668972046.20,-161.63,80.25,341.17, 
176465,1668972046.60,-188.16,244.46,376.11, 
176855,1668972047.00,-125.73,222.52,202.43, 
177264,1668972047.40,-55.61,85.43,-81.59, 
177655,1668972047.80,-28.06,104.54,-213.90, 
178075,1668972048.20,-51.21,35.64,-274.24, 
178454,1668972048.60,11.60,-169.48,-278.84, 
178853,1668972049.00,79.50,-232.59,-237.40, 
179255,1668972049.40,86.52,-311.56,-22.88, 
179652,1668972049.80,76.69,-334.99,93.55, 
180058,1668972050.20,4.34,-116.29,149.27, 
180455,1668972050.60,42.49,13.30,220.12, 
180858,1668972051.00,121.95,-12.59,185.09, 
181260,1668972051.40,216.65,0.09,166.59, 
181669,1668972051.80,256.95,76.53,243.66, 
182061,1668972052.20,252.42,104.11,273.79, 
182450,1668972052.60,212.60,92.70,297.35, 
182851,1668972053.00,255.84,98.44,127.87, 
183255,1668972053.40,284.85,117.69,-194.88, 
183652,1668972053.80,142.34,181.17,-317.19, 
184059,1668972054.20,72.40,293.74,-318.71, 
184446,1668972054.60,45.01,312.40,-337.37, 
184856,1668972055.00,-42.52,254.01,-424.37, 
185253,1668972055.40,-96.88,135.59,-469.04, 
185649,1668972055.80,-44.75,-111.80,-487.13, 
186089,1668972056.20,-3.04,-308.90,-515.01, 
186454,1668972056.60,-97.51,-295.79,-451.09, 
186855,1668972057.00,-204.34,-131.86,-279.37, 
187254,1668972057.40,-238.15,-80.84,-241.56, 
187652,1668972057.80,-212.38,-119.55,-179.23, 
188053,1668972058.20,-203.42,-66.56,102.86, 
188452,1668972058.60,-207.85,-5.40,271.86, 
188844,1668972059.00,-174.37,-21.19,244.42, 
189241,1668972059.40,-127.92,-0.89,47.28, 
189650,1668972059.80,-87.02,81.90,13.13, 
190042,1668972060.20,-82.58,80.67,23.78, 
190447,1668972060.60,18.71,-36.26,67.47, 
190844,1668972061.00,116.87,-146.03,84.86, 
191238,1668972061.40,162.07,-147.42,113.81, 
191653,1668972061.80,195.82,-128.69,-14.92, 
192040,1668972062.20,156.86,-94.01,25.85, 
192448,1668972062.60,90.59,68.18,219.56, 
192839,1668972063.00,98.45,230.80,307.23, 
193243,1668972063.40,151.14,208.63,266.52, 
193652,1668972063.80,174.11,138.55,139.46, 
194041,1668972064.20,126.02,227.07,46.66, 
194445,1668972064.60,162.99,161.75,45.78, 
194848,1668972065.00,140.22,-9.71,165.05, 
195252,1668972065.40,182.40,-65.15,189.34, 
195653,1668972065.80,195.05,-91.54,31.23, 
196044,1668972066.20,104.77,-29.62,-6.22, 
196450,1668972066.60,90.96,36.60,36.00, 
196835,1668972067.00,59.93,23.48,52.67, 
197236,1668972067.40,1.28,-36.94,-120.49, 
197654,1668972067.80,-64.03,-51.75,-290.13, 
198037,1668972068.20,-101.11,-111.82,-201.84, 
198434,1668972068.60,-115.59,-174.58,-143.33, 
198832,1668972069.00,-126.73,-138.74,-121.36, 
199241,1668972069.40,-166.11,-90.52,-147.71, 
199632,1668972069.80,-211.92,-81.50,-104.78, 
200034,1668972070.20,-277.75,-55.71,-65.12, 
200441,1668972070.60,-293.53,-16.92,-128.87, 
200845,1668972071.00,-348.87,64.59,-50.56, 
201238,1668972071.40,-337.77,96.35,58.79, 
201627,1668972071.80,-274.02,56.16,36.99, 
202027,1668972072.20,-216.34,39.48,-13.56, 
202434,1668972072.60,-84.88,-105.48,21.19, 
202838,1668972073.00,-8.56,-202.62,115.60, 
203239,1668972073.40,6.80,-127.68,341.52, 
203624,1668972073.80,5.17,-63.59,362.91, 
204036,1668972074.20,35.58,23.64,244.39, 
204431,1668972074.60,-1.89,209.80,192.78, 
204840,1668972075.00,-46.49,273.60,162.58, 
205234,1668972075.40,-16.18,188.41,181.21, 
205627,1668972075.80,41.44,149.73,205.26, 
206069,1668972076.20,88.48,82.84,264.10, 
206424,1668972076.60,190.31,11.60,246.39, 
206831,1668972077.00,269.35,-78.63,198.57, 
207235,1668972077.40,279.86,-34.62,33.41, 
207622,1668972077.80,266.99,50.93,-58.03, 
208033,1668972078.20,204.90,217.93,-75.01, 
208424,1668972078.60,118.68,478.59,-1.51, 
208822,1668972079.00,79.09,479.26,-140.38, 
209233,1668972079.40,45.43,304.68,-404.47, 
209631,1668972079.80,47.56,221.57,-339.28, 
210028,1668972080.20,32.67,263.20,-188.83, 
210423,1668972080.60,-27.79,238.20,-38.20, 
210835,1668972081.00,-60.04,112.49,-100.60, 
211228,1668972081.40,-117.18,103.24,-238.53, 
211628,1668972081.80,-97.30,139.94,-208.59, 
212021,1668972082.20,0.14,14.89,-198.98, 
212420,1668972082.60,45.98,-189.11,-199.34, 
212830,1668972083.00,34.23,-368.85,-156.43, 
213219,1668972083.40,-7.44,-410.54,-19.63, 
213626,1668972083.80,-9.65,-357.16,40.39, 
214028,1668972084.20,-58.81,-373.90,-18.75, 
214417,1668972084.60,-64.98,-447.86,-198.94, 
214827,1668972085.00,-68.63,-532.47,-207.55, 
215216,1668972085.40,-70.08,-507.82,-112.90, 
215619,1668972085.80,-85.73,-363.19,143.19, 
216018,1668972086.20,-64.95,-206.20,385.54, 
216412,1668972086.60,-61.76,-124.50,415.54, 
216817,1668972087.00,-105.71,42.78,392.92, 
217217,1668972087.40,-27.30,78.53,380.78, 
217612,1668972087.80,-10.55,41.07,296.32, 
218023,1668972088.20,18.99,27.01,253.51, 
218423,1668972088.60,123.40,-0.16,38.16, 
218808,1668972089.00,109.41,-5.04,-150.22, 
219222,1668972089.40,65.00,-90.19,-195.77, 
219621,1668972089.80,90.88,-171.61,-113.96, 
220020,1668972090.20,109.88,-101.45,73.72, 
220416,1668972090.60,76.36,90.77,122.35, 
220821,1668972091.00,78.16,47.86,172.63, 
221210,1668972091.40,109.91,-52.22,-25.56, 
221612,1668972091.80,54.04,33.79,-159.64, 
222011,1668972092.20,-40.64,136.73,-230.35, 
222404,1668972092.60,-36.59,103.48,-134.99, 
223393,1668972093.00,-1.68,-55.34,-213.94, 
223447,1668972093.40,-68.80,98.83,-180.48, 
223608,1668972093.80,-137.58,254.87,-62.73, 
224032,1668972094.20,-125.62,227.37,-64.76, 
224405,1668972094.60,-113.35,217.43,-85.86, 
224817,1668972095.00,-117.01,222.40,42.75, 
225208,1668972095.40,-101.03,204.95,29.47, 
225605,1668972095.80,-55.18,154.41,-67.85, 
226048,1668972096.20,-47.03,94.27,-205.38, 
226414,1668972096.60,7.67,-5.51,-230.75, 
226813,1668972097.00,20.78,-102.80,-278.79, 
227211,1668972097.40,-64.07,-112.80,-201.48, 
227608,1668972097.80,-65.61,-151.65,-75.91, 
228014,1668972098.20,14.10,-228.67,-94.65, 
228413,1668972098.60,31.28,-219.08,-134.70, 
228802,1668972099.00,14.02,-157.78,-57.57, 
229212,1668972099.40,-31.38,-152.60,104.88, 
229613,1668972099.80,12.49,-177.07,115.06, 
230004,1668972100.20,1.92,-110.14,67.19, 
230404,1668972100.60,25.68,-36.35,124.76, 
230803,1668972101.00,140.81,-38.97,210.13, 
231198,1668972101.40,198.78,-6.16,215.66, 
231598,1668972101.80,146.88,22.24,100.47, 
231997,1668972102.20,86.42,78.71,44.52, 
232407,1668972102.60,20.25,174.30,179.31, 
232810,1668972103.00,15.20,265.09,226.24, 
233211,1668972103.40,73.55,284.54,314.03, 
233605,1668972103.80,134.92,295.14,374.19, 
234004,1668972104.20,132.87,364.15,447.03, 
234405,1668972104.60,192.40,312.70,292.78, 
234803,1668972105.00,267.59,232.30,-44.34, 
235198,1668972105.40,209.44,129.15,-284.15, 
235593,1668972105.80,125.70,108.00,-262.67, 
235997,1668972106.20,38.17,120.68,-74.70, 
236394,1668972106.60,-2.41,77.78,-10.05, 
236800,1668972107.00,41.92,40.21,-43.88, 
237201,1668972107.40,74.64,-8.52,-120.19, 
237598,1668972107.80,-13.62,32.21,-219.87, 
238006,1668972108.20,-134.53,95.44,-160.74, 
238405,1668972108.60,-87.70,-103.67,-215.71, 
238804,1668972109.00,-18.09,-313.12,-324.95, 
239202,1668972109.40,-74.72,-327.67,-314.97, 
239599,1668972109.80,-104.43,-399.70,-415.58, 
240001,1668972110.20,-160.08,-383.49,-267.88, 
240402,1668972110.60,-235.19,-264.17,-146.29, 
240801,1668972111.00,-243.59,-293.99,-48.81, 
241188,1668972111.40,-230.17,-260.94,121.23, 
241592,1668972111.80,-295.75,-80.34,327.90, 
242020,1668972112.20,-342.45,50.46,346.48, 
242393,1668972112.60,-213.45,25.03,204.46, 
242792,1668972113.00,-183.70,37.53,186.66, 
243197,1668972113.40,-203.46,228.51,388.34, 
243601,1668972113.80,-150.49,279.46,342.98, 
243992,1668972114.20,-88.30,150.54,137.54, 
244389,1668972114.60,-2.87,77.43,11.63, 
244789,1668972115.00,51.20,66.59,54.88, 
245190,1668972115.40,48.58,105.82,175.57, 
245596,1668972115.80,77.41,201.21,183.94, 
246034,1668972116.20,132.58,207.06,164.34, 
246386,1668972116.60,143.23,75.43,10.72, 
246790,1668972117.00,166.06,-15.43,46.85, 
247183,1668972117.40,150.61,-55.59,32.28, 
247586,1668972117.80,183.26,-71.19,-28.11, 
247992,1668972118.20,174.02,-50.59,6.51, 
248391,1668972118.60,163.33,-0.45,10.17, 
248793,1668972119.00,199.73,6.15,0.47, 
249192,1668972119.40,129.86,109.95,-53.75, 
249591,1668972119.80,22.53,140.07,-113.02, 
249993,1668972120.20,62.55,29.81,-244.67, 
250454,1668972120.60,45.50,-11.12,-318.68, 
250791,1668972121.00,45.54,-93.91,-306.07, 
251181,1668972121.40,13.60,-126.20,-289.08, 
251592,1668972121.80,-61.20,-85.89,-206.88, 
251981,1668972122.20,-104.40,-182.92,-64.88, 
252391,1668972122.60,-105.12,-142.93,6.88, 
252782,1668972123.00,-103.79,23.26,86.06, 
253190,1668972123.40,-70.34,-73.95,21.94, 
253589,1668972123.80,-26.04,-199.69,-3.80, 
253984,1668972124.20,58.24,-213.99,136.72, 
254382,1668972124.60,60.10,-253.60,198.31, 
254775,1668972125.00,44.90,-197.01,245.06, 
255176,1668972125.40,31.46,-81.13,247.31, 
255578,1668972125.80,-43.78,-34.41,145.53, 
255975,1668972126.20,-103.49,-43.13,192.82, 
256374,1668972126.60,-85.88,-15.59,140.30, 
256776,1668972127.00,-6.54,24.43,-56.64, 
257175,1668972127.40,8.93,9.28,-204.32, 
257583,1668972127.80,-9.28,-1.49,-240.32, 
257984,1668972128.20,22.77,72.86,-128.51, 
258377,1668972128.60,47.92,148.59,-63.92, 
258770,1668972129.00,20.48,174.52,-67.97, 
259170,1668972129.40,-2.10,160.64,-123.34, 
259569,1668972129.80,10.06,131.03,-74.63, 
259971,1668972130.20,-10.96,170.59,-106.94, 
260376,1668972130.60,-27.73,232.38,-223.94, 
260773,1668972131.00,21.84,145.94,-184.42, 
261177,1668972131.40,13.61,24.46,-78.94, 
261568,1668972131.80,-56.91,140.17,27.29, 
261980,1668972132.20,-48.89,65.37,-24.53, 
262379,1668972132.60,22.00,-45.42,-134.90, 
262778,1668972133.00,-48.59,-19.14,-103.79, 
263180,1668972133.40,-55.88,84.32,-42.82, 
263571,1668972133.80,-13.98,198.21,24.82, 
263974,1668972134.20,20.04,169.38,2.54, 
264376,1668972134.60,46.99,76.51,-63.63, 
264777,1668972135.00,67.65,64.57,-46.39, 
265166,1668972135.40,51.46,20.24,-146.63, 
265568,1668972135.80,68.54,-132.32,-111.70, 
266016,1668972136.20,18.01,-219.94,-122.62, 
266364,1668972136.60,-7.06,-204.22,14.25, 
266774,1668972137.00,-75.52,-187.91,89.82, 
267163,1668972137.40,-80.70,-139.07,132.46, 
267567,1668972137.80,-68.00,-48.01,52.03, 
267964,1668972138.20,-103.68,-39.34,20.27, 
268367,1668972138.60,-145.97,17.52,133.68, 
268763,1668972139.00,-128.10,62.64,213.50, 
269162,1668972139.40,-80.04,48.15,219.75, 
269574,1668972139.80,-39.05,-29.99,81.70, 
269973,1668972140.20,43.76,-59.19,20.23, 
270370,1668972140.60,-16.85,15.91,149.24, 
270768,1668972141.00,-48.14,-87.93,85.80, 
271165,1668972141.40,55.66,-153.31,-52.09, 
271564,1668972141.80,74.29,-104.02,-18.79, 
271968,1668972142.20,73.30,-110.25,-38.36, 
272369,1668972142.60,56.52,-15.02,66.39, 
272769,1668972143.00,42.58,62.19,130.91, 
273170,1668972143.40,109.79,57.99,111.56, 
273571,1668972143.80,177.97,53.79,18.08, 
274585,1668972144.20,180.90,17.44,-92.68, 
274638,1668972144.60,148.16,-94.89,-190.70, 
274759,1668972145.00,-9.21,-1.97,-149.26, 
275159,1668972145.40,-119.32,188.33,31.95, 
275568,1668972145.80,-140.78,156.64,52.39, 
275965,1668972146.20,-107.50,78.76,7.76, 
276363,1668972146.60,-46.95,112.84,62.03, 
276754,1668972147.00,-28.30,88.35,-3.11, 
