millis,type,message
2283794878,INFO,0141_SYS.csv created
2283795212,WARN,Disabling IridiumMessageSender transmissions
2283796291,INFO,Completed analysis m: 635 t: 0 e: 0
2283796316,INFO,Enabling IridiumMessageSender transmissions
2283845804,INFO,Starting analysis m: 635 t: 0 e: 1
2283846094,WARN,Disabling IridiumMessageSender transmissions
2283848288,INFO,Completed analysis m: 635 t: 0 e: 1
2283848312,INFO,Enabling IridiumMessageSender transmissions
2283896946,INFO,Starting analysis m: 635 t: 0 e: 2
2283897235,WARN,Disabling IridiumMessageSender transmissions
2283898578,INFO,Completed analysis m: 635 t: 0 e: 2
2283898603,INFO,Enabling IridiumMessageSender transmissions
2283948093,INFO,Starting analysis m: 635 t: 0 e: 3
2283948423,WARN,Disabling IridiumMessageSender transmissions
2283949887,INFO,Completed analysis m: 635 t: 0 e: 3
2283949912,INFO,Enabling IridiumMessageSender transmissions
2283995146,INFO,powerData | solV: 0.00
2283995172,INFO,powerData | solI: 0.00
2283995195,INFO,powerData | battV: 4.10
2283995219,INFO,powerData | battI: -0.07
2283995240,INFO,powerData | busV: 4.09
2283995260,INFO,powerData | busI: 0.06
2283995281,INFO,powerData | BQ status reg: 0
2283995301,INFO,powerData | Fault reg: 0
2283995324,INFO,powerData | Charge status: 0
2283995344,INFO,powerData | DPM status: 0
2283999234,INFO,Starting analysis m: 635 t: 0 e: 4
2283999516,WARN,Disabling IridiumMessageSender transmissions
2284000776,INFO,Completed analysis m: 635 t: 0 e: 4
2284000800,INFO,Enabling IridiumMessageSender transmissions
2284050388,INFO,Starting analysis m: 635 t: 0 e: 5
2284050679,WARN,Disabling IridiumMessageSender transmissions
2284051978,INFO,Completed analysis m: 635 t: 0 e: 5
2284052002,INFO,Enabling IridiumMessageSender transmissions
2284101521,INFO,Starting analysis m: 635 t: 0 e: 6
2284101812,WARN,Disabling IridiumMessageSender transmissions
2284103067,INFO,Completed analysis m: 635 t: 0 e: 6
2284103092,INFO,Enabling IridiumMessageSender transmissions
2284152678,INFO,Starting analysis m: 635 t: 0 e: 7
2284152963,WARN,Disabling IridiumMessageSender transmissions
2284154261,INFO,Completed analysis m: 635 t: 0 e: 7
2284154286,INFO,Enabling IridiumMessageSender transmissions
2284203821,INFO,Starting analysis m: 635 t: 0 e: 8
2284204111,WARN,Disabling IridiumMessageSender transmissions
2284205414,INFO,Completed analysis m: 635 t: 0 e: 8
2284205438,INFO,Enabling IridiumMessageSender transmissions
2284254967,INFO,Starting analysis m: 635 t: 0 e: 9
2284255250,WARN,Disabling IridiumMessageSender transmissions
2284256557,INFO,Completed analysis m: 635 t: 0 e: 9
2284256581,INFO,Enabling IridiumMessageSender transmissions
2284295153,INFO,powerData | solV: 0.00
2284295176,INFO,powerData | solI: 0.00
2284295196,INFO,powerData | battV: 4.10
2284295217,INFO,powerData | battI: -0.06
2284295243,INFO,powerData | busV: 4.10
2284295268,INFO,powerData | busI: 0.05
2284295288,INFO,powerData | BQ status reg: 0
2284295309,INFO,powerData | Fault reg: 0
2284295329,INFO,powerData | Charge status: 0
2284295356,INFO,powerData | DPM status: 0
2284306104,INFO,Starting analysis m: 635 t: 0 e: 10
2284306417,WARN,Disabling IridiumMessageSender transmissions
2284307707,INFO,Completed analysis m: 635 t: 0 e: 10
2284307732,INFO,Enabling IridiumMessageSender transmissions
