GPS_Epoch_Time(s),lat(deg),lat(min*1e5),long(deg),long(min*1e5)
1651238014.40,-14,-2198827,-170,-4586454
1651238074.80,-14,-2198719,-170,-4586392
1651238135.20,-14,-2198749,-170,-4586417
1651238195.60,-14,-2198780,-170,-4586357
1651238256.00,-14,-2198785,-170,-4586318
1651238316.40,-14,-2198658,-170,-4586367
1651238376.80,-14,-2198799,-170,-4586349
1651238437.20,-14,-2198805,-170,-4586280
1651238497.60,-14,-2198787,-170,-4586282
1651238558.00,-14,-2198763,-170,-4586387
1651238618.40,-14,-2198789,-170,-4586304
1651238678.80,-14,-2198738,-170,-4586364
1651238739.20,-14,-2198859,-170,-4586375
1651238799.60,-14,-2198809,-170,-4586385
1651238860.00,-14,-2198768,-170,-4586407
1651238920.40,-14,-2198751,-170,-4586357
1651238980.80,-14,-2198765,-170,-4586393
1651239041.20,-14,-2198773,-170,-4586394
1651239101.60,-14,-2198753,-170,-4586385
1651239162.00,-14,-2198768,-170,-4586399
1651239222.40,-14,-2198716,-170,-4586381
1651239282.80,-14,-2198755,-170,-4586422
1651239343.20,-14,-2198675,-170,-4586378
1651239403.60,-14,-2198558,-170,-4586412
1651239464.00,-14,-2198659,-170,-4586529
1651239524.40,-14,-2198647,-170,-4586553
1651239584.80,-14,-2198587,-170,-4586580
1651239645.20,-14,-2198645,-170,-4586549
1651239705.60,-14,-2198585,-170,-4586574
1651239766.00,-14,-2198582,-170,-4586610
1651239826.40,-14,-2198542,-170,-4586667
1651239886.80,-14,-2198572,-170,-4586708
1651239947.20,-14,-2198499,-170,-4586727
1651240007.60,-14,-2198532,-170,-4586757
1651240068.00,-14,-2198452,-170,-4586772
1651240128.40,-14,-2198434,-170,-4586794
1651240188.80,-14,-2198512,-170,-4586823
1651240249.20,-14,-2198461,-170,-4586724
1651240309.60,-14,-2198514,-170,-4586768
1651240370.00,-14,-2198443,-170,-4586794
1651240430.40,-14,-2198386,-170,-4586757
1651240490.80,-14,-2198414,-170,-4586739
1651240551.20,-14,-2198332,-170,-4586707
1651240611.60,-14,-2198440,-170,-4586761
1651240671.20,-14,-2198317,-170,-4586822
1651240732.00,-14,-2198302,-170,-4586790
1651240792.40,-14,-2198328,-170,-4586806
1651240852.80,-14,-2198362,-170,-4586850
1651240913.20,-14,-2198371,-170,-4586852
1651240973.60,-14,-2198368,-170,-4586801
1651241034.00,-14,-2198403,-170,-4586809
1651241094.40,-14,-2198347,-170,-4586752
1651241154.80,-14,-2198452,-170,-4586793
1651241215.20,-14,-2198377,-170,-4586756
1651241275.60,-14,-2198384,-170,-4586780
1651241336.00,-14,-2198452,-170,-4586881
1651241396.00,-14,-2198422,-170,-4586750
1651241456.80,-14,-2198411,-170,-4586822
1651241517.20,-14,-2198372,-170,-4586717
1651241577.60,-14,-2198356,-170,-4586678
1651241638.00,-14,-2198371,-170,-4586724
1651241698.40,-14,-2198332,-170,-4586745
1651241758.80,-14,-2198433,-170,-4586733
1651241819.20,-14,-2198354,-170,-4586770
1651241879.60,-14,-2198356,-170,-4586796
1651241940.00,-14,-2198305,-170,-4586729
1651242000.40,-14,-2198340,-170,-4586721
1651242060.80,-14,-2198353,-170,-4586699
1651242121.20,-14,-2198354,-170,-4586782
1651242181.60,-14,-2198332,-170,-4586774
1651242242.00,-14,-2198223,-170,-4586848
1651242302.40,-14,-2198193,-170,-4586878
1651242362.80,-14,-2198188,-170,-4586980
1651242423.20,-14,-2198160,-170,-4586964
1651242483.60,-14,-2198045,-170,-4586948
1651242544.00,-14,-2198050,-170,-4586943
1651242604.40,-14,-2198077,-170,-4586960
1651242664.80,-14,-2198157,-170,-4586965
1651242725.20,-14,-2198036,-170,-4587010
1651242785.60,-14,-2197997,-170,-4587002
1651242846.00,-14,-2197768,-170,-4586883
1651242906.40,-14,-2197837,-170,-4586855
1651242966.80,-14,-2197691,-170,-4586888
1651243027.20,-14,-2197668,-170,-4586879
1651243087.60,-14,-2197605,-170,-4586821
1651243148.00,-14,-2197556,-170,-4586815
1651243208.40,-14,-2197532,-170,-4586767
1651243268.80,-14,-2197595,-170,-4586763
1651243329.20,-14,-2197556,-170,-4586816
1651243389.60,-14,-2197540,-170,-4586822
1651243450.00,-14,-2197476,-170,-4586787
1651243510.40,-14,-2197503,-170,-4586731
1651243570.80,-14,-2197455,-170,-4586682
1651243631.20,-14,-2197456,-170,-4586744
1651243691.60,-14,-2197427,-170,-4586618
1651243752.00,-14,-2197528,-170,-4586630
1651243812.40,-14,-2197445,-170,-4586692
1651243872.80,-14,-2197478,-170,-4586649
1651243933.20,-14,-2197405,-170,-4586513
1651243993.60,-14,-2197436,-170,-4586529
1651244054.00,-14,-2197453,-170,-4586488
1651244114.40,-14,-2197410,-170,-4586492
1651244174.80,-14,-2197431,-170,-4586496
1651244235.20,-14,-2197469,-170,-4586538
1651244295.60,-14,-2197552,-170,-4586526
1651244356.00,-14,-2197509,-170,-4586621
1651244416.40,-14,-2197479,-170,-4586595
1651244476.40,-14,-2197473,-170,-4586580
1651244537.60,-14,-2197506,-170,-4586644
1651244598.00,-14,-2197566,-170,-4586659
1651244658.40,-14,-2197584,-170,-4586662
1651244718.80,-14,-2197594,-170,-4586690
1651244779.20,-14,-2197587,-170,-4586710
1651244839.60,-14,-2197544,-170,-4586696
1651244900.00,-14,-2197550,-170,-4586688
1651244960.40,-14,-2197706,-170,-4586711
1651245020.80,-14,-2197711,-170,-4586832
1651245081.20,-14,-2197695,-170,-4586787
1651245141.60,-14,-2197629,-170,-4586791
1651245202.00,-14,-2197586,-170,-4586676
1651245262.40,-14,-2197579,-170,-4586642
1651245322.80,-14,-2197522,-170,-4586612
1651245383.20,-14,-2197546,-170,-4586601
1651245443.60,-14,-2197521,-170,-4586545
1651245504.00,-14,-2197552,-170,-4586616
1651245564.40,-14,-2197651,-170,-4586630
1651245624.80,-14,-2197562,-170,-4586599
1651245685.20,-14,-2197539,-170,-4586636
1651245745.60,-14,-2197607,-170,-4586605
1651245806.00,-14,-2197672,-170,-4586603
1651245866.40,-14,-2197735,-170,-4586710
1651245927.20,-14,-2197663,-170,-4586669
1651245987.60,-14,-2197608,-170,-4586670
1651246048.00,-14,-2197542,-170,-4586592
1651246108.40,-14,-2197642,-170,-4586524
1651246168.80,-14,-2197648,-170,-4586520
1651246229.20,-14,-2197511,-170,-4586525
1651246289.60,-14,-2197589,-170,-4586491
1651246350.00,-14,-2197467,-170,-4586488
1651246410.40,-14,-2197605,-170,-4586442
1651246470.80,-14,-2197568,-170,-4586421
1651246531.20,-14,-2197557,-170,-4586334
1651246591.60,-14,-2197527,-170,-4586410
1651246652.00,-14,-2197541,-170,-4586345
1651246712.40,-14,-2197506,-170,-4586340
1651246772.80,-14,-2197623,-170,-4586340
1651246833.20,-14,-2197607,-170,-4586379
1651246893.60,-14,-2197651,-170,-4586361
1651246954.00,-14,-2197618,-170,-4586524
1651247014.40,-14,-2197565,-170,-4586561
1651247074.80,-14,-2197576,-170,-4586585
1651247135.20,-14,-2197463,-170,-4586573
1651247195.60,-14,-2197543,-170,-4586561
1651247256.00,-14,-2197640,-170,-4586676
1651247316.40,-14,-2197663,-170,-4586585
1651247376.80,-14,-2197582,-170,-4586622
1651247437.20,-14,-2197569,-170,-4586644
1651247497.60,-14,-2197616,-170,-4586576
1651247558.00,-14,-2197593,-170,-4586682
1651247618.40,-14,-2197584,-170,-4586611
1651247678.80,-14,-2197538,-170,-4586570
1651247739.20,-14,-2197524,-170,-4586570
1651247799.60,-14,-2197571,-170,-4586592
1651247860.00,-14,-2197612,-170,-4586554
1651247920.40,-14,-2197571,-170,-4586563
1651247980.80,-14,-2197508,-170,-4586574
1651248041.20,-14,-2197584,-170,-4586563
1651248101.60,-14,-2197539,-170,-4586581
1651248162.00,-14,-2197570,-170,-4586530
1651248222.40,-14,-2197546,-170,-4586565
1651248282.80,-14,-2197471,-170,-4586534
1651248343.20,-14,-2197445,-170,-4586421
1651248403.60,-14,-2197489,-170,-4586385
1651248464.00,-14,-2197516,-170,-4586387
1651248524.40,-14,-2197414,-170,-4586309
1651248584.80,-14,-2197462,-170,-4586258
1651248645.20,-14,-2197413,-170,-4586234
1651248705.60,-14,-2197453,-170,-4586278
1651248766.00,-14,-2197544,-170,-4586219
1651248826.40,-14,-2197607,-170,-4586349
1651248886.80,-14,-2197603,-170,-4586255
1651248947.20,-14,-2197561,-170,-4586269
1651249007.60,-14,-2197426,-170,-4586265
1651249068.00,-14,-2197451,-170,-4586312
1651249128.40,-14,-2197475,-170,-4586378
1651249188.80,-14,-2197510,-170,-4586435
1651249249.20,-14,-2197473,-170,-4586432
1651249309.60,-14,-2197505,-170,-4586458
1651249370.00,-14,-2197433,-170,-4586490
1651249430.40,-14,-2197480,-170,-4586472
1651249490.80,-14,-2197474,-170,-4586423
1651249551.20,-14,-2197503,-170,-4586396
1651249611.60,-14,-2197434,-170,-4586375
1651249671.20,-14,-2197488,-170,-4586371
1651249732.00,-14,-2197519,-170,-4586364
1651249792.40,-14,-2197632,-170,-4586400
1651249852.80,-14,-2197573,-170,-4586435
1651249913.20,-14,-2197608,-170,-4586353
1651249973.60,-14,-2197604,-170,-4586367
1651250034.00,-14,-2197607,-170,-4586424
1651250094.40,-14,-2197706,-170,-4586403
1651250154.80,-14,-2197672,-170,-4586493
1651250215.20,-14,-2197740,-170,-4586570
1651250275.20,-14,-2197820,-170,-4586543
1651250335.60,-14,-2197811,-170,-4586633
1651250396.00,-14,-2197814,-170,-4586661
1651250456.80,-14,-2197865,-170,-4586691
1651250517.20,-14,-2197898,-170,-4586684
1651250577.60,-14,-2198019,-170,-4586693
1651250638.00,-14,-2198071,-170,-4586760
1651250698.40,-14,-2198025,-170,-4586661
1651250758.80,-14,-2198095,-170,-4586771
1651250819.20,-14,-2198022,-170,-4586732
1651250879.60,-14,-2197958,-170,-4586815
1651250940.00,-14,-2198049,-170,-4586830
1651251000.40,-14,-2198030,-170,-4586867
1651251060.80,-14,-2198037,-170,-4586881
1651251121.20,-14,-2198049,-170,-4586856
1651251181.60,-14,-2198000,-170,-4586829
1651251242.00,-14,-2198082,-170,-4586809
1651251302.40,-14,-2198071,-170,-4586842
1651251362.80,-14,-2198000,-170,-4586883
1651251423.20,-14,-2197974,-170,-4586877
1651251483.60,-14,-2197966,-170,-4586825
1651251544.00,-14,-2197999,-170,-4586865
1651251604.40,-14,-2198028,-170,-4586877
1651251664.80,-14,-2198107,-170,-4586879
1651251725.20,-14,-2198082,-170,-4586857
1651251785.60,-14,-2198069,-170,-4586881
1651251846.00,-14,-2198111,-170,-4586862
1651251906.40,-14,-2198083,-170,-4586847
1651251966.80,-14,-2198008,-170,-4586789
1651252027.20,-14,-2198063,-170,-4586823
1651252087.60,-14,-2198035,-170,-4586924
1651252148.00,-14,-2197960,-170,-4586842
1651252208.40,-14,-2197946,-170,-4586912
1651252268.80,-14,-2197991,-170,-4586883
1651252329.20,-14,-2198034,-170,-4586843
1651252389.60,-14,-2197961,-170,-4586829
