GPS_Epoch_Time(s),lat(deg),lat(min*1e5),long(deg),long(min*1e5)
1660182414.00,-14,-2197934,-170,-4587075
1660182474.40,-14,-2197894,-170,-4587060
1660182534.80,-14,-2197919,-170,-4587032
1660182595.20,-14,-2197931,-170,-4587035
1660182655.60,-14,-2197935,-170,-4587025
1660182716.00,-14,-2197914,-170,-4587039
1660182776.40,-14,-2197868,-170,-4587010
1660182836.80,-14,-2197890,-170,-4586924
1660182897.20,-14,-2197912,-170,-4586991
1660182957.60,-14,-2197888,-170,-4587057
1660183018.00,-14,-2197875,-170,-4587013
1660183078.40,-14,-2197873,-170,-4587034
1660183138.80,-14,-2197924,-170,-4587053
1660183199.20,-14,-2197958,-170,-4587047
1660183259.60,-14,-2197970,-170,-4587067
1660183320.00,-14,-2198012,-170,-4587083
1660183380.40,-14,-2198039,-170,-4587064
1660183440.80,-14,-2197997,-170,-4587069
1660183501.20,-14,-2198008,-170,-4587069
1660183561.60,-14,-2198032,-170,-4587093
1660183622.00,-14,-2198059,-170,-4587073
1660183682.40,-14,-2198072,-170,-4587094
1660183742.80,-14,-2198079,-170,-4587112
1660183803.20,-14,-2198095,-170,-4587125
1660183863.60,-14,-2198151,-170,-4587132
1660183924.00,-14,-2198194,-170,-4587142
1660183984.40,-14,-2198202,-170,-4587130
1660184044.80,-14,-2198208,-170,-4587152
1660184105.20,-14,-2198250,-170,-4587139
1660184165.60,-14,-2198273,-170,-4587126
1660184226.00,-14,-2198303,-170,-4587102
1660184286.40,-14,-2198309,-170,-4587099
1660184346.80,-14,-2198332,-170,-4587110
1660184407.20,-14,-2198369,-170,-4587115
1660184467.60,-14,-2198388,-170,-4587114
1660184528.00,-14,-2198416,-170,-4587128
1660184588.40,-14,-2198400,-170,-4587125
1660184648.80,-14,-2198409,-170,-4587087
1660184709.20,-14,-2198446,-170,-4587083
1660184769.20,-14,-2198418,-170,-4587064
1660184830.00,-14,-2198415,-170,-4587067
1660184890.40,-14,-2198396,-170,-4587074
1660184950.80,-14,-2198422,-170,-4587095
1660185011.20,-14,-2198426,-170,-4587107
1660185071.60,-14,-2198393,-170,-4587121
1660185132.00,-14,-2198378,-170,-4587085
1660185192.40,-14,-2198361,-170,-4587089
1660185252.80,-14,-2198322,-170,-4587109
1660185313.20,-14,-2198297,-170,-4587073
1660185373.60,-14,-2198277,-170,-4587088
1660185434.00,-14,-2198283,-170,-4587072
1660185493.60,-14,-2198282,-170,-4587085
1660185554.40,-14,-2198288,-170,-4587091
1660185614.80,-14,-2198317,-170,-4587083
1660185675.20,-14,-2198285,-170,-4587089
1660185735.60,-14,-2198298,-170,-4587095
1660185796.00,-14,-2198298,-170,-4587071
1660185856.40,-14,-2198312,-170,-4587084
1660185916.80,-14,-2198306,-170,-4587053
1660185977.20,-14,-2198319,-170,-4587053
1660186037.60,-14,-2198329,-170,-4587068
1660186098.00,-14,-2198346,-170,-4587079
1660186158.40,-14,-2198348,-170,-4587073
1660186218.80,-14,-2198347,-170,-4587080
1660186279.20,-14,-2198316,-170,-4587088
1660186339.60,-14,-2198302,-170,-4587033
1660186400.00,-14,-2198315,-170,-4587061
1660186460.40,-14,-2198346,-170,-4587038
1660186520.80,-14,-2198354,-170,-4587037
1660186581.20,-14,-2198329,-170,-4587069
1660186641.60,-14,-2198349,-170,-4587070
1660186702.00,-14,-2198350,-170,-4587077
1660186762.40,-14,-2198335,-170,-4587067
1660186822.80,-14,-2198351,-170,-4587038
1660186883.20,-14,-2198316,-170,-4587028
1660186943.60,-14,-2198270,-170,-4587070
1660187004.00,-14,-2198259,-170,-4587038
1660187064.40,-14,-2198254,-170,-4587037
1660187124.80,-14,-2198256,-170,-4587060
1660187185.20,-14,-2198242,-170,-4587058
1660187245.60,-14,-2198250,-170,-4587049
1660187306.00,-14,-2198248,-170,-4587063
1660187366.40,-14,-2198263,-170,-4587057
1660187426.80,-14,-2198259,-170,-4587073
1660187487.20,-14,-2198263,-170,-4587069
1660187547.60,-14,-2198243,-170,-4587076
1660187608.00,-14,-2198238,-170,-4587097
1660187668.40,-14,-2198244,-170,-4587110
1660187728.80,-14,-2198274,-170,-4587094
1660187789.20,-14,-2198269,-170,-4587083
1660187849.60,-14,-2198289,-170,-4587076
1660187910.00,-14,-2198306,-170,-4587072
1660187970.40,-14,-2198323,-170,-4587072
1660188030.80,-14,-2198309,-170,-4587100
1660188091.20,-14,-2198382,-170,-4587098
1660188151.60,-14,-2198403,-170,-4587093
1660188212.00,-14,-2198422,-170,-4587085
1660188272.40,-14,-2198460,-170,-4587074
1660188332.80,-14,-2198503,-170,-4587060
1660188393.20,-14,-2198528,-170,-4587103
1660188453.60,-14,-2198591,-170,-4587089
1660188514.00,-14,-2198641,-170,-4587055
1660188573.60,-14,-2198602,-170,-4587054
1660188634.40,-14,-2198666,-170,-4587054
1660188694.80,-14,-2198650,-170,-4587036
1660188755.20,-14,-2198663,-170,-4587030
1660188815.60,-14,-2198645,-170,-4587028
1660188876.00,-14,-2198675,-170,-4587022
1660188936.40,-14,-2198640,-170,-4587031
1660188996.80,-14,-2198651,-170,-4587037
1660189057.20,-14,-2198614,-170,-4587024
1660189117.60,-14,-2198634,-170,-4587014
1660189178.00,-14,-2198661,-170,-4587034
1660189238.40,-14,-2198680,-170,-4587027
1660189298.40,-14,-2198673,-170,-4587000
1660189359.20,-14,-2198681,-170,-4587006
1660189419.60,-14,-2198664,-170,-4587054
1660189480.00,-14,-2198677,-170,-4587054
1660189540.40,-14,-2198679,-170,-4587069
1660189600.80,-14,-2198679,-170,-4587050
1660189661.20,-14,-2198654,-170,-4587023
1660189721.60,-14,-2198675,-170,-4587018
1660189782.00,-14,-2198668,-170,-4587012
1660189842.40,-14,-2198697,-170,-4587018
1660189902.80,-14,-2198736,-170,-4586997
1660189963.20,-14,-2198693,-170,-4586987
1660190023.60,-14,-2198701,-170,-4586969
1660190084.00,-14,-2198671,-170,-4586965
1660190144.40,-14,-2198665,-170,-4586995
1660190204.80,-14,-2198644,-170,-4586995
1660190265.20,-14,-2198658,-170,-4587006
1660190325.60,-14,-2198680,-170,-4586985
1660190386.00,-14,-2198666,-170,-4587000
1660190446.40,-14,-2198652,-170,-4587011
1660190506.80,-14,-2198651,-170,-4587019
1660190567.20,-14,-2198660,-170,-4586995
1660190627.60,-14,-2198648,-170,-4586979
1660190688.00,-14,-2198649,-170,-4587033
1660190748.40,-14,-2198613,-170,-4587003
1660190808.80,-14,-2198596,-170,-4587020
1660190869.20,-14,-2198626,-170,-4587000
1660190929.60,-14,-2198604,-170,-4587016
1660190990.00,-14,-2198638,-170,-4586996
1660191050.40,-14,-2198621,-170,-4586957
1660191110.80,-14,-2198634,-170,-4586976
1660191171.20,-14,-2198615,-170,-4586965
1660191231.60,-14,-2198599,-170,-4586998
1660191292.00,-14,-2198594,-170,-4586983
1660191352.40,-14,-2198575,-170,-4586985
1660191412.80,-14,-2198600,-170,-4586954
1660191473.20,-14,-2198570,-170,-4586967
1660191533.60,-14,-2198545,-170,-4586950
1660191594.00,-14,-2198546,-170,-4586980
1660191654.40,-14,-2198518,-170,-4587025
1660191714.80,-14,-2198503,-170,-4586996
1660191775.20,-14,-2198499,-170,-4587013
1660191835.60,-14,-2198502,-170,-4587027
1660191896.00,-14,-2198504,-170,-4587015
1660191956.40,-14,-2198485,-170,-4587016
1660192016.80,-14,-2198487,-170,-4587010
1660192077.20,-14,-2198503,-170,-4586992
1660192137.60,-14,-2198513,-170,-4586973
1660192198.00,-14,-2198480,-170,-4586959
1660192258.40,-14,-2198466,-170,-4586945
1660192318.80,-14,-2198452,-170,-4586949
1660192378.40,-14,-2198463,-170,-4586955
1660192439.20,-14,-2198453,-170,-4586954
1660192499.60,-14,-2198468,-170,-4586934
1660192560.00,-14,-2198472,-170,-4586973
1660192620.40,-14,-2198491,-170,-4586993
1660192680.80,-14,-2198481,-170,-4587013
1660192741.20,-14,-2198467,-170,-4587006
1660192801.60,-14,-2198441,-170,-4586974
1660192862.00,-14,-2198428,-170,-4587019
1660192922.40,-14,-2198407,-170,-4586999
1660192982.80,-14,-2198412,-170,-4587004
1660193043.20,-14,-2198433,-170,-4586987
1660193103.20,-14,-2198431,-170,-4586982
1660193164.00,-14,-2198419,-170,-4586978
1660193224.40,-14,-2198401,-170,-4586961
1660193284.80,-14,-2198411,-170,-4586969
1660193345.20,-14,-2198397,-170,-4586995
1660193405.60,-14,-2198405,-170,-4587003
1660193466.00,-14,-2198415,-170,-4587004
1660193526.40,-14,-2198380,-170,-4587007
1660193586.80,-14,-2198356,-170,-4587031
1660193647.20,-14,-2198330,-170,-4587062
1660193707.60,-14,-2198297,-170,-4587025
1660193768.00,-14,-2198262,-170,-4587001
1660193828.40,-14,-2198238,-170,-4586996
1660193888.80,-14,-2198187,-170,-4586979
1660193949.20,-14,-2198148,-170,-4586950
1660194009.60,-14,-2198090,-170,-4586936
1660194070.00,-14,-2198096,-170,-4586928
1660194130.40,-14,-2198094,-170,-4586868
1660194190.80,-14,-2198101,-170,-4586847
1660194251.20,-14,-2198077,-170,-4586882
1660194311.60,-14,-2198097,-170,-4586879
1660194372.00,-14,-2198101,-170,-4586938
1660194432.40,-14,-2198136,-170,-4586941
1660194492.80,-14,-2198206,-170,-4586960
1660194553.20,-14,-2198193,-170,-4586998
1660194613.60,-14,-2198177,-170,-4586995
1660194674.00,-14,-2198189,-170,-4587054
1660194734.40,-14,-2198212,-170,-4587021
1660194794.80,-14,-2198234,-170,-4587046
1660194855.20,-14,-2198239,-170,-4587050
1660194915.60,-14,-2198238,-170,-4587015
1660194976.00,-14,-2198236,-170,-4587034
1660195036.40,-14,-2198254,-170,-4587075
1660195096.80,-14,-2198235,-170,-4587077
1660195157.20,-14,-2198198,-170,-4587075
1660195217.60,-14,-2198171,-170,-4587060
1660195278.00,-14,-2198127,-170,-4587029
1660195338.40,-14,-2198106,-170,-4587031
1660195398.80,-14,-2198048,-170,-4587011
1660195459.20,-14,-2197957,-170,-4587009
1660195519.60,-14,-2197871,-170,-4586971
1660195580.00,-14,-2197855,-170,-4586943
1660195640.40,-14,-2197820,-170,-4586961
1660195700.80,-14,-2197816,-170,-4586949
1660195761.20,-14,-2197800,-170,-4586931
1660195821.60,-14,-2197838,-170,-4586914
1660195882.00,-14,-2197815,-170,-4586933
1660195942.40,-14,-2197807,-170,-4586900
1660196002.80,-14,-2197751,-170,-4586909
1660196063.20,-14,-2197787,-170,-4586899
1660196123.60,-14,-2197767,-170,-4586875
1660196184.00,-14,-2197822,-170,-4586844
1660196244.40,-14,-2197806,-170,-4586829
1660196304.80,-14,-2197794,-170,-4586811
1660196365.20,-14,-2197803,-170,-4586786
1660196425.60,-14,-2197823,-170,-4586837
1660196486.00,-14,-2197874,-170,-4586840
