millis,type,message
1885654063,INFO,0285_SYS.csv created
1885654419,WARN,Disabling IridiumMessageSender transmissions
1885655734,INFO,Completed analysis m: 524 t: 0 e: 20
1885655758,INFO,Enabling IridiumMessageSender transmissions
1885704765,INFO,Starting analysis m: 524 t: 0 e: 21
1885705068,WARN,Disabling IridiumMessageSender transmissions
1885706356,INFO,Completed analysis m: 524 t: 0 e: 21
1885706381,INFO,Enabling IridiumMessageSender transmissions
1885714907,INFO,Max CNO changed from 45 to 48
1885755912,INFO,Starting analysis m: 524 t: 0 e: 22
1885756194,WARN,Disabling IridiumMessageSender transmissions
1885757530,INFO,Completed analysis m: 524 t: 0 e: 22
1885757554,INFO,Enabling IridiumMessageSender transmissions
1885807050,INFO,Starting analysis m: 524 t: 0 e: 23
1885807376,WARN,Disabling IridiumMessageSender transmissions
1885808676,INFO,Completed analysis m: 524 t: 0 e: 23
1885808701,INFO,Enabling IridiumMessageSender transmissions
1885858195,INFO,Starting analysis m: 524 t: 0 e: 24
1885858480,WARN,Disabling IridiumMessageSender transmissions
1885859788,INFO,Completed analysis m: 524 t: 0 e: 24
1885859815,INFO,Enabling IridiumMessageSender transmissions
1885884805,INFO,powerData | solV: 0.00
1885884827,INFO,powerData | solI: 0.00
1885884848,INFO,powerData | battV: 3.58
1885884868,INFO,powerData | battI: -0.26
1885884893,INFO,powerData | busV: 3.55
1885884915,INFO,powerData | busI: 0.25
1885884936,INFO,powerData | BQ status reg: 0
1885884956,INFO,powerData | Fault reg: 0
1885884977,INFO,powerData | Charge status: 0
1885885001,INFO,powerData | DPM status: 0
1885909340,INFO,Starting analysis m: 524 t: 0 e: 25
1885909639,WARN,Disabling IridiumMessageSender transmissions
1885910933,INFO,Completed analysis m: 524 t: 0 e: 25
1885910958,INFO,Enabling IridiumMessageSender transmissions
1885960497,INFO,Starting analysis m: 524 t: 0 e: 26
1885960779,WARN,Disabling IridiumMessageSender transmissions
1885962147,INFO,Completed analysis m: 524 t: 0 e: 26
1885962172,INFO,Enabling IridiumMessageSender transmissions
1886011654,INFO,Starting analysis m: 524 t: 0 e: 27
1886011949,WARN,Disabling IridiumMessageSender transmissions
1886013255,INFO,Completed analysis m: 524 t: 0 e: 27
1886013280,INFO,Enabling IridiumMessageSender transmissions
1886034577,INFO,Max CNO changed from 48 to 45
1886062786,INFO,Starting analysis m: 524 t: 0 e: 28
1886063087,WARN,Disabling IridiumMessageSender transmissions
1886064386,INFO,Completed analysis m: 524 t: 0 e: 28
1886064408,INFO,Enabling IridiumMessageSender transmissions
1886113935,INFO,Starting analysis m: 524 t: 0 e: 29
1886114217,WARN,Disabling IridiumMessageSender transmissions
1886115581,INFO,Completed analysis m: 524 t: 0 e: 29
1886115606,INFO,Enabling IridiumMessageSender transmissions
1886165080,INFO,Starting analysis m: 524 t: 0 e: 30
1886165405,WARN,Disabling IridiumMessageSender transmissions
1886166687,INFO,Completed analysis m: 524 t: 0 e: 30
1886166712,INFO,Enabling IridiumMessageSender transmissions
1886184808,INFO,powerData | solV: 0.00
1886184835,INFO,powerData | solI: 0.00
1886184855,INFO,powerData | battV: 3.54
1886184876,INFO,powerData | battI: -0.67
1886184896,INFO,powerData | busV: 3.46
1886184916,INFO,powerData | busI: 0.66
1886184937,INFO,powerData | BQ status reg: 0
1886184960,INFO,powerData | Fault reg: 0
