millis,type,message
3828089907,INFO,0090_SYS.csv created
3828090243,WARN,Disabling IridiumMessageSender transmissions
3828091514,INFO,Completed analysis m: 1064 t: 0 e: 27
3828091539,INFO,Enabling IridiumMessageSender transmissions
3828140914,INFO,Starting analysis m: 1064 t: 0 e: 28
3828141207,WARN,Disabling IridiumMessageSender transmissions
3828142503,INFO,Completed analysis m: 1064 t: 0 e: 28
3828142528,INFO,Enabling IridiumMessageSender transmissions
3828183076,INFO,powerData | solV: 0.00
3828183099,INFO,powerData | solI: 0.00
3828183123,INFO,powerData | battV: 4.11
3828183144,INFO,powerData | battI: -0.06
3828183166,INFO,powerData | busV: 4.10
3828183191,INFO,powerData | busI: 0.05
3828183214,INFO,powerData | BQ status reg: 0
3828183234,INFO,powerData | Fault reg: 0
3828183257,INFO,powerData | Charge status: 0
3828183277,INFO,powerData | DPM status: 0
3828192059,INFO,Starting analysis m: 1064 t: 0 e: 29
3828192339,WARN,Disabling IridiumMessageSender transmissions
3828193691,INFO,Completed analysis m: 1064 t: 0 e: 29
3828193732,INFO,Enabling IridiumMessageSender transmissions
3828243208,INFO,Starting analysis m: 1064 t: 0 e: 30
3828243488,WARN,Disabling IridiumMessageSender transmissions
3828244934,INFO,Completed analysis m: 1064 t: 0 e: 30
3828244959,INFO,Enabling IridiumMessageSender transmissions
3828294369,INFO,Starting analysis m: 1064 t: 0 e: 31
3828294672,WARN,Disabling IridiumMessageSender transmissions
3828295960,INFO,Completed analysis m: 1064 t: 0 e: 31
3828295985,INFO,Enabling IridiumMessageSender transmissions
3828345491,INFO,Starting analysis m: 1064 t: 0 e: 32
3828345774,WARN,Disabling IridiumMessageSender transmissions
3828347035,INFO,Completed analysis m: 1064 t: 0 e: 32
3828347062,INFO,Processing stats m: 1064 t: 0 e: 33
3828353253,INFO,Enabling IridiumMessageSender transmissions
3828404987,INFO,Starting collection m: 1064 t: 1 at 1651478791.20
3828483078,INFO,powerData | solV: 0.00
3828483100,INFO,powerData | solI: 0.00
3828483123,INFO,powerData | battV: 4.11
3828483147,INFO,powerData | battI: -0.06
3828483168,INFO,powerData | busV: 4.10
3828483188,INFO,powerData | busI: 0.05
3828483209,INFO,powerData | BQ status reg: 0
3828483229,INFO,powerData | Fault reg: 0
3828483252,INFO,powerData | Charge status: 0
3828483276,INFO,powerData | DPM status: 0
3828506931,INFO,Starting analysis m: 1064 t: 1 e: 0
3828507213,WARN,Disabling IridiumMessageSender transmissions
3828508270,INFO,Completed analysis m: 1064 t: 1 e: 0
3828508295,INFO,Enabling IridiumMessageSender transmissions
3828549044,INFO,Max CNO changed from 47 to 44
3828558084,INFO,Starting analysis m: 1064 t: 1 e: 1
3828558376,WARN,Disabling IridiumMessageSender transmissions
3828559667,INFO,Completed analysis m: 1064 t: 1 e: 1
3828559691,INFO,Enabling IridiumMessageSender transmissions
3828608980,INFO,Max CNO changed from 44 to 48
3828609224,INFO,Starting analysis m: 1064 t: 1 e: 2
3828609507,WARN,Disabling IridiumMessageSender transmissions
3828610811,INFO,Completed analysis m: 1064 t: 1 e: 2
3828610840,INFO,Enabling IridiumMessageSender transmissions
