epoch,link,log type,data
1660906907.99,0,BSYS,3267924489,disable SM bus
1660906907.99,0,BSYS,3267924490,INFO,next ss et 1660906963
1660906963.00,0,BSYS,3267978635,enable SM bus
1660906963.00,0,BSYS,3267978636,INFO,ss until ms 3267983636
1660906967.99,0,BSYS,3267983636,disable SM bus
1660906967.99,0,BSYS,3267983637,INFO,next ss et 1660907023
1660907023.00,0,BSYS,3268039033,enable SM bus
1660907023.00,0,BSYS,3268039034,INFO,ss until ms 3268044034
1660907028.01,0,BSYS,3268044034,disable SM bus
1660907028.01,0,BSYS,3268044035,INFO,next ss et 1660907083
1660907083.00,0,BSYS,3268099250,enable SM bus
1660907083.00,0,BSYS,3268099251,INFO,ss until ms 3268104251
1660907087.99,0,BSYS,3268104251,disable SM bus
1660907087.99,0,BSYS,3268104252,INFO,next ss et 1660907143
1660907143.00,0,BSYS,3268159459,enable SM bus
1660907143.00,0,BSYS,3268159460,INFO,ss until ms 3268164460
1660907148.02,0,BSYS,3268164460,disable SM bus
1660907148.02,0,BSYS,3268164461,INFO,next ss et 1660907203
1660907203.00,0,BSYS,3268219533,enable SM bus
1660907203.00,0,BSYS,3268219534,INFO,ss until ms 3268224534
1660907203.00,0,BSYS,3268219536,INFO,inc new sample
1660907203.00,0,BSYS,3268219537,INFO,sample 2 complete
1660907203.00,0,BSYS,3268219538,INFO,next ss et 1660907203
1660907203.00,0,BSYS,3268219540,INFO,next sa et 1660907803
1660907207.99,0,BSYS,3268224534,disable SM bus
1660907207.99,0,BSYS,3268224535,INFO,next ss et 1660907263
1660907263.00,0,BSYS,3268279653,enable SM bus
1660907263.00,0,BSYS,3268279654,INFO,ss until ms 3268284654
1660907267.99,0,BSYS,3268284654,disable SM bus
1660907267.99,0,BSYS,3268284655,INFO,next ss et 1660907323
1660907323.00,0,BSYS,3268339771,enable SM bus
1660907323.00,0,BSYS,3268339772,INFO,ss until ms 3268344772
1660907327.99,0,BSYS,3268344772,disable SM bus
1660907327.99,0,BSYS,3268344773,INFO,next ss et 1660907383
1660907383.00,0,BSYS,3268398927,enable SM bus
1660907383.00,0,BSYS,3268398928,INFO,ss until ms 3268403928
1660907387.99,0,BSYS,3268403928,disable SM bus
1660907387.99,0,BSYS,3268403929,INFO,next ss et 1660907443
1660907443.00,0,BSYS,3268459033,enable SM bus
1660907443.00,0,BSYS,3268459034,INFO,ss until ms 3268464034
1660907447.99,0,BSYS,3268464034,disable SM bus
1660907447.99,0,BSYS,3268464035,INFO,next ss et 1660907503
1660907503.00,0,BSYS,3268519157,enable SM bus
1660907503.00,0,BSYS,3268519158,INFO,ss until ms 3268524158
1660907507.99,0,BSYS,3268524158,disable SM bus
1660907507.99,0,BSYS,3268524159,INFO,next ss et 1660907563
1660907563.00,0,BSYS,3268578661,enable SM bus
1660907563.00,0,BSYS,3268578662,INFO,ss until ms 3268583662
1660907568.48,0,BSYS,3268583662,disable SM bus
1660907568.48,0,BSYS,3268583663,INFO,next ss et 1660907623
1660907623.00,0,BSYS,3268639039,enable SM bus
1660907623.00,0,BSYS,3268639040,INFO,ss until ms 3268644040
1660907627.99,0,BSYS,3268644040,disable SM bus
1660907627.99,0,BSYS,3268644041,INFO,next ss et 1660907683
1660907683.00,0,BSYS,3268699193,enable SM bus
1660907683.00,0,BSYS,3268699194,INFO,ss until ms 3268704194
1660907687.99,0,BSYS,3268704194,disable SM bus
1660907687.99,0,BSYS,3268704195,INFO,next ss et 1660907743
1660907743.00,0,BSYS,3268759303,enable SM bus
1660907743.00,0,BSYS,3268759304,INFO,ss until ms 3268764304
1660907747.99,0,BSYS,3268764304,disable SM bus
1660907747.99,0,BSYS,3268764305,INFO,next ss et 1660907803
1660907803.00,0,BSYS,3268819421,enable SM bus
