millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
62564,1670183881.00,0.00,0.00,0.00,I
62865,1670183881.40,-31.28,213.59,50.94,I
62926,1670183881.80,39.08,182.53,69.19,I
63555,1670183882.20,94.65,167.50,109.00,I
63584,1670183882.60,137.07,151.07,107.00,I
63610,1670183883.00,167.85,133.63,90.12,I
63637,1670183883.40,188.38,115.52,57.96,I
63664,1670183883.80,199.97,97.05,15.01,I
63690,1670183884.20,203.85,78.50,-35.74,I
63717,1670183884.60,201.12,60.12,-92.52,I
63950,1670183885.00,98.10,93.95,-140.32,I
64346,1670183885.40,27.44,50.78,-215.48,I
64745,1670183885.80,-48.04,12.76,-375.93,I
65157,1670183886.20,-125.79,-52.56,-397.08,I
65548,1670183886.60,-203.60,-172.36,-344.83,I
65945,1670183887.00,-247.40,-283.07,-322.77,I
66355,1670183887.40,-310.96,-351.65,-299.86,I
66750,1670183887.80,-388.62,-383.63,-227.10,I
67155,1670183888.20,-411.06,-368.99,-114.61,I
67545,1670183888.60,-388.17,-349.82,65.16,I
67944,1670183889.00,-344.92,-359.98,195.87,I
68343,1670183889.40,-301.84,-359.85,232.48,I
68749,1670183889.80,-228.02,-350.90,315.04,I
69142,1670183890.20,-162.02,-301.46,376.92,I
69541,1670183890.60,-88.17,-237.06,407.93,I
69941,1670183891.00,-54.96,-129.42,513.08,I
70338,1670183891.40,-40.57,-53.44,526.41,I
70739,1670183891.80,-9.26,11.81,436.48,I
71151,1670183892.20,-29.26,166.37,391.01,I
71538,1670183892.60,-9.43,272.99,278.79,I
71948,1670183893.00,56.35,322.54,228.45, 
72349,1670183893.40,48.55,374.96,214.98, 
72738,1670183893.80,44.53,427.22,151.43, 
73146,1670183894.20,106.19,428.55,32.66, 
73535,1670183894.60,94.05,372.36,-60.99, 
73945,1670183895.00,164.15,335.97,-11.91, 
74346,1670183895.40,219.92,332.72,-97.04, 
74735,1670183895.80,231.50,257.33,-244.19, 
75149,1670183896.20,253.61,125.29,-298.28, 
75548,1670183896.60,300.38,15.63,-416.58, 
75945,1670183897.00,317.29,-106.89,-443.06, 
76343,1670183897.40,294.27,-154.82,-400.13, 
76742,1670183897.80,207.17,-141.75,-365.37, 
77131,1670183898.20,117.58,-112.93,-360.64, 
77531,1670183898.60,92.06,-153.30,-359.90, 
77942,1670183899.00,37.88,-215.93,-298.41, 
78331,1670183899.40,-6.04,-211.68,-176.53, 
78735,1670183899.80,-56.90,-220.62,-114.85, 
79130,1670183900.20,-96.10,-173.50,-70.36, 
79529,1670183900.60,-92.83,-115.23,-97.61, 
79935,1670183901.00,-71.55,-130.40,-57.40, 
80332,1670183901.40,-52.26,-105.61,57.66, 
80730,1670183901.80,27.64,-98.27,187.40, 
81129,1670183902.20,75.77,-88.82,240.19, 
81526,1670183902.60,98.18,-45.53,380.90, 
81928,1670183903.00,145.83,-8.09,414.39, 
82337,1670183903.40,165.12,56.12,331.14, 
82735,1670183903.80,146.70,141.29,322.71, 
83136,1670183904.20,207.23,175.18,321.27, 
83535,1670183904.60,250.81,184.01,281.19, 
83927,1670183905.00,263.39,188.42,271.31, 
84326,1670183905.40,250.41,222.01,220.20, 
84736,1670183905.80,248.97,261.01,132.26, 
85141,1670183906.20,192.90,287.08,16.39, 
85534,1670183906.60,126.04,301.80,-21.22, 
85923,1670183907.00,129.38,273.60,-31.08, 
86335,1670183907.40,126.11,228.14,-41.74, 
86726,1670183907.80,85.14,218.57,-129.69, 
87132,1670183908.20,62.80,220.64,-224.03, 
87521,1670183908.60,103.93,101.13,-304.26, 
87920,1670183909.00,34.83,33.90,-329.11, 
88330,1670183909.40,-40.96,-7.11,-321.10, 
88731,1670183909.80,-105.40,-74.57,-322.25, 
89120,1670183910.20,-175.44,-113.52,-400.85, 
89526,1670183910.60,-280.55,-144.81,-418.69, 
89931,1670183911.00,-330.86,-169.16,-357.32, 
90322,1670183911.40,-367.97,-236.42,-330.58, 
90720,1670183911.80,-393.30,-271.16,-341.49, 
91127,1670183912.20,-345.59,-360.97,-314.76, 
91516,1670183912.60,-317.66,-376.39,-168.51, 
91916,1670183913.00,-290.58,-348.30,5.59, 
92315,1670183913.40,-264.36,-286.33,81.39, 
92727,1670183913.80,-254.22,-198.07,171.48, 
93118,1670183914.20,-226.45,-89.41,330.88, 
93526,1670183914.60,-184.80,-32.66,399.13, 
93925,1670183915.00,-131.73,31.40,390.59, 
94314,1670183915.40,-86.48,33.83,344.28, 
94720,1670183915.80,16.04,35.93,337.95, 
95117,1670183916.20,130.15,21.62,261.48, 
95514,1670183916.60,154.48,42.72,233.71, 
95913,1670183917.00,138.29,92.63,252.40, 
96319,1670183917.40,121.96,164.50,222.68, 
96716,1670183917.80,89.61,153.04,99.04, 
97114,1670183918.20,45.88,140.94,-9.00, 
97511,1670183918.60,-6.10,177.55,-45.95, 
97910,1670183919.00,-18.01,186.97,-56.37, 
98312,1670183919.40,-43.07,141.04,-152.48, 
98713,1670183919.80,-126.36,116.73,-202.47, 
99112,1670183920.20,-112.27,28.76,-109.60, 
99512,1670183920.60,-82.79,-59.31,20.05, 
99915,1670183921.00,-73.62,-80.29,85.26, 
100319,1670183921.40,-48.63,-129.16,116.06, 
100710,1670183921.80,-58.74,-133.07,182.79, 
101109,1670183922.20,-65.40,-101.56,95.23, 
101509,1670183922.60,-84.22,-106.51,-48.23, 
101918,1670183923.00,-113.12,-124.37,-43.98, 
102307,1670183923.40,-133.20,-119.84,-109.01, 
102705,1670183923.80,-99.08,-97.28,-138.71, 
103106,1670183924.20,-114.97,-108.84,-87.46, 
103518,1670183924.60,-172.19,-66.91,-50.00, 
103907,1670183925.00,-133.23,-63.28,-23.45, 
104316,1670183925.40,-65.97,-107.31,9.92, 
104706,1670183925.80,-8.55,-74.04,26.57, 
105107,1670183926.20,-6.60,-28.50,43.73, 
105515,1670183926.60,43.86,-22.27,121.64, 
105906,1670183927.00,69.62,49.81,71.25, 
106305,1670183927.40,75.90,107.88,64.63, 
106706,1670183927.80,81.59,88.15,96.69, 
107102,1670183928.20,117.94,87.69,96.39, 
107503,1670183928.60,115.44,102.59,65.50, 
107900,1670183929.00,128.22,97.22,21.35, 
108300,1670183929.40,122.48,123.83,-17.38, 
108701,1670183929.80,85.80,143.21,-97.42, 
109101,1670183930.20,56.30,173.16,-184.66, 
109502,1670183930.60,17.06,193.74,-219.30, 
109899,1670183931.00,-29.15,173.02,-215.20, 
110303,1670183931.40,-31.61,185.51,-174.46, 
110698,1670183931.80,-63.21,174.02,-57.60, 
111097,1670183932.20,-69.10,128.08,5.32, 
111497,1670183932.60,-22.82,55.28,-42.47, 
111898,1670183933.00,1.83,10.61,-62.67, 
112297,1670183933.40,7.77,-42.80,-51.28, 
112697,1670183933.80,46.01,-85.98,-16.51, 
113104,1670183934.20,-1.50,-103.88,-25.33, 
113496,1670183934.60,-5.00,-133.20,-1.84, 
113905,1670183935.00,10.84,-138.72,-50.33, 
114305,1670183935.40,25.81,-207.11,-52.65, 
114694,1670183935.80,39.78,-175.83,51.01, 
115095,1670183936.20,52.63,-131.19,80.14, 
115505,1670183936.60,64.31,-157.92,52.36, 
115892,1670183937.00,90.84,-142.80,-7.99, 
116293,1670183937.40,127.73,-127.27,-57.43, 
116695,1670183937.80,188.10,-160.72,9.39, 
117094,1670183938.20,218.42,-118.08,79.55, 
117493,1670183938.60,193.33,-31.22,52.50, 
117891,1670183939.00,186.65,-8.97,40.97, 
118292,1670183939.40,178.51,-5.88,113.57, 
118689,1670183939.80,184.32,30.09,77.68, 
119101,1670183940.20,154.45,92.55,54.65, 
119490,1670183940.60,158.91,174.83,106.70, 
119900,1670183941.00,159.27,187.95,77.37, 
120289,1670183941.40,140.88,162.95,115.58, 
120690,1670183941.80,185.36,139.87,46.99, 
121098,1670183942.20,216.44,134.72,52.30, 
121505,1670183942.60,203.57,111.68,-3.96, 
121886,1670183943.00,187.54,74.64,-139.71, 
122286,1670183943.40,185.07,59.19,-196.73, 
122689,1670183943.80,160.99,29.12,-207.02, 
123097,1670183944.20,73.29,52.24,-154.30, 
123484,1670183944.60,-1.22,69.17,-91.28, 
123895,1670183945.00,-63.68,32.41,-68.54, 
124289,1670183945.40,-67.82,-97.64,-2.50, 
124688,1670183945.80,-25.12,-183.46,2.15, 
125083,1670183946.20,-25.36,-215.67,-33.56, 
125487,1670183946.60,-11.85,-220.89,-90.08, 
125896,1670183947.00,-66.33,-203.17,-134.25, 
126281,1670183947.40,-95.53,-184.10,-103.01, 
126683,1670183947.80,-104.71,-164.08,-62.71, 
127086,1670183948.20,-144.06,-143.45,50.25, 
127492,1670183948.60,-128.90,-106.46,197.61, 
127881,1670183949.00,-116.74,-73.01,278.95, 
128280,1670183949.40,-137.52,-42.97,311.50, 
128688,1670183949.80,-185.96,-16.19,325.28, 
129091,1670183950.20,-207.09,72.74,372.41, 
129490,1670183950.60,-205.63,193.48,417.92, 
129892,1670183951.00,-201.95,287.79,350.64, 
130287,1670183951.40,-149.83,342.46,242.93, 
130680,1670183951.80,-74.10,313.69,178.85, 
131088,1670183952.20,-29.20,317.37,94.48, 
131477,1670183952.60,-26.05,296.51,29.35, 
131876,1670183953.00,-24.25,256.85,70.26, 
132278,1670183953.40,-38.74,218.65,-5.03, 
132677,1670183953.80,-19.48,165.97,-104.98, 
133076,1670183954.20,-20.92,102.52,-66.14, 
133476,1670183954.60,9.36,47.65,-114.34, 
133883,1670183955.00,48.32,32.84,-173.15, 
134275,1670183955.40,28.98,18.18,-207.78, 
134674,1670183955.80,11.51,19.94,-313.23, 
135075,1670183956.20,-4.13,51.71,-428.17, 
135475,1670183956.60,-17.97,-23.77,-505.74, 
135874,1670183957.00,-76.55,-70.19,-450.03, 
136273,1670183957.40,-123.19,-108.40,-360.37, 
136673,1670183957.80,-159.12,-139.14,-294.02, 
137076,1670183958.20,-265.91,-163.10,-277.70, 
137478,1670183958.60,-330.35,-197.05,-244.21, 
137877,1670183959.00,-310.75,-238.96,-196.36, 
138280,1670183959.40,-288.03,-269.08,-132.28, 
138678,1670183959.80,-278.93,-288.79,-58.08, 
139069,1670183960.20,-217.04,-282.34,-78.15, 
139481,1670183960.60,-113.73,-337.79,-87.38, 
139880,1670183961.00,-105.18,-342.01,22.41, 
140269,1670183961.40,-62.62,-288.48,130.65, 
140668,1670183961.80,6.49,-271.53,189.70, 
141078,1670183962.20,1.69,-201.63,198.04, 
141469,1670183962.60,0.36,-107.37,237.73, 
141867,1670183963.00,1.95,-27.52,242.48, 
142268,1670183963.40,52.42,23.12,270.66, 
142673,1670183963.80,142.81,98.47,355.13, 
143065,1670183964.20,198.86,158.90,379.70, 
143474,1670183964.60,258.17,172.89,383.81, 
143863,1670183965.00,302.47,215.29,309.21, 
144273,1670183965.40,365.59,246.26,265.57, 
144664,1670183965.80,361.58,283.20,180.24, 
145076,1670183966.20,335.53,340.76,38.85, 
145465,1670183966.60,356.23,313.98,-137.44, 
145864,1670183967.00,316.97,237.57,-168.07, 
146266,1670183967.40,278.25,186.98,-157.90, 
146667,1670183967.80,272.53,92.65,-162.41, 
147062,1670183968.20,276.88,31.21,-189.14, 
147474,1670183968.60,129.68,12.55,-155.10, 
147873,1670183969.00,-9.27,-3.62,-135.42, 
148260,1670183969.40,-43.11,-66.65,-139.11, 
148664,1670183969.80,-102.78,-99.71,-181.80, 
149067,1670183970.20,-182.72,-124.92,-111.62, 
149465,1670183970.60,-212.68,-160.12,-47.87, 
149858,1670183971.00,-202.60,-185.42,43.43, 
150269,1670183971.40,-160.37,-201.97,95.86, 
150667,1670183971.80,-92.18,-226.97,89.98, 
151060,1670183972.20,-68.86,-208.73,132.09, 
151457,1670183972.60,-49.78,-172.88,158.89, 
151857,1670183973.00,-34.44,-107.30,172.62, 
152256,1670183973.40,-38.50,-51.25,169.96, 
152657,1670183973.80,-88.38,78.30,204.92, 
153067,1670183974.20,-80.89,148.69,201.95, 
153466,1670183974.60,-104.32,203.06,134.37, 
153866,1670183975.00,-153.70,309.30,91.23, 
154257,1670183975.40,-127.90,355.28,7.67, 
154664,1670183975.80,-72.56,286.22,-1.14, 
155058,1670183976.20,-58.94,273.43,19.73, 
155457,1670183976.60,-14.63,207.30,-7.62, 
155860,1670183977.00,37.30,116.46,-24.82, 
156254,1670183977.40,45.95,71.85,-114.87, 
156653,1670183977.80,20.56,0.76,-187.15, 
157050,1670183978.20,30.93,-57.94,-197.84, 
157452,1670183978.60,7.18,-105.45,-293.63, 
157859,1670183979.00,-12.17,-175.93,-297.95, 
158251,1670183979.40,19.83,-214.01,-338.34, 
158650,1670183979.80,-17.63,-224.12,-292.83, 
159049,1670183980.20,-63.49,-261.36,-208.45, 
159449,1670183980.60,-82.84,-253.08,-147.10, 
159850,1670183981.00,-96.49,-176.84,-94.52, 
160249,1670183981.40,-74.74,-176.15,-94.60, 
160657,1670183981.80,-117.87,-123.19,-85.78, 
161050,1670183982.20,-197.64,4.72,-54.62, 
161456,1670183982.60,-240.44,25.62,-52.56, 
161849,1670183983.00,-173.67,-5.79,-11.16, 
162246,1670183983.40,-130.07,-14.10,20.77, 
162646,1670183983.80,-75.35,-35.82,15.87, 
163051,1670183984.20,4.28,-68.67,-2.32, 
163448,1670183984.60,7.54,-27.39,70.26, 
163846,1670183985.00,-3.98,-8.79,202.46, 
164255,1670183985.40,51.61,-74.87,308.83, 
164655,1670183985.80,145.53,-141.16,327.51, 
165048,1670183986.20,140.27,-140.75,388.57, 
165453,1670183986.60,134.99,-37.46,413.85, 
165853,1670183987.00,144.85,64.02,427.21, 
166242,1670183987.40,151.30,129.70,422.96, 
166643,1670183987.80,139.51,164.27,351.31, 
167049,1670183988.20,159.65,157.76,276.63, 
167452,1670183988.60,205.67,118.28,221.18, 
167839,1670183989.00,222.92,101.32,172.99, 
168249,1670183989.40,248.61,134.82,89.30, 
168650,1670183989.80,247.99,209.69,-57.07, 
169050,1670183990.20,163.37,215.78,-134.46, 
169441,1670183990.60,107.66,233.31,-127.10, 
169838,1670183991.00,106.50,209.27,-177.87, 
170237,1670183991.40,102.45,152.96,-239.18, 
170637,1670183991.80,79.89,120.00,-222.47, 
171053,1670183992.20,58.90,139.32,-271.13, 
171438,1670183992.60,55.54,69.42,-419.10, 
171849,1670183993.00,-44.54,-6.32,-438.39, 
172238,1670183993.40,-125.34,46.16,-383.87, 
172636,1670183993.80,-125.39,4.54,-355.70, 
173051,1670183994.20,-124.01,-96.54,-327.28, 
173438,1670183994.60,-200.93,-94.72,-290.73, 
174432,1670183995.00,-227.04,-124.73,-202.41, 
174483,1670183995.40,-243.75,-147.33,-210.83, 
174635,1670183995.80,-252.22,-180.32,-200.66, 
175052,1670183996.20,-237.49,-203.73,-58.37, 
175443,1670183996.60,-204.10,-185.64,23.48, 
175835,1670183997.00,-204.43,-119.20,76.64, 
176244,1670183997.40,-199.28,-63.50,68.10, 
176631,1670183997.80,-110.90,-49.67,108.57, 
177031,1670183998.20,-52.17,-53.55,123.95, 
177434,1670183998.60,-48.71,-7.11,152.75, 
177833,1670183999.00,19.50,-17.81,226.40, 
178231,1670183999.40,91.75,22.46,189.42, 
178632,1670183999.80,70.90,38.37,108.99, 
179050,1670184000.20,70.53,34.37,25.68, 
179429,1670184000.60,70.45,62.71,-75.16, 
179828,1670184001.00,70.54,68.04,-93.03, 
180240,1670184001.40,70.71,22.54,-46.52, 
180627,1670184001.80,101.26,1.55,88.28, 
181026,1670184002.20,173.30,0.66,180.13, 
181438,1670184002.60,244.69,-32.36,115.64, 
181858,1670184003.00,202.91,-58.22,180.82, 
182226,1670184003.40,212.18,-45.55,318.88, 
182632,1670184003.80,263.69,-66.52,394.95, 
183031,1670184004.20,251.08,-114.82,368.22, 
183425,1670184004.60,251.27,-69.45,387.76, 
183824,1670184005.00,245.26,-47.22,408.56, 
184223,1670184005.40,186.64,4.32,365.86, 
184635,1670184005.80,134.11,96.15,306.50, 
185024,1670184006.20,182.95,118.16,255.07, 
185432,1670184006.60,232.16,150.57,145.38, 
185833,1670184007.00,199.79,140.38,-46.56, 
186234,1670184007.40,104.10,178.29,-123.49, 
186624,1670184007.80,21.95,204.53,-210.21, 
187023,1670184008.20,-1.26,187.51,-214.26, 
187430,1670184008.60,-101.95,201.99,-262.57, 
187824,1670184009.00,-167.87,208.04,-369.20, 
188221,1670184009.40,-174.01,125.54,-437.67, 
188635,1670184009.80,-178.39,54.87,-444.05, 
189022,1670184010.20,-196.31,-4.95,-489.29, 
189421,1670184010.60,-194.12,-104.01,-474.69, 
189820,1670184011.00,-158.67,-134.06,-406.39, 
190232,1670184011.40,-145.40,-223.28,-486.21, 
