GPS_Epoch_Time(s),lat(deg),lat(min*1e5),long(deg),long(min*1e5)
1667072064.00,-14,-2197465,-170,-4586738
1667072124.80,-14,-2197492,-170,-4586728
1667072185.20,-14,-2197471,-170,-4586727
1667072245.60,-14,-2197487,-170,-4586777
1667072306.00,-14,-2197462,-170,-4586797
1667072366.40,-14,-2197480,-170,-4586794
1667072426.80,-14,-2197483,-170,-4586791
1667072487.20,-14,-2197534,-170,-4586805
1667072547.60,-14,-2197502,-170,-4586765
1667072608.00,-14,-2197514,-170,-4586816
1667072668.40,-14,-2197551,-170,-4586827
1667072728.80,-14,-2197504,-170,-4586767
1667072789.20,-14,-2197480,-170,-4586750
1667072849.60,-14,-2197453,-170,-4586729
1667072910.00,-14,-2197372,-170,-4586772
1667072970.40,-14,-2197376,-170,-4586787
1667073030.80,-14,-2197357,-170,-4586779
1667073091.20,-14,-2197388,-170,-4586798
1667073151.60,-14,-2197377,-170,-4586788
1667073212.00,-14,-2197377,-170,-4586847
1667073272.40,-14,-2197373,-170,-4586836
1667073332.80,-14,-2197378,-170,-4586903
1667073393.20,-14,-2197391,-170,-4586885
1667073453.60,-14,-2197349,-170,-4586884
1667073514.00,-14,-2197255,-170,-4586823
1667073574.40,-14,-2197298,-170,-4586889
1667073634.80,-14,-2197306,-170,-4586892
1667073695.20,-14,-2197345,-170,-4586935
1667073755.60,-14,-2197302,-170,-4586936
1667073816.00,-14,-2197365,-170,-4586955
1667073876.40,-14,-2197426,-170,-4586999
1667073936.80,-14,-2197383,-170,-4587013
1667073997.20,-14,-2197397,-170,-4587040
1667074057.60,-14,-2197383,-170,-4587060
1667074118.00,-14,-2197376,-170,-4587079
1667074178.40,-14,-2197416,-170,-4587084
1667074238.80,-14,-2197402,-170,-4587129
1667074299.20,-14,-2197378,-170,-4587100
1667074359.60,-14,-2197364,-170,-4587047
1667074420.00,-14,-2197354,-170,-4587015
1667074480.40,-14,-2197410,-170,-4587000
1667074540.80,-14,-2197309,-170,-4586923
1667074601.20,-14,-2197288,-170,-4586854
1667074661.60,-14,-2197356,-170,-4586970
1667074722.00,-14,-2197374,-170,-4586928
1667074782.40,-14,-2197385,-170,-4586922
1667074842.80,-14,-2197328,-170,-4586894
1667074903.20,-14,-2197319,-170,-4586862
1667074963.60,-14,-2197307,-170,-4586863
1667075024.00,-14,-2197270,-170,-4586881
1667075084.40,-14,-2197265,-170,-4586871
1667075145.20,-14,-2197203,-170,-4586845
1667075205.60,-14,-2197141,-170,-4586742
1667075266.00,-14,-2197160,-170,-4586709
