MiniDOT Logger Concatenated Data File
Sensor:             7530-432503
Concatenation Date: 2024Jan27 10:23:01 HST


            Unix Timestamp,               UTC_Date_&_Time,          Hawaii Standard Time,       Battery,   Temperature,           PAR,  Acceleration X,  Acceleration Y,  Acceleration Z
                  (Second),                        (none),                        (none),        (Volt),       (deg C), (umol/(s m^2),             (g),             (g),             (g)
                1674251460,           2023-01-20 21:51:00,           2023-01-20 11:51:00,      3.450000,     30.255000,    258.400000,     1203.000000,      -40.000000,      189.000000
                1674252060,           2023-01-20 22:01:00,           2023-01-20 12:01:00,      3.440000,     30.263000,    257.800000,     1151.000000,      -80.000000,      247.000000
                1674252660,           2023-01-20 22:11:00,           2023-01-20 12:11:00,      3.450000,     30.207000,    263.200000,     1260.000000,      -64.000000,      368.000000
                1674253260,           2023-01-20 22:21:00,           2023-01-20 12:21:00,      3.440000,     30.247000,    154.400000,     1207.000000,      -26.000000,      159.000000
                1674253860,           2023-01-20 22:31:00,           2023-01-20 12:31:00,      3.440000,     30.086000,    122.800000,     1245.000000,      -36.000000,      199.000000
                1674254460,           2023-01-20 22:41:00,           2023-01-20 12:41:00,      3.440000,     29.827000,    120.100000,     1268.000000,      -64.000000,      368.000000
                1674255060,           2023-01-20 22:51:00,           2023-01-20 12:51:00,      3.440000,     29.657000,    120.500000,     1364.000000,      -32.000000,      326.000000
                1674255660,           2023-01-20 23:01:00,           2023-01-20 13:01:00,      3.440000,     29.625000,    182.200000,     1176.000000,      -58.000000,      192.000000
                1674256260,           2023-01-20 23:11:00,           2023-01-20 13:11:00,      3.440000,     29.876000,    197.200000,     1303.000000,       -2.000000,      201.000000
                1674256860,           2023-01-20 23:21:00,           2023-01-20 13:21:00,      3.440000,     30.126000,    202.300000,     1287.000000,      -64.000000,      360.000000
                1674257460,           2023-01-20 23:31:00,           2023-01-20 13:31:00,      3.440000,     30.223000,    180.100000,     1216.000000,      -37.000000,      194.000000
                1674258060,           2023-01-20 23:41:00,           2023-01-20 13:41:00,      3.440000,     30.384000,    224.500000,     1315.000000,      -56.000000,      307.000000
                1674258660,           2023-01-20 23:51:00,           2023-01-20 13:51:00,      3.440000,     30.432000,    206.100000,     1180.000000,      -49.000000,      185.000000
