7530-432503
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1676499660, +3.16, +29.390,  +713.4, +1046.0,   +76.0,  +448.0
1676500260, +3.16, +29.398,  +476.6, +1159.0,  +119.0,  +492.0
1676500860, +3.16, +29.406,  +564.4, +1171.0,  +123.0,  +472.0
1676501460, +3.16, +29.398,  +395.3, +1176.0,  +128.0,  +462.0
1676502060, +3.16, +29.406,  +397.5, +1203.0,  +135.0,  +452.0
1676502660, +3.16, +29.406,  +608.8, +1183.0,  +135.0,  +476.0
1676503260, +3.16, +29.398,  +480.0, +1166.0,  +124.0,  +491.0
1676503860, +3.16, +29.414,  +968.5, +1247.0,  +167.0,  +502.0
1676504460, +3.16, +29.430,  +837.6, +1191.0,  +137.0,  +492.0
1676505060, +3.16, +29.430,  +865.1, +1271.0,  +166.0,  +544.0
1676505660, +3.16, +29.373, +1012.2, +1145.0,   +88.0,  +684.0
1676506260, +3.16, +29.414,  +876.3, +1248.0,  +167.0,  +500.0
1676506860, +3.15, +29.406,  +970.0, +1169.0,   +96.0,  +688.0
1676507460, +3.15, +29.422,  +965.7, +1075.0,  +111.0,  +576.0
1676508060, +3.15, +29.390,  +927.3, +1063.0,   +76.0,  +429.0
1676508660, +3.15, +29.430,  +886.5, +1263.0,  +147.0,  +654.0
1676509260, +3.15, +29.455,  +871.3, +1184.0,   +96.0,  +692.0
1676509860, +3.15, +29.455,  +876.3, +1063.0,   +65.0,  +492.0
1676510460, +3.15, +29.495,  +862.8, +1158.0,   +88.0,  +688.0
1676511060, +3.15, +29.463,  +804.7, +1089.0,   +50.0,  +476.0
1676511660, +3.15, +29.487,  +768.7, +1167.0,   +96.0,  +688.0
1676512260, +3.15, +29.511,  +792.9, +1096.0,   +62.0,  +534.0
1676512860, +3.15, +29.495,  +756.3, +1063.0,   +67.0,  +412.0
1676513460, +3.16, +29.520,  +806.3, +1246.0,  +128.0,  +681.0
1676514060, +3.15, +29.520,  +686.2, +1144.0,   +56.0,  +505.0
1676514660, +3.15, +29.528,  +741.4, +1132.0,   +76.0,  +469.0
