7530-432503
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1674759660, +3.41, +29.113,   +70.1, +1051.0,   +51.0,  +532.0
1674760260, +3.41, +29.097,   +74.7, +1259.0,  +124.0,  +639.0
1674760860, +3.41, +29.097,  +111.2, +1264.0,  +131.0,  +596.0
1674761460, +3.41, +29.113,   +75.1, +1262.0,  +124.0,  +636.0
1674762060, +3.41, +29.080,  +109.2, +1134.0,   +83.0,  +505.0
1674762660, +3.41, +29.105,  +100.0, +1212.0,  +127.0,  +479.0
1674763260, +3.41, +29.121,  +109.4, +1232.0,  +104.0,  +672.0
1674763860, +3.41, +29.080,  +128.4, +1211.0,  +125.0,  +483.0
1674764460, +3.41, +29.089,  +198.8, +1185.0,  +119.0,  +480.0
1674765060, +3.41, +29.097,  +204.6, +1100.0,   +71.0,  +492.0
1674765660, +3.41, +29.097,  +270.5, +1068.0,   +19.0,  +531.0
1674766260, +3.41, +29.072,  +306.4, +1172.0,   +72.0,  +675.0
1674766860, +3.41, +29.072,  +439.8, +1201.0,   +88.0,  +674.0
1674767460, +3.41, +29.097,  +105.9, +1216.0,   +96.0,  +670.0
1674768060, +3.41, +29.129,  +586.8, +1265.0,  +126.0,  +617.0
1674768660, +3.41, +29.105,  +660.9, +1076.0,   +39.0,  +511.0
1674769260, +3.41, +29.113,  +629.3, +1270.0,  +125.0,  +610.0
1674769860, +3.41, +29.129,  +705.3, +1076.0,   +33.0,  +523.0
1674770460, +3.41, +29.129,  +718.5, +1209.0,   +88.0,  +672.0
1674771060, +3.41, +29.162,  +702.3, +1127.0,   +86.0,  +492.0
1674771660, +3.41, +29.170,  +792.2, +1080.0,   +46.0,  +492.0
1674772260, +3.41, +29.154,  +773.6, +1144.0,  +110.0,  +471.0
1674772860, +3.41, +29.154,  +820.9, +1207.0,  +127.0,  +480.0
1674773460, +3.41, +29.170,  +836.4, +1056.0,   +36.0,  +519.0
1674774060, +3.41, +29.186,  +924.1, +1231.0,  +100.0,  +632.0
1674774660, +3.42, +29.146,  +868.8, +1212.0,   +88.0,  +704.0
1674775260, +3.42, +29.146,  +870.4, +1223.0,   +96.0,  +670.0
1674775860, +3.42, +29.154,  +947.9, +1142.0,   +94.0,  +477.0
1674776460, +3.42, +29.146,  +943.2, +1260.0,  +147.0,  +531.0
1674777060, +3.42, +29.154,  +939.9, +1080.0,   +52.0,  +496.0
1674777660, +3.42, +29.137,  +944.4, +1075.0,   +59.0,  +478.0
1674778260, +3.42, +29.137,  +947.3, +1231.0,  +140.0,  +489.0
1674778860, +3.42, +29.137,  +923.4, +1249.0,  +144.0,  +534.0
1674779460, +3.42, +29.170,  +931.2, +1203.0,   +88.0,  +672.0
1674780060, +3.42, +29.186,  +931.1, +1232.0,  +100.0,  +674.0
1674780660, +3.41, +29.186,  +864.6, +1219.0,  +140.0,  +511.0
1674781260, +3.41, +29.211,  +867.2, +1155.0,   +72.0,  +672.0
1674781860, +3.42, +29.211,  +866.3, +1232.0,  +100.0,  +665.0
1674782460, +3.42, +29.219,  +864.6, +1267.0,  +121.0,  +627.0
1674783060, +3.42, +29.227,  +843.1, +1254.0,  +124.0,  +643.0
1674783660, +3.42, +29.251,  +890.5, +1249.0,  +132.0,  +546.0
1674784260, +3.42, +29.227,  +737.8, +1075.0,   +61.0,  +488.0
1674784860, +3.42, +29.211,  +311.1, +1064.0,   +36.0,  +518.0
1674785460, +3.42, +29.178,  +824.1, +1057.0,   +46.0,  +504.0
1674786060, +3.42, +29.203,  +740.0, +1072.0,   +60.0,  +496.0
1674786660, +3.42, +29.186,  +726.8, +1214.0,   +92.0,  +672.0
1674787260, +3.43, +29.146,  +718.5, +1230.0,  +102.0,  +641.0
1674787860, +3.44, +29.146,  +740.6, +1239.0,   +99.0,  +608.0
1674788460, +3.44, +29.121,  +370.8, +1185.0,  +111.0,  +484.0
1674789060, +3.44, +29.129,  +247.5, +1240.0,   +99.0,  +590.0
1674789660, +3.44, +29.121,  +266.9, +1240.0,  +102.0,  +591.0
1674790260, +3.44, +29.162,  +564.7, +1176.0,   +72.0,  +704.0
1674790860, +3.45, +29.154,  +490.5, +1228.0,   +99.0,  +630.0
1674791460, +3.45, +29.178,  +290.4, +1212.0,   +92.0,  +665.0
1674792060, +3.45, +29.178,  +392.8, +1231.0,  +102.0,  +624.0
1674792660, +3.45, +29.203,  +338.3, +1187.0,   +78.0,  +696.0
1674793260, +3.44, +29.227,  +301.9, +1235.0,  +102.0,  +616.0
1674793860, +3.44, +29.211,  +241.4, +1278.0,  +137.0,  +510.0
1674794460, +3.44, +29.178,  +146.2, +1211.0,   +96.0,  +542.0
1674795060, +3.44, +29.178,  +117.3, +1219.0,   +96.0,  +670.0
1674795660, +3.44, +29.186,  +102.6, +1177.0,   +78.0,  +697.0
1674796260, +3.44, +29.194,  +105.0, +1219.0,   +96.0,  +668.0
1674796860, +3.43, +29.203,   +36.1, +1228.0,  +127.0,  +490.0
1674797460, +3.43, +29.162,   +42.8, +1187.0,   +79.0,  +696.0
1674798060, +3.43, +29.146,   +23.4, +1231.0,   +96.0,  +604.0
1674798660, +3.43, +29.137,    +8.8, +1159.0,   +70.0,  +697.0
1674799260, +3.43, +29.137,    +2.5, +1235.0,  +102.0,  +616.0
1674799860, +3.43, +29.129,    +0.6, +1150.0,   +72.0,  +672.0
1674800460, +3.43, +29.146,    -0.1, +1094.0,   +63.0,  +472.0
1674801060, +3.43, +29.097,    -0.1, +1155.0,   +67.0,  +700.0
1674801660, +3.42, +29.089,    +0.2, +1257.0,  +140.0,  +515.0
1674802260, +3.42, +29.089,    +0.0, +1183.0,  +107.0,  +484.0
1674802860, +3.43, +29.056,    -0.2, +1235.0,  +102.0,  +588.0
1674803460, +3.42, +29.023,    -0.2, +1127.0,  +104.0,  +409.0
1674804060, +3.43, +29.048,    -0.1, +1233.0,  +100.0,  +620.0
1674804660, +3.43, +29.064,    -0.0, +1241.0,  +103.0,  +592.0
1674805260, +3.43, +29.048,    +0.5, +1235.0,  +102.0,  +617.0
1674805860, +3.43, +29.048,    +0.1, +1235.0,  +100.0,  +592.0
1674806460, +3.43, +29.015,    -0.1, +1240.0,   +96.0,  +664.0
1674807060, +3.43, +29.048,    +0.0, +1331.0,  +151.0,  +551.0
1674807660, +3.43, +29.040,    -0.1, +1187.0,   +80.0,  +696.0
1674808260, +3.43, +29.048,    -0.4, +1272.0,  +144.0,  +544.0
1674808860, +3.43, +29.089,    +0.1, +1208.0,   +96.0,  +675.0
1674809460, +3.43, +29.105,    -0.1, +1190.0,   +84.0,  +675.0
1674810060, +3.43, +29.097,    +0.1, +1228.0,  +141.0,  +510.0
1674810660, +3.42, +29.064,    +0.0, +1228.0,   +99.0,  +636.0
1674811260, +3.43, +29.080,    -0.1, +1231.0,   +96.0,  +668.0
1674811860, +3.42, +29.040,    +0.1, +1240.0,  +108.0,  +660.0
1674812460, +3.42, +29.032,    -0.1, +1271.0,  +137.0,  +568.0
1674813060, +3.42, +29.040,    -0.0, +1095.0,    +5.0,  +499.0
1674813660, +3.42, +29.040,    -0.0, +1167.0,  +105.0,  +487.0
1674814260, +3.42, +29.023,    -0.0, +1235.0,  +102.0,  +611.0
1674814860, +3.42, +29.007,    -0.1, +1091.0,   +51.0,  +535.0
1674815460, +3.42, +28.991,    -0.2, +1103.0,   +71.0,  +463.0
1674816060, +3.42, +29.023,    -0.0, +1196.0,   +83.0,  +688.0
1674816660, +3.42, +29.040,    +0.1, +1086.0,   +73.0,  +488.0
1674817260, +3.42, +29.015,    -0.3, +1062.0,   +51.0,  +495.0
1674817860, +3.42, +29.015,    +0.2, +1075.0,   +62.0,  +487.0
1674818460, +3.42, +29.048,    +0.0, +1080.0,   +59.0,  +487.0
1674819060, +3.42, +29.072,    -0.0, +1086.0,   +63.0,  +492.0
1674819660, +3.42, +29.032,    -0.3, +1070.0,   +67.0,  +511.0
1674820260, +3.42, +29.040,    -0.2, +1086.0,   +97.0,  +515.0
1674820860, +3.42, +29.015,    -0.1, +1074.0,    +3.0,  +497.0
1674821460, +3.42, +29.023,    -0.1, +1075.0,   +40.0,  +491.0
1674822060, +3.42, +29.032,    -0.0, +1065.0,   +44.0,  +483.0
1674822660, +3.42, +29.064,    -0.1, +1071.0,   +55.0,  +510.0
1674823260, +3.42, +29.056,    -0.0, +1231.0,  +146.0,  +497.0
1674823860, +3.42, +29.023,    +0.2, +1079.0,   +57.0,  +483.0
1674824460, +3.42, +29.032,    -0.1, +1132.0,   +88.0,  +478.0
1674825060, +3.42, +29.048,    +0.1, +1090.0,   +68.0,  +485.0
1674825660, +3.42, +29.048,    -0.0, +1079.0,   +63.0,  +481.0
1674826260, +3.42, +29.072,    -0.0, +1095.0,   +44.0,  +492.0
1674826860, +3.42, +29.056,    -0.1, +1219.0,   +96.0,  +660.0
1674827460, +3.42, +29.015,    -0.1, +1167.0,  +103.0,  +494.0
1674828060, +3.42, +29.040,    +0.1, +1089.0,   +64.0,  +510.0
1674828660, +3.42, +29.056,    +0.1, +1099.0,   +92.0,  +465.0
1674829260, +3.42, +29.040,    -0.1, +1265.0,  +143.0,  +556.0
1674829860, +3.42, +29.064,    +0.3, +1231.0,  +135.0,  +498.0
1674830460, +3.42, +29.056,    +0.1, +1083.0,   +61.0,  +511.0
1674831060, +3.42, +29.032,    -0.1, +1078.0,   +49.0,  +508.0
1674831660, +3.42, +29.007,    +0.1, +1072.0,   +72.0,  +483.0
1674832260, +3.42, +29.040,    -0.3, +1167.0,  +103.0,  +470.0
1674832860, +3.42, +29.056,    -0.1, +1168.0,  +112.0,  +484.0
1674833460, +3.42, +28.999,    -0.4, +1080.0,   +61.0,  +488.0
1674834060, +3.42, +29.032,    +0.2, +1132.0,   +95.0,  +490.0
1674834660, +3.42, +29.040,    -0.1, +1136.0,   +98.0,  +485.0
1674835260, +3.42, +29.023,    -0.1, +1075.0,   +71.0,  +481.0
1674835860, +3.42, +29.007,    +0.0, +1116.0,   +60.0,  +472.0
1674836460, +3.42, +29.032,    +0.0, +1191.0,   +80.0,  +691.0
1674837060, +3.42, +29.007,    +0.2, +1139.0,   +97.0,  +504.0
1674837660, +3.42, +29.015,    -0.1, +1095.0,   +72.0,  +480.0
1674838260, +3.42, +28.999,    +0.3, +1088.0,   +41.0,  +504.0
1674838860, +3.42, +28.999,    +0.2, +1235.0,  +166.0,  +491.0
1674839460, +3.42, +28.975,    +2.6, +1075.0,   +33.0,  +481.0
1674840060, +3.42, +28.991,   +11.2, +1091.0,   +73.0,  +483.0
1674840660, +3.42, +29.007,   +21.4, +1103.0,  +103.0,  +494.0
1674841260, +3.42, +28.975,   +34.1, +1231.0,  +103.0,  +620.0
1674841860, +3.42, +28.983,   +47.8, +1091.0,   +51.0,  +472.0
1674842460, +3.42, +28.991,   +61.8, +1105.0,   +76.0,  +484.0
1674843060, +3.42, +28.966,   +67.2, +1193.0,   +80.0,  +689.0
1674843660, +3.42, +28.966,   +81.0, +1091.0,   +12.0,  +492.0
1674844260, +3.42, +28.999,   +97.4, +1214.0,   +96.0,  +672.0
1674844860, +3.42, +28.983,  +107.1, +1112.0,   +71.0,  +479.0
1674845460, +3.42, +28.966,  +117.8, +1094.0,   +63.0,  +481.0
1674846060, +3.42, +29.023,  +128.7, +1241.0,  +153.0,  +510.0
