sample_uid	1159159	1160361	1158218	1158998	1161119
216795	0.9545931365203058	0	0	0	0
216805	0.9509186161608846	0	0	0	0
216798	0.945836687850083	0	0	0	0
216797	0.9406391955899707	0	0	0	0
216789	0.9381473850582823	0	0	0	0
216803	0.9354275741710296	0	0	0	0
216806	0.9247022925498879	0	0	0	0
216799	0.9220285821571357	0	0	0	0
216791	0.9193901832407942	0	0	0	0
216801	0.9187121171959214	0	0	0	0.029387336761561432
216792	0.9174889956558013	0	0	0	0
216807	0.917281399046105	0	0	0	0
216804	0.9156697681287845	0	0	0	0
216796	0.9149269682935518	0	0	0	0
216802	0.8723167435204325	0	0	0	0
216793	0.012604657127677115	0	0.0008610739607570123	0	0.9183811809537769
216794	0	0.0006948620297988909	0	0.007135698536780918	0.8521547404289437
216790	0.04109043309999431	0.00465255250128052	0	0	0.8308576631950373
216800	0.4532161445546499	0	0	0	0.4729254640086419
