sample_uid	1159159	1160361	1158218	1158998	1161119
216795	50960.0	0	0	0	0
216805	39388.0	0	0	0	0
216798	55217.0	0	0	0	0
216797	58187.0	0	0	0	0
216789	66479.0	0	0	0	0
216803	63784.0	0	0	0	0
216806	68489.0	0	0	0	0
216799	41743.0	0	0	0	0
216791	68387.0	0	0	0	0
216801	51989.0	0	0	0	1663.0
216792	31891.0	0	0	0	0
216807	57697.0	0	0	0	0
216804	62000.0	0	0	0	0
216796	64205.0	0	0	0	0
216802	71318.0	0	0	0	0
216793	688.0	0	47.0	0	50128.0
216794	0	52.0	0	534.0	63771.0
216790	2888.0	327.0	0	0	58396.0
216800	46151.0	0	0	0	48158.0
