7530-216339
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1697459700, +3.49, +30.239, +1580.0, +1244.0,  +176.0,  +310.0
1697460300, +3.49, +30.207, +1291.3, +1248.0,  +168.0,  +300.0
1697460900, +3.49, +30.175,  +226.9, +1359.0,  +232.0,  +136.0
1697461500, +3.49, +30.175, +1136.4, +1248.0,  +167.0,  +304.0
1697462100, +3.49, +30.207,  +995.8, +1254.0,  +128.0,  +270.0
1697462700, +3.49, +30.191,  +860.2, +1252.0,  +168.0,  +300.0
1697463300, +3.49, +30.159,  +827.4, +1251.0,  +148.0,  +272.0
1697463900, +3.49, +30.159,  +857.4, +1248.0,  +166.0,  +296.0
1697464500, +3.49, +30.151,  +725.8, +1246.0,  +179.0,  +312.0
1697465100, +3.49, +30.142,  +628.5, +1249.0,  +166.0,  +291.0
1697465700, +3.49, +30.118,  +574.1, +1255.0,  +120.0,  +263.0
1697466300, +3.49, +30.118,  +619.4, +1251.0,  +164.0,  +292.0
1697466900, +3.49, +30.134,  +598.0, +1251.0,  +168.0,  +316.0
1697467500, +3.49, +30.118,  +294.9, +1252.0,  +160.0,  +288.0
1697468100, +3.49, +30.110,  +390.7, +1251.0,  +152.0,  +286.0
1697468700, +3.49, +30.078,  +410.8, +1248.0,  +176.0,  +304.0
1697469300, +3.49, +30.046,  +358.6, +1379.0,  +268.0,  +163.0
1697469900, +3.49, +30.038,  +344.2, +1255.0,  +137.0,  +272.0
1697470500, +3.49, +30.054,  +255.5, +1248.0,  +160.0,  +288.0
1697471100, +3.49, +30.030,  +175.6, +1248.0,  +184.0,  +304.0
1697471700, +3.49, +29.981,  +156.0, +1254.0,  +179.0,  +300.0
1697472300, +3.49, +29.973,  +128.3, +1248.0,  +188.0,  +304.0
1697472900, +3.49, +29.908,   +87.1, +1249.0,  +172.0,  +296.0
1697473500, +3.49, +29.933,   +57.6, +1363.0,  +224.0,  +128.0
1697474100, +3.49, +29.908,   +30.3, +1251.0,  +168.0,  +296.0
1697474700, +3.49, +29.868,   +13.8, +1249.0,  +192.0,  +308.0
1697475300, +3.49, +29.908,    +5.0, +1248.0,  +192.0,  +304.0
1697475900, +3.49, +29.908,    +0.3, +1252.0,  +144.0,  +275.0
1697476500, +3.49, +29.868,    +0.2, +1359.0,  +230.0,  +132.0
1697477100, +3.49, +29.836,    -0.1, +1359.0,  +248.0,  +152.0
1697477700, +3.49, +29.803,    +0.0, +1359.0,  +246.0,  +152.0
1697478300, +3.49, +29.779,    +0.1, +1363.0,  +220.0,  +128.0
1697478900, +3.49, +29.771,    +0.1, +1368.0,  +176.0,   +80.0
1697479500, +3.49, +29.755,    +0.0, +1368.0,  +200.0,  +112.0
1697480100, +3.49, +29.730,    +0.2, +1350.0,  +224.0,  +144.0
1697480700, +3.49, +29.722,    -0.0, +1363.0,  +224.0,  +128.0
1697481300, +3.49, +29.706,    -0.3, +1360.0,  +224.0,  +128.0
1697481900, +3.49, +29.674,    -0.3, +1360.0,  +224.0,  +136.0
