7530-216339
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1697807700, +3.49, +30.497, +1312.0, +1233.0,  +164.0,  +307.0
1697808300, +3.49, +30.456, +1275.2, +1231.0,  +184.0,  +310.0
1697808900, +3.49, +30.497, +1296.6, +1233.0,  +147.0,  +294.0
1697809500, +3.49, +30.593, +1052.6, +1235.0,  +178.0,  +320.0
1697810100, +3.49, +30.633,  +449.4, +1233.0,  +147.0,  +294.0
1697810700, +3.49, +30.585,  +643.8, +1232.0,  +116.0,  +280.0
1697811300, +3.49, +30.569,  +716.1, +1233.0,  +160.0,  +304.0
1697811900, +3.49, +30.513,  +700.5, +1235.0,  +152.0,  +300.0
1697812500, +3.49, +30.480,  +645.4, +1238.0,  +163.0,  +304.0
1697813100, +3.49, +30.472,  +569.2, +1241.0,  +144.0,  +288.0
1697813700, +3.49, +30.505,  +716.0, +1235.0,  +166.0,  +306.0
1697814300, +3.49, +30.521,  +548.3, +1236.0,  +160.0,  +304.0
1697814900, +3.49, +30.513,  +444.9, +1231.0,  +144.0,  +296.0
1697815500, +3.49, +30.537,  +397.6, +1235.0,  +129.0,  +280.0
1697816100, +3.49, +30.521,  +314.5, +1232.0,  +120.0,  +280.0
1697816700, +3.49, +30.489,   +88.2, +1228.0,  +160.0,  +307.0
1697817300, +3.49, +30.440,   +68.1, +1217.0,  +176.0,  +294.0
1697817900, +3.49, +30.384,   +74.7, +1238.0,  +163.0,  +304.0
1697818500, +3.49, +30.368,   +65.2, +1240.0,  +163.0,  +302.0
1697819100, +3.49, +30.312,   +50.3, +1240.0,  +160.0,  +300.0
1697819700, +3.49, +30.175,   +27.0, +1248.0,  +164.0,  +297.0
1697820300, +3.49, +29.730,   +13.6, +1248.0,  +172.0,  +300.0
1697820900, +3.49, +29.373,    +3.0, +1358.0,  +230.0,  +136.0
1697821500, +3.49, +29.170,    +0.5, +1368.0,  +200.0,  +114.0
1697822100, +3.49, +29.048,    +0.1, +1359.0,  +232.0,  +142.0
1697822700, +3.49, +28.779,    -0.2, +1361.0,  +236.0,  +152.0
1697823300, +3.49, +28.558,    +0.0, +1363.0,  +232.0,  +152.0
1697823900, +3.49, +28.517,    -0.0, +1361.0,  +231.0,  +143.0
1697824500, +3.49, +28.656,    +0.2, +1363.0,  +224.0,  +136.0
1697825100, +3.49, +28.738,    -0.1, +1360.0,  +232.0,  +144.0
1697825700, +3.49, +28.803,    -0.0, +1360.0,  +240.0,  +152.0
1697826300, +3.49, +28.860,    -0.2, +1360.0,  +228.0,  +136.0
1697826900, +3.49, +28.942,    -0.2, +1360.0,  +240.0,  +152.0
1697827500, +3.49, +28.999,    -0.4, +1360.0,  +231.0,  +140.0
1697828100, +3.49, +29.048,    +0.2, +1359.0,  +232.0,  +140.0
1697828700, +3.49, +29.080,    -0.2, +1359.0,  +232.0,  +142.0
1697829300, +3.49, +29.129,    +0.2, +1358.0,  +244.0,  +160.0
1697829900, +3.49, +29.154,    +0.1, +1360.0,  +236.0,  +144.0
1697830500, +3.49, +29.154,    -0.1, +1359.0,  +232.0,  +144.0
1697831100, +3.49, +29.146,    -0.2, +1358.0,  +236.0,  +140.0
1697831700, +3.49, +29.121,    -0.2, +1359.0,  +240.0,  +146.0
1697832300, +3.49, +29.105,    +0.2, +1359.0,  +240.0,  +144.0
1697832900, +3.49, +29.089,    -0.5, +1383.0,  +230.0,  +124.0
1697833500, +3.49, +29.072,    -0.1, +1360.0,  +224.0,  +134.0
1697834100, +3.49, +29.080,    -0.2, +1360.0,  +230.0,  +144.0
1697834700, +3.49, +29.064,    -0.4, +1358.0,  +228.0,  +152.0
1697835300, +3.49, +29.040,    -0.2, +1359.0,  +236.0,  +144.0
1697835900, +3.49, +29.032,    -0.4, +1361.0,  +224.0,  +134.0
1697836500, +3.49, +28.999,    -0.4, +1359.0,  +232.0,  +140.0
1697837100, +3.49, +28.999,    -0.2, +1359.0,  +228.0,  +142.0
1697837700, +3.49, +28.991,    -0.1, +1359.0,  +236.0,  +144.0
1697838300, +3.49, +28.991,    +0.3, +1363.0,  +220.0,  +132.0
1697838900, +3.49, +28.975,    +0.0, +1359.0,  +232.0,  +144.0
1697839500, +3.49, +28.942,    +0.3, +1360.0,  +228.0,  +136.0
1697840100, +3.49, +28.950,    -0.1, +1360.0,  +231.0,  +142.0
1697840700, +3.49, +28.917,    +0.1, +1358.0,  +240.0,  +147.0
1697841300, +3.49, +28.909,    +0.2, +1358.0,  +240.0,  +142.0
1697841900, +3.49, +28.901,    -0.1, +1359.0,  +234.0,  +144.0
1697842500, +3.49, +28.893,    +0.1, +1366.0,  +188.0,  +102.0
1697843100, +3.49, +28.893,    -0.2, +1359.0,  +231.0,  +142.0
1697843700, +3.49, +28.901,    +0.2, +1361.0,  +228.0,  +136.0
1697844300, +3.49, +28.901,    +0.2, +1360.0,  +240.0,  +152.0
1697844900, +3.49, +28.909,    +0.3, +1368.0,  +192.0,  +102.0
1697845500, +3.49, +28.893,    -0.1, +1359.0,  +236.0,  +147.0
1697846100, +3.49, +28.901,    +0.0, +1363.0,  +232.0,  +142.0
1697846700, +3.49, +28.885,    +0.0, +1360.0,  +231.0,  +142.0
1697847300, +3.49, +28.901,    +0.0, +1360.0,  +233.0,  +142.0
1697847900, +3.49, +28.885,    +0.2, +1366.0,  +196.0,  +112.0
1697848500, +3.48, +28.885,    +0.1, +1361.0,  +230.0,  +142.0
1697849100, +3.49, +28.893,    -0.1, +1360.0,  +232.0,  +142.0
1697849700, +3.49, +28.901,    -0.3, +1359.0,  +232.0,  +142.0
1697850300, +3.49, +28.893,    +0.4, +1359.0,  +240.0,  +150.0
1697850900, +3.49, +28.868,    -0.3, +1359.0,  +231.0,  +144.0
1697851500, +3.49, +28.877,    -0.2, +1360.0,  +228.0,  +140.0
1697852100, +3.49, +28.885,    -0.1, +1361.0,  +232.0,  +140.0
1697852700, +3.49, +28.860,    -0.0, +1363.0,  +236.0,  +148.0
1697853300, +3.49, +28.828,    +0.0, +1360.0,  +232.0,  +140.0
1697853900, +3.48, +28.828,    -0.1, +1358.0,  +240.0,  +148.0
1697854500, +3.49, +28.819,    +0.2, +1361.0,  +236.0,  +144.0
1697855100, +3.49, +28.819,    -0.1, +1361.0,  +228.0,  +140.0
1697855700, +3.49, +28.828,    +0.2, +1363.0,  +228.0,  +140.0
1697856300, +3.48, +28.828,    -0.0, +1358.0,  +236.0,  +148.0
1697856900, +3.48, +28.836,    +0.2, +1360.0,  +232.0,  +144.0
1697857500, +3.49, +28.819,    -0.1, +1363.0,  +224.0,  +134.0
1697858100, +3.48, +28.828,    +0.0, +1360.0,  +240.0,  +152.0
1697858700, +3.49, +28.819,    +0.0, +1361.0,  +230.0,  +134.0
1697859300, +3.49, +28.828,    -0.3, +1360.0,  +236.0,  +144.0
1697859900, +3.48, +28.819,    -0.1, +1367.0,  +204.0,  +116.0
1697860500, +3.49, +28.811,    +0.0, +1363.0,  +230.0,  +140.0
1697861100, +3.49, +28.828,    -0.2, +1360.0,  +228.0,  +136.0
1697861700, +3.49, +28.828,    +0.2, +1361.0,  +230.0,  +144.0
1697862300, +3.48, +28.819,    +3.6, +1363.0,  +230.0,  +140.0
1697862900, +3.48, +28.803,   +12.5, +1360.0,  +232.0,  +140.0
1697863500, +3.48, +28.803,   +27.4, +1361.0,  +232.0,  +144.0
1697864100, +3.49, +28.803,   +46.4, +1360.0,  +224.0,  +136.0
1697864700, +3.48, +28.811,   +55.1, +1360.0,  +232.0,  +144.0
1697865300, +3.49, +28.811,   +87.8, +1359.0,  +243.0,  +148.0
1697865900, +3.48, +28.819,   +92.2, +1359.0,  +240.0,  +148.0
1697866500, +3.48, +28.836,   +96.1, +1360.0,  +232.0,  +144.0
1697867100, +3.48, +28.828,  +160.2, +1361.0,  +224.0,  +134.0
1697867700, +3.48, +28.819,  +301.3, +1360.0,  +232.0,  +142.0
1697868300, +3.48, +28.844,  +317.1, +1359.0,  +232.0,  +144.0
1697868900, +3.48, +28.868,  +192.5, +1363.0,  +230.0,  +144.0
1697869500, +3.48, +28.868,  +645.3, +1360.0,  +232.0,  +144.0
1697870100, +3.48, +28.860,  +166.3, +1360.0,  +236.0,  +144.0
