7530-216339
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1697894700, +3.49, +29.900,  +875.6, +1240.0,  +147.0,  +288.0
1697895300, +3.49, +29.900,  +984.6, +1246.0,  +167.0,  +300.0
1697895900, +3.49, +29.892,  +870.8, +1240.0,  +163.0,  +300.0
1697896500, +3.49, +29.900,  +993.2, +1241.0,  +164.0,  +300.0
1697897100, +3.49, +29.892,  +911.7, +1244.0,  +168.0,  +304.0
1697897700, +3.49, +29.884,  +484.7, +1240.0,  +166.0,  +304.0
1697898300, +3.49, +29.868,  +699.8, +1244.0,  +168.0,  +304.0
1697898900, +3.49, +29.868,  +415.3, +1240.0,  +163.0,  +302.0
1697899500, +3.49, +29.852,  +156.7, +1247.0,  +167.0,  +300.0
1697900100, +3.49, +29.819,  +575.6, +1248.0,  +166.0,  +304.0
1697900700, +3.49, +29.787,  +219.0, +1246.0,  +168.0,  +304.0
1697901300, +3.49, +29.787,  +207.5, +1244.0,  +168.0,  +300.0
1697901900, +3.49, +29.738,  +177.0, +1248.0,  +172.0,  +304.0
1697902500, +3.49, +29.698,   +76.9, +1241.0,  +176.0,  +308.0
1697903100, +3.49, +29.649,   +72.9, +1244.0,  +160.0,  +292.0
1697903700, +3.49, +29.641,   +50.2, +1246.0,  +168.0,  +302.0
1697904300, +3.49, +29.617,   +38.7, +1358.0,  +232.0,  +142.0
1697904900, +3.49, +29.576,   +27.1, +1248.0,  +172.0,  +304.0
1697905500, +3.49, +29.544,   +18.2, +1359.0,  +224.0,  +128.0
1697906100, +3.49, +29.503,   +11.3, +1249.0,  +172.0,  +304.0
1697906700, +3.49, +29.447,    +5.6, +1251.0,  +166.0,  +296.0
1697907300, +3.49, +29.390,    +1.8, +1356.0,  +236.0,  +144.0
1697907900, +3.49, +29.365,    +0.1, +1358.0,  +236.0,  +140.0
1697908500, +3.49, +29.357,    -0.2, +1356.0,  +228.0,  +136.0
1697909100, +3.49, +29.357,    -0.0, +1356.0,  +230.0,  +140.0
1697909700, +3.49, +29.382,    +0.1, +1356.0,  +236.0,  +147.0
1697910300, +3.49, +29.414,    +0.3, +1248.0,  +169.0,  +304.0
1697910900, +3.49, +29.430,    -0.3, +1255.0,  +136.0,  +270.0
1697911500, +3.49, +29.463,    -0.4, +1252.0,  +131.0,  +268.0
1697912100, +3.49, +29.479,    -0.1, +1360.0,  +201.0,  +116.0
1697912700, +3.49, +29.455,    +0.1, +1363.0,  +200.0,  +112.0
1697913300, +3.49, +29.455,    +0.1, +1254.0,  +136.0,  +272.0
1697913900, +3.49, +29.430,    -0.4, +1359.0,  +236.0,  +144.0
1697914500, +3.49, +29.455,    -0.2, +1251.0,  +166.0,  +296.0
1697915100, +3.49, +29.455,    +0.1, +1248.0,  +168.0,  +300.0
1697915700, +3.49, +29.463,    -0.0, +1246.0,  +166.0,  +304.0
1697916300, +3.49, +29.471,    -0.2, +1358.0,  +232.0,  +144.0
1697916900, +3.49, +29.455,    +0.0, +1249.0,  +168.0,  +300.0
1697917500, +3.49, +29.438,    -0.0, +1248.0,  +172.0,  +302.0
1697918100, +3.49, +29.430,    +0.0, +1246.0,  +168.0,  +300.0
1697918700, +3.49, +29.414,    +0.1, +1356.0,  +232.0,  +140.0
1697919300, +3.49, +29.414,    -0.1, +1248.0,  +168.0,  +304.0
1697919900, +3.49, +29.398,    +0.1, +1358.0,  +236.0,  +142.0
1697920500, +3.49, +29.398,    +0.1, +1356.0,  +232.0,  +142.0
1697921100, +3.49, +29.398,    +0.3, +1356.0,  +240.0,  +152.0
1697921700, +3.49, +29.373,    +0.1, +1248.0,  +172.0,  +300.0
1697922300, +3.49, +29.365,    -0.4, +1248.0,  +176.0,  +304.0
1697922900, +3.49, +29.341,    -0.1, +1248.0,  +168.0,  +300.0
1697923500, +3.49, +29.349,    -0.2, +1358.0,  +236.0,  +144.0
1697924100, +3.49, +29.333,    +0.1, +1356.0,  +236.0,  +148.0
1697924700, +3.49, +29.325,    -0.0, +1248.0,  +167.0,  +300.0
1697925300, +3.49, +29.300,    -0.3, +1366.0,  +236.0,  +134.0
1697925900, +3.49, +29.292,    -0.1, +1359.0,  +230.0,  +140.0
1697926500, +3.49, +29.300,    +0.1, +1356.0,  +232.0,  +144.0
1697927100, +3.49, +29.276,    +0.1, +1356.0,  +236.0,  +144.0
1697927700, +3.49, +29.268,    +0.1, +1358.0,  +240.0,  +148.0
1697928300, +3.49, +29.251,    -0.3, +1356.0,  +228.0,  +142.0
1697928900, +3.49, +29.243,    +0.3, +1359.0,  +240.0,  +152.0
1697929500, +3.49, +29.235,    +0.2, +1358.0,  +232.0,  +144.0
1697930100, +3.49, +29.219,    +0.2, +1353.0,  +236.0,  +147.0
1697930700, +3.49, +29.227,    -0.2, +1355.0,  +232.0,  +144.0
1697931300, +3.49, +29.227,    +0.3, +1358.0,  +232.0,  +146.0
1697931900, +3.49, +29.219,    -0.1, +1356.0,  +236.0,  +144.0
1697932500, +3.49, +29.227,    -0.3, +1358.0,  +232.0,  +144.0
1697933100, +3.49, +29.211,    -0.1, +1358.0,  +232.0,  +144.0
1697933700, +3.49, +29.203,    -0.2, +1359.0,  +227.0,  +136.0
1697934300, +3.49, +29.162,    -0.4, +1251.0,  +176.0,  +296.0
1697934900, +3.49, +29.146,    +0.2, +1356.0,  +236.0,  +144.0
1697935500, +3.49, +29.162,    -0.2, +1356.0,  +232.0,  +144.0
1697936100, +3.49, +29.170,    +0.1, +1356.0,  +240.0,  +150.0
1697936700, +3.49, +29.154,    +0.0, +1356.0,  +236.0,  +144.0
1697937300, +3.49, +29.154,    -0.0, +1360.0,  +232.0,  +144.0
1697937900, +3.49, +29.146,    +0.0, +1359.0,  +236.0,  +146.0
1697938500, +3.49, +29.137,    +0.3, +1359.0,  +232.0,  +140.0
1697939100, +3.49, +29.105,    +0.1, +1356.0,  +240.0,  +152.0
1697939700, +3.49, +29.097,    -0.2, +1355.0,  +240.0,  +152.0
1697940300, +3.49, +29.097,    +0.2, +1359.0,  +232.0,  +144.0
1697940900, +3.49, +29.105,    +0.0, +1358.0,  +228.0,  +142.0
1697941500, +3.49, +29.089,    -0.1, +1358.0,  +232.0,  +142.0
1697942100, +3.49, +29.105,    +0.1, +1358.0,  +232.0,  +144.0
1697942700, +3.49, +29.105,    -0.1, +1359.0,  +227.0,  +134.0
1697943300, +3.49, +29.089,    -0.0, +1359.0,  +236.0,  +144.0
1697943900, +3.49, +29.089,    +0.1, +1360.0,  +224.0,  +132.0
1697944500, +3.49, +29.105,    -0.0, +1359.0,  +236.0,  +144.0
