7530-216339
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1697198700, +3.49, +30.030, +1497.4, +1251.0,  +158.0,  +316.0
1697199300, +3.49, +30.070, +1363.0, +1368.0,  +216.0,  +152.0
1697199900, +3.49, +30.062,  +859.3, +1366.0,  +224.0,  +156.0
1697200500, +3.49, +30.070,  +990.3, +1366.0,  +220.0,  +160.0
1697201100, +3.49, +30.094,  +670.2, +1255.0,  +160.0,  +312.0
1697201700, +3.49, +30.086,  +698.2, +1366.0,  +224.0,  +156.0
1697202300, +3.49, +30.070,  +769.9, +1363.0,  +224.0,  +158.0
1697202900, +3.49, +30.038, +1158.3, +1260.0,  +158.0,  +312.0
1697203500, +3.49, +29.973, +1060.8, +1366.0,  +224.0,  +156.0
1697204100, +3.49, +30.005,  +601.6, +1366.0,  +224.0,  +156.0
1697204700, +3.49, +30.013,  +851.4, +1366.0,  +224.0,  +160.0
1697205300, +3.49, +30.005,  +884.0, +1366.0,  +224.0,  +160.0
1697205900, +3.49, +29.973,  +738.3, +1368.0,  +220.0,  +158.0
1697206500, +3.49, +29.973,  +745.7, +1366.0,  +224.0,  +156.0
1697207100, +3.49, +29.973,  +736.9, +1368.0,  +220.0,  +156.0
1697207700, +3.49, +29.892,  +505.8, +1366.0,  +220.0,  +158.0
1697208300, +3.49, +29.876,  +360.5, +1368.0,  +224.0,  +156.0
1697208900, +3.49, +29.811,  +286.6, +1369.0,  +224.0,  +176.0
1697209500, +3.49, +29.795,  +431.6, +1368.0,  +224.0,  +157.0
1697210100, +3.49, +29.779,  +388.1, +1368.0,  +224.0,  +167.0
1697210700, +3.49, +29.779,  +360.5, +1369.0,  +224.0,  +160.0
1697211300, +3.49, +29.747,  +313.8, +1368.0,  +224.0,  +159.0
1697211900, +3.49, +29.787,  +171.4, +1368.0,  +224.0,  +164.0
1697212500, +3.49, +29.803,  +112.8, +1368.0,  +224.0,  +156.0
1697213100, +3.49, +29.819,  +112.5, +1367.0,  +224.0,  +159.0
1697213700, +3.49, +29.819,   +69.2, +1368.0,  +224.0,  +161.0
1697214300, +3.49, +29.803,   +50.4, +1366.0,  +224.0,  +156.0
1697214900, +3.49, +29.811,   +21.2, +1368.0,  +224.0,  +152.0
1697215500, +3.49, +29.819,   +10.3, +1368.0,  +224.0,  +157.0
1697216100, +3.49, +29.819,    +2.6, +1369.0,  +224.0,  +166.0
1697216700, +3.49, +29.819,    +0.3, +1368.0,  +224.0,  +163.0
1697217300, +3.49, +29.803,    -0.1, +1368.0,  +224.0,  +163.0
1697217900, +3.49, +29.787,    -0.2, +1368.0,  +224.0,  +158.0
1697218500, +3.49, +29.771,    -0.1, +1367.0,  +224.0,  +162.0
1697219100, +3.49, +29.763,    -0.2, +1368.0,  +224.0,  +163.0
1697219700, +3.49, +29.755,    -0.3, +1368.0,  +224.0,  +161.0
1697220300, +3.49, +29.722,    -0.1, +1368.0,  +224.0,  +160.0
1697220900, +3.49, +29.706,    -0.1, +1366.0,  +220.0,  +152.0
1697221500, +3.49, +29.714,    +0.0, +1368.0,  +224.0,  +163.0
1697222100, +3.49, +29.706,    -0.1, +1367.0,  +224.0,  +156.0
1697222700, +3.49, +29.698,    -0.1, +1369.0,  +224.0,  +159.0
1697223300, +3.49, +29.682,    -0.1, +1368.0,  +220.0,  +160.0
1697223900, +3.49, +29.649,    +0.2, +1366.0,  +224.0,  +156.0
1697224500, +3.49, +29.674,    +0.1, +1368.0,  +224.0,  +164.0
1697225100, +3.49, +29.657,    -0.3, +1371.0,  +224.0,  +165.0
1697225700, +3.49, +29.641,    -0.1, +1369.0,  +224.0,  +163.0
1697226300, +3.49, +29.641,    -0.4, +1368.0,  +224.0,  +163.0
1697226900, +3.49, +29.617,    -0.3, +1369.0,  +224.0,  +166.0
1697227500, +3.49, +29.601,    +0.1, +1372.0,  +220.0,  +163.0
1697228100, +3.49, +29.601,    -0.4, +1368.0,  +224.0,  +164.0
1697228700, +3.49, +29.601,    -0.2, +1368.0,  +224.0,  +166.0
1697229300, +3.49, +29.584,    +0.1, +1368.0,  +224.0,  +161.0
1697229900, +3.49, +29.568,    -0.2, +1367.0,  +224.0,  +161.0
1697230500, +3.49, +29.544,    +0.2, +1367.0,  +224.0,  +158.0
1697231100, +3.49, +29.552,    -0.5, +1264.0,  +163.0,  +305.0
1697231700, +3.49, +29.528,    -0.2, +1369.0,  +224.0,  +167.0
1697232300, +3.49, +29.552,    +0.1, +1263.0,  +163.0,  +312.0
1697232900, +3.49, +29.520,    +0.2, +1368.0,  +224.0,  +161.0
1697233500, +3.49, +29.520,    +0.3, +1368.0,  +224.0,  +163.0
1697234100, +3.49, +29.528,    +0.1, +1368.0,  +224.0,  +160.0
1697234700, +3.49, +29.511,    -0.1, +1364.0,  +224.0,  +159.0
1697235300, +3.49, +29.487,    -0.3, +1368.0,  +224.0,  +168.0
1697235900, +3.49, +29.503,    -0.1, +1368.0,  +224.0,  +166.0
1697236500, +3.49, +29.495,    +0.2, +1368.0,  +220.0,  +160.0
