7530-216339
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1698068700, +3.50, +32.663,    +5.0, +1286.0,   +24.0,  +588.0
1698069300, +3.50, +32.609,    +5.9, +1171.0,   -29.0,  +646.0
1698069900, +3.50, +32.554,    +3.6, +1263.0,    +7.0,  +615.0
1698070500, +3.50, +32.492,    +5.3, +1302.0,   +35.0,  +563.0
1698071100, +3.50, +32.422,    +5.2, +1310.0,   +40.0,  +546.0
1698071700, +3.50, +32.281,    +2.2, +1324.0,   +48.0,  +520.0
1698072300, +3.50, +32.172,    +0.6, +1348.0,   +48.0,  +511.0
1698072900, +3.50, +32.022,    +4.4, +1177.0,   -26.0,  +646.0
1698073500, +3.50, +31.881,    +1.0, +1176.0,   -26.0,  +647.0
1698074100, +3.50, +31.802,    +3.1, +1183.0,   -24.0,  +648.0
1698074700, +3.50, +31.755,    +2.6, +1182.0,   -24.0,  +647.0
1698075300, +3.50, +31.731,    +0.6, +1200.0,   -20.0,  +654.0
1698075900, +3.50, +31.810,    +0.5, +1177.0,   -24.0,  +647.0
1698076500, +3.50, +31.857,    +0.2, +1176.0,   -28.0,  +646.0
1698077100, +3.50, +31.873,    +0.1, +1161.0,   -29.0,  +640.0
1698077700, +3.50, +31.881,    +0.3, +1167.0,   -29.0,  +640.0
1698078300, +3.50, +31.818,    +0.3, +1190.0,   -24.0,  +652.0
1698078900, +3.50, +31.763,    +0.1, +1191.0,   -24.0,  +648.0
1698079500, +3.50, +31.668,    +0.1, +1212.0,   -16.0,  +652.0
1698080100, +3.50, +31.533,    +0.2, +1216.0,   -15.0,  +648.0
1698080700, +3.50, +31.422,    -0.0, +1299.0,   +34.0,  +563.0
1698081300, +3.50, +31.351,    +0.3, +1240.0,    +0.0,  +640.0
1698081900, +3.50, +31.367,    +0.1, +1315.0,   +48.0,  +536.0
1698082500, +3.50, +31.319,    +0.2, +1326.0,   +50.0,  +524.0
1698083100, +3.50, +31.248,    +0.1, +1345.0,   +48.0,  +515.0
1698083700, +3.50, +31.176,    +0.3, +1180.0,   -25.0,  +652.0
1698084300, +3.50, +31.128,    +0.3, +1196.0,   -20.0,  +654.0
1698084900, +3.50, +31.065,    +0.2, +1334.0,   +48.0,  +516.0
1698085500, +3.50, +31.017,    +0.4, +1185.0,   -24.0,  +652.0
1698086100, +3.50, +30.969,    +0.0, +1191.0,   -24.0,  +649.0
1698086700, +3.50, +30.929,    +0.1, +1203.0,   -20.0,  +654.0
1698087300, +3.50, +30.833,    +0.1, +1201.0,   -20.0,  +656.0
1698087900, +3.50, +30.721,    +0.2, +1200.0,   -16.0,  +654.0
1698088500, +3.50, +30.617,    +0.0, +1212.0,   -16.0,  +652.0
1698089100, +3.49, +30.585,    -0.0, +1214.0,   -16.0,  +652.0
1698089700, +3.49, +30.537,    -0.0, +1212.0,   -16.0,  +652.0
1698090300, +3.49, +30.456,    -0.2, +1209.0,   -16.0,  +654.0
1698090900, +3.49, +30.360,    +0.2, +1214.0,   -16.0,  +654.0
1698091500, +3.49, +30.247,    -0.3, +1222.0,   -16.0,  +652.0
1698092100, +3.49, +30.134,    -0.2, +1216.0,   -16.0,  +652.0
1698092700, +3.49, +30.038,    +0.1, +1223.0,   -13.0,  +649.0
1698093300, +3.49, +29.949,    +0.3, +1217.0,   -13.0,  +652.0
1698093900, +3.49, +29.876,    +0.0, +1220.0,   -12.0,  +652.0
1698094500, +3.49, +29.819,    +0.2, +1223.0,   -13.0,  +648.0
1698095100, +3.49, +29.771,    -0.1, +1225.0,   -13.0,  +648.0
1698095700, +3.49, +29.706,    +0.1, +1225.0,    -8.0,  +648.0
1698096300, +3.49, +29.601,    +0.1, +1227.0,   -13.0,  +649.0
1698096900, +3.49, +29.511,    +0.2, +1228.0,   -12.0,  +648.0
1698097500, +3.49, +29.422,    +0.2, +1339.0,   +48.0,  +516.0
1698098100, +3.49, +29.373,    +0.0, +1230.0,    -8.0,  +648.0
