7530-216339
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1697981700, +3.49, +29.949,  +134.5,  -192.0,   +78.0, +1528.0
1697982300, +3.49, +30.021,   +69.6,  -192.0,   +80.0, +1528.0
1697982900, +3.49, +30.038,   +62.7,  -189.0,   +78.0, +1528.0
1697983500, +3.49, +30.062,    -0.2,  -190.0,   +80.0, +1528.0
1697984100, +3.49, +30.062,    -0.1,  -192.0,   +80.0, +1529.0
1697984700, +3.49, +30.062,    -0.2,  -192.0,   +78.0, +1528.0
1697985300, +3.49, +30.070,    -0.1,  -152.0,  +144.0, +1452.0
1697985900, +3.49, +30.078,    -0.0,  -191.0,   +80.0, +1531.0
1697986500, +3.49, +30.078,    +0.1,  -192.0,   +80.0, +1528.0
1697987100, +3.49, +30.078,    +0.1,  -192.0,   +81.0, +1528.0
1697987700, +3.49, +30.086,    -0.0,  -192.0,   +80.0, +1529.0
1697988300, +3.49, +30.094,    -0.2,  -192.0,   +80.0, +1528.0
1697988900, +3.49, +30.094,    +0.0,  -192.0,   +80.0, +1529.0
1697989500, +3.49, +30.102,    -0.2,  -189.0,   +80.0, +1528.0
1697990100, +3.49, +30.102,    +3.2,  -192.0,   +80.0, +1529.0
1697990700, +3.49, +30.110,    -0.1,  -192.0,   +80.0, +1528.0
1697991300, +3.49, +30.118,    -0.1,  -216.0,   +56.0, +1528.0
1697991900, +3.49, +30.110,    -0.1,  -216.0,   +56.0, +1531.0
1697992500, +3.49, +30.094,    -0.3,  -212.0,   +56.0, +1528.0
1697993100, +3.49, +30.094,    +0.2,  -216.0,   +56.0, +1528.0
1697993700, +3.49, +30.094,    +0.1,  -144.0, -1568.0,  +764.0
1697994300, +3.49, +29.365,    +0.4, +1340.0,   +48.0,  +515.0
1697994900, +3.49, +28.926,    +0.3, +1340.0,   +50.0,  +516.0
1697995500, +3.49, +28.738,    +0.7, +1344.0,   +48.0,  +513.0
1697996100, +3.49, +28.615,    +0.2, +1342.0,   +48.0,  +515.0
1697996700, +3.49, +28.582,    +0.1, +1343.0,   +48.0,  +515.0
1697997300, +3.49, +28.533,    +0.4, +1342.0,   +48.0,  +512.0
1697997900, +3.49, +28.492,    +0.1, +1343.0,   +48.0,  +512.0
1697998500, +3.49, +28.484,    -0.2, +1342.0,   +48.0,  +515.0
1697999100, +3.49, +28.501,    +0.1, +1343.0,   +48.0,  +512.0
