7530-216339
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1697024700, +3.41, +26.830,    -0.7,   -16.0,  +393.0,  -985.0
1697025300, +3.43, +27.408,    +0.1,   +32.0,  +378.0,  -985.0
1697025900, +3.44, +27.309,    +0.2,   +24.0,  +382.0,  -978.0
1697026500, +3.44, +27.020,    -0.6, +1328.0,  +110.0,  +551.0
1697027100, +3.45, +26.714,    -0.7, +1324.0,  +120.0,  +575.0
1697027700, +3.45, +26.582,    -1.9, +1324.0,  +120.0,  +575.0
1697028300, +3.45, +26.590,    -0.4, +1328.0,  +121.0,  +567.0
1697028900, +3.45, +26.656,    -0.5, +1324.0,  +119.0,  +572.0
1697029500, +3.46, +26.756,    -0.0, +1323.0,  +116.0,  +572.0
1697030100, +3.46, +26.896,    +0.5, +1327.0,  +124.0,  +572.0
1697030700, +3.46, +27.045,    +0.1, +1323.0,  +128.0,  +571.0
1697031300, +3.46, +27.144,    -0.0, +1320.0,  +120.0,  +575.0
1697031900, +3.46, +27.243,    +0.2, +1321.0,  +127.0,  +575.0
1697032500, +3.46, +27.317,    +0.5, +1320.0,  +126.0,  +575.0
1697033100, +3.46, +27.391,    +0.1, +1319.0,  +127.0,  +576.0
1697033700, +3.46, +27.457,    +0.2, +1231.0,   +80.0,  +691.0
1697034300, +3.46, +27.515,    -0.1, +1318.0,  +131.0,  +578.0
1697034900, +3.47, +27.565,    -0.2, +1318.0,  +126.0,  +579.0
1697035500, +3.46, +27.630,    +0.1, +1320.0,  +127.0,  +574.0
1697036100, +3.46, +27.680,    +0.4, +1318.0,  +127.0,  +574.0
1697036700, +3.47, +27.737,    -0.0, +1318.0,  +124.0,  +583.0
1697037300, +3.47, +27.803,    -0.3, +1318.0,  +128.0,  +577.0
1697037900, +3.47, +27.853,    -0.1, +1319.0,  +130.0,  +576.0
1697038500, +3.47, +27.902,    -0.0, +1318.0,  +126.0,  +582.0
1697039100, +3.47, +27.927,    +0.1, +1318.0,  +126.0,  +577.0
1697039700, +3.47, +27.992,    +0.1, +1315.0,  +120.0,  +583.0
1697040300, +3.47, +28.033,    -0.0, +1316.0,  +126.0,  +583.0
1697040900, +3.47, +28.099,    -0.0, +1315.0,  +124.0,  +589.0
1697041500, +3.47, +28.107,    -0.1, +1315.0,  +126.0,  +584.0
1697042100, +3.47, +28.173,    -0.0, +1315.0,  +126.0,  +543.0
1697042700, +3.47, +28.222,    +0.1, +1313.0,  +120.0,  +585.0
1697043300, +3.47, +28.271,    +0.2, +1318.0,  +120.0,  +588.0
1697043900, +3.47, +28.361,    -0.1, +1316.0,  +124.0,  +583.0
1697044500, +3.47, +28.468,    -0.5, +1315.0,  +124.0,  +586.0
1697045100, +3.47, +28.550,    -0.0, +1315.0,  +124.0,  +583.0
1697045700, +3.47, +28.582,    -0.5, +1315.0,  +120.0,  +584.0
1697046300, +3.47, +28.320,    -0.1, +1315.0,  +120.0,  +583.0
1697046900, +3.47, +27.935,    +0.3, +1315.0,  +123.0,  +585.0
1697047500, +3.47, +27.540,    +0.1, +1316.0,  +126.0,  +583.0
1697048100, +3.47, +27.194,    +0.4, +1318.0,  +126.0,  +575.0
1697048700, +3.47, +26.871,    -0.1, +1323.0,  +124.0,  +575.0
1697049300, +3.47, +26.590,    +0.1, +1321.0,  +127.0,  +573.0
1697049900, +3.47, +26.309,    -0.0, +1319.0,  +127.0,  +571.0
1697050500, +3.47, +26.068,    +0.4, +1324.0,  +124.0,  +571.0
1697051100, +3.47, +26.126,    -0.0, +1320.0,  +126.0,  +567.0
1697051700, +3.47, +26.333,    +0.3, +1323.0,  +126.0,  +571.0
1697052300, +3.47, +26.491,    -0.1, +1324.0,  +120.0,  +567.0
1697052900, +3.47, +26.383,    +0.1, +1319.0,  +127.0,  +567.0
1697053500, +3.47, +26.168,    +0.1, +1324.0,  +127.0,  +563.0
1697054100, +3.47, +26.052,    -0.3, +1132.0,   +44.0,  +688.0
1697054700, +3.46, +26.151,    +0.1, +1320.0,  +131.0,  +569.0
1697055300, +3.46, +26.350,    +0.0, +1324.0,  +127.0,  +563.0
1697055900, +3.46, +26.458,    +0.2, +1326.0,  +127.0,  +568.0
1697056500, +3.46, +26.292,    -0.2, +1320.0,  +127.0,  +567.0
1697057100, +3.46, +26.217,    -0.1, +1324.0,  +127.0,  +575.0
1697057700, +3.46, +26.275,    +0.4, +1326.0,  +121.0,  +571.0
1697058300, +3.46, +26.342,    -0.1, +1319.0,  +121.0,  +569.0
1697058900, +3.46, +26.408,    -0.1, +1320.0,   +67.0,  +567.0
1697059500, +3.46, +26.507,    +0.3, +1326.0,  +127.0,  +568.0
1697060100, +3.46, +26.574,    +0.0, +1326.0,  +123.0,  +567.0
1697060700, +3.46, +26.648,    +0.5, +1324.0,  +127.0,  +572.0
1697061300, +3.46, +26.723,    +0.5, +1324.0,  +126.0,  +579.0
1697061900, +3.46, +26.789,    +0.4, +1320.0,  +127.0,  +572.0
1697062500, +3.46, +26.830,    -0.0, +1324.0,  +127.0,  +568.0
1697063100, +3.46, +26.896,    +0.2, +1320.0,  +126.0,  +571.0
1697063700, +3.46, +26.938,    -0.3, +1323.0,  +124.0,  +567.0
1697064300, +3.46, +27.012,    -0.0, +1323.0,  +126.0,  +575.0
1697064900, +3.47, +27.037,    -0.3, +1321.0,  +128.0,  +575.0
1697065500, +3.47, +27.070,    -0.5, +1324.0,  +127.0,  +575.0
1697066100, +3.47, +27.111,    +0.3, +1324.0,  +127.0,  +568.0
1697066700, +3.47, +27.152,    +0.4, +1319.0,  +124.0,  +575.0
1697067300, +3.47, +27.185,    +0.1, +1323.0,  +124.0,  +569.0
1697067900, +3.47, +27.218,    +0.2, +1320.0,  +127.0,  +575.0
1697068500, +3.47, +27.227,    +0.2, +1324.0,  +123.0,  +572.0
1697069100, +3.47, +27.268,    -0.3, +1319.0,  +131.0,  +573.0
1697069700, +3.47, +27.301,    -0.0, +1321.0,  +127.0,  +571.0
1697070300, +3.47, +27.309,    +0.6, +1320.0,  +127.0,  +572.0
1697070900, +3.47, +27.334,    +0.0, +1319.0,  +133.0,  +579.0
1697071500, +3.47, +27.359,    -0.4, +1320.0,  +127.0,  +575.0
1697072100, +3.47, +27.359,    -0.5, +1321.0,  +127.0,  +569.0
1697072700, +3.47, +27.400,    -0.4, +1319.0,  +127.0,  +575.0
1697073300, +3.47, +27.408,    -0.2, +1321.0,  +125.0,  +571.0
1697073900, +3.47, +27.408,    -0.3, +1321.0,  +126.0,  +571.0
1697074500, +3.47, +27.433,    +0.1, +1324.0,  +127.0,  +569.0
1697075100, +3.47, +27.441,    +0.3, +1321.0,  +124.0,  +572.0
1697075700, +3.47, +27.457,    -0.2, +1230.0,   +80.0,  +689.0
1697076300, +3.47, +27.466,    +0.4, +1319.0,  +131.0,  +574.0
1697076900, +3.47, +27.482,    -0.4, +1321.0,  +124.0,  +575.0
