7530-216339
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1697720700, +3.49, +30.368, +1124.1, +1235.0,  +160.0,  +304.0
1697721300, +3.49, +30.328,  +391.0, +1247.0,  +120.0,  +270.0
1697721900, +3.49, +30.207, +1220.9, +1235.0,  +176.0,  +312.0
1697722500, +3.49, +30.159,  +334.6, +1244.0,  +168.0,  +300.0
1697723100, +3.49, +30.094,  +858.6, +1248.0,  +168.0,  +304.0
1697723700, +3.49, +30.030, +1042.8, +1244.0,  +168.0,  +296.0
1697724300, +3.49, +29.997,  +748.5, +1248.0,  +172.0,  +300.0
1697724900, +3.49, +29.973,  +743.0, +1240.0,  +172.0,  +306.0
1697725500, +3.49, +30.021,  +253.3, +1248.0,  +144.0,  +280.0
1697726100, +3.49, +30.094,  +591.4, +1239.0,  +172.0,  +312.0
1697726700, +3.49, +30.126,  +645.7, +1235.0,  +176.0,  +316.0
1697727300, +3.49, +30.110,  +527.7, +1248.0,  +163.0,  +295.0
1697727900, +3.49, +30.086,  +386.5, +1244.0,  +172.0,  +300.0
1697728500, +3.49, +30.062,  +411.6, +1240.0,  +164.0,  +304.0
1697729100, +3.49, +30.021,  +355.0, +1244.0,  +168.0,  +300.0
1697729700, +3.49, +30.030,  +334.1, +1244.0,  +176.0,  +304.0
1697730300, +3.49, +29.941,  +194.5, +1255.0,  +124.0,  +260.0
1697730900, +3.49, +29.755,  +203.7, +1257.0,  +144.0,  +272.0
1697731500, +3.49, +29.568,  +124.0, +1360.0,  +232.0,  +136.0
1697732100, +3.49, +29.495,   +64.6, +1358.0,  +236.0,  +144.0
1697732700, +3.49, +29.495,   +49.7, +1360.0,  +227.0,  +136.0
1697733300, +3.49, +29.390,   +28.1, +1359.0,  +232.0,  +140.0
1697733900, +3.49, +29.341,   +13.4, +1360.0,  +220.0,  +128.0
1697734500, +3.49, +29.341,    +4.5, +1366.0,  +241.0,  +152.0
1697735100, +3.49, +29.349,    +0.8, +1361.0,  +236.0,  +142.0
1697735700, +3.49, +29.333,    -0.2, +1361.0,  +224.0,  +132.0
1697736300, +3.49, +29.292,    +0.2, +1361.0,  +232.0,  +144.0
1697736900, +3.49, +29.300,    +0.2, +1363.0,  +193.0,  +100.0
1697737500, +3.49, +29.292,    -0.1, +1359.0,  +224.0,  +136.0
1697738100, +3.49, +29.317,    -0.1, +1359.0,  +230.0,  +136.0
1697738700, +3.49, +29.317,    -0.0, +1363.0,  +211.0,  +128.0
1697739300, +3.49, +29.300,    -0.1, +1359.0,  +232.0,  +144.0
1697739900, +3.49, +29.276,    +0.1, +1364.0,  +216.0,  +120.0
1697740500, +3.49, +29.284,    +0.1, +1360.0,  +228.0,  +136.0
1697741100, +3.49, +29.235,    +0.0, +1360.0,  +224.0,  +128.0
1697741700, +3.49, +29.219,    +0.4, +1359.0,  +236.0,  +142.0
1697742300, +3.49, +29.194,    -0.1, +1360.0,  +236.0,  +144.0
1697742900, +3.49, +29.227,    -0.0, +1359.0,  +232.0,  +140.0
1697743500, +3.49, +29.251,    -0.0, +1356.0,  +240.0,  +144.0
1697744100, +3.49, +29.251,    -0.3, +1360.0,  +232.0,  +136.0
1697744700, +3.49, +29.243,    +0.1, +1363.0,  +232.0,  +140.0
1697745300, +3.49, +29.235,    -0.1, +1359.0,  +236.0,  +142.0
1697745900, +3.49, +29.227,    +0.0, +1358.0,  +240.0,  +152.0
1697746500, +3.49, +29.243,    -0.3, +1360.0,  +240.0,  +144.0
1697747100, +3.49, +29.227,    -0.2, +1359.0,  +236.0,  +147.0
1697747700, +3.49, +29.227,    +0.1, +1358.0,  +240.0,  +144.0
1697748300, +3.49, +29.194,    +0.3, +1368.0,  +184.0,   +96.0
1697748900, +3.49, +29.186,    +0.2, +1363.0,  +217.0,  +128.0
1697749500, +3.49, +29.178,    +0.1, +1358.0,  +233.0,  +144.0
1697750100, +3.49, +29.194,    -0.1, +1368.0,  +144.0,  +132.0
1697750700, +3.49, +29.186,    -0.2, +1359.0,  +232.0,  +136.0
1697751300, +3.49, +29.186,    +0.0, +1371.0,  +180.0,   +96.0
1697751900, +3.49, +29.203,    +0.2, +1358.0,  +240.0,  +150.0
1697752500, +3.49, +29.178,    -0.3, +1363.0,  +224.0,  +128.0
1697753100, +3.49, +29.186,    -0.2, +1358.0,  +232.0,  +142.0
1697753700, +3.49, +29.170,    -0.1, +1360.0,  +232.0,  +142.0
1697754300, +3.49, +29.186,    +0.1, +1367.0,  +144.0,   +40.0
1697754900, +3.49, +29.178,    -0.2, +1356.0,  +168.0,  +108.0
1697755500, +3.49, +29.203,    -0.3, +1360.0,  +227.0,  +136.0
1697756100, +3.49, +29.194,    -0.1, +1360.0,  +232.0,  +144.0
1697756700, +3.49, +29.211,    +0.3, +1359.0,  +233.0,  +140.0
1697757300, +3.49, +29.211,    -0.0, +1368.0,  +200.0,  +112.0
1697757900, +3.49, +29.194,    +0.1, +1366.0,  +196.0,  +112.0
1697758500, +3.49, +29.186,    -0.3, +1359.0,  +216.0,  +144.0
1697759100, +3.49, +29.203,    -0.2, +1356.0,  +244.0,  +152.0
1697759700, +3.49, +29.203,    -0.3, +1359.0,  +240.0,  +147.0
1697760300, +3.49, +29.203,    -0.0, +1361.0,  +224.0,  +134.0
1697760900, +3.49, +29.219,    -0.2, +1364.0,  +179.0,   +88.0
1697761500, +3.49, +29.227,    +0.0, +1356.0,  +240.0,  +160.0
1697762100, +3.49, +29.227,    -0.2, +1366.0,  +200.0,  +114.0
1697762700, +3.49, +29.243,    +0.0, +1360.0,  +232.0,  +140.0
1697763300, +3.49, +29.235,    -0.1, +1360.0,  +236.0,  +142.0
1697763900, +3.49, +29.251,    +0.1, +1359.0,  +236.0,  +144.0
