7530-432503
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1666043340, +3.48, +27.672,   +98.4, +1310.0,  -144.0,  +518.0
1666043940, +3.48, +27.713,  +106.0, +1303.0,  -148.0,  +536.0
1666044540, +3.48, +27.680,  +102.0, +1307.0,  -148.0,  +528.0
1666045140, +3.48, +27.680,  +104.6, +1312.0,  -144.0,  +505.0
1666045740, +3.48, +27.672,  +104.5, +1308.0,  -144.0,  +515.0
1666046340, +3.48, +27.663,  +108.9, +1225.0,  -178.0,  +614.0
1666046940, +3.48, +27.688,  +116.1, +1212.0,  -184.0,  +612.0
1666047540, +3.48, +27.680,  +114.8, +1283.0,  -117.0,  +399.0
1666048140, +3.48, +27.680,  +119.9, +1295.0,  -117.0,  +403.0
1666048740, +3.48, +27.704,  +124.7, +1287.0,  -121.0,  +391.0
1666049340, +3.48, +27.713,  +119.7, +1212.0,  -184.0,  +614.0
1666049940, +3.48, +27.713,  +119.3, +1246.0,  -175.0,  +608.0
1666050540, +3.48, +27.713,  +123.7, +1217.0,  -180.0,  +614.0
1666051140, +3.48, +27.737,  +129.8, +1315.0,  -119.0,  +406.0
1666051740, +3.48, +27.721,  +133.5, +1200.0,  -184.0,  +609.0
1666052340, +3.48, +27.737,  +103.2, +1216.0,  -180.0,  +615.0
1666052940, +3.48, +27.754,  +114.8, +1212.0,  -180.0,  +614.0
1666053540, +3.48, +27.729,   +31.3, +1279.0,  -113.0,  +383.0
1666054140, +3.48, +27.729,  +109.6, +1299.0,  -120.0,  +395.0
1666054740, +3.48, +27.737,  +107.0, +1313.0,  -116.0,  +364.0
1666055340, +3.48, +27.729,  +104.6, +1203.0,  -184.0,  +612.0
1666055940, +3.48, +27.721,   +94.0, +1249.0,  -172.0,  +604.0
1666056540, +3.48, +27.680,   +18.2, +1276.0,  -160.0,  +579.0
1666057140, +3.48, +27.713,   +79.5, +1200.0,  -180.0,  +611.0
1666057740, +3.48, +27.688,   +70.9, +1212.0,  -180.0,  +612.0
1666058340, +3.48, +27.713,   +69.3, +1292.0,  -114.0,  +399.0
1666058940, +3.48, +27.696,   +70.5, +1203.0,  -180.0,  +609.0
1666059540, +3.48, +27.704,   +56.9, +1326.0,  -125.0,  +448.0
1666060140, +3.48, +27.672,   +57.0, +1318.0,  -119.0,  +377.0
1666060740, +3.48, +27.704,   +55.0, +1200.0,  -184.0,  +608.0
1666061340, +3.48, +27.713,   +50.4, +1296.0,  -119.0,  +396.0
1666061940, +3.48, +27.696,   +29.0, +1200.0,  -184.0,  +609.0
1666062540, +3.48, +27.680,   +25.6, +1279.0,  -119.0,  +391.0
1666063140, +3.48, +27.721,   +35.0, +1240.0,  -176.0,  +611.0
1666063740, +3.48, +27.704,   +27.2, +1204.0,  -180.0,  +611.0
1666064340, +3.48, +27.704,   +23.1, +1312.0,  -121.0,  +414.0
1666064940, +3.48, +27.713,   +21.6, +1324.0,  -120.0,  +423.0
1666065540, +3.48, +27.696,   +18.9, +1294.0,  -119.0,  +399.0
1666066140, +3.48, +27.704,   +13.7, +1289.0,  -114.0,  +391.0
1666066740, +3.48, +27.688,   +11.3, +1320.0,  -136.0,  +471.0
1666067340, +3.48, +27.696,    +8.2, +1319.0,  -119.0,  +424.0
1666067940, +3.48, +27.721,    +7.0, +1217.0,  -180.0,  +614.0
1666068540, +3.48, +27.721,    +4.4, +1235.0,  -176.0,  +612.0
1666069140, +3.48, +27.729,    +2.5, +1328.0,  -119.0,  +423.0
1666069740, +3.48, +27.721,    +1.4, +1223.0,  -178.0,  +611.0
1666070340, +3.48, +27.754,    +0.7, +1217.0,  -180.0,  +612.0
1666070940, +3.48, +27.721,    +0.0, +1223.0,  -180.0,  +615.0
1666071540, +3.48, +27.704,    -0.2, +1299.0,  -117.0,  +399.0
1666072140, +3.48, +27.729,    -0.4, +1318.0,  -119.0,  +416.0
1666072740, +3.48, +27.754,    -0.3, +1217.0,  -180.0,  +612.0
1666073340, +3.48, +27.729,    +0.1, +1209.0,  -180.0,  +611.0
1666073940, +3.48, +27.754,    -0.2, +1204.0,  -184.0,  +612.0
1666074540, +3.48, +27.746,    -0.2, +1308.0,  -113.0,  +399.0
1666075140, +3.48, +27.729,    -0.4, +1319.0,  -144.0,  +480.0
1666075740, +3.48, +27.746,    +0.1, +1279.0,  -119.0,  +399.0
1666076340, +3.48, +27.721,    -0.2, +1310.0,  -116.0,  +401.0
1666076940, +3.48, +27.746,    +0.5, +1286.0,  -121.0,  +399.0
1666077540, +3.48, +27.746,    -0.3, +1300.0,  -119.0,  +400.0
1666078140, +3.48, +27.746,    +0.1, +1321.0,  -123.0,  +424.0
1666078740, +3.48, +27.746,    +0.0, +1324.0,  -127.0,  +455.0
1666079340, +3.48, +27.721,    -0.1, +1216.0,  -180.0,  +614.0
1666079940, +3.48, +27.737,    -0.1, +1232.0,  -178.0,  +614.0
1666080540, +3.48, +27.713,    -0.1, +1287.0,  -113.0,  +399.0
1666081140, +3.48, +27.704,    +0.3, +1302.0,  -118.0,  +395.0
1666081740, +3.48, +27.672,    -0.0, +1212.0,  -180.0,  +615.0
1666082340, +3.48, +27.721,    -0.2, +1231.0,  -176.0,  +612.0
1666082940, +3.48, +27.713,    -0.2, +1320.0,  -136.0,  +468.0
1666083540, +3.48, +27.729,    -0.2, +1200.0,  -184.0,  +611.0
1666084140, +3.48, +27.713,    +0.4, +1208.0,  -180.0,  +614.0
1666084740, +3.48, +27.688,    +0.1, +1324.0,  -122.0,  +423.0
1666085340, +3.48, +27.729,    +0.3, +1212.0,  -184.0,  +615.0
1666085940, +3.48, +27.704,    +0.0, +1278.0,  -160.0,  +579.0
1666086540, +3.48, +27.721,    +0.4, +1296.0,  -152.0,  +544.0
1666087140, +3.48, +27.721,    -0.2, +1304.0,  -144.0,  +524.0
1666087740, +3.48, +27.729,    +0.5, +1200.0,  -184.0,  +614.0
1666088340, +3.48, +27.721,    -0.2, +1231.0,  -178.0,  +611.0
1666088940, +3.48, +27.721,    +0.1, +1219.0,  -184.0,  +615.0
1666089540, +3.48, +27.729,    -0.1, +1303.0,  -117.0,  +411.0
1666090140, +3.48, +27.737,    -0.4, +1289.0,  -116.0,  +391.0
1666090740, +3.48, +27.737,    +0.1, +1295.0,  -121.0,  +399.0
1666091340, +3.48, +27.737,    -0.4, +1289.0,  -121.0,  +391.0
1666091940, +3.48, +27.737,    +0.2, +1324.0,  -120.0,  +415.0
1666092540, +3.48, +27.721,    -0.0, +1243.0,  -117.0,  +391.0
1666093140, +3.48, +27.729,    -0.2, +1196.0,  -184.0,  +608.0
1666093740, +3.48, +27.713,    -0.1, +1326.0,   -89.0,  +426.0
1666094340, +3.48, +27.721,    +0.0, +1208.0,  -184.0,  +614.0
1666094940, +3.48, +27.721,    -0.2, +1216.0,  -180.0,  +616.0
1666095540, +3.48, +27.721,    -0.2, +1225.0,  -178.0,  +614.0
1666096140, +3.48, +27.729,    +0.1, +1315.0,  -114.0,  +408.0
1666096740, +3.49, +27.737,    -0.3, +1319.0,  -119.0,  +422.0
1666097340, +3.48, +27.729,    +0.2, +1222.0,  -180.0,  +614.0
1666097940, +3.48, +27.754,    -0.4, +1304.0,  -116.0,  +391.0
1666098540, +3.48, +27.754,    -0.2, +1315.0,  -115.0,  +405.0
1666099140, +3.48, +27.754,    -0.2, +1206.0,  -184.0,  +615.0
1666099740, +3.48, +27.754,    -0.4, +1212.0,  -184.0,  +611.0
1666100340, +3.48, +27.737,    +0.0, +1208.0,  -184.0,  +614.0
1666100940, +3.48, +27.737,    -0.0, +1208.0,  -180.0,  +614.0
1666101540, +3.49, +27.762,    +0.2, +1304.0,  -116.0,  +398.0
1666102140, +3.48, +27.737,    -0.1, +1315.0,  -141.0,  +480.0
1666102740, +3.48, +27.762,    +0.3, +1320.0,  -125.0,  +419.0
1666103340, +3.48, +27.770,    +0.2, +1216.0,  -180.0,  +614.0
1666103940, +3.48, +27.779,    -0.4, +1303.0,  -116.0,  +403.0
1666104540, +3.48, +27.754,    -0.0, +1203.0,  -184.0,  +612.0
1666105140, +3.48, +27.737,    +0.5, +1208.0,  -183.0,  +616.0
1666105740, +3.49, +27.770,    -0.1, +1200.0,  -184.0,  +612.0
1666106340, +3.48, +27.770,    -0.2, +1198.0,  -184.0,  +611.0
1666106940, +3.48, +27.770,    +0.2, +1206.0,  -184.0,  +612.0
1666107540, +3.48, +27.762,    +0.2, +1294.0,  -113.0,  +391.0
1666108140, +3.48, +27.762,    +0.0, +1327.0,  -125.0,  +435.0
1666108740, +3.48, +27.746,    +0.1, +1315.0,  -142.0,  +492.0
1666109340, +3.48, +27.754,    +0.2, +1308.0,  -121.0,  +351.0
1666109940, +3.49, +27.754,    +0.6, +1279.0,  -116.0,  +391.0
1666110540, +3.48, +27.762,    -0.0, +1320.0,  -122.0,  +412.0
1666111140, +3.48, +27.754,    -0.0, +1308.0,  -119.0,  +414.0
1666111740, +3.48, +27.729,    +0.0, +1323.0,  -136.0,  +463.0
1666112340, +3.48, +27.746,    +0.3, +1324.0,  -120.0,  +452.0
1666112940, +3.48, +27.754,    +2.0, +1307.0,  -116.0,  +399.0
1666113540, +3.48, +27.762,    +2.3, +1304.0,  -113.0,  +399.0
1666114140, +3.48, +27.737,    +3.6, +1297.0,  -114.0,  +401.0
1666114740, +3.48, +27.762,    +4.4, +1276.0,  -160.0,  +584.0
1666115340, +3.48, +27.746,    +6.9, +1216.0,  -180.0,  +614.0
1666115940, +3.48, +27.754,   +10.8, +1326.0,  -122.0,  +432.0
1666116540, +3.48, +27.762,   +11.5, +1311.0,  -122.0,  +408.0
1666117140, +3.48, +27.737,   +14.8, +1326.0,   -94.0,  +445.0
1666117740, +3.48, +27.737,   +19.6, +1320.0,  -116.0,  +417.0
1666118340, +3.49, +27.754,   +21.2, +1326.0,  -120.0,  +433.0
1666118940, +3.48, +27.754,    +9.8, +1304.0,  -120.0,  +403.0
1666119540, +3.48, +27.762,   +24.6, +1231.0,  -178.0,  +614.0
1666120140, +3.48, +27.754,   +20.0, +1208.0,  -180.0,  +615.0
1666120740, +3.48, +27.754,   +32.9, +1321.0,  -136.0,  +472.0
1666121340, +3.48, +27.762,   +42.5, +1295.0,  -116.0,  +396.0
1666121940, +3.48, +27.762,   +34.0, +1326.0,  -117.0,  +435.0
1666122540, +3.49, +27.737,   +47.7, +1312.0,  -142.0,  +496.0
1666123140, +3.48, +27.746,   +18.4, +1324.0,  -116.0,  +424.0
1666123740, +3.48, +27.762,   +59.5, +1327.0,  -120.0,  +434.0
1666124340, +3.48, +27.746,   +53.4, +1324.0,  -125.0,  +452.0
1666124940, +3.48, +27.737,   +20.0, +1320.0,  -136.0,  +467.0
1666125540, +3.48, +27.729,   +56.0, +1311.0,  -144.0,  +504.0
1666126140, +3.48, +27.754,   +69.1, +1212.0,  -184.0,  +615.0
1666126740, +3.48, +27.762,   +43.6, +1288.0,  -116.0,  +399.0
