7530-432503
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1642273800, +3.08, +22.375,    +0.8,  +787.0,  +348.0,  -820.0
1642274400, +3.52, +20.338,    +0.6,  +784.0,  +345.0,  -760.0
1642275000, +3.52, +20.397,    +0.1,  +788.0,  +344.0,  -794.0
1642275600, +3.52, +20.405,    +0.3,  +728.0,  +304.0,  -600.0
1642276200, +3.52, +20.397,    +0.3,  +792.0,  +344.0,  -816.0
1642276800, +3.52, +20.405,    +0.2,  +792.0,  +353.0,  -817.0
1642277400, +3.52, +20.321,    +0.2,  +787.0,  +344.0,  -776.0
1642278000, +3.52, +20.363,    -0.0,  +736.0,  +308.0,  -608.0
1642278600, +3.52, +20.346,    -0.3,  +790.0,  +344.0,  -776.0
1642279200, +3.52, +20.346,    -0.3,  +784.0,  +348.0,  -752.0
1642279800, +3.52, +20.355,    +0.3,  +787.0,  +344.0,  -800.0
1642280400, +3.52, +20.422,    +0.0,  +760.0,  +328.0,  -660.0
1642281000, +3.52, +20.489,    -0.0,  +794.0,  +352.0,  -819.0
1642281600, +3.51, +20.439,    +0.3,  +728.0,  +304.0,  -600.0
1642282200, +3.51, +20.397,    +0.4,  +736.0,  +308.0,  -608.0
1642282800, +3.51, +20.397,    +0.3,  +750.0,  +320.0,  -628.0
1642283400, +3.51, +20.380,    +1.2,  +764.0,  +335.0,  -669.0
1642284000, +3.51, +20.388,    +1.8,  +792.0,  +359.0,  -801.0
1642284600, +3.51, +20.397,    +1.0,  +732.0,  +304.0,  -601.0
1642285200, +3.51, +20.497,    +0.8,  +792.0,  +348.0,  -824.0
1642285800, +3.51, +20.514,    +1.2,  +728.0,  +304.0,  -600.0
1642286400, +3.51, +20.607,    +1.2,  +790.0,  +344.0,  -800.0
1642287000, +3.51, +20.648,    +1.0,  +783.0,  +344.0,  -740.0
1642287600, +3.51, +20.732,    +1.2,  +792.0,  +344.0,  -820.0
1642288200, +3.51, +20.716,    +0.9,  +785.0,  +344.0,  -760.0
1642288800, +3.51, +20.707,    +0.8,  +787.0,  +344.0,  -768.0
1642289400, +3.51, +20.758,    +0.7,  +776.0,  +344.0,  -704.0
1642290000, +3.51, +20.716,    +1.2,  +783.0,  +344.0,  -744.0
1642290600, +3.51, +20.816,    +1.4,  +768.0,  +334.0,  -672.0
1642291200, +3.51, +20.909,    +0.8,  +768.0,  +334.0,  -676.0
1642291800, +3.50, +20.942,    +1.0,  +760.0,  +321.0,  -648.0
1642292400, +3.50, +21.001,    +1.4,  +785.0,  +342.0,  -784.0
1642293000, +3.50, +20.959,    +0.9,  +742.0,  +316.0,  -624.0
1642293600, +3.50, +21.009,    +1.0,  +736.0,  +312.0,  -610.0
1642294200, +3.50, +20.951,    +1.1,  +728.0,  +304.0,  -600.0
1642294800, +3.50, +20.959,    +0.1,  +734.0,  +304.0,  -604.0
1642295400, +3.50, +20.942,    -0.2,  +764.0,  +332.0,  -672.0
1642296000, +3.50, +20.959,    +0.2,  +761.0,  +332.0,  -672.0
