7530-432503
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1664303340, +3.49, +27.614,   +18.0, +1312.0,  -144.0,  +480.0
1664303940, +3.49, +27.639,   +20.3, +1315.0,  -144.0,  +472.0
1664304540, +3.49, +27.614,   +23.9, +1224.0,  -180.0,  +608.0
1664305140, +3.49, +27.622,   +23.0, +1228.0,  -178.0,  +608.0
1664305740, +3.49, +27.606,   +31.0, +1318.0,  -131.0,  +440.0
1664306340, +3.49, +27.597,   +17.4, +1212.0,  -184.0,  +604.0
1664306940, +3.49, +27.622,   +22.3, +1238.0,  -178.0,  +604.0
1664307540, +3.49, +27.630,   +21.8, +1230.0,  -178.0,  +601.0
1664308140, +3.49, +27.630,   +13.4, +1231.0,  -178.0,  +604.0
1664308740, +3.49, +27.606,   +15.3, +1238.0,  -178.0,  +604.0
1664309340, +3.49, +27.639,   +21.6, +1232.0,  -178.0,  +604.0
1664309940, +3.49, +27.622,   +27.0, +1235.0,  -176.0,  +604.0
1664310540, +3.49, +27.655,   +32.6, +1235.0,  -176.0,  +604.0
1664311140, +3.49, +27.639,   +28.5, +1228.0,  -180.0,  +604.0
1664311740, +3.49, +27.639,   +50.6, +1233.0,  -176.0,  +606.0
1664312340, +3.49, +27.639,   +48.3, +1255.0,  -172.0,  +592.0
1664312940, +3.49, +27.639,  +113.9, +1240.0,  -176.0,  +604.0
1664313540, +3.49, +27.639,  +114.4, +1225.0,  -178.0,  +604.0
1664314140, +3.49, +27.622,   +48.7, +1225.0,  -180.0,  +608.0
1664314740, +3.49, +27.614,   +68.5, +1249.0,  -172.0,  +598.0
1664315340, +3.49, +27.647,   +82.8, +1291.0,  -154.0,  +548.0
1664315940, +3.49, +27.655,  +132.2, +1232.0,  -176.0,  +606.0
1664316540, +3.49, +27.663,  +136.3, +1216.0,  -184.0,  +608.0
1664317140, +3.49, +27.655,   +54.1, +1273.0,  -160.0,  +574.0
1664317740, +3.49, +27.630,  +107.5, +1231.0,  -178.0,  +608.0
1664318340, +3.49, +27.639,   +32.5, +1241.0,  -177.0,  +600.0
1664318940, +3.49, +27.614,   +40.3, +1224.0,  -180.0,  +604.0
1664319540, +3.49, +27.647,   +50.6, +1251.0,  -173.0,  +595.0
1664320140, +3.49, +27.647,  +150.6, +1241.0,  -176.0,  +600.0
1664320740, +3.49, +27.655,  +166.9, +1264.0,  -172.0,  +588.0
1664321340, +3.49, +27.647,  +161.1, +1241.0,  -173.0,  +600.0
1664321940, +3.49, +27.639,   +38.0, +1303.0,  -122.0,  +399.0
1664322540, +3.49, +27.647,  +165.6, +1235.0,  -178.0,  +604.0
1664323140, +3.49, +27.672,  +155.1, +1248.0,  -172.0,  +600.0
1664323740, +3.49, +27.663,   +41.1, +1216.0,  -184.0,  +608.0
1664324340, +3.49, +27.647,   +39.7, +1244.0,  -176.0,  +604.0
1664324940, +3.49, +27.672,   +27.3, +1249.0,  -173.0,  +598.0
1664325540, +3.49, +27.647,  +130.2, +1265.0,  -168.0,  +583.0
1664326140, +3.49, +27.663,  +121.0, +1254.0,  -172.0,  +595.0
1664326740, +3.49, +27.655,  +120.3, +1225.0,  -178.0,  +606.0
1664327340, +3.49, +27.663,  +119.4, +1240.0,  -177.0,  +600.0
1664327940, +3.49, +27.614,   +48.6, +1260.0,  -173.0,  +592.0
1664328540, +3.49, +27.630,  +102.5, +1233.0,  -176.0,  +604.0
1664329140, +3.49, +27.622,   +41.0, +1254.0,  -172.0,  +595.0
1664329740, +3.49, +27.647,   +40.4, +1239.0,  -178.0,  +600.0
1664330340, +3.49, +27.622,   +47.9, +1244.0,  -176.0,  +600.0
1664330940, +3.49, +27.565,   +32.8, +1268.0,  -168.0,  +582.0
1664331540, +3.49, +27.556,   +45.5, +1246.0,  -173.0,  +600.0
1664332140, +3.49, +27.565,   +65.0, +1255.0,  -173.0,  +593.0
1664332740, +3.49, +27.581,   +60.2, +1254.0,  -174.0,  +600.0
1664333340, +3.49, +27.614,   +53.6, +1236.0,  -176.0,  +600.0
1664333940, +3.49, +27.622,   +48.0, +1248.0,  -176.0,  +595.0
1664334540, +3.49, +27.655,   +44.4, +1251.0,  -173.0,  +600.0
1664335140, +3.49, +27.647,   +38.8, +1252.0,  -172.0,  +598.0
1664335740, +3.49, +27.672,   +33.4, +1231.0,  -177.0,  +608.0
1664336340, +3.49, +27.696,   +28.2, +1248.0,  -176.0,  +600.0
1664336940, +3.49, +27.655,   +25.1, +1244.0,  -176.0,  +600.0
1664337540, +3.49, +27.688,   +14.6, +1224.0,  -178.0,  +606.0
1664338140, +3.49, +27.688,   +19.6, +1201.0,  -184.0,  +608.0
1664338740, +3.49, +27.680,   +13.9, +1235.0,  -178.0,  +604.0
1664339340, +3.49, +27.647,   +10.6, +1235.0,  -180.0,  +606.0
1664339940, +3.49, +27.639,    +6.8, +1228.0,  -180.0,  +608.0
1664340540, +3.49, +27.655,    +4.1, +1214.0,  -180.0,  +608.0
1664341140, +3.49, +27.647,    +2.7, +1244.0,  -176.0,  +600.0
1664341740, +3.49, +27.606,    +1.9, +1257.0,  -170.0,  +592.0
1664342340, +3.49, +27.630,    +0.3, +1257.0,  -168.0,  +592.0
1664342940, +3.49, +27.622,    +0.1, +1264.0,  -168.0,  +588.0
