7530-432503
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1655690340, +3.50, +28.591,   +32.4, +1281.0,  -160.0,  +480.0
1655690940, +3.50, +28.582,   +10.3, +1281.0,  -160.0,  +476.0
1655691540, +3.50, +28.574,   +27.7, +1287.0,  -160.0,  +472.0
1655692140, +3.50, +28.582,   +26.0, +1283.0,  -160.0,  +480.0
1655692740, +3.50, +28.599,   +22.4, +1279.0,  -160.0,  +472.0
1655693340, +3.50, +28.591,   +16.6, +1283.0,  -160.0,  +478.0
1655693940, +3.50, +28.591,    +8.5, +1283.0,  -157.0,  +467.0
1655694540, +3.50, +28.582,   +13.6, +1286.0,  -160.0,  +463.0
1655695140, +3.50, +28.591,    +7.1, +1286.0,  -157.0,  +472.0
1655695740, +3.50, +28.607,   +11.5, +1212.0,  -184.0,  +560.0
1655696340, +3.50, +28.599,   +11.4, +1286.0,  -157.0,  +436.0
1655696940, +3.50, +28.607,    +5.4, +1284.0,  -160.0,  +435.0
1655697540, +3.50, +28.615,    +4.7, +1287.0,  -160.0,  +472.0
1655698140, +3.50, +28.599,    +4.7, +1281.0,  -160.0,  +480.0
1655698740, +3.50, +28.591,    +3.1, +1235.0,  -180.0,  +552.0
1655699340, +3.50, +28.607,    +2.6, +1248.0,  -176.0,  +544.0
1655699940, +3.50, +28.599,    +2.3, +1268.0,  -168.0,  +515.0
1655700540, +3.50, +28.607,    +1.1, +1281.0,  -157.0,  +468.0
1655701140, +3.50, +28.591,    +0.5, +1283.0,  -160.0,  +470.0
1655701740, +3.50, +28.574,    -0.1, +1286.0,  -160.0,  +464.0
1655702340, +3.50, +28.599,    -0.1, +1283.0,  -160.0,  +476.0
1655702940, +3.50, +28.591,    -0.1, +1286.0,  -160.0,  +464.0
1655703540, +3.50, +28.574,    +0.1, +1283.0,  -160.0,  +472.0
1655704140, +3.50, +28.607,    +0.2, +1286.0,  -160.0,  +472.0
1655704740, +3.50, +28.591,    -0.2, +1286.0,  -159.0,  +472.0
1655705340, +3.50, +28.582,    +0.2, +1225.0,  -184.0,  +560.0
1655705940, +3.50, +28.591,    +0.5, +1244.0,  -180.0,  +550.0
1655706540, +3.50, +28.599,    +0.2, +1249.0,  -176.0,  +544.0
1655707140, +3.50, +28.582,    -0.4, +1228.0,  -184.0,  +556.0
1655707740, +3.50, +28.582,    +0.1, +1244.0,  -180.0,  +547.0
1655708340, +3.50, +28.582,    +0.0, +1240.0,  -180.0,  +551.0
1655708940, +3.50, +28.582,    +0.2, +1224.0,  -184.0,  +558.0
1655709540, +3.50, +28.591,    +0.2, +1230.0,  -180.0,  +560.0
1655710140, +3.50, +28.566,    +0.2, +1231.0,  -180.0,  +553.0
