7530-432503
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1649426340, +3.52, +29.023,    +0.1, +1244.0,  -186.0,  +504.0
1649426940, +3.52, +29.007,    +0.0, +1288.0,  -167.0,  +408.0
1649427540, +3.52, +29.015,    +0.0, +1212.0,  -191.0,  +512.0
1649428140, +3.52, +29.007,    +0.5, +1289.0,  -164.0,  +398.0
1649428740, +3.52, +29.007,    +0.3, +1288.0,  -160.0,  +364.0
1649429340, +3.52, +29.023,    +0.1, +1288.0,  -160.0,  +368.0
1649429940, +3.52, +29.023,    +0.1, +1288.0,  -167.0,  +408.0
1649430540, +3.52, +28.999,    +0.1, +1288.0,  -164.0,  +400.0
1649431140, +3.52, +28.991,    -0.0, +1289.0,  -160.0,  +366.0
1649431740, +3.52, +28.975,    +0.0, +1289.0,  -168.0,  +367.0
1649432340, +3.52, +28.991,    -0.2, +1289.0,  -164.0,  +404.0
1649432940, +3.52, +28.966,    -0.2, +1289.0,  -160.0,  +380.0
1649433540, +3.52, +28.991,    -0.2, +1291.0,  -168.0,  +392.0
1649434140, +3.52, +28.983,    +0.1, +1288.0,  -160.0,  +376.0
1649434740, +3.52, +28.999,    +0.1, +1288.0,  -168.0,  +414.0
1649435340, +3.52, +29.007,    -0.3, +1289.0,  -164.0,  +395.0
1649435940, +3.52, +29.023,    +0.0, +1287.0,  -164.0,  +419.0
1649436540, +3.52, +29.007,    +0.1, +1288.0,  -164.0,  +419.0
1649437140, +3.52, +29.048,    -0.1, +1287.0,  -164.0,  +416.0
1649437740, +3.52, +29.032,    +0.3, +1292.0,  -160.0,  +390.0
1649438340, +3.52, +29.048,    +0.4, +1288.0,  -160.0,  +403.0
1649438940, +3.52, +29.048,    +0.9, +1287.0,  -164.0,  +392.0
1649439540, +3.52, +29.040,    +2.0, +1288.0,  -164.0,  +392.0
1649440140, +3.52, +29.023,    +4.2, +1287.0,  -164.0,  +406.0
1649440740, +3.52, +29.032,    +7.2, +1292.0,  -168.0,  +400.0
1649441340, +3.52, +29.032,    +8.0, +1288.0,  -160.0,  +400.0
1649441940, +3.52, +29.032,    +9.4, +1288.0,  -164.0,  +398.0
1649442540, +3.52, +29.040,   +12.1, +1287.0,  -160.0,  +360.0
1649443140, +3.52, +29.032,   +18.8, +1288.0,  -160.0,  +387.0
1649443740, +3.52, +29.040,   +27.8, +1287.0,  -164.0,  +423.0
1649444340, +3.52, +29.056,   +31.5, +1289.0,  -160.0,  +371.0
1649444940, +3.52, +29.040,   +40.5, +1288.0,  -164.0,  +403.0
1649445540, +3.52, +29.040,   +29.1, +1288.0,  -168.0,  +422.0
1649446140, +3.52, +29.040,   +42.5, +1287.0,  -164.0,  +396.0
1649446740, +3.52, +29.056,   +52.8, +1287.0,  -160.0,  +366.0
1649447340, +3.52, +29.056,   +54.1, +1288.0,  -164.0,  +408.0
1649447940, +3.52, +29.040,   +65.8, +1288.0,  -164.0,  +420.0
1649448540, +3.52, +29.015,   +76.0, +1288.0,  -164.0,  +408.0
1649449140, +3.52, +29.040,   +79.9, +1287.0,  -168.0,  +408.0
1649449740, +3.52, +29.056,   +53.8, +1238.0,  -186.0,  +508.0
1649450340, +3.52, +29.056,   +43.3, +1287.0,  -164.0,  +392.0
1649450940, +3.52, +29.072,  +106.2, +1288.0,  -164.0,  +400.0
1649451540, +3.52, +29.064,   +37.2, +1288.0,  -164.0,  +412.0
1649452140, +3.52, +29.064,  +115.8, +1289.0,  -164.0,  +419.0
1649452740, +3.52, +29.080,  +128.7, +1287.0,  -164.0,  +422.0
1649453340, +3.52, +29.080,  +130.6, +1288.0,  -168.0,  +400.0
1649453940, +3.52, +29.080,  +114.3, +1288.0,  -164.0,  +408.0
1649454540, +3.52, +29.072,  +135.2, +1287.0,  -164.0,  +408.0
1649455140, +3.52, +29.097,  +140.3, +1288.0,  -164.0,  +400.0
1649455740, +3.52, +29.064,  +147.1, +1287.0,  -164.0,  +423.0
1649456340, +3.52, +29.056,  +153.5, +1287.0,  -164.0,  +391.0
1649456940, +3.52, +29.072,  +169.9, +1287.0,  -164.0,  +402.0
1649457540, +3.52, +29.056,  +169.1, +1289.0,  -164.0,  +400.0
1649458140, +3.52, +29.072,   +49.3, +1288.0,  -160.0,  +372.0
1649458740, +3.52, +29.072,  +125.1, +1289.0,  -164.0,  +408.0
1649459340, +3.52, +29.080,  +162.3, +1291.0,  -160.0,  +406.0
1649459940, +3.52, +29.064,  +164.1, +1288.0,  -164.0,  +396.0
1649460540, +3.52, +29.072,  +162.6, +1288.0,  -164.0,  +406.0
1649461140, +3.52, +29.080,  +164.3, +1288.0,  -164.0,  +422.0
1649461740, +3.52, +29.080,  +164.9, +1288.0,  -164.0,  +400.0
1649462340, +3.52, +29.080,  +165.5, +1287.0,  -164.0,  +412.0
1649462940, +3.52, +29.072,  +167.2, +1288.0,  -164.0,  +408.0
1649463540, +3.52, +29.097,  +167.8, +1289.0,  -164.0,  +406.0
1649464140, +3.52, +29.097,  +174.4, +1289.0,  -164.0,  +392.0
1649464740, +3.52, +29.105,  +161.7, +1287.0,  -160.0,  +368.0
1649465340, +3.52, +29.105,  +150.8, +1288.0,  -168.0,  +414.0
1649465940, +3.52, +29.121,  +147.9, +1288.0,  -168.0,  +404.0
1649466540, +3.52, +29.105,  +144.8, +1287.0,  -168.0,  +419.0
1649467140, +3.52, +29.089,  +133.8, +1287.0,  -164.0,  +428.0
1649467740, +3.52, +29.097,  +129.1, +1286.0,  -164.0,  +432.0
1649468340, +3.52, +29.113,  +118.8, +1288.0,  -164.0,  +416.0
1649468940, +3.52, +29.089,  +106.3, +1288.0,  -164.0,  +396.0
1649469540, +3.52, +29.080,   +97.3, +1287.0,  -164.0,  +416.0
1649470140, +3.52, +29.089,   +88.3, +1289.0,  -164.0,  +404.0
1649470740, +3.52, +29.089,   +82.8, +1291.0,  -160.0,  +368.0
1649471340, +3.52, +29.048,   +75.8, +1288.0,  -160.0,  +412.0
1649471940, +3.52, +29.097,   +68.0, +1288.0,  -168.0,  +417.0
1649472540, +3.52, +29.089,   +61.8, +1287.0,  -164.0,  +398.0
1649473140, +3.52, +29.089,   +55.3, +1288.0,  -164.0,  +414.0
1649473740, +3.52, +29.097,   +49.6, +1289.0,  -164.0,  +412.0
1649474340, +3.52, +29.089,   +42.4, +1288.0,  -164.0,  +419.0
1649474940, +3.52, +29.113,   +36.7, +1288.0,  -168.0,  +422.0
1649475540, +3.52, +29.097,   +31.6, +1288.0,  -160.0,  +390.0
1649476140, +3.52, +29.097,   +27.2, +1291.0,  -164.0,  +384.0
1649476740, +3.52, +29.080,   +24.0, +1286.0,  -164.0,  +423.0
1649477340, +3.52, +29.105,   +19.3, +1288.0,  -160.0,  +406.0
1649477940, +3.52, +29.113,   +16.9, +1288.0,  -160.0,  +396.0
1649478540, +3.52, +29.105,    +8.2, +1288.0,  -160.0,  +370.0
1649479140, +3.52, +29.089,    +6.4, +1289.0,  -160.0,  +392.0
1649479740, +3.52, +29.080,    +5.4, +1288.0,  -160.0,  +372.0
1649480340, +3.52, +29.105,    +3.6, +1288.0,  -164.0,  +396.0
1649480940, +3.52, +29.089,    +1.9, +1292.0,  -160.0,  +364.0
1649481540, +3.52, +29.089,    +0.6, +1288.0,  -164.0,  +400.0
1649482140, +3.52, +29.105,    -0.0, +1288.0,  -160.0,  +390.0
1649482740, +3.52, +29.097,    -0.1, +1288.0,  -148.0,  +366.0
1649483340, +3.52, +29.113,    -0.1, +1287.0,  -164.0,  +403.0
1649483940, +3.52, +29.089,    +0.4, +1289.0,  -164.0,  +408.0
1649484540, +3.52, +29.080,    +0.1, +1289.0,  -168.0,  +406.0
1649485140, +3.52, +29.089,    -0.3, +1292.0,  -160.0,  +364.0
1649485740, +3.52, +29.064,    +0.2, +1288.0,  -164.0,  +391.0
1649486340, +3.52, +29.064,    -0.4, +1288.0,  -168.0,  +424.0
1649486940, +3.52, +29.105,    -0.1, +1292.0,  -164.0,  +392.0
1649487540, +3.52, +29.080,    -0.1, +1289.0,  -168.0,  +400.0
1649488140, +3.52, +29.089,    -0.3, +1288.0,  -168.0,  +400.0
1649488740, +3.52, +29.113,    -0.6, +1287.0,  -164.0,  +416.0
1649489340, +3.52, +29.097,    -0.2, +1292.0,  -164.0,  +398.0
1649489940, +3.52, +29.072,    +0.2, +1287.0,  -164.0,  +403.0
1649490540, +3.52, +29.080,    -0.2, +1287.0,  -168.0,  +416.0
1649491140, +3.52, +29.056,    +0.0, +1288.0,  -160.0,  +360.0
1649491740, +3.52, +28.909,    -0.0, +1231.0,  -188.0,  +512.0
1649492340, +3.52, +28.926,    +0.2, +1216.0,  -192.0,  +515.0
1649492940, +3.52, +28.966,    -0.2, +1287.0,  -160.0,  +360.0
1649493540, +3.52, +28.917,    -0.3, +1223.0,  -189.0,  +513.0
1649494140, +3.52, +28.828,    -0.2, +1239.0,  -186.0,  +508.0
