7530-432503
OS REV: 1.07 Sensor Cal: 1628751600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1651775340, +3.51, +29.203,   +10.2, +1287.0,  -159.0,  +440.0
1651775940, +3.51, +29.186,   +12.0, +1287.0,  -160.0,  +440.0
1651776540, +3.51, +29.186,   +19.4, +1287.0,  -160.0,  +436.0
1651777140, +3.51, +29.203,   +20.6, +1287.0,  -160.0,  +438.0
1651777740, +3.51, +29.203,   +20.4, +1288.0,  -154.0,  +403.0
1651778340, +3.51, +29.194,   +23.9, +1287.0,  -160.0,  +451.0
1651778940, +3.51, +29.211,   +26.2, +1286.0,  -160.0,  +438.0
1651779540, +3.51, +29.203,   +37.4, +1287.0,  -158.0,  +440.0
1651780140, +3.51, +29.203,   +23.6, +1284.0,  -160.0,  +451.0
1651780740, +3.51, +29.219,   +42.8, +1287.0,  -160.0,  +436.0
1651781340, +3.51, +29.203,   +44.8, +1287.0,  -154.0,  +388.0
1651781940, +3.51, +29.235,   +41.2, +1281.0,  -160.0,  +464.0
1651782540, +3.51, +29.227,   +44.8, +1287.0,  -157.0,  +444.0
1651783140, +3.51, +29.243,   +35.4, +1286.0,  -160.0,  +440.0
1651783740, +3.51, +29.227,   +38.9, +1286.0,  -160.0,  +452.0
1651784340, +3.51, +29.243,   +18.8, +1287.0,  -160.0,  +443.0
1651784940, +3.51, +29.227,   +60.0, +1286.0,  -160.0,  +451.0
1651785540, +3.51, +29.170,   +61.3, +1286.0,  -160.0,  +444.0
1651786140, +3.51, +29.219,   +64.0, +1288.0,  -156.0,  +408.0
1651786740, +3.51, +29.211,   +68.8, +1286.0,  -160.0,  +440.0
1651787340, +3.51, +29.219,   +75.1, +1287.0,  -160.0,  +440.0
1651787940, +3.51, +29.251,   +82.0, +1287.0,  -160.0,  +448.0
1651788540, +3.51, +29.251,   +81.9, +1287.0,  -160.0,  +438.0
1651789140, +3.51, +29.235,   +81.7, +1287.0,  -160.0,  +448.0
1651789740, +3.51, +29.260,   +83.2, +1287.0,  -160.0,  +448.0
1651790340, +3.51, +29.251,   +84.5, +1286.0,  -157.0,  +448.0
1651790940, +3.51, +29.251,   +88.4, +1286.0,  -160.0,  +440.0
1651791540, +3.51, +29.219,   +88.3, +1276.0,  -160.0,  +476.0
1651792140, +3.51, +29.219,   +87.0, +1286.0,  -160.0,  +440.0
1651792740, +3.51, +29.194,   +90.9, +1283.0,  -160.0,  +451.0
1651793340, +3.51, +29.211,   +88.4, +1287.0,  -160.0,  +440.0
1651793940, +3.51, +29.235,   +88.0, +1287.0,  -160.0,  +420.0
1651794540, +3.51, +29.227,   +89.6, +1283.0,  -160.0,  +448.0
