Chamber	Time	Logtime_min	OxyPercent_airsat	Phase	Amp	TempC	per_air-sat	per_oxygen	pO2_hPa	pO2_Torr	cO2_mg_L	cO2_umol_L	Salinity	chlorinity	SalCorcO2_mg_L	SalCorcO2_umol_L
3	7:12:46	0.00	79.240	28.620	16582.000	29.000	80.647523	16.8956560	164.367726	123.286274	6.19197206	193.499127	36	19.8171745	4.98965475	155.926711
3	7:12:53	0.12	78.950	28.660	16578.000	29.000	80.351055	16.8335460	163.763496	122.833063	6.16920981	192.787807	36	19.8171745	4.97131233	155.353510
3	7:13:08	0.37	79.350	28.600	16610.000	29.000	80.796252	16.9268147	164.670851	123.513637	6.20339121	193.855975	36	19.8171745	4.99885661	156.214269
3	7:13:23	0.62	78.870	28.670	16570.000	29.000	80.277144	16.8180616	163.612858	122.720074	6.16353504	192.610470	36	19.8171745	4.96673945	155.210608
3	7:13:38	0.87	79.650	28.560	16545.000	29.000	81.094706	16.9893408	165.279130	123.969885	6.22630597	194.572062	36	19.8171745	5.01732192	156.791310
3	7:13:53	1.12	78.860	28.670	16554.000	29.000	80.277144	16.8180616	163.612858	122.720074	6.16353504	192.610470	36	19.8171745	4.96673945	155.210608
3	7:14:08	1.37	78.760	28.680	16550.000	29.000	80.203315	16.8025944	163.462386	122.607211	6.15786657	192.433330	36	19.8171745	4.96217164	155.067864
3	7:14:23	1.62	78.500	28.720	16553.000	29.000	79.908816	16.7408969	162.862168	122.157010	6.13525548	191.726734	36	19.8171745	4.94395103	154.498470
3	7:14:38	1.87	78.370	28.740	16567.000	29.000	79.762056	16.7101506	162.563056	121.932656	6.12398749	191.374609	36	19.8171745	4.93487099	154.214718
3	7:14:53	2.12	78.880	28.670	16583.000	29.000	80.277144	16.8180616	163.612858	122.720074	6.16353504	192.610470	36	19.8171745	4.96673945	155.210608
3	7:15:08	2.37	78.190	28.760	16583.000	29.000	79.615620	16.6794724	162.264606	121.708799	6.11274443	191.023263	36	19.8171745	4.92581103	153.931595
3	7:15:23	2.62	78.220	28.760	16591.000	29.000	79.615620	16.6794724	162.264606	121.708799	6.11274443	191.023263	36	19.8171745	4.92581103	153.931595
3	7:15:38	2.87	78.050	28.780	16602.000	29.000	79.469508	16.6488620	161.966815	121.485438	6.10152622	190.672694	36	19.8171745	4.91677110	153.649097
3	7:15:53	3.12	77.540	28.850	16630.000	29.000	78.960653	16.5422568	160.929717	120.707548	6.06245722	189.451788	36	19.8171745	4.88528827	152.665259
