Genotype	Time	Logtime	Oxy_air_sat	Phase	Amp	TempC	air_sat	percent_oxygen	pO2	pO2_Torr	cO2	cO2_umol	Salinity	chlorinity	SalCorcO2	SalCorcO2_umol
1	15:54:50 PM	0.00	112.940	25.100	1530.000	29.000	110.490246	23.1477065	225.190184	168.906995	8.48324278	265.101337	35	19.3739612	6.87293517	214.779224
1	15:54:54 PM	0.06	108.620	25.490	1541.000	29.000	106.308157	22.2715589	216.666669	162.513816	8.16214953	255.067173	35	19.3739612	6.61279254	206.649767
1	15:55:09 PM	0.31	109.580	25.400	1516.000	29.000	107.255400	22.4700063	218.597245	163.961870	8.23487713	257.339910	35	19.3739612	6.67171484	208.491089
1	15:55:24 PM	0.55	103.580	25.970	1530.000	29.000	101.429307	21.2494398	206.723084	155.055493	7.78756018	243.361256	35	19.3739612	6.30930856	197.165893
1	15:55:39 PM	0.81	110.390	25.330	1526.000	29.000	107.999464	22.6258877	220.113722	165.099325	8.29200503	259.125157	35	19.3739612	6.71799859	209.937456
1	15:55:54 PM	1.05	94.330	26.940	10910.000	29.000	92.393902	19.3565225	188.308025	141.243024	7.09383802	221.682438	35	19.3739612	5.74727025	179.602195
1	15:56:08 PM	1.30	96.060	26.750	10444.000	29.000	94.082289	19.7102395	191.749125	143.824069	7.22346928	225.733415	35	19.3739612	5.85229462	182.884207
1	15:56:23 PM	1.55	94.460	26.930	10125.000	29.000	92.481823	19.3749418	188.487215	141.377428	7.10058838	221.893387	35	19.3739612	5.75273924	179.773101
1	15:56:38 PM	1.80	94.960	26.870	10140.000	29.000	93.011529	19.4859154	189.566810	142.187194	7.14125831	223.164322	35	19.3739612	5.78568912	180.802785
1	15:56:53 PM	2.05	95.280	26.840	10135.000	29.000	93.277795	19.5416980	190.109486	142.594235	7.16170167	223.803177	35	19.3739612	5.80225188	181.320371
1	15:57:08 PM	2.30	94.490	26.920	10091.000	29.000	92.569847	19.3933829	188.666617	141.511991	7.10734670	222.104585	35	19.3739612	5.75821469	179.944209
1	15:57:23 PM	2.55	95.770	26.780	10115.000	29.000	93.813170	19.6538591	191.200634	143.412666	7.20280683	225.087713	35	19.3739612	5.83555437	182.361074
1	15:57:38 PM	2.80	95.590	26.800	10090.000	29.000	93.634289	19.6163834	190.836056	143.139209	7.18907264	224.658520	35	19.3739612	5.82442723	182.013351
1	15:57:53 PM	3.05	94.650	26.910	10112.000	29.000	92.657975	19.4118457	188.846231	141.646713	7.11411301	222.316032	35	19.3739612	5.76369660	180.115519
1	15:58:08 PM	3.30	95.900	26.770	10075.000	29.000	93.902770	19.6726303	191.383247	143.549637	7.20968615	225.302692	35	19.3739612	5.84112784	182.535245
1	15:58:23 PM	3.55	95.970	26.760	10103.000	29.000	93.992476	19.6914237	191.566078	143.686772	7.21657362	225.517926	35	19.3739612	5.84670792	182.709622
1	15:58:38 PM	3.80	94.760	26.890	10091.000	29.000	92.834543	19.4488368	189.206095	141.916634	7.12766963	222.739676	35	19.3739612	5.77467987	180.458746
1	15:58:53 PM	4.05	96.660	26.690	10064.000	29.000	94.623409	19.8236043	192.851983	144.651283	7.26501557	227.031737	35	19.3739612	5.88595451	183.936078
1	15:59:08 PM	4.30	94.510	26.920	10055.000	29.000	92.569847	19.3933829	188.666617	141.511991	7.10734670	222.104585	35	19.3739612	5.75821469	179.944209
1	15:59:23 PM	4.55	95.200	26.850	10090.000	29.000	93.188935	19.5230818	189.928380	142.458394	7.15487916	223.589974	35	19.3739612	5.79672443	181.147638
1	15:59:38 PM	4.80	95.110	26.860	10041.000	29.000	93.100180	19.5044876	189.747488	142.322714	7.14806471	223.377022	35	19.3739612	5.79120351	180.975110
1	15:59:53 PM	5.05	94.980	26.870	10050.000	29.000	93.011529	19.4859154	189.566810	142.187194	7.14125831	223.164322	35	19.3739612	5.78568912	180.802785
1	16:00:08 PM	5.30	96.180	26.740	10063.000	29.000	94.172208	19.7290775	191.932389	143.961529	7.23037312	225.949160	35	19.3739612	5.85788796	183.058999
