Genotype	Time	Logtime	Oxy_air_sat	Phase	Amp	TempC	air_sat	percent_oxygen	pO2	pO2_Torr	cO2	cO2_umol	Salinity	chlorinity	SalCorcO2	SalCorcO2_umol
3	15:54:52 PM	0.00	98.410	26.320	1918.000	29.000	98.047271	20.5409033	199.830157	149.885358	7.52789354	235.246673	35	19.3739612	6.09893241	190.591638
3	15:54:53 PM	0.02	101.590	25.990	1906.000	29.000	101.232162	21.2081380	206.321283	154.754116	7.77242374	242.888242	35	19.3739612	6.29704536	196.782667
3	15:55:03 PM	0.18	102.240	25.930	1929.000	29.000	101.825038	21.3323455	207.529624	155.660449	7.81794369	244.310740	35	19.3739612	6.33392461	197.935144
3	15:55:18 PM	0.43	102.760	25.880	1923.000	29.000	102.322419	21.4365467	208.543335	156.420797	7.85613168	245.504115	35	19.3739612	6.36486367	198.901990
3	15:55:32 PM	0.68	97.700	26.400	1919.000	29.000	97.294074	20.3831084	198.295064	148.733941	7.47006437	233.439511	35	19.3739612	6.05208050	189.127516
3	15:55:48 PM	0.93	93.480	26.850	1933.000	29.000	93.188935	19.5230818	189.928380	142.458394	7.15487916	223.589974	35	19.3739612	5.79672443	181.147638
3	15:56:03 PM	1.18	98.310	26.330	1935.000	29.000	97.952725	20.5210959	199.637462	149.740825	7.52063446	235.019827	35	19.3739612	6.09305126	190.407852
3	15:56:18 PM	1.43	90.700	27.170	15204.000	29.000	90.400031	18.9388065	184.244315	138.194983	6.94075216	216.898505	35	19.3739612	5.62324348	175.726359
3	15:56:32 PM	1.68	90.200	27.230	15179.000	29.000	89.888677	18.8316779	183.202125	137.413274	6.90149134	215.671605	35	19.3739612	5.59143524	174.732351
3	15:56:47 PM	1.93	89.730	27.280	15240.000	29.000	89.465280	18.7429762	182.339199	136.766025	6.86898366	214.655739	35	19.3739612	5.56509824	173.909320
3	15:57:02 PM	2.17	89.910	27.260	15236.000	29.000	89.634343	18.7783948	182.683765	137.024471	6.88196396	215.061374	35	19.3739612	5.57561459	174.237956
3	15:57:17 PM	2.42	89.970	27.260	15209.000	29.000	89.634343	18.7783948	182.683765	137.024471	6.88196396	215.061374	35	19.3739612	5.57561459	174.237956
3	15:57:32 PM	2.67	89.500	27.310	15237.000	29.000	89.212425	18.6900031	181.823855	136.379484	6.84956990	214.049059	35	19.3739612	5.54936964	173.417801
3	15:57:47 PM	2.93	89.950	27.260	15216.000	29.000	89.634343	18.7783948	182.683765	137.024471	6.88196396	215.061374	35	19.3739612	5.57561459	174.237956
3	15:58:02 PM	3.17	90.070	27.250	15241.000	29.000	89.719022	18.7961351	182.856350	137.153921	6.88846549	215.264547	35	19.3739612	5.58088198	174.402562
3	15:58:17 PM	3.42	89.720	27.290	15224.000	29.000	89.380897	18.7252979	182.167218	136.637027	6.86250486	214.453277	35	19.3739612	5.55984926	173.745289
3	15:58:32 PM	3.67	90.770	27.160	15250.000	29.000	90.485606	18.9567345	184.418726	138.325802	6.94732247	217.103827	35	19.3739612	5.62856660	175.892706
3	15:58:47 PM	3.92	90.980	27.140	15226.000	29.000	90.657058	18.9926536	184.768162	138.587901	6.96048621	217.515194	35	19.3739612	5.63923157	176.225987
3	15:59:02 PM	4.17	90.370	27.210	15277.000	29.000	90.058730	18.8673040	183.548710	137.673235	6.91454768	216.079615	35	19.3739612	5.60201320	175.062912
3	15:59:17 PM	4.43	90.810	27.160	15247.000	29.000	90.485606	18.9567345	184.418726	138.325802	6.94732247	217.103827	35	19.3739612	5.62856660	175.892706
3	15:59:32 PM	4.67	90.760	27.160	15251.000	29.000	90.485606	18.9567345	184.418726	138.325802	6.94732247	217.103827	35	19.3739612	5.62856660	175.892706
3	15:59:47 PM	4.93	90.460	27.200	15244.000	29.000	90.143906	18.8851482	183.722306	137.803443	6.92108731	216.283978	35	19.3739612	5.60731146	175.228483
