epoch,link,log type,data
0,0,BSYS,4,INFO,Firmware SHA: 526A32BB
0,0,BSYS,5,INFO,ssds,5
0,0,BSYS,5,INFO,ssis,60
0,0,BSYS,5,INFO,sds,1200
0,0,BSYS,6,INFO,sis,1200
0,0,BSYS,6,INFO,spm,6
0,0,BSYS,6,INFO,utc,0
0,0,BSYS,6,INFO,sse,1
0,0,BSYS,6,INFO,ste,1
0,0,BSYS,6,INFO,dme,1
0,0,BSYS,6,INFO,kba,0
0,0,BSYS,7,INFO,cs,1
0,0,BSYS,7,INFO,ssdms,5000
0,0,BSYS,7,INFO,sdms,1200000
0,0,BSYS,7,INFO,mtms,7220000
0.00,3,DATA,SOFT2,570,2765
0.00,1,DATA,SOFT2,627,2772
0.00,2,DATA,SOFT2,620,2817
0.00,3,DATA,SOFT2,1070,2765
0.00,1,DATA,SOFT2,1127,2772
0.00,2,DATA,SOFT2,1120,2817
0.00,3,DATA,SOFT2,1570,2765
0.00,1,DATA,SOFT2,1627,2772
0.00,2,DATA,SOFT2,1620,2817
0.00,3,DATA,SOFT2,2070,2765
0.00,1,DATA,SOFT2,2127,2772
0.00,2,DATA,SOFT2,2120,2817
0.00,3,DATA,SOFT2,2570,2765
0.00,1,DATA,SOFT2,2627,2772
0.00,2,DATA,SOFT2,2620,2817
0.00,3,DATA,SOFT2,3070,2765
0.00,1,DATA,SOFT2,3127,2772
0.00,2,DATA,SOFT2,3120,2817
0.00,3,DATA,SOFT2,3570,2765
0.00,1,DATA,SOFT2,3627,2772
0.00,2,DATA,SOFT2,3620,2817
0.00,3,DATA,SOFT2,4070,2765
0.00,1,DATA,SOFT2,4127,2772
0.00,2,DATA,SOFT2,4120,2817
0.00,3,DATA,SOFT2,4570,2765
0.00,1,DATA,SOFT2,4627,2772
0.00,2,DATA,SOFT2,4620,2817
0.00,3,DATA,SOFT2,5070,2765
0.00,1,DATA,SOFT2,5127,2772
0.00,2,DATA,SOFT2,5120,2817
0.00,0,BSYS,7631,INFO,etmark 1739688877
0.00,3,DATA,SOFT2,5570,2765
0.00,1,DATA,SOFT2,5627,2772
0.00,2,DATA,SOFT2,5620,2817
0.00,3,DATA,SOFT2,6070,2765
0.00,1,DATA,SOFT2,6127,2772
0.00,2,DATA,SOFT2,6120,2817
0.00,3,DATA,SOFT2,6570,2765
0.00,1,DATA,SOFT2,6627,2772
0.00,2,DATA,SOFT2,6620,2817
0.00,3,DATA,SOFT2,7070,2765
0.00,1,DATA,SOFT2,7127,2772
0.00,2,DATA,SOFT2,7120,2817
0.00,3,DATA,SOFT2,7570,2765
0.00,1,DATA,SOFT2,7627,2772
0.00,2,DATA,SOFT2,7620,2817
0.00,3,DATA,SOFT2,8070,2765
0.00,1,DATA,SOFT2,8127,2772
0.00,2,DATA,SOFT2,8120,2817
0.00,3,DATA,SOFT2,8570,2765
0.00,1,DATA,SOFT2,8627,2772
0.00,2,DATA,SOFT2,8620,2817
0.00,3,DATA,SOFT2,9070,2765
0.00,1,DATA,SOFT2,9127,2772
0.00,2,DATA,SOFT2,9120,2817
0.00,3,DATA,SOFT2,9570,2765
0.00,1,DATA,SOFT2,9627,2772
0.00,2,DATA,SOFT2,9620,2817
0.00,3,DATA,SOFT2,10070,2765
0.00,1,DATA,SOFT2,10127,2772
0.00,2,DATA,SOFT2,10120,2817
0.00,3,DATA,SOFT2,10570,2765
0.00,1,DATA,SOFT2,10627,2772
0.00,2,DATA,SOFT2,10620,2817
0.00,3,DATA,SOFT2,11070,2765
0.00,1,DATA,SOFT2,11127,2772
0.00,2,DATA,SOFT2,11120,2817
0.00,3,DATA,SOFT2,11570,2765
0.00,1,DATA,SOFT2,11627,2772
0.00,2,DATA,SOFT2,11620,2817
0.00,3,DATA,SOFT2,12070,2765
0.00,1,DATA,SOFT2,12127,2772
0.00,2,DATA,SOFT2,12120,2817
0.00,3,DATA,SOFT2,12570,2765
0.00,1,DATA,SOFT2,12627,2772
0.00,2,DATA,SOFT2,12620,2817
0.00,3,DATA,SOFT2,13070,2765
0.00,1,DATA,SOFT2,13127,2772
0.00,2,DATA,SOFT2,13120,2817
0.00,3,DATA,SOFT2,13570,2765
0.00,1,DATA,SOFT2,13627,2772
0.00,2,DATA,SOFT2,13620,2817
0.00,3,DATA,SOFT2,14070,2765
0.00,1,DATA,SOFT2,14127,2772
0.00,2,DATA,SOFT2,14120,2817
0.00,3,DATA,SOFT2,14570,2765
0.00,1,DATA,SOFT2,14627,2772
0.00,2,DATA,SOFT2,14620,2817
0.00,3,DATA,SOFT2,15070,2765
0.00,1,DATA,SOFT2,15127,2772
0.00,2,DATA,SOFT2,15120,2817
0.00,0,BSYS,17631,INFO,etmark 1739688887
1739688887.00,0,BSYS,17641,INFO,sa et 1739688887
1739688887.00,0,BSYS,17641,INFO,next sa et 1739690087
1739688887.00,0,BSYS,17642,INFO,setup mes TO to 7237641
1739688887.00,0,BSYS,17643,INFO,ss et 1739688887
1739688887.02,0,BSYS,17647,INFO,disable SM bus
1739688887.02,0,BSYS,17648,INFO,next ss et 1739688947
1739688887.05,3,DATA,SOFT2,15570,2765
1739688897.00,0,BSYS,27631,INFO,etmark 1739688897
1739688905.72,0,BSYS,36350,INFO,etmark 1739688907
1739688918.47,0,BSYS,46356,INFO,etmark 1739688917
1739688926.99,0,BSYS,56355,INFO,etmark 1739688927
1739688937.01,0,BSYS,66359,INFO,etmark 1739688937
1739688947.00,0,BSYS,76359,INFO,enable SM bus
1739688947.00,0,BSYS,76360,INFO,ss until ms 81360
1739688947.00,0,BSYS,76362,INFO,etmark 1739688947
1739688949.59,1,DATA,SOFT2,556,2772
1739688949.63,2,DATA,SOFT2,566,2817
1739688949.74,3,DATA,SOFT2,663,2765
1739688950.09,1,DATA,SOFT2,1056,2772
1739688950.13,2,DATA,SOFT2,1066,2817
1739688950.24,3,DATA,SOFT2,1163,2765
1739688950.59,1,DATA,SOFT2,1556,2772
1739688950.63,2,DATA,SOFT2,1566,2817
1739688950.74,3,DATA,SOFT2,1663,2765
1739688951.09,1,DATA,SOFT2,2056,2772
1739688951.13,2,DATA,SOFT2,2066,2817
1739688951.24,3,DATA,SOFT2,2163,2765
1739688951.59,1,DATA,SOFT2,2556,2772
1739688951.63,2,DATA,SOFT2,2566,2817
1739688951.74,3,DATA,SOFT2,2663,2765
1739688952.00,0,BSYS,81360,INFO,disable SM bus
1739688952.00,0,BSYS,81361,INFO,next ss et 1739689007
1739688957.01,0,BSYS,86367,INFO,etmark 1739688957
1739688966.99,0,BSYS,96362,INFO,etmark 1739688967
1739688977.01,0,BSYS,106364,INFO,etmark 1739688977
1739688987.00,0,BSYS,116366,INFO,etmark 1739688987
1739688997.00,0,BSYS,126367,INFO,etmark 1739688997
1739689007.00,0,BSYS,136364,INFO,enable SM bus
1739689007.00,0,BSYS,136365,INFO,ss until ms 141365
1739689007.00,0,BSYS,136378,INFO,etmark 1739689007
1739689009.54,1,DATA,SOFT2,526,2772
1739689009.58,2,DATA,SOFT2,525,2817
1739689009.70,3,DATA,SOFT2,641,2766
1739689010.04,1,DATA,SOFT2,1026,2772
1739689010.08,2,DATA,SOFT2,1025,2817
1739689010.20,3,DATA,SOFT2,1141,2766
1739689010.54,1,DATA,SOFT2,1526,2772
1739689010.58,2,DATA,SOFT2,1525,2817
1739689010.70,3,DATA,SOFT2,1641,2766
1739689011.04,1,DATA,SOFT2,2026,2772
1739689011.08,2,DATA,SOFT2,2025,2817
1739689011.20,3,DATA,SOFT2,2141,2766
1739689011.54,1,DATA,SOFT2,2526,2772
1739689011.58,2,DATA,SOFT2,2525,2817
1739689011.70,3,DATA,SOFT2,2641,2765
1739689011.98,0,BSYS,141365,INFO,disable SM bus
1739689011.98,0,BSYS,141366,INFO,next ss et 1739689067
1739689016.98,0,BSYS,146372,INFO,etmark 1739689017
1739689027.01,0,BSYS,156374,INFO,etmark 1739689027
1739689037.00,0,BSYS,166377,INFO,etmark 1739689037
1739689047.00,0,BSYS,176378,INFO,etmark 1739689047
1739689057.00,0,BSYS,186379,INFO,etmark 1739689057
1739689067.00,0,BSYS,196373,INFO,enable SM bus
1739689067.00,0,BSYS,196374,INFO,ss until ms 201374
1739689067.00,0,BSYS,196387,INFO,etmark 1739689067
1739689069.64,3,DATA,SOFT2,582,2766
1739689069.67,2,DATA,SOFT2,619,2816
1739689069.69,1,DATA,SOFT2,659,2771
1739689070.14,3,DATA,SOFT2,1082,2766
1739689070.17,2,DATA,SOFT2,1119,2816
1739689070.19,1,DATA,SOFT2,1159,2771
1739689070.64,3,DATA,SOFT2,1582,2766
1739689070.67,2,DATA,SOFT2,1619,2816
1739689070.69,1,DATA,SOFT2,1659,2771
1739689071.14,3,DATA,SOFT2,2082,2766
1739689071.17,2,DATA,SOFT2,2119,2816
