epoch,link,log type,data
0,0,BSYS,4,INFO,Firmware SHA: 526A32BB
0,0,BSYS,5,INFO,ssds,5
0,0,BSYS,5,INFO,ssis,60
0,0,BSYS,5,INFO,sds,1200
0,0,BSYS,6,INFO,sis,1200
0,0,BSYS,6,INFO,spm,6
0,0,BSYS,6,INFO,utc,0
0,0,BSYS,6,INFO,sse,1
0,0,BSYS,6,INFO,ste,1
0,0,BSYS,6,INFO,dme,1
0,0,BSYS,6,INFO,kba,0
0,0,BSYS,7,INFO,cs,1
0,0,BSYS,7,INFO,ssdms,5000
0,0,BSYS,7,INFO,sdms,1200000
0,0,BSYS,7,INFO,mtms,7220000
0.00,1,DATA,SOFT2,585,2952
0.00,2,DATA,SOFT2,632,2937
0.00,3,DATA,SOFT2,658,2547
0.00,1,DATA,SOFT2,1085,2953
0.00,2,DATA,SOFT2,1132,2937
0.00,3,DATA,SOFT2,1158,2547
0.00,1,DATA,SOFT2,1585,2952
0.00,2,DATA,SOFT2,1632,2937
0.00,3,DATA,SOFT2,1658,2547
0.00,1,DATA,SOFT2,2085,2953
0.00,2,DATA,SOFT2,2132,2937
0.00,3,DATA,SOFT2,2158,2547
0.00,1,DATA,SOFT2,2585,2953
0.00,2,DATA,SOFT2,2632,2937
0.00,3,DATA,SOFT2,2658,2547
0.00,1,DATA,SOFT2,3085,2953
0.00,2,DATA,SOFT2,3132,2937
0.00,3,DATA,SOFT2,3158,2547
0.00,1,DATA,SOFT2,3585,2953
0.00,2,DATA,SOFT2,3632,2937
0.00,3,DATA,SOFT2,3658,2547
0.00,1,DATA,SOFT2,4085,2953
0.00,2,DATA,SOFT2,4132,2937
0.00,3,DATA,SOFT2,4158,2547
0.00,1,DATA,SOFT2,4585,2953
0.00,2,DATA,SOFT2,4632,2937
0.00,3,DATA,SOFT2,4658,2547
0.00,1,DATA,SOFT2,5085,2953
0.00,2,DATA,SOFT2,5132,2937
0.00,3,DATA,SOFT2,5158,2547
0.00,0,BSYS,7613,INFO,etmark 0
0.00,1,DATA,SOFT2,5585,2953
0.00,2,DATA,SOFT2,5632,2937
0.00,3,DATA,SOFT2,5658,2547
0.00,1,DATA,SOFT2,6085,2953
0.00,2,DATA,SOFT2,6132,2937
0.00,3,DATA,SOFT2,6158,2547
0.00,1,DATA,SOFT2,6585,2952
0.00,2,DATA,SOFT2,6632,2937
0.00,3,DATA,SOFT2,6658,2547
0.00,1,DATA,SOFT2,7085,2953
0.00,2,DATA,SOFT2,7132,2937
0.00,3,DATA,SOFT2,7158,2547
0.00,3,DATA,SOFT2,7158,2547
0.00,1,DATA,SOFT2,7585,2952
0.00,2,DATA,SOFT2,7632,2937
0.00,3,DATA,SOFT2,7658,2547
0.00,1,DATA,SOFT2,8085,2952
0.00,2,DATA,SOFT2,8132,2937
0.00,3,DATA,SOFT2,8158,2547
0.00,1,DATA,SOFT2,8585,2952
0.00,2,DATA,SOFT2,8632,2937
0.00,3,DATA,SOFT2,8658,2547
0.00,1,DATA,SOFT2,9085,2952
0.00,2,DATA,SOFT2,9132,2937
0.00,3,DATA,SOFT2,9158,2547
0.00,1,DATA,SOFT2,9585,2953
0.00,2,DATA,SOFT2,9632,2937
0.00,3,DATA,SOFT2,9658,2547
0.00,1,DATA,SOFT2,10085,2952
0.00,2,DATA,SOFT2,10132,2937
0.00,3,DATA,SOFT2,10158,2547
0.00,1,DATA,SOFT2,10585,2952
0.00,2,DATA,SOFT2,10632,2937
0.00,3,DATA,SOFT2,10658,2547
0.00,1,DATA,SOFT2,11085,2953
0.00,2,DATA,SOFT2,11132,2937
0.00,3,DATA,SOFT2,11158,2548
0.00,1,DATA,SOFT2,11585,2952
0.00,2,DATA,SOFT2,11632,2937
0.00,3,DATA,SOFT2,11658,2547
0.00,1,DATA,SOFT2,12085,2952
0.00,2,DATA,SOFT2,12132,2937
0.00,3,DATA,SOFT2,12158,2547
0.00,1,DATA,SOFT2,12585,2952
0.00,2,DATA,SOFT2,12632,2937
0.00,3,DATA,SOFT2,12658,2548
0.00,1,DATA,SOFT2,13085,2952
0.00,2,DATA,SOFT2,13132,2937
0.00,3,DATA,SOFT2,13158,2548
0.00,1,DATA,SOFT2,13585,2953
0.00,2,DATA,SOFT2,13632,2937
0.00,3,DATA,SOFT2,13658,2548
0.00,1,DATA,SOFT2,14085,2952
0.00,2,DATA,SOFT2,14132,2937
0.00,3,DATA,SOFT2,14158,2548
0.00,1,DATA,SOFT2,14585,2952
0.00,2,DATA,SOFT2,14632,2937
0.00,3,DATA,SOFT2,14658,2548
0.00,1,DATA,SOFT2,15085,2952
0.00,2,DATA,SOFT2,15132,2937
0.00,3,DATA,SOFT2,15158,2548
0.00,0,BSYS,17613,INFO,etmark 0
0.00,1,DATA,SOFT2,15585,2952
0.00,2,DATA,SOFT2,15632,2937
0.00,3,DATA,SOFT2,15658,2548
0.00,1,DATA,SOFT2,16085,2952
0.00,2,DATA,SOFT2,16132,2937
0.00,3,DATA,SOFT2,16158,2548
0.00,1,DATA,SOFT2,16585,2952
0.00,2,DATA,SOFT2,16632,2937
0.00,3,DATA,SOFT2,16658,2548
0.00,1,DATA,SOFT2,17085,2952
0.00,2,DATA,SOFT2,17132,2937
0.00,3,DATA,SOFT2,17158,2548
0.00,1,DATA,SOFT2,17585,2952
0.00,2,DATA,SOFT2,17632,2937
0.00,3,DATA,SOFT2,17658,2548
0.00,1,DATA,SOFT2,18085,2952
0.00,2,DATA,SOFT2,18132,2937
0.00,3,DATA,SOFT2,18158,2548
0.00,1,DATA,SOFT2,18585,2952
0.00,2,DATA,SOFT2,18632,2937
0.00,3,DATA,SOFT2,18658,2548
0.00,1,DATA,SOFT2,19085,2952
0.00,2,DATA,SOFT2,19132,2937
0.00,3,DATA,SOFT2,19158,2548
0.00,1,DATA,SOFT2,19585,2952
0.00,2,DATA,SOFT2,19632,2937
0.00,3,DATA,SOFT2,19658,2548
0.00,1,DATA,SOFT2,20085,2953
0.00,2,DATA,SOFT2,20132,2937
0.00,3,DATA,SOFT2,20158,2548
0.00,1,DATA,SOFT2,20585,2952
0.00,2,DATA,SOFT2,20632,2937
0.00,3,DATA,SOFT2,20658,2548
0.00,1,DATA,SOFT2,21085,2952
0.00,2,DATA,SOFT2,21132,2937
0.00,3,DATA,SOFT2,21158,2548
0.00,1,DATA,SOFT2,21585,2952
0.00,2,DATA,SOFT2,21632,2937
0.00,3,DATA,SOFT2,21658,2549
0.00,1,DATA,SOFT2,22085,2952
0.00,2,DATA,SOFT2,22132,2937
0.00,3,DATA,SOFT2,22158,2549
0.00,1,DATA,SOFT2,22585,2952
0.00,2,DATA,SOFT2,22632,2937
0.00,3,DATA,SOFT2,22658,2549
0.00,1,DATA,SOFT2,23085,2952
0.00,2,DATA,SOFT2,23132,2937
0.00,3,DATA,SOFT2,23158,2549
0.00,1,DATA,SOFT2,23epoch,link,log type,data
0,0,BSYS,4,INFO,Firmware SHA: 526A32BB
0,0,BSYS,5,INFO,ssds,5
0,0,BSYS,5,INFO,ssis,60
0,0,BSYS,5,INFO,sds,1200
0,0,BSYS,6,INFO,sis,1200
0,0,BSYS,6,INFO,spm,6
0,0,BSYS,6,INFO,utc,0
0,0,BSYS,6,INFO,sse,1
0,0,BSYS,6,INFO,ste,1
0,0,BSYS,6,INFO,dme,1
0,0,BSYS,7,INFO,kba,0
0,0,BSYS,7,INFO,cs,1
0,0,BSYS,7,INFO,ssdms,5000
0,0,BSYS,7,INFO,sdms,1200000
0,0,BSYS,7,INFO,mtms,7220000
0.00,3,DATA,SOFT2,517,2708
0.00,1,DATA,SOFT2,564,2685
0.00,2,DATA,SOFT2,610,2688
0.00,3,DATA,SOFT2,1017,2708
0.00,1,DATA,SOFT2,1064,2686
0.00,2,DATA,SOFT2,1110,2688
0.00,3,DATA,SOFT2,1517,2708
0.00,1,DATA,SOFT2,1564,2685
0.00,2,DATA,SOFT2,1610,2688
0.00,3,DATA,SOFT2,2017,2708
0.00,1,DATA,SOFT2,2064,2685
0.00,2,DATA,SOFT2,2110,2688
0.00,3,DATA,SOFT2,2517,2708
0.00,1,DATA,SOFT2,2564,2685
0.00,2,DATA,SOFT2,2610,2688
0.00,3,DATA,SOFT2,3017,2708
0.00,1,DATA,SOFT2,3064,2685
0.00,2,DATA,SOFT2,3110,2688
0.00,3,DATA,SOFT2,3517,2708
0.00,1,DATA,SOFT2,3564,2685
0.00,2,DATA,SOFT2,3610,2688
0.00,3,DATA,SOFT2,4017,2708
0.00,1,DATA,SOFT2,4064,2685
0.00,2,DATA,SOFT2,4110,2688
0.00,3,DATA,SOFT2,4517,2707
0.00,1,DATA,SOFT2,4564,2685
0.00,2,DATA,SOFT2,4610,2688
0.00,3,DATA,SOFT2,5017,2708
0.00,1,DATA,SOFT2,5064,2685
