epoch,link,log type,data
1739972951.62,1,DATA,SOFT2,1572,2415
1739972951.70,2,DATA,SOFT2,1627,2576
1739972951.73,3,DATA,SOFT2,1643,2596
1739972952.12,1,DATA,SOFT2,2072,2415
1739972952.20,2,DATA,SOFT2,2127,2576
1739972952.23,3,DATA,SOFT2,2143,2596
1739972952.62,1,DATA,SOFT2,2572,2416
1739972952.70,2,DATA,SOFT2,2627,2576
1739972952.73,3,DATA,SOFT2,2643,2596
1739972953.00,0,BSYS,24686520,INFO,disable SM bus
1739972953.00,0,BSYS,24686521,INFO,next ss et 1739973008
1739972960.01,0,BSYS,24693524,INFO,etmark 1739972960
1739972969.99,0,BSYS,24703524,INFO,etmark 1739972970
1739972980.00,0,BSYS,24713524,INFO,etmark 1739972980
1739972990.01,0,BSYS,24723528,INFO,etmark 1739972990
1739973000.00,0,BSYS,24733532,INFO,etmark 1739973000
1739973008.00,0,BSYS,24741530,INFO,enable SM bus
1739973008.00,0,BSYS,24741531,INFO,ss until ms 24746531
1739973010.00,0,BSYS,24743534,INFO,etmark 1739973010
1739973010.63,1,DATA,SOFT2,584,2416
1739973010.65,2,DATA,SOFT2,555,2576
1739973010.68,3,DATA,SOFT2,606,2595
1739973011.13,1,DATA,SOFT2,1084,2415
1739973011.15,2,DATA,SOFT2,1055,2576
1739973011.18,3,DATA,SOFT2,1106,2596
1739973011.63,1,DATA,SOFT2,1584,2415
1739973011.65,2,DATA,SOFT2,1555,2576
1739973011.68,3,DATA,SOFT2,1606,2595
1739973012.13,1,DATA,SOFT2,2084,2415
1739973012.15,2,DATA,SOFT2,2055,2576
1739973012.18,3,DATA,SOFT2,2106,2596
1739973012.63,1,DATA,SOFT2,2584,2416
1739973012.65,2,DATA,SOFT2,2555,2576
1739973012.68,3,DATA,SOFT2,2606,2596
1739973013.00,0,BSYS,24746531,INFO,disable SM bus
1739973013.00,0,BSYS,24746532,INFO,next ss et 1739973068
1739973019.99,0,BSYS,24753530,INFO,etmark 1739973020
1739973030.01,0,BSYS,24763538,INFO,etmark 1739973030
1739973039.99,0,BSYS,24773539,INFO,etmark 1739973040
1739973050.00,0,BSYS,24783539,INFO,etmark 1739973050
1739973060.00,0,BSYS,24793541,INFO,etmark 1739973060
1739973068.00,0,BSYS,24801537,INFO,enable SM bus
1739973068.00,0,BSYS,24801538,INFO,ss until ms 24806538
1739973070.00,0,BSYS,24803541,INFO,etmark 1739973070
1739973070.65,1,DATA,SOFT2,608,2416
1739973070.69,3,DATA,SOFT2,589,2594
1739973070.75,2,DATA,SOFT2,619,2576
1739973070.83,3,DATA,SOFT2,589,2594
1739973071.15,1,DATA,SOFT2,1108,2417
1739973071.19,3,DATA,SOFT2,1089,2594
1739973071.25,2,DATA,SOFT2,1119,2576
1739973071.33,3,DATA,SOFT2,1089,2594
1739973071.65,1,DATA,SOFT2,1608,2416
1739973071.69,3,DATA,SOFT2,1589,2594
1739973071.74,2,DATA,SOFT2,1619,2576
1739973071.83,3,DATA,SOFT2,1589,2594
1739973072.15,1,DATA,SOFT2,2108,2416
1739973072.19,3,DATA,SOFT2,2089,2594
1739973072.25,2,DATA,SOFT2,2119,2576
1739973072.33,3,DATA,SOFT2,2089,2594
1739973072.65,1,DATA,SOFT2,2608,2416
1739973072.69,3,DATA,SOFT2,2589,2594
1739973072.82,3,DATA,SOFT2,2589,2594
1739973072.84,2,DATA,SOFT2,2619,2576
1739973073.00,0,BSYS,24806538,INFO,disable SM bus
1739973073.00,0,BSYS,24806539,INFO,next ss et 1739973128
1739973080.00,0,BSYS,24813544,INFO,etmark 1739973080
1739973090.00,0,BSYS,24823548,INFO,etmark 1739973090
1739973099.99,0,BSYS,24833547,INFO,etmark 1739973100
1739973110.01,0,BSYS,24843552,INFO,etmark 1739973110
1739973120.00,0,BSYS,24853552,INFO,etmark 1739973120
1739973128.00,0,BSYS,24861546,INFO,enable SM bus
1739973128.00,0,BSYS,24861547,INFO,ss until ms 24866547
1739973130.00,0,BSYS,24863555,INFO,etmark 1739973130
1739973130.58,2,DATA,SOFT2,520,2576
1739973130.62,1,DATA,SOFT2,585,2417
1739973130.65,3,DATA,SOFT2,584,2594
1739973131.08,2,DATA,SOFT2,1020,2576
1739973131.12,1,DATA,SOFT2,1085,2417
1739973131.15,3,DATA,SOFT2,1084,2594
1739973131.58,2,DATA,SOFT2,1520,2576
1739973131.62,1,DATA,SOFT2,1585,2417
1739973131.65,3,DATA,SOFT2,1584,2594
1739973132.08,2,DATA,SOFT2,2020,2576
1739973132.12,1,DATA,SOFT2,2085,2418
1739973132.15,3,DATA,SOFT2,2084,2593
1739973132.58,2,DATA,SOFT2,2520,2576
1739973132.62,1,DATA,SOFT2,2585,2417
1739973132.65,3,DATA,SOFT2,2584,2594
1739973132.99,0,BSYS,24866547,INFO,disable SM bus
1739973132.99,0,BSYS,24866548,INFO,next ss et 1739973188
1739973139.99,0,BSYS,24873553,INFO,etmark 1739973140
1739973150.01,0,BSYS,24883558,INFO,etmark 1739973150
1739973159.99,0,BSYS,24893558,INFO,etmark 1739973160
1739973170.00,0,BSYS,24903561,INFO,etmark 1739973170
1739973180.00,0,BSYS,24913560,INFO,etmark 1739973180
1739973188.00,0,BSYS,24921554,INFO,enable SM bus
1739973188.00,0,BSYS,24921555,INFO,ss until ms 24926555
1739973190.01,0,BSYS,24923566,INFO,etmark 1739973190
1739973190.60,2,DATA,SOFT2,535,2576
1739973190.62,1,DATA,SOFT2,579,2418
1739973190.66,3,DATA,SOFT2,598,2593
1739973191.10,2,DATA,SOFT2,1035,2576
1739973191.12,1,DATA,SOFT2,1079,2418
1739973191.16,3,DATA,SOFT2,1098,2593
1739973191.60,2,DATA,SOFT2,1535,2576
1739973191.62,1,DATA,SOFT2,1579,2418
1739973191.66,3,DATA,SOFT2,1598,2592
1739973192.09,2,DATA,SOFT2,2035,2576
1739973192.12,1,DATA,SOFT2,2079,2418
1739973192.16,3,DATA,SOFT2,2098,2592
1739973192.59,2,DATA,SOFT2,2535,2576
1739973192.62,1,DATA,SOFT2,2579,2418
1739973192.66,3,DATA,SOFT2,2598,2592
1739973192.99,0,BSYS,24926555,INFO,disable SM bus
1739973192.99,0,BSYS,24926556,INFO,next ss et 1739973248
1739973199.99,0,BSYS,24933564,INFO,etmark 1739973200
1739973210.01,0,BSYS,24943567,INFO,etmark 1739973210
1739973220.00,0,BSYS,24953569,INFO,etmark 1739973220
1739973230.00,0,BSYS,24963573,INFO,etmark 1739973230
1739973239.99,0,BSYS,24973571,INFO,etmark 1739973240
1739973248.00,0,BSYS,24981564,INFO,enable SM bus
1739973248.00,0,BSYS,24981565,INFO,ss until ms 24986565
1739973250.01,0,BSYS,24983573,INFO,etmark 1739973250
1739973250.62,1,DATA,SOFT2,584,2419
1739973250.65,2,DATA,SOFT2,589,2576
1739973250.68,3,DATA,SOFT2,579,2592
1739973251.12,1,DATA,SOFT2,1084,2419
1739973251.21,3,DATA,SOFT2,1079,2592
1739973251.30,2,DATA,SOFT2,1089,2576
1739973251.62,1,DATA,SOFT2,1584,2419
1739973251.71,3,DATA,SOFT2,1579,2592
1739973251.79,2,DATA,SOFT2,1589,2576
1739973252.12,1,DATA,SOFT2,2084,2419
1739973252.15,2,DATA,SOFT2,2089,2576
1739973252.18,3,DATA,SOFT2,2079,2592
1739973252.62,1,DATA,SOFT2,2584,2419
1739973252.72,3,DATA,SOFT2,2579,2592
1739973252.80,2,DATA,SOFT2,2589,2576
1739973252.99,0,BSYS,24986565,INFO,disable SM bus
1739973252.99,0,BSYS,24986566,INFO,next ss et 1739973308
1739973260.00,0,BSYS,24993577,INFO,etmark 1739973260
1739973270.00,0,BSYS,25003578,INFO,etmark 1739973270
1739973280.00,0,BSYS,25013581,INFO,etmark 1739973280
1739973290.00,0,BSYS,25023585,INFO,etmark 1739973290
1739973299.99,0,BSYS,25033580,INFO,etmark 1739973300
1739973308.00,0,BSYS,25041572,INFO,enable SM bus
1739973308.00,0,BSYS,25041573,INFO,ss until ms 25046573
1739973310.00,0,BSYS,25043581,INFO,etmark 1739973310
1739973310.60,1,DATA,SOFT2,563,2420
1739973310.68,3,DATA,SOFT2,606,2592
1739973310.71,2,DATA,SOFT2,648,2576
1739973311.10,1,DATA,SOFT2,1063,2420
1739973311.18,3,DATA,SOFT2,1106,2591
1739973311.21,2,DATA,SOFT2,1148,2576
1739973311.60,1,DATA,SOFT2,1563,2420
1739973311.68,3,DATA,SOFT2,1606,2591
1739973311.71,2,DATA,SOFT2,1648,2576
1739973312.10,1,DATA,SOFT2,2063,2420
1739973312.18,3,DATA,SOFT2,2106,2592
1739973312.21,2,DATA,SOFT2,2148,2576
1739973312.60,1,DATA,SOFT2,2563,2420
1739973312.68,3,DATA,SOFT2,2606,2592
1739973312.71,2,DATA,SOFT2,2648,2576
1739973312.99,0,BSYS,25046573,INFO,disable SM bus
1739973312.99,0,BSYS,25046574,INFO,next ss et 1739973368
1739973320.00,0,BSYS,25053584,INFO,etmark 1739973320
1739973330.00,0,BSYS,25063590,INFO,etmark 1739973330
1739973339.99,0,BSYS,25073588,INFO,etmark 1739973340
1739973350.01,0,BSYS,25083593,INFO,etmark 1739973350
1739973359.99,0,BSYS,25093592,INFO,etmark 1739973360
1739973368.00,0,BSYS,25101586,INFO,enable SM bus
1739973368.00,0,BSYS,25101587,INFO,ss until ms 25106587
1739973370.01,0,BSYS,25103598,INFO,etmark 1739973370
1739973370.61,1,DATA,SOFT2,580,2422
1739973370.66,3,DATA,SOFT2,597,2591
1739973370.70,2,DATA,SOFT2,642,2576
1739973371.11,1,DATA,SOFT2,1080,2421
1739973371.16,3,DATA,SOFT2,1097,2592
1739973371.20,2,DATA,SOFT2,1142,2576
1739973371.61,1,DATA,SOFT2,1580,2422
1739973371.66,3,DATA,SOFT2,1597,2592
1739973371.70,2,DATA,SOFT2,1642,2576
1739973372.11,1,DATA,SOFT2,2080,2422
1739973372.16,3,DATA,SOFT2,2097,2592
1739973372.20,2,DATA,SOFT2,2142,2576
1739973372.61,1,DATA,SOFT2,2580,2422
1739973372.66,3,DATA,SOFT2,2597,2592
1739973372.70,2,DATA,SOFT2,2642,2576
1739973372.99,0,BSYS,25106587,INFO,disable SM bus
1739973372.99,0,BSYS,25106588,INFO,next ss et 1739973428
1739973380.00,0,BSYS,25113599,INFO,etmark 1739973380
1739973390.00,0,BSYS,25123602,INFO,etmark 1739973390
1739973400.00,0,BSYS,25133608,INFO,etmark 1739973400
1739973410.00,0,BSYS,25143609,INFO,etmark 1739973410
1739973420.00,0,BSYS,25153609,INFO,etmark 1739973420
1739973428.00,0,BSYS,25161603,INFO,enable SM bus
1739973428.00,0,BSYS,25161604,INFO,ss until ms 25166604
1739973430.00,0,BSYS,25163610,INFO,etmark 1739973430
1739973430.56,1,DATA,SOFT2,521,2423
1739973430.61,2,DATA,SOFT2,549,2576
1739973430.73,3,DATA,SOFT2,661,2592
1739973431.06,1,DATA,SOFT2,1021,2422
1739973431.11,2,DATA,SOFT2,1049,2576
1739973431.23,3,DATA,SOFT2,1161,2592
1739973431.56,1,DATA,SOFT2,1521,2422
1739973431.61,2,DATA,SOFT2,1549,2576
1739973431.73,3,DATA,SOFT2,1661,2591
1739973432.06,1,DATA,SOFT2,2021,2423
1739973432.11,2,DATA,SOFT2,2049,2576
1739973432.23,3,DATA,SOFT2,2161,2591
1739973432.56,1,DATA,SOFT2,2521,2423
1739973432.61,2,DATA,SOFT2,2549,2576
1739973432.73,3,DATA,SOFT2,2661,2592
1739973432.99,0,BSYS,25166604,INFO,disable SM bus
1739973432.99,0,BSYS,25166605,INFO,next ss et 1739973488
1739973440.00,0,BSYS,25173608,INFO,etmark 1739973440
1739973450.01,0,BSYS,25183614,INFO,etmark 1739973450
1739973460.00,0,BSYS,25193615,INFO,etmark 1739973460
1739973470.01,0,BSYS,25203621,INFO,etmark 1739973470
1739973479.99,0,BSYS,25213618,INFO,etmark 1739973480
1739973488.00,0,BSYS,25221612,INFO,enable SM bus
1739973488.00,0,BSYS,25221613,INFO,ss until ms 25226613
1739973488.00,0,BSYS,25221614,INFO,inc new sample
1739973488.00,0,BSYS,25221616,INFO,sample 2 complete
1739973488.00,0,BSYS,25221617,INFO,next ss et 1739973488
1739973488.00,0,BSYS,25221619,INFO,next sa et 1739974688
1739973490.01,0,BSYS,25223622,INFO,etmark 1739973490
1739973490.60,3,DATA,SOFT2,536,2591
1739973490.69,1,DATA,SOFT2,658,2424
1739973490.73,2,DATA,SOFT2,644,2576
1739973491.10,3,DATA,SOFT2,1036,2591
1739973491.19,1,DATA,SOFT2,1158,2424
1739973491.23,2,DATA,SOFT2,1144,2576
1739973491.60,3,DATA,SOFT2,1536,2591
1739973491.69,1,DATA,SOFT2,1658,2425
1739973491.73,2,DATA,SOFT2,1644,2576
1739973492.10,3,DATA,SOFT2,2036,2591
1739973492.19,1,DATA,SOFT2,2158,2425
1739973492.23,2,DATA,SOFT2,2144,2576
1739973492.60,3,DATA,SOFT2,2536,2591
1739973492.69,1,DATA,SOFT2,2658,2424
1739973492.73,2,DATA,SOFT2,2644,2576
1739973492.99,0,BSYS,25226613,INFO,disable SM bus
1739973492.99,0,BSYS,25226614,INFO,next ss et 1739973548
1739973500.00,0,BSYS,25233622,INFO,etmark 1739973500
1739973510.00,0,BSYS,25243623,INFO,etmark 1739973510
1739973520.00,0,BSYS,25253622,INFO,etmark 1739973520
1739973530.01,0,BSYS,25263625,INFO,etmark 1739973530
1739973540.00,0,BSYS,25273630,INFO,etmark 1739973540
1739973548.00,0,BSYS,25281628,INFO,enable SM bus
1739973548.00,0,BSYS,25281629,INFO,ss until ms 25286629
1739973550.00,0,BSYS,25283631,INFO,etmark 1739973550
1739973550.67,1,DATA,SOFT2,628,2427
1739973550.70,2,DATA,SOFT2,611,2576
1739973550.79,3,DATA,SOFT2,615,2590
1739973551.17,1,DATA,SOFT2,1128,2427
1739973551.20,2,DATA,SOFT2,1111,2576
1739973551.29,3,DATA,SOFT2,1115,2591
1739973551.67,1,DATA,SOFT2,1628,2427
1739973551.70,2,DATA,SOFT2,1611,2576
1739973551.79,3,DATA,SOFT2,1615,2590
1739973552.17,1,DATA,SOFT2,2128,2427
1739973552.20,2,DATA,SOFT2,2111,2576
1739973552.29,3,DATA,SOFT2,2115,2590
1739973552.67,1,DATA,SOFT2,2628,2427
1739973552.70,2,DATA,SOFT2,2611,2576
1739973552.79,3,DATA,SOFT2,2615,2591
1739973553.00,0,BSYS,25286629,INFO,disable SM bus
1739973553.00,0,BSYS,25286630,INFO,next ss et 1739973608
1739973560.00,0,BSYS,25293633,INFO,etmark 1739973560
1739973570.00,0,BSYS,25303633,INFO,etmark 1739973570
1739973580.00,0,BSYS,25313634,INFO,etmark 1739973580
1739973590.00,0,BSYS,25323638,INFO,etmark 1739973590
1739973600.00,0,BSYS,25333641,INFO,etmark 1739973600
1739973608.00,0,BSYS,25341638,INFO,enable SM bus
1739973608.00,0,BSYS,25341639,INFO,ss until ms 25346639
1739973610.00,0,BSYS,25343639,INFO,etmark 1739973610
1739973610.62,2,DATA,SOFT2,547,2576
1739973610.64,1,DATA,SOFT2,588,2429
1739973610.82,3,DATA,SOFT2,648,2590
1739973611.12,2,DATA,SOFT2,1047,2576
1739973611.14,1,DATA,SOFT2,1088,2429
1739973611.24,3,DATA,SOFT2,1148,2591
1739973611.62,2,DATA,SOFT2,1547,2577
1739973611.64,1,DATA,SOFT2,1588,2429
1739973611.74,3,DATA,SOFT2,1648,2590
1739973612.12,2,DATA,SOFT2,2047,2576
1739973612.14,1,DATA,SOFT2,2088,2429
1739973612.32,3,DATA,SOFT2,2148,2590
1739973612.62,2,DATA,SOFT2,2547,2576
1739973612.64,1,DATA,SOFT2,2588,2429
1739973612.82,3,DATA,SOFT2,2648,2591
1739973613.00,0,BSYS,25346639,INFO,disable SM bus
1739973613.00,0,BSYS,25346640,INFO,next ss et 1739973668
1739973620.00,0,BSYS,25353642,INFO,etmark 1739973620
1739973630.00,0,BSYS,25363642,INFO,etmark 1739973630
1739973640.00,0,BSYS,25373645,INFO,etmark 1739973640
1739973650.00,0,BSYS,25383649,INFO,etmark 1739973650
1739973660.00,0,BSYS,25393654,INFO,etmark 1739973660
1739973668.00,0,BSYS,25401652,INFO,enable SM bus
1739973668.00,0,BSYS,25401653,INFO,ss until ms 25406653
1739973669.99,0,BSYS,25403648,INFO,etmark 1739973670
1739973670.65,3,DATA,SOFT2,567,2590
1739973670.69,1,DATA,SOFT2,640,2430
1739973670.73,2,DATA,SOFT2,648,2577
1739973671.15,3,DATA,SOFT2,1067,2591
1739973671.19,1,DATA,SOFT2,1140,2431
1739973671.23,2,DATA,SOFT2,1148,2577
1739973671.65,3,DATA,SOFT2,1567,2591
1739973671.69,1,DATA,SOFT2,1640,2430
1739973671.73,2,DATA,SOFT2,1648,2576
1739973672.15,3,DATA,SOFT2,2067,2591
1739973672.19,1,DATA,SOFT2,2140,2431
1739973672.23,2,DATA,SOFT2,2148,2577
1739973672.65,3,DATA,SOFT2,2567,2591
1739973672.69,1,DATA,SOFT2,2640,2431
1739973672.73,2,DATA,SOFT2,2648,2577
1739973673.01,0,BSYS,25406653,INFO,disable SM bus
1739973673.01,0,BSYS,25406654,INFO,next ss et 1739973728
1739973680.01,0,BSYS,25413654,INFO,etmark 1739973680
1739973689.99,0,BSYS,25423654,INFO,etmark 1739973690
1739973700.00,0,BSYS,25433655,INFO,etmark 1739973700
1739973710.00,0,BSYS,25443658,INFO,etmark 1739973710
1739973720.00,0,BSYS,25453663,INFO,etmark 1739973720
1739973728.00,0,BSYS,25461663,INFO,enable SM bus
1739973728.00,0,BSYS,25461664,INFO,ss until ms 25466664
1739973729.99,0,BSYS,25463660,INFO,etmark 1739973730
1739973730.62,3,DATA,SOFT2,539,2590
1739973730.76,1,DATA,SOFT2,639,2433
1739973730.78,2,DATA,SOFT2,548,2577
1739973731.12,3,DATA,SOFT2,1039,2590
1739973731.20,1,DATA,SOFT2,1139,2433
1739973731.23,2,DATA,SOFT2,1048,2576
1739973731.62,3,DATA,SOFT2,1539,2590
1739973731.70,1,DATA,SOFT2,1639,2434
1739973731.72,2,DATA,SOFT2,1548,2577
1739973732.12,3,DATA,SOFT2,2039,2590
1739973732.20,1,DATA,SOFT2,2139,2433
1739973732.22,2,DATA,SOFT2,2048,2577
1739973732.62,3,DATA,SOFT2,2539,2590
1739973732.70,1,DATA,SOFT2,2639,2433
1739973732.73,2,DATA,SOFT2,2548,2577
1739973733.00,0,BSYS,25466664,INFO,disable SM bus
1739973733.00,0,BSYS,25466665,INFO,next ss et 1739973788
1739973740.00,0,BSYS,25473661,INFO,etmark 1739973740
1739973750.00,0,BSYS,25483664,INFO,etmark 1739973750
1739973760.00,0,BSYS,25493666,INFO,etmark 1739973760
1739973770.00,0,BSYS,25503671,INFO,etmark 1739973770
1739973779.99,0,BSYS,25513672,INFO,etmark 1739973780
1739973788.00,0,BSYS,25521666,INFO,enable SM bus
1739973788.00,0,BSYS,25521667,INFO,ss until ms 25526667
1739973790.00,0,BSYS,25523675,INFO,etmark 1739973790
1739973790.58,2,DATA,SOFT2,517,2577
1739973790.63,1,DATA,SOFT2,594,2435
1739973790.69,3,DATA,SOFT2,619,2589
1739973791.08,2,DATA,SOFT2,1017,2577
1739973791.13,1,DATA,SOFT2,1094,2436
1739973791.19,3,DATA,SOFT2,1119,2590
1739973791.58,2,DATA,SOFT2,1517,2577
1739973791.63,1,DATA,SOFT2,1594,2435
1739973791.69,3,DATA,SOFT2,1619,2589
1739973792.08,2,DATA,SOFT2,2017,2577
1739973792.13,1,DATA,SOFT2,2094,2435
1739973792.19,3,DATA,SOFT2,2119,2589
1739973792.58,2,DATA,SOFT2,2517,2577
1739973792.63,1,DATA,SOFT2,2594,2436
1739973792.69,3,DATA,SOFT2,2619,2590
1739973792.99,0,BSYS,25526667,INFO,disable SM bus
1739973792.99,0,BSYS,25526668,INFO,next ss et 1739973848
1739973800.00,0,BSYS,25533674,INFO,etmark 1739973800
1739973810.01,0,BSYS,25543680,INFO,etmark 1739973810
1739973819.99,0,BSYS,25553677,INFO,etmark 1739973820
1739973830.01,0,BSYS,25563681,INFO,etmark 1739973830
1739973840.00,0,BSYS,25573685,INFO,etmark 1739973840
1739973848.00,0,BSYS,25581683,INFO,enable SM bus
1739973848.00,0,BSYS,25581684,INFO,ss until ms 25586684
1739973850.00,0,BSYS,25583685,INFO,etmark 1739973850
1739973850.59,1,DATA,SOFT2,542,2439
1739973850.63,3,DATA,SOFT2,552,2589
1739973850.68,2,DATA,SOFT2,609,2578
1739973851.09,1,DATA,SOFT2,1042,2439
1739973851.13,3,DATA,SOFT2,1052,2589
1739973851.18,2,DATA,SOFT2,1109,2577
1739973851.59,1,DATA,SOFT2,1542,2439
1739973851.63,3,DATA,SOFT2,1552,2590
1739973851.68,2,DATA,SOFT2,1609,2578
1739973852.09,1,DATA,SOFT2,2042,2439
1739973852.13,3,DATA,SOFT2,2052,2590
1739973852.18,2,DATA,SOFT2,2109,2578
1739973852.59,1,DATA,SOFT2,2542,2439
1739973852.63,3,DATA,SOFT2,2552,2589
1739973852.68,2,DATA,SOFT2,2609,2578
1739973853.00,0,BSYS,25586684,INFO,disable SM bus
1739973853.00,0,BSYS,25586685,INFO,next ss et 1739973908
1739973860.00,0,BSYS,25593686,INFO,etmark 1739973860
1739973870.00,0,BSYS,25603690,INFO,etmark 1739973870
1739973880.00,0,BSYS,25613689,INFO,etmark 1739973880
1739973890.01,0,BSYS,25623695,INFO,etmark 1739973890
1739973899.99,0,BSYS,25633694,INFO,etmark 1739973900
1739973908.00,0,BSYS,25641688,INFO,enable SM bus
1739973908.00,0,BSYS,25641689,INFO,ss until ms 25646689
1739973910.00,0,BSYS,25643696,INFO,etmark 1739973910
1739973910.65,1,DATA,SOFT2,614,2442
1739973910.68,2,DATA,SOFT2,611,2578
1739973910.71,3,DATA,SOFT2,585,2590
1739973911.15,1,DATA,SOFT2,1114,2442
1739973911.18,2,DATA,SOFT2,1111,2579
1739973911.21,3,DATA,SOFT2,1085,2590
1739973911.65,1,DATA,SOFT2,1614,2442
1739973911.68,2,DATA,SOFT2,1611,2579
1739973911.71,3,DATA,SOFT2,1585,2589
1739973912.15,1,DATA,SOFT2,2114,2442
1739973912.18,2,DATA,SOFT2,2111,2578
1739973912.21,3,DATA,SOFT2,2085,2590
1739973912.65,1,DATA,SOFT2,2614,2442
1739973912.68,2,DATA,SOFT2,2611,2578
1739973912.71,3,DATA,SOFT2,2585,2589
1739973912.99,0,BSYS,25646689,INFO,disable SM bus
1739973912.99,0,BSYS,25646690,INFO,next ss et 1739973968
1739973920.00,0,BSYS,25653699,INFO,etmark 1739973920
1739973930.00,0,BSYS,25663701,INFO,etmark 1739973930
1739973940.00,0,BSYS,25673702,INFO,etmark 1739973940
1739973950.00,0,BSYS,25683703,INFO,etmark 1739973950
1739973960.00,0,BSYS,25693704,INFO,etmark 1739973960
1739973968.00,0,BSYS,25701698,INFO,enable SM bus
1739973968.00,0,BSYS,25701699,INFO,ss until ms 25706699
1739973970.00,0,BSYS,25703704,INFO,etmark 1739973970
1739973970.65,1,DATA,SOFT2,613,2444
1739973970.68,2,DATA,SOFT2,609,2579
1739973970.71,3,DATA,SOFT2,598,2589
1739973971.15,1,DATA,SOFT2,1113,2444
1739973971.18,2,DATA,SOFT2,1109,2579
1739973971.21,3,DATA,SOFT2,1098,2589
1739973971.65,1,DATA,SOFT2,1613,2444
1739973971.68,2,DATA,SOFT2,1609,2579
1739973971.71,3,DATA,SOFT2,1598,2590
1739973972.15,1,DATA,SOFT2,2113,2444
1739973972.18,2,DATA,SOFT2,2109,2579
1739973972.21,3,DATA,SOFT2,2098,2590
1739973972.65,1,DATA,SOFT2,2613,2444
1739973972.68,2,DATA,SOFT2,2609,2579
1739973972.71,3,DATA,SOFT2,2598,2589
1739973972.99,0,BSYS,25706699,INFO,disable SM bus
1739973972.99,0,BSYS,25706700,INFO,next ss et 1739974028
1739973980.00,0,BSYS,25713706,INFO,etmark 1739973980
1739973990.00,0,BSYS,25723711,INFO,etmark 1739973990
1739973999.99,0,BSYS,25733710,INFO,etmark 1739974000
1739974010.01,0,BSYS,25743715,INFO,etmark 1739974010
1739974019.99,0,BSYS,25753712,INFO,etmark 1739974020
1739974028.00,0,BSYS,25761706,INFO,enable SM bus
1739974028.00,0,BSYS,25761707,INFO,ss until ms 25766707
1739974030.01,0,BSYS,25763716,INFO,etmark 1739974030
1739974030.66,3,DATA,SOFT2,594,2590
1739974030.78,1,DATA,SOFT2,663,2447
1739974030.80,2,DATA,SOFT2,604,2579
1739974031.16,3,DATA,SOFT2,1094,2590
1739974031.28,1,DATA,SOFT2,1163,2447
1739974031.30,2,DATA,SOFT2,1104,2580
1739974031.66,3,DATA,SOFT2,1594,2589
1739974031.78,1,DATA,SOFT2,1663,2448
1739974031.80,2,DATA,SOFT2,1604,2580
1739974032.16,3,DATA,SOFT2,2094,2590
1739974032.28,1,DATA,SOFT2,2163,2447
1739974032.30,2,DATA,SOFT2,2104,2579
1739974032.66,3,DATA,SOFT2,2594,2590
1739974032.78,1,DATA,SOFT2,2663,2448
1739974032.80,2,DATA,SOFT2,2604,2579
1739974032.99,0,BSYS,25766707,INFO,disable SM bus
1739974032.99,0,BSYS,25766708,INFO,next ss et 1739974088
1739974040.00,0,BSYS,25773717,INFO,etmark 1739974040
1739974050.00,0,BSYS,25783721,INFO,etmark 1739974050
1739974060.00,0,BSYS,25793725,INFO,etmark 1739974060
1739974070.00,0,BSYS,25803726,INFO,etmark 1739974070
1739974080.00,0,BSYS,25813725,INFO,etmark 1739974080
1739974088.00,0,BSYS,25821719,INFO,enable SM bus
1739974088.00,0,BSYS,25821720,INFO,ss until ms 25826720
1739974090.00,0,BSYS,25823727,INFO,etmark 1739974090
1739974090.61,1,DATA,SOFT2,573,2449
1739974090.66,3,DATA,SOFT2,593,2590
1739974090.72,2,DATA,SOFT2,656,2580
1739974091.11,1,DATA,SOFT2,1073,2449
1739974091.16,3,DATA,SOFT2,1093,2589
1739974091.22,2,DATA,SOFT2,1156,2580
1739974091.61,1,DATA,SOFT2,1573,2449
1739974091.66,3,DATA,SOFT2,1593,2590
1739974091.72,2,DATA,SOFT2,1656,2580
1739974092.11,1,DATA,SOFT2,2073,2449
1739974092.16,3,DATA,SOFT2,2093,2590
1739974092.22,2,DATA,SOFT2,2156,2580
1739974092.61,1,DATA,SOFT2,2573,2449
1739974092.66,3,DATA,SOFT2,2593,2590
1739974092.72,2,DATA,SOFT2,2656,2580
1739974092.99,0,BSYS,25826720,INFO,disable SM bus
1739974092.99,0,BSYS,25826721,INFO,next ss et 1739974148
1739974100.00,0,BSYS,25833728,INFO,etmark 1739974100
1739974110.00,0,BSYS,25843730,INFO,etmark 1739974110
1739974120.02,0,BSYS,25853748,INFO,etmark 1739974120
1739974129.97,0,BSYS,25863736,INFO,etmark 1739974130
1739974140.02,0,BSYS,25873743,INFO,etmark 1739974140
1739974148.00,0,BSYS,25881743,INFO,enable SM bus
1739974148.00,0,BSYS,25881744,INFO,ss until ms 25886744
1739974149.99,0,BSYS,25883739,INFO,etmark 1739974150
1739974150.62,3,DATA,SOFT2,538,2590
1739974150.64,1,DATA,SOFT2,581,2451
1739974150.82,2,DATA,SOFT2,653,2580
1739974151.12,3,DATA,SOFT2,1038,2589
1739974151.14,1,DATA,SOFT2,1081,2452
1739974151.25,2,DATA,SOFT2,1153,2580
1739974151.62,3,DATA,SOFT2,1538,2590
1739974151.64,1,DATA,SOFT2,1581,2451
1739974151.75,2,DATA,SOFT2,1653,2580
1739974152.12,3,DATA,SOFT2,2038,2590
1739974152.14,1,DATA,SOFT2,2081,2452
