epoch,link,log type,data
1739959752.71,3,DATA,SOFT2,2562,2570
1739959752.98,0,BSYS,11484179,INFO,disable SM bus
1739959752.98,0,BSYS,11484180,INFO,next ss et 1739959808
1739959757.99,0,BSYS,11489186,INFO,etmark 1739959758
1739959768.01,0,BSYS,11499190,INFO,etmark 1739959768
1739959778.00,0,BSYS,11509191,INFO,etmark 1739959778
1739959788.00,0,BSYS,11519195,INFO,etmark 1739959788
1739959798.00,0,BSYS,11529196,INFO,etmark 1739959798
1739959808.00,0,BSYS,11539191,INFO,enable SM bus
1739959808.00,0,BSYS,11539192,INFO,ss until ms 11544192
1739959808.00,0,BSYS,11539205,INFO,etmark 1739959808
1739959810.55,1,DATA,SOFT2,519,2468
1739959810.58,2,DATA,SOFT2,526,2578
1739959810.64,3,DATA,SOFT2,581,2569
1739959811.05,1,DATA,SOFT2,1019,2468
1739959811.08,2,DATA,SOFT2,1026,2578
1739959811.17,3,DATA,SOFT2,1081,2569
1739959811.55,1,DATA,SOFT2,1519,2468
1739959811.58,2,DATA,SOFT2,1526,2578
1739959811.64,3,DATA,SOFT2,1581,2569
1739959812.05,1,DATA,SOFT2,2019,2468
1739959812.08,2,DATA,SOFT2,2026,2578
1739959812.14,3,DATA,SOFT2,2081,2569
1739959812.54,1,DATA,SOFT2,2519,2468
1739959812.58,2,DATA,SOFT2,2526,2577
1739959812.64,3,DATA,SOFT2,2581,2569
1739959812.98,0,BSYS,11544192,INFO,disable SM bus
1739959812.98,0,BSYS,11544193,INFO,next ss et 1739959868
1739959817.99,0,BSYS,11549199,INFO,etmark 1739959818
1739959828.01,0,BSYS,11559201,INFO,etmark 1739959828
1739959838.00,0,BSYS,11569205,INFO,etmark 1739959838
1739959848.00,0,BSYS,11579204,INFO,etmark 1739959848
1739959858.01,0,BSYS,11589209,INFO,etmark 1739959858
1739959867.99,0,BSYS,11599207,INFO,etmark 1739959868
1739959868.00,0,BSYS,11599220,INFO,enable SM bus
1739959868.00,0,BSYS,11599221,INFO,ss until ms 11604221
1739959870.58,1,DATA,SOFT2,524,2467
1739959870.62,2,DATA,SOFT2,533,2576
1739959870.71,3,DATA,SOFT2,613,2568
1739959871.08,1,DATA,SOFT2,1024,2467
1739959871.12,2,DATA,SOFT2,1033,2576
1739959871.21,3,DATA,SOFT2,1113,2568
1739959871.58,1,DATA,SOFT2,1524,2467
1739959871.62,2,DATA,SOFT2,1533,2576
1739959871.71,3,DATA,SOFT2,1613,2568
1739959872.08,1,DATA,SOFT2,2024,2467
1739959872.12,2,DATA,SOFT2,2033,2576
1739959872.21,3,DATA,SOFT2,2113,2568
1739959872.58,1,DATA,SOFT2,2524,2468
1739959872.62,2,DATA,SOFT2,2533,2576
1739959872.71,3,DATA,SOFT2,2613,2569
1739959873.02,0,BSYS,11604221,INFO,disable SM bus
1739959873.02,0,BSYS,11604222,INFO,next ss et 1739959928
1739959878.00,0,BSYS,11609209,INFO,etmark 1739959878
1739959888.00,0,BSYS,11619212,INFO,etmark 1739959888
1739959898.00,0,BSYS,11629214,INFO,etmark 1739959898
1739959908.00,0,BSYS,11639216,INFO,etmark 1739959908
1739959918.00,0,BSYS,11649222,INFO,etmark 1739959918
1739959927.99,0,BSYS,11659219,INFO,etmark 1739959928
1739959928.00,0,BSYS,11659231,INFO,enable SM bus
1739959928.00,0,BSYS,11659232,INFO,ss until ms 11664232
1739959930.59,1,DATA,SOFT2,533,2465
1739959930.66,2,DATA,SOFT2,578,2574
1739959930.70,3,DATA,SOFT2,598,2567
1739959931.09,1,DATA,SOFT2,1033,2465
1739959931.16,2,DATA,SOFT2,1078,2575
1739959931.20,3,DATA,SOFT2,1098,2566
1739959931.59,1,DATA,SOFT2,1533,2465
1739959931.66,2,DATA,SOFT2,1578,2575
1739959931.70,3,DATA,SOFT2,1598,2567
1739959932.09,1,DATA,SOFT2,2033,2465
1739959932.16,2,DATA,SOFT2,2078,2574
1739959932.20,3,DATA,SOFT2,2098,2567
1739959932.59,1,DATA,SOFT2,2533,2465
1739959932.66,2,DATA,SOFT2,2578,2574
1739959932.70,3,DATA,SOFT2,2598,2567
1739959933.02,0,BSYS,11664232,INFO,disable SM bus
1739959933.02,0,BSYS,11664233,INFO,next ss et 1739959988
1739959938.00,0,BSYS,11669219,INFO,etmark 1739959938
1739959948.01,0,BSYS,11679228,INFO,etmark 1739959948
1739959957.99,0,BSYS,11689225,INFO,etmark 1739959958
1739959968.00,0,BSYS,11699226,INFO,etmark 1739959968
1739959978.01,0,BSYS,11709234,INFO,etmark 1739959978
1739959987.99,0,BSYS,11719228,INFO,etmark 1739959988
1739959988.00,0,BSYS,11719240,INFO,enable SM bus
1739959988.00,0,BSYS,11719242,INFO,ss until ms 11724242
1739959990.63,3,DATA,SOFT2,541,2564
1739959990.68,1,DATA,SOFT2,626,2462
1739959990.71,2,DATA,SOFT2,627,2574
1739959991.13,3,DATA,SOFT2,1041,2564
1739959991.18,1,DATA,SOFT2,1126,2463
1739959991.21,2,DATA,SOFT2,1127,2574
1739959991.64,3,DATA,SOFT2,1541,2564
1739959991.69,1,DATA,SOFT2,1626,2463
1739959991.71,2,DATA,SOFT2,1627,2574
1739959992.14,3,DATA,SOFT2,2041,2564
1739959992.19,1,DATA,SOFT2,2126,2463
1739959992.21,2,DATA,SOFT2,2127,2574
1739959992.64,3,DATA,SOFT2,2541,2564
1739959992.69,1,DATA,SOFT2,2626,2463
1739959992.71,2,DATA,SOFT2,2627,2574
1739959993.02,0,BSYS,11724242,INFO,disable SM bus
1739959993.02,0,BSYS,11724243,INFO,next ss et 1739960048
1739959998.01,0,BSYS,11729229,INFO,etmark 1739959998
1739960008.00,0,BSYS,11739232,INFO,etmark 1739960008
1739960018.00,0,BSYS,11749238,INFO,etmark 1739960018
1739960027.99,0,BSYS,11759237,INFO,etmark 1739960028
1739960038.00,0,BSYS,11769235,INFO,etmark 1739960038
1739960048.00,0,BSYS,11779228,INFO,enable SM bus
1739960048.00,0,BSYS,11779229,INFO,ss until ms 11784229
1739960048.00,0,BSYS,11779242,INFO,etmark 1739960048
1739960050.65,2,DATA,SOFT2,597,2573
1739960050.67,1,DATA,SOFT2,643,2461
1739960050.71,3,DATA,SOFT2,650,2564
1739960051.15,2,DATA,SOFT2,1097,2573
1739960051.17,1,DATA,SOFT2,1143,2461
1739960051.21,3,DATA,SOFT2,1150,2564
1739960051.65,2,DATA,SOFT2,1597,2572
1739960051.67,1,DATA,SOFT2,1643,2461
1739960051.71,3,DATA,SOFT2,1650,2564
1739960052.15,2,DATA,SOFT2,2097,2573
1739960052.17,1,DATA,SOFT2,2143,2462
1739960052.21,3,DATA,SOFT2,2150,2564
1739960052.65,2,DATA,SOFT2,2597,2572
1739960052.67,1,DATA,SOFT2,2643,2461
1739960052.71,3,DATA,SOFT2,2650,2564
1739960052.98,0,BSYS,11784229,INFO,disable SM bus
1739960052.98,0,BSYS,11784230,INFO,next ss et 1739960108
1739960057.99,0,BSYS,11789239,INFO,etmark 1739960058
1739960068.01,0,BSYS,11799242,INFO,etmark 1739960068
1739960078.00,0,BSYS,11809243,INFO,etmark 1739960078
1739960088.00,0,BSYS,11819248,INFO,etmark 1739960088
1739960098.00,0,BSYS,11829249,INFO,etmark 1739960098
1739960108.00,0,BSYS,11839244,INFO,enable SM bus
1739960108.00,0,BSYS,11839245,INFO,ss until ms 11844245
1739960108.00,0,BSYS,11839258,INFO,etmark 1739960108
1739960110.59,1,DATA,SOFT2,561,2461
1739960110.66,2,DATA,SOFT2,551,2572
1739960110.72,3,DATA,SOFT2,658,2564
1739960111.09,1,DATA,SOFT2,1061,2461
1739960111.12,2,DATA,SOFT2,1051,2573
1739960111.22,3,DATA,SOFT2,1158,2564
1739960111.59,1,DATA,SOFT2,1561,2461
1739960111.62,2,DATA,SOFT2,1551,2572
1739960111.72,3,DATA,SOFT2,1658,2564
1739960112.09,1,DATA,SOFT2,2061,2460
1739960112.12,2,DATA,SOFT2,2051,2572
1739960112.22,3,DATA,SOFT2,2158,2564
1739960112.59,1,DATA,SOFT2,2561,2461
1739960112.62,2,DATA,SOFT2,2551,2572
1739960112.72,3,DATA,SOFT2,2658,2564
1739960112.98,0,BSYS,11844245,INFO,disable SM bus
1739960112.98,0,BSYS,11844246,INFO,next ss et 1739960168
1739960117.98,0,BSYS,11849249,INFO,etmark 1739960118
1739960128.01,0,BSYS,11859249,INFO,etmark 1739960128
1739960138.00,0,BSYS,11869251,INFO,etmark 1739960138
1739960148.00,0,BSYS,11879253,INFO,etmark 1739960148
1739960158.00,0,BSYS,11889259,INFO,etmark 1739960158
1739960168.00,0,BSYS,11899259,INFO,enable SM bus
1739960168.00,0,BSYS,11899260,INFO,ss until ms 11904260
1739960168.00,0,BSYS,11899263,INFO,etmark 1739960168
1739960170.61,3,DATA,SOFT2,534,2563
1739960170.73,1,DATA,SOFT2,586,2461
1739960170.75,2,DATA,SOFT2,551,2573
1739960171.11,3,DATA,SOFT2,1034,2564
1739960171.23,1,DATA,SOFT2,1086,2460
1739960171.25,2,DATA,SOFT2,1051,2573
1739960171.61,3,DATA,SOFT2,1534,2564
1739960171.73,1,DATA,SOFT2,1586,2460
1739960171.75,2,DATA,SOFT2,1551,2573
1739960172.11,3,DATA,SOFT2,2034,2563
1739960172.23,1,DATA,SOFT2,2086,2460
1739960172.25,2,DATA,SOFT2,2051,2572
1739960172.61,3,DATA,SOFT2,2534,2563
1739960172.73,1,DATA,SOFT2,2586,2460
1739960172.75,2,DATA,SOFT2,2551,2573
1739960173.00,0,BSYS,11904260,INFO,disable SM bus
1739960173.00,0,BSYS,11904261,INFO,next ss et 1739960228
1739960178.00,0,BSYS,11909259,INFO,etmark 1739960178
1739960188.00,0,BSYS,11919264,INFO,etmark 1739960188
1739960198.00,0,BSYS,11929265,INFO,etmark 1739960198
1739960208.00,0,BSYS,11939268,INFO,etmark 1739960208
1739960218.00,0,BSYS,11949269,INFO,etmark 1739960218
1739960228.00,0,BSYS,11959264,INFO,enable SM bus
1739960228.00,0,BSYS,11959265,INFO,ss until ms 11964265
1739960228.00,0,BSYS,11959278,INFO,etmark 1739960228
1739960230.59,2,DATA,SOFT2,537,2572
1739960230.66,3,DATA,SOFT2,600,2562
1739960230.68,1,DATA,SOFT2,637,2460
1739960231.09,2,DATA,SOFT2,1037,2572
1739960231.16,3,DATA,SOFT2,1100,2563
1739960231.18,1,DATA,SOFT2,1137,2460
1739960231.59,2,DATA,SOFT2,1537,2573
1739960231.66,3,DATA,SOFT2,1600,2562
1739960231.68,1,DATA,SOFT2,1637,2460
1739960232.09,2,DATA,SOFT2,2037,2572
1739960232.16,3,DATA,SOFT2,2100,2563
1739960232.18,1,DATA,SOFT2,2137,2460
1739960232.59,2,DATA,SOFT2,2537,2572
1739960232.66,3,DATA,SOFT2,2600,2562
1739960232.68,1,DATA,SOFT2,2637,2460
1739960232.98,0,BSYS,11964265,INFO,disable SM bus
1739960232.98,0,BSYS,11964266,INFO,next ss et 1739960288
1739960237.99,0,BSYS,11969275,INFO,etmark 1739960238
1739960248.00,0,BSYS,11979275,INFO,etmark 1739960248
1739960258.00,0,BSYS,11989277,INFO,etmark 1739960258
1739960268.00,0,BSYS,11999275,INFO,etmark 1739960268
1739960278.01,0,BSYS,12009281,INFO,etmark 1739960278
1739960288.00,0,BSYS,12019280,INFO,enable SM bus
1739960288.00,0,BSYS,12019281,INFO,ss until ms 12024281
1739960288.00,0,BSYS,12019283,INFO,inc new sample
1739960288.00,0,BSYS,12019285,INFO,sample 3 complete
1739960288.00,0,BSYS,12019286,INFO,next ss et 1739960288
1739960288.00,0,BSYS,12019288,INFO,next sa et 1739961488
1739960288.00,0,BSYS,12019290,INFO,etmark 1739960288
1739960290.60,3,DATA,SOFT2,523,2561
1739960290.62,1,DATA,SOFT2,580,2459
1739960290.80,2,DATA,SOFT2,652,2570
1739960291.10,3,DATA,SOFT2,1023,2561
1739960291.12,1,DATA,SOFT2,1080,2459
1739960291.23,2,DATA,SOFT2,1152,2571
1739960291.60,3,DATA,SOFT2,1523,2561
1739960291.62,1,DATA,SOFT2,1580,2459
1739960291.73,2,DATA,SOFT2,1652,2570
1739960292.10,3,DATA,SOFT2,2023,2561
1739960292.12,1,DATA,SOFT2,2080,2459
1739960292.23,2,DATA,SOFT2,2152,2571
1739960292.60,3,DATA,SOFT2,2523,2561
1739960292.62,1,DATA,SOFT2,2580,2459
1739960292.73,2,DATA,SOFT2,2652,2571
1739960293.00,0,BSYS,12024281,INFO,disable SM bus
1739960293.00,0,BSYS,12024282,INFO,next ss et 1739960348
1739960298.00,0,BSYS,12029281,INFO,etmark 1739960298
1739960308.01,0,BSYS,12039287,INFO,etmark 1739960308
1739960317.99,0,BSYS,12049285,INFO,etmark 1739960318
1739960328.00,0,BSYS,12059286,INFO,etmark 1739960328
1739960338.00,0,BSYS,12069290,INFO,etmark 1739960338
1739960348.00,0,BSYS,12079290,INFO,enable SM bus
1739960348.00,0,BSYS,12079291,INFO,ss until ms 12084291
1739960348.01,0,BSYS,12079320,INFO,etmark 1739960348
1739960350.64,2,DATA,SOFT2,606,2570
1739960350.66,1,DATA,SOFT2,652,2458
1739960350.70,3,DATA,SOFT2,656,2560
1739960351.14,2,DATA,SOFT2,1106,2570
1739960351.16,1,DATA,SOFT2,1152,2458
1739960351.20,3,DATA,SOFT2,1156,2560
1739960351.64,2,DATA,SOFT2,1606,2570
1739960351.66,1,DATA,SOFT2,1652,2457
1739960351.69,3,DATA,SOFT2,1656,2560
1739960352.14,2,DATA,SOFT2,2106,2570
1739960352.16,1,DATA,SOFT2,2152,2458
1739960352.19,3,DATA,SOFT2,2156,2560
1739960352.64,2,DATA,SOFT2,2606,2570
1739960352.66,1,DATA,SOFT2,2652,2458
1739960352.69,3,DATA,SOFT2,2656,2560
1739960352.96,0,BSYS,12084291,INFO,disable SM bus
1739960352.96,0,BSYS,12084292,INFO,next ss et 1739960408
1739960357.95,0,BSYS,12089296,INFO,etmark 1739960358
1739960368.02,0,BSYS,12099292,INFO,etmark 1739960368
1739960378.01,0,BSYS,12109295,INFO,etmark 1739960378
1739960388.00,0,BSYS,12119296,INFO,etmark 1739960388
1739960398.00,0,BSYS,12129298,INFO,etmark 1739960398
1739960408.00,0,BSYS,12139294,INFO,enable SM bus
1739960408.00,0,BSYS,12139295,INFO,ss until ms 12144295
1739960408.00,0,BSYS,12139308,INFO,etmark 1739960408
1739960410.58,3,DATA,SOFT2,520,2560
1739960410.68,1,DATA,SOFT2,652,2458
1739960410.71,2,DATA,SOFT2,630,2570
1739960411.08,3,DATA,SOFT2,1020,2559
1739960411.18,1,DATA,SOFT2,1152,2458
1739960411.21,2,DATA,SOFT2,1130,2570
1739960411.58,3,DATA,SOFT2,1520,2559
1739960411.68,1,DATA,SOFT2,1652,2458
1739960411.71,2,DATA,SOFT2,1630,2570
1739960412.08,3,DATA,SOFT2,2020,2560
1739960412.18,1,DATA,SOFT2,2152,2458
1739960412.21,2,DATA,SOFT2,2130,2570
1739960412.58,3,DATA,SOFT2,2520,2559
1739960412.68,1,DATA,SOFT2,2652,2458
1739960412.71,2,DATA,SOFT2,2630,2570
1739960412.98,0,BSYS,12144295,INFO,disable SM bus
1739960412.98,0,BSYS,12144296,INFO,next ss et 1739960468
1739960417.99,0,BSYS,12149308,INFO,etmark 1739960418
1739960428.00,0,BSYS,12159304,INFO,etmark 1739960428
1739960438.01,0,BSYS,12169306,INFO,etmark 1739960438
1739960448.00,0,BSYS,12179308,INFO,etmark 1739960448
1739960458.00,0,BSYS,12189307,INFO,etmark 1739960458
1739960468.00,0,BSYS,12199300,INFO,enable SM bus
1739960468.00,0,BSYS,12199301,INFO,ss until ms 12204301
1739960468.00,0,BSYS,12199314,INFO,etmark 1739960468
1739960470.58,3,DATA,SOFT2,516,2558
1739960470.60,1,DATA,SOFT2,565,2458
1739960470.67,2,DATA,SOFT2,611,2570
1739960471.08,3,DATA,SOFT2,1016,2558
1739960471.10,1,DATA,SOFT2,1065,2458
1739960471.17,2,DATA,SOFT2,1111,2570
1739960471.58,3,DATA,SOFT2,1516,2558
1739960471.60,1,DATA,SOFT2,1565,2458
1739960471.67,2,DATA,SOFT2,1611,2570
1739960472.08,3,DATA,SOFT2,2016,2558
1739960472.10,1,DATA,SOFT2,2065,2458
1739960472.17,2,DATA,SOFT2,2111,2570
1739960472.58,3,DATA,SOFT2,2516,2559
1739960472.60,1,DATA,SOFT2,2565,2458
1739960472.67,2,DATA,SOFT2,2611,2570
1739960472.98,0,BSYS,12204301,INFO,disable SM bus
1739960472.98,0,BSYS,12204302,INFO,next ss et 1739960528
1739960477.99,0,BSYS,12209312,INFO,etmark 1739960478
1739960488.00,0,BSYS,12219312,INFO,etmark 1739960488
1739960498.00,0,BSYS,12229318,INFO,etmark 1739960498
1739960507.99,0,BSYS,12239318,INFO,etmark 1739960508
1739960518.00,0,BSYS,12249315,INFO,etmark 1739960518
1739960528.00,0,BSYS,12259307,INFO,enable SM bus
1739960528.00,0,BSYS,12259308,INFO,ss until ms 12264308
1739960528.00,0,BSYS,12259321,INFO,etmark 1739960528
1739960530.60,3,DATA,SOFT2,534,2558
1739960530.66,2,DATA,SOFT2,607,2570
1739960530.69,1,DATA,SOFT2,652,2457
1739960531.10,3,DATA,SOFT2,1034,2558
1739960531.16,2,DATA,SOFT2,1107,2570
1739960531.19,1,DATA,SOFT2,1152,2457
1739960531.60,3,DATA,SOFT2,1534,2558
1739960531.66,2,DATA,SOFT2,1607,2570
1739960531.68,1,DATA,SOFT2,1652,2457
1739960532.10,3,DATA,SOFT2,2034,2558
1739960532.16,2,DATA,SOFT2,2107,2570
1739960532.18,1,DATA,SOFT2,2152,2457
1739960532.60,3,DATA,SOFT2,2534,2558
1739960532.66,2,DATA,SOFT2,2607,2570
1739960532.68,1,DATA,SOFT2,2652,2457
1739960532.98,0,BSYS,12264308,INFO,disable SM bus
1739960532.98,0,BSYS,12264309,INFO,next ss et 1739960588
1739960537.99,0,BSYS,12269315,INFO,etmark 1739960538
1739960548.01,0,BSYS,12279319,INFO,etmark 1739960548
1739960558.00,0,BSYS,12289320,INFO,etmark 1739960558
1739960568.00,0,BSYS,12299322,INFO,etmark 1739960568
1739960578.00,0,BSYS,12309320,INFO,etmark 1739960578
1739960588.00,0,BSYS,12319314,INFO,enable SM bus
1739960588.00,0,BSYS,12319315,INFO,ss until ms 12324315
1739960588.00,0,BSYS,12319328,INFO,etmark 1739960588
1739960590.61,1,DATA,SOFT2,580,2457
1739960590.64,2,DATA,SOFT2,577,2570
1739960590.67,3,DATA,SOFT2,550,2558
1739960591.11,1,DATA,SOFT2,1080,2457
1739960591.14,2,DATA,SOFT2,1077,2570
1739960591.17,3,DATA,SOFT2,1050,2558
1739960591.61,1,DATA,SOFT2,1580,2457
1739960591.64,2,DATA,SOFT2,1577,2570
1739960591.67,3,DATA,SOFT2,1550,2558
1739960592.11,1,DATA,SOFT2,2080,2457
1739960592.14,2,DATA,SOFT2,2077,2570
1739960592.17,3,DATA,SOFT2,2050,2558
1739960592.61,1,DATA,SOFT2,2580,2457
1739960592.64,2,DATA,SOFT2,2577,2570
1739960592.67,3,DATA,SOFT2,2550,2558
1739960592.98,0,BSYS,12324315,INFO,disable SM bus
1739960592.98,0,BSYS,12324316,INFO,next ss et 1739960648
1739960598.00,0,BSYS,12329330,INFO,etmark 1739960598
1739960608.00,0,BSYS,12339329,INFO,etmark 1739960608
1739960618.01,0,BSYS,12349334,INFO,etmark 1739960618
1739960628.00,0,BSYS,12359335,INFO,etmark 1739960628
1739960638.00,0,BSYS,12369334,INFO,etmark 1739960638
1739960648.00,0,BSYS,12379327,INFO,enable SM bus
1739960648.00,0,BSYS,12379328,INFO,ss until ms 12384328
1739960648.00,0,BSYS,12379341,INFO,etmark 1739960648
1739960650.57,1,DATA,SOFT2,543,2457
1739960650.67,2,DATA,SOFT2,612,2570
1739960650.70,3,DATA,SOFT2,637,2557
1739960651.07,1,DATA,SOFT2,1043,2457
1739960651.17,2,DATA,SOFT2,1112,2570
1739960651.20,3,DATA,SOFT2,1137,2557
1739960651.57,1,DATA,SOFT2,1543,2457
1739960651.67,2,DATA,SOFT2,1612,2570
1739960651.70,3,DATA,SOFT2,1637,2556
1739960652.07,1,DATA,SOFT2,2043,2458
1739960652.17,2,DATA,SOFT2,2112,2570
1739960652.20,3,DATA,SOFT2,2137,2557
1739960652.57,1,DATA,SOFT2,2543,2457
1739960652.67,2,DATA,SOFT2,2612,2570
1739960652.70,3,DATA,SOFT2,2637,2557
1739960652.98,0,BSYS,12384328,INFO,disable SM bus
1739960652.98,0,BSYS,12384329,INFO,next ss et 1739960708
1739960658.00,0,BSYS,12389347,INFO,etmark 1739960658
1739960667.99,0,BSYS,12399342,INFO,etmark 1739960668
1739960678.01,0,BSYS,12409348,INFO,etmark 1739960678
1739960687.99,0,BSYS,12419344,INFO,etmark 1739960688
1739960698.01,0,BSYS,12429349,INFO,etmark 1739960698
1739960708.00,0,BSYS,12439348,INFO,enable SM bus
1739960708.00,0,BSYS,12439349,INFO,ss until ms 12444349
1739960708.09,0,BSYS,12439447,INFO,etmark 1739960698
1739960710.58,2,DATA,SOFT2,519,2570
1739960710.66,1,DATA,SOFT2,621,2457
1739960710.68,3,DATA,SOFT2,585,2556
1739960711.08,2,DATA,SOFT2,1019,2570
1739960711.16,1,DATA,SOFT2,1121,2457
1739960711.18,3,DATA,SOFT2,1085,2555
1739960711.58,2,DATA,SOFT2,1519,2569
1739960711.66,1,DATA,SOFT2,1621,2457
1739960711.68,3,DATA,SOFT2,1585,2556
1739960712.08,2,DATA,SOFT2,2019,2569
1739960712.16,1,DATA,SOFT2,2121,2458
1739960712.18,3,DATA,SOFT2,2085,2556
1739960712.58,2,DATA,SOFT2,2519,2569
1739960712.66,1,DATA,SOFT2,2621,2457
1739960712.68,3,DATA,SOFT2,2585,2556
1739960712.99,0,BSYS,12444349,INFO,disable SM bus
1739960712.99,0,BSYS,12444350,INFO,next ss et 1739960768
1739960718.00,0,BSYS,12449356,INFO,etmark 1739960718
1739960728.00,0,BSYS,12459356,INFO,etmark 1739960728
1739960738.00,0,BSYS,12469355,INFO,etmark 1739960738
1739960748.01,0,BSYS,12479359,INFO,etmark 1739960748
1739960758.00,0,BSYS,12489361,INFO,etmark 1739960758
1739960768.00,0,BSYS,12499357,INFO,enable SM bus
1739960768.00,0,BSYS,12499358,INFO,ss until ms 12504358
1739960768.09,0,BSYS,12499456,INFO,etmark 1739960758
1739960770.64,2,DATA,SOFT2,577,2569
1739960770.67,1,DATA,SOFT2,628,2458
1739960770.69,3,DATA,SOFT2,614,2555
1739960771.14,2,DATA,SOFT2,1077,2569
1739960771.17,1,DATA,SOFT2,1128,2458
1739960771.23,3,DATA,SOFT2,1114,2555
1739960771.64,2,DATA,SOFT2,1577,2569
1739960771.67,1,DATA,SOFT2,1628,2458
1739960771.69,3,DATA,SOFT2,1614,2555
1739960772.14,2,DATA,SOFT2,2077,2569
1739960772.17,1,DATA,SOFT2,2128,2458
1739960772.19,3,DATA,SOFT2,2114,2555
1739960772.64,2,DATA,SOFT2,2577,2569
1739960772.67,1,DATA,SOFT2,2628,2458
1739960772.69,3,DATA,SOFT2,2614,2555
1739960772.99,0,BSYS,12504358,INFO,disable SM bus
1739960772.99,0,BSYS,12504359,INFO,next ss et 1739960828
1739960777.99,0,BSYS,12509358,INFO,etmark 1739960778
1739960788.00,0,BSYS,12519362,INFO,etmark 1739960788
1739960798.00,0,BSYS,12529363,INFO,etmark 1739960798
1739960808.00,0,BSYS,12539367,INFO,etmark 1739960808
1739960818.00,0,BSYS,12549371,INFO,etmark 1739960818
1739960827.99,0,BSYS,12559369,INFO,etmark 1739960828
1739960828.00,0,BSYS,12559382,INFO,enable SM bus
1739960828.00,0,BSYS,12559383,INFO,ss until ms 12564383
1739960830.67,1,DATA,SOFT2,608,2459
1739960830.72,2,DATA,SOFT2,635,2569
1739960830.80,3,DATA,SOFT2,626,2554
1739960831.17,1,DATA,SOFT2,1108,2458
1739960831.22,2,DATA,SOFT2,1135,2569
1739960831.30,3,DATA,SOFT2,1126,2555
1739960831.67,1,DATA,SOFT2,1608,2458
1739960831.72,2,DATA,SOFT2,1635,2569
1739960831.81,3,DATA,SOFT2,1626,2554
1739960832.17,1,DATA,SOFT2,2108,2459
1739960832.22,2,DATA,SOFT2,2136,2569
1739960832.31,3,DATA,SOFT2,2126,2554
1739960832.67,1,DATA,SOFT2,2608,2458
1739960832.72,2,DATA,SOFT2,2636,2569
1739960832.81,3,DATA,SOFT2,2626,2555
1739960833.02,0,BSYS,12564383,INFO,disable SM bus
1739960833.02,0,BSYS,12564384,INFO,next ss et 1739960888
1739960838.01,0,BSYS,12569372,INFO,etmark 1739960838
1739960848.00,0,BSYS,12579372,INFO,etmark 1739960848
1739960858.01,0,BSYS,12589379,INFO,etmark 1739960858
1739960867.99,0,BSYS,12599378,INFO,etmark 1739960868
1739960878.00,0,BSYS,12609383,INFO,etmark 1739960878
1739960888.00,0,BSYS,12619381,INFO,enable SM bus
1739960888.00,0,BSYS,12619382,INFO,ss until ms 12624382
1739960888.09,0,BSYS,12619480,INFO,etmark 1739960878
1739960890.61,3,DATA,SOFT2,536,2554
1739960890.63,1,DATA,SOFT2,593,2459
1739960890.68,2,DATA,SOFT2,612,2569
1739960891.11,3,DATA,SOFT2,1036,2554
1739960891.13,1,DATA,SOFT2,1093,2460
1739960891.18,2,DATA,SOFT2,1112,2570
1739960891.61,3,DATA,SOFT2,1536,2554
1739960891.63,1,DATA,SOFT2,1593,2460
1739960891.68,2,DATA,SOFT2,1612,2569
1739960892.11,3,DATA,SOFT2,2036,2554
1739960892.13,1,DATA,SOFT2,2093,2460
1739960892.18,2,DATA,SOFT2,2112,2569
1739960892.61,3,DATA,SOFT2,2536,2554
1739960892.63,1,DATA,SOFT2,2593,2460
1739960892.68,2,DATA,SOFT2,2612,2569
1739960892.99,0,BSYS,12624382,INFO,disable SM bus
1739960892.99,0,BSYS,12624383,INFO,next ss et 1739960948
1739960897.99,0,BSYS,12629385,INFO,etmark 1739960898
1739960908.00,0,BSYS,12639388,INFO,etmark 1739960908
1739960918.00,0,BSYS,12649391,INFO,etmark 1739960918
1739960928.00,0,BSYS,12659391,INFO,etmark 1739960928
1739960938.00,0,BSYS,12669391,INFO,etmark 1739960938
1739960948.00,0,BSYS,12679385,INFO,enable SM bus
1739960948.00,0,BSYS,12679386,INFO,ss until ms 12684386
1739960948.01,0,BSYS,12679400,INFO,etmark 1739960948
1739960950.57,1,DATA,SOFT2,548,2461
1739960950.62,2,DATA,SOFT2,568,2569
1739960950.71,3,DATA,SOFT2,559,2553
1739960951.07,1,DATA,SOFT2,1048,2461
1739960951.12,2,DATA,SOFT2,1068,2569
1739960951.21,3,DATA,SOFT2,1059,2553
1739960951.57,1,DATA,SOFT2,1548,2461
1739960951.62,2,DATA,SOFT2,1568,2569
1739960951.71,3,DATA,SOFT2,1559,2553
1739960952.07,1,DATA,SOFT2,2048,2460
1739960952.12,2,DATA,SOFT2,2068,2569
1739960952.21,3,DATA,SOFT2,2059,2553
1739960952.57,1,DATA,SOFT2,2548,2461
1739960952.62,2,DATA,SOFT2,2568,2569
1739960952.70,3,DATA,SOFT2,2559,2553
1739960952.98,0,BSYS,12684386,INFO,disable SM bus
1739960952.98,0,BSYS,12684387,INFO,next ss et 1739961008
1739960957.99,0,BSYS,12689398,INFO,etmark 1739960958
1739960968.01,0,BSYS,12699402,INFO,etmark 1739960968
1739960977.99,0,BSYS,12709400,INFO,etmark 1739960978
1739960988.01,0,BSYS,12719403,INFO,etmark 1739960988
1739960998.00,0,BSYS,12729402,INFO,etmark 1739960998
