timestamp(ticks/UTC),solar(V),batt(V),bus(V),solar(I),batt(I),bus(I),batt_temp(C),chg_stat,chg_fault
1739957858.167,0.07,3.81,3.80,0.000,-0.132,0.135,0.0,0,0
1739957886.847,0.07,3.82,3.80,0.000,-0.121,0.124,0.0,0,0
1739957915.574,0.07,3.82,3.80,0.000,-0.134,0.137,0.0,0,0
1739957944.300,0.07,3.82,3.80,0.000,-0.121,0.124,0.0,0,0
1739957973.023,0.07,3.81,3.80,0.000,-0.134,0.136,0.0,0,0
1739958001.750,0.07,3.82,3.80,0.000,-0.121,0.124,0.0,0,0
1739958030.472,0.07,3.82,3.80,0.000,-0.133,0.136,0.0,0,0
1739958059.199,0.07,3.82,3.80,0.000,-0.121,0.124,0.0,0,0
1739958087.921,0.07,3.81,3.80,0.000,-0.133,0.136,0.0,0,0
1739958116.648,0.07,3.82,3.80,0.000,-0.122,0.125,0.0,0,0
1739958145.371,0.07,3.81,3.80,0.000,-0.134,0.136,0.0,0,0
1739958174.113,0.07,3.82,3.80,0.000,-0.122,0.125,0.0,0,0
1739958202.824,0.07,3.81,3.80,0.000,-0.133,0.136,0.0,0,0
1739958231.546,0.08,3.82,3.80,0.000,-0.122,0.125,0.0,0,0
1739958260.273,0.07,3.81,3.79,0.000,-0.140,0.142,0.0,0,0
1739958288.996,0.07,3.81,3.79,0.000,-0.143,0.146,0.0,0,0
1739958317.722,0.07,3.81,3.80,0.000,-0.140,0.143,0.0,0,0
1739958346.445,0.07,3.81,3.80,0.000,-0.133,0.136,0.0,0,0
1739958375.171,0.07,3.81,3.79,0.000,-0.142,0.144,0.0,0,0
1739958403.894,0.07,3.81,3.80,0.000,-0.129,0.132,0.0,0,0
1739958432.621,0.07,3.81,3.79,0.000,-0.159,0.162,0.0,0,0
1739958461.347,0.07,3.81,3.78,0.000,-0.175,0.178,0.0,0,0
1739958490.070,0.07,3.81,3.79,0.000,-0.166,0.169,0.0,0,0
1739958518.796,0.07,3.81,3.78,0.000,-0.175,0.178,0.0,0,0
1739958547.519,0.07,3.81,3.79,0.000,-0.146,0.149,0.0,0,0
1739958576.246,0.07,3.81,3.78,0.000,-0.185,0.188,0.0,0,0
1739958605.035,0.07,3.81,3.80,0.000,-0.128,0.131,0.0,0,0
1739958633.695,0.07,3.81,3.79,0.000,-0.146,0.148,0.0,0,0
1739958662.421,0.07,3.81,3.79,0.000,-0.165,0.168,0.0,0,0
1739958691.144,0.07,3.81,3.78,0.000,-0.181,0.183,0.0,0,0
1739958719.871,0.07,3.81,3.78,0.000,-0.172,0.175,0.0,0,0
1739958748.593,0.07,3.81,3.78,0.000,-0.174,0.176,0.0,0,0
1739958777.320,0.07,3.81,3.79,0.000,-0.165,0.168,0.0,0,0
1739958806.042,0.07,3.81,3.79,0.000,-0.144,0.146,0.0,0,0
1739958834.769,0.07,3.81,3.79,0.000,-0.129,0.132,0.0,0,0
1739958863.492,0.07,3.81,3.79,0.000,-0.135,0.137,0.0,0,0
1739958892.218,0.07,3.81,3.79,0.000,-0.122,0.125,0.0,0,0
1739958920.976,0.07,3.81,3.79,0.000,-0.133,0.136,0.0,0,0
1739958949.667,0.07,3.81,3.79,0.000,-0.123,0.125,0.0,0,0
1739958978.394,0.07,3.81,3.79,0.000,-0.134,0.136,0.0,0,0
1739959007.117,0.07,3.81,3.79,0.000,-0.123,0.126,0.0,0,0
1739959035.843,0.07,3.81,3.79,0.000,-0.132,0.135,0.0,0,0
1739959064.566,0.07,3.81,3.79,0.000,-0.124,0.126,0.0,0,0
1739959093.292,0.07,3.81,3.79,0.000,-0.131,0.134,0.0,0,0
1739959122.019,0.07,3.80,3.78,0.000,-0.170,0.174,0.0,0,0
1739959150.742,0.07,3.81,3.79,0.000,-0.140,0.146,0.0,0,0
1739959179.468,0.07,3.81,3.79,0.000,-0.131,0.133,0.0,0,0
1739959208.191,0.07,3.81,3.79,0.000,-0.122,0.125,0.0,0,0
1739959236.921,0.07,3.81,3.79,0.000,-0.134,0.136,0.0,0,0
1739959265.640,0.07,3.81,3.79,0.000,-0.123,0.125,0.0,0,0
1739959294.367,0.07,3.81,3.79,0.000,-0.157,0.160,0.0,0,0
1739959323.089,0.07,3.81,3.79,0.000,-0.123,0.125,0.0,0,0
1739959351.816,0.07,3.81,3.79,0.000,-0.133,0.136,0.0,0,0
1739959380.542,0.07,3.81,3.79,0.000,-0.122,0.125,0.0,0,0
1739959409.265,0.07,3.81,3.79,0.000,-0.133,0.136,0.0,0,0
1739959437.992,0.07,3.80,3.79,0.000,-0.155,0.158,0.0,0,0
1739959466.714,0.07,3.81,3.79,0.000,-0.133,0.136,0.0,0,0
1739959495.441,0.07,3.81,3.79,0.000,-0.122,0.125,0.0,0,0
1739959524.164,0.07,3.81,3.79,0.000,-0.132,0.135,0.0,0,0
1739959552.890,0.07,3.81,3.79,0.000,-0.123,0.125,0.0,0,0
1739959581.617,0.07,3.81,3.79,0.000,-0.132,0.135,0.0,0,0
1739959610.339,0.07,3.80,3.78,0.000,-0.160,0.163,0.0,0,0
1739959639.066,0.07,3.80,3.78,0.000,-0.177,0.180,0.0,0,0
1739959667.843,0.07,3.81,3.79,0.000,-0.133,0.136,0.0,0,0
1739959696.515,0.07,3.81,3.79,0.000,-0.133,0.135,0.0,0,0
1739959725.238,0.07,3.81,3.79,0.000,-0.141,0.144,0.0,0,0
1739959753.964,0.07,3.81,3.79,0.000,-0.148,0.150,0.0,0,0
1739959782.687,0.07,3.81,3.79,0.000,-0.129,0.131,0.0,0,0
1739959811.414,0.07,3.81,3.79,0.000,-0.137,0.140,0.0,0,0
1739959840.140,0.07,3.81,3.79,0.000,-0.134,0.137,0.0,0,0
1739959868.863,0.07,3.81,3.79,0.000,-0.123,0.126,0.0,0,0
1739959897.589,0.07,3.81,3.79,0.000,-0.139,0.141,0.0,0,0
1739959926.312,0.07,3.81,3.79,0.000,-0.129,0.131,0.0,0,0
1739959955.039,0.07,3.81,3.79,0.000,-0.144,0.147,0.0,0,0
1739959983.789,0.07,3.81,3.79,0.000,-0.132,0.134,0.0,0,0
1739960012.488,0.07,3.80,3.78,0.000,-0.166,0.169,0.0,0,0
1739960041.214,0.07,3.80,3.78,0.000,-0.151,0.153,0.0,0,0
1739960069.937,0.07,3.80,3.78,0.000,-0.168,0.171,0.0,0,0
1739960098.664,0.07,3.80,3.78,0.000,-0.154,0.157,0.0,0,0
1739960127.386,0.07,3.80,3.78,0.000,-0.147,0.149,0.0,0,0
1739960156.113,0.07,3.81,3.79,0.000,-0.128,0.131,0.0,0,0
1739960184.835,0.07,3.81,3.79,0.000,-0.132,0.134,0.0,0,0
1739960213.562,0.07,3.81,3.79,0.000,-0.123,0.126,0.0,0,0
1739960242.285,0.07,3.81,3.79,0.000,-0.132,0.135,0.0,0,0
1739960271.011,0.07,3.81,3.79,0.000,-0.123,0.126,0.0,0,0
1739960299.738,0.07,3.81,3.79,0.000,-0.132,0.135,0.0,0,0
1739960328.460,0.07,3.81,3.79,0.000,-0.123,0.126,0.0,0,0
1739960357.187,0.07,3.81,3.79,0.000,-0.132,0.134,0.0,0,0
1739960385.910,0.07,3.81,3.79,0.000,-0.123,0.126,0.0,0,0
1739960414.636,0.07,3.81,3.79,0.000,-0.132,0.134,0.0,0,0
1739960443.359,0.07,3.81,3.79,0.000,-0.124,0.126,0.0,0,0
1739960472.085,0.07,3.80,3.79,0.000,-0.128,0.131,0.0,0,0
1739960500.808,0.07,3.80,3.79,0.000,-0.127,0.130,0.0,0,0
1739960529.535,0.07,3.80,3.79,0.000,-0.123,0.127,0.0,0,0
1739960558.261,0.07,3.80,3.79,0.000,-0.132,0.135,0.0,0,0
1739960586.984,0.07,3.80,3.79,0.000,-0.122,0.125,0.0,0,0
1739960615.710,0.07,3.80,3.79,0.000,-0.134,0.137,0.0,0,0
1739960644.433,0.07,3.80,3.79,0.000,-0.123,0.126,0.0,0,0
1739960673.160,0.07,3.80,3.79,0.000,-0.133,0.136,0.0,0,0
1739960701.882,0.07,3.80,3.79,0.000,-0.123,0.126,0.0,0,0
1739960730.652,0.07,3.80,3.79,0.000,-0.133,0.136,0.0,0,0
1739960759.335,0.07,3.80,3.79,0.000,-0.123,0.125,0.0,0,0
1739960788.058,0.07,3.80,3.78,0.000,-0.177,0.180,0.0,0,0
1739960816.785,0.07,3.80,3.78,0.000,-0.174,0.176,0.0,0,0
1739960845.507,0.07,3.80,3.78,0.000,-0.176,0.179,0.0,0,0
1739960874.234,0.07,3.80,3.78,0.000,-0.171,0.173,0.0,0,0
1739960902.957,0.07,3.80,3.77,0.000,-0.184,0.186,0.0,0,0
1739960931.683,0.07,3.80,3.78,0.000,-0.175,0.177,0.0,0,0
1739960960.406,0.07,3.80,3.77,0.000,-0.180,0.182,0.0,0,0
1739960989.132,0.07,3.79,3.77,0.000,-0.175,0.178,0.0,0,0
1739961017.859,0.07,3.80,3.78,0.000,-0.160,0.162,0.0,0,0
1739961046.597,0.08,3.80,3.78,0.000,-0.159,0.161,0.0,0,0
1739961075.308,0.08,3.80,3.78,0.000,-0.160,0.162,0.0,0,0
1739961104.031,0.08,3.80,3.78,0.000,-0.154,0.157,0.0,0,0
1739961132.757,0.07,3.80,3.78,0.000,-0.141,0.144,0.0,0,0
1739961161.480,0.08,3.80,3.78,0.000,-0.132,0.134,0.0,0,0
1739961190.207,0.08,3.80,3.78,0.000,-0.144,0.147,0.0,0,0
1739961218.933,0.08,3.80,3.78,0.000,-0.138,0.140,0.0,0,0
1739961247.656,0.07,3.80,3.78,0.000,-0.135,0.137,0.0,0,0
1739961276.382,0.07,3.80,3.78,0.000,-0.141,0.143,0.0,0,0
1739961305.105,0.07,3.80,3.78,0.000,-0.125,0.127,0.0,0,0
1739961333.832,0.07,3.80,3.77,0.000,-0.164,0.167,0.0,0,0
1739961362.554,0.07,3.80,3.78,0.000,-0.139,0.142,0.0,0,0
1739961391.281,0.07,3.80,3.78,0.000,-0.150,0.152,0.0,0,0
1739961420.003,0.07,3.80,3.78,0.000,-0.128,0.130,0.0,0,0
1739961448.730,0.07,3.80,3.78,0.000,-0.152,0.156,0.0,0,0
1739961477.519,0.07,3.79,3.78,0.000,-0.155,0.158,0.0,0,0
1739961506.179,0.07,3.80,3.78,0.000,-0.147,0.150,0.0,0,0
1739961534.906,0.07,3.80,3.78,0.000,-0.129,0.132,0.0,0,0
1739961563.628,0.07,3.80,3.78,0.000,-0.137,0.139,0.0,0,0
1739961592.355,0.07,3.80,3.78,0.000,-0.123,0.126,0.0,0,0
1739961621.078,0.07,3.80,3.78,0.000,-0.137,0.140,0.0,0,0
1739961649.855,0.07,3.80,3.78,0.000,-0.143,0.146,0.0,0,0
1739961678.531,0.07,3.79,3.77,0.000,-0.157,0.160,0.0,0,0
1739961707.253,0.07,3.80,3.78,0.000,-0.142,0.145,0.0,0,0
1739961735.980,0.07,3.80,3.78,0.000,-0.135,0.137,0.0,0,0
1739961764.703,0.07,3.79,3.78,0.000,-0.148,0.151,0.0,0,0
1739961793.464,0.07,3.80,3.78,0.000,-0.133,0.136,0.0,0,0
1739961822.152,0.07,3.80,3.78,0.000,-0.125,0.128,0.0,0,0
1739961850.878,0.07,3.80,3.78,0.000,-0.128,0.130,0.0,0,0
1739961879.601,0.07,3.80,3.78,0.000,-0.130,0.133,0.0,0,0
1739961908.328,0.07,3.80,3.78,0.000,-0.125,0.128,0.0,0,0
1739961937.054,0.07,3.80,3.78,0.000,-0.132,0.135,0.0,0,0
1739961965.777,0.07,3.80,3.78,0.000,-0.125,0.127,0.0,0,0
1739961994.503,0.07,3.80,3.78,0.000,-0.134,0.136,0.0,0,0
1739962023.226,0.07,3.80,3.78,0.000,-0.125,0.128,0.0,0,0
1739962051.953,0.07,3.80,3.78,0.000,-0.133,0.137,0.0,0,0
1739962080.675,0.07,3.79,3.78,0.000,-0.125,0.127,0.0,0,0
1739962109.406,0.07,3.80,3.78,0.000,-0.133,0.135,0.0,0,0
1739962138.125,0.07,3.79,3.78,0.000,-0.124,0.127,0.0,0,0
1739962166.851,0.07,3.79,3.78,0.000,-0.134,0.137,0.0,0,0
1739962195.578,0.07,3.79,3.78,0.000,-0.124,0.127,0.0,0,0
1739962224.300,0.07,3.79,3.78,0.000,-0.134,0.136,0.0,0,0
1739962253.027,0.07,3.79,3.78,0.000,-0.124,0.127,0.0,0,0
1739962281.750,0.07,3.79,3.78,0.000,-0.134,0.137,0.0,0,0
1739962310.476,0.07,3.79,3.78,0.000,-0.123,0.126,0.0,0,0
1739962339.199,0.07,3.79,3.78,0.000,-0.134,0.137,0.0,0,0
1739962367.925,0.07,3.79,3.78,0.000,-0.123,0.126,0.0,0,0
1739962396.652,0.07,3.79,3.78,0.000,-0.135,0.137,0.0,0,0
1739962425.375,0.07,3.79,3.77,0.000,-0.140,0.142,0.0,0,0
1739962454.101,0.07,3.79,3.77,0.000,-0.152,0.155,0.0,0,0
1739962482.824,0.07,3.79,3.77,0.000,-0.151,0.153,0.0,0,0
1739962511.550,0.07,3.79,3.78,0.000,-0.129,0.131,0.0,0,0
1739962540.328,0.07,3.79,3.77,0.000,-0.137,0.140,0.0,0,0
1739962569.000,0.07,3.79,3.77,0.000,-0.137,0.140,0.0,0,0
1739962597.726,0.07,3.79,3.77,0.000,-0.147,0.150,0.0,0,0
1739962626.449,0.07,3.79,3.77,0.000,-0.148,0.151,0.0,0,0
1739962655.175,0.07,3.79,3.77,0.000,-0.148,0.151,0.0,0,0
1739962683.898,0.07,3.79,3.78,0.000,-0.138,0.141,0.0,0,0
1739962712.625,0.07,3.78,3.75,0.000,-0.225,0.228,0.0,0,0
1739962741.347,0.07,3.78,3.76,0.000,-0.206,0.209,0.0,0,0
1739962770.074,0.07,3.78,3.76,0.000,-0.215,0.218,0.0,0,0
1739962798.796,0.07,3.78,3.76,0.000,-0.202,0.205,0.0,0,0
1739962827.523,0.07,3.78,3.75,0.000,-0.215,0.217,0.0,0,0
1739962856.273,0.07,3.78,3.75,0.000,-0.214,0.217,0.0,0,0
1739962884.972,0.07,3.78,3.75,0.000,-0.233,0.235,0.0,0,0
1739962913.699,0.07,3.79,3.77,0.000,-0.158,0.160,0.0,0,0
1739962942.421,0.07,3.79,3.77,0.000,-0.140,0.142,0.0,0,0
1739962971.148,0.07,3.79,3.78,0.000,-0.125,0.128,0.0,0,0
1739962999.871,0.07,3.79,3.77,0.000,-0.156,0.158,0.0,0,0
1739963028.597,0.07,3.79,3.78,0.000,-0.127,0.130,0.0,0,0
1739963057.320,0.07,3.79,3.77,0.000,-0.136,0.139,0.0,0,0
1739963086.046,0.07,3.79,3.77,0.000,-0.138,0.141,0.0,0,0
1739963114.773,0.07,3.79,3.77,0.000,-0.136,0.138,0.0,0,0
1739963143.496,0.07,3.79,3.77,0.000,-0.132,0.135,0.0,0,0
1739963172.222,0.07,3.79,3.77,0.000,-0.131,0.134,0.0,0,0
1739963200.945,0.07,3.79,3.78,0.000,-0.127,0.130,0.0,0,0
1739963229.671,0.07,3.79,3.77,0.000,-0.139,0.142,0.0,0,0
1739963258.394,0.07,3.79,3.77,0.000,-0.133,0.136,0.0,0,0
1739963287.121,0.07,3.79,3.78,0.000,-0.124,0.127,0.0,0,0
1739963315.847,0.07,3.79,3.77,0.000,-0.134,0.136,0.0,0,0
1739963344.570,0.07,3.79,3.77,0.000,-0.138,0.141,0.0,0,0
1739963373.296,0.07,3.79,3.77,0.000,-0.141,0.143,0.0,0,0
1739963402.019,0.07,3.79,3.77,0.000,-0.150,0.152,0.0,0,0
1739963430.746,0.07,3.78,3.76,0.000,-0.169,0.172,0.0,0,0
1739963459.468,0.07,3.78,3.77,0.000,-0.145,0.148,0.0,0,0
1739963488.195,0.07,3.79,3.77,0.000,-0.137,0.140,0.0,0,0
1739963516.921,0.07,3.78,3.75,0.000,-0.228,0.230,0.0,0,0
1739963545.644,0.07,3.78,3.75,0.000,-0.220,0.223,0.0,0,0
1739963574.371,0.07,3.78,3.75,0.000,-0.209,0.210,0.0,0,0
1739963603.140,0.07,3.78,3.76,0.000,-0.153,0.156,0.0,0,0
1739963631.820,0.07,3.78,3.77,0.000,-0.145,0.148,0.0,0,0
1739963660.546,0.07,3.78,3.77,0.000,-0.142,0.145,0.0,0,0
1739963689.269,0.07,3.78,3.77,0.000,-0.123,0.126,0.0,0,0
1739963717.992,0.07,3.78,3.77,0.000,-0.136,0.138,0.0,0,0
1739963746.718,0.07,3.78,3.77,0.000,-0.127,0.130,0.0,0,0
1739963775.445,0.07,3.78,3.77,0.000,-0.140,0.143,0.0,0,0
1739963804.167,0.07,3.78,3.77,0.000,-0.123,0.126,0.0,0,0
1739963832.894,0.07,3.78,3.77,0.000,-0.132,0.135,0.0,0,0
1739963861.617,0.07,3.78,3.77,0.000,-0.138,0.140,0.0,0,0
1739963890.343,0.07,3.78,3.77,0.000,-0.136,0.139,0.0,0,0
1739963919.082,0.07,3.78,3.76,0.000,-0.144,0.147,0.0,0,0
1739963947.792,0.07,3.78,3.77,0.000,-0.141,0.144,0.0,0,0
1739963976.515,0.07,3.78,3.77,0.000,-0.137,0.139,0.0,0,0
1739964005.242,0.07,3.78,3.77,0.000,-0.134,0.136,0.0,0,0
1739964033.968,0.07,3.78,3.77,0.000,-0.139,0.141,0.0,0,0
1739964062.691,0.07,3.78,3.77,0.000,-0.123,0.126,0.0,0,0
1739964091.417,0.07,3.78,3.77,0.000,-0.134,0.137,0.0,0,0
1739964120.140,0.07,3.78,3.77,0.000,-0.123,0.126,0.0,0,0
1739964148.867,0.07,3.78,3.77,0.000,-0.134,0.136,0.0,0,0
1739964177.589,0.07,3.78,3.77,0.000,-0.122,0.125,0.0,0,0
1739964206.316,0.07,3.78,3.77,0.000,-0.134,0.137,0.0,0,0
1739964235.042,0.07,3.78,3.77,0.000,-0.123,0.126,0.0,0,0
1739964263.765,0.07,3.78,3.77,0.000,-0.134,0.137,0.0,0,0
1739964292.492,0.07,3.78,3.77,0.000,-0.122,0.125,0.0,0,0
1739964321.214,0.07,3.78,3.77,0.000,-0.135,0.137,0.0,0,0
1739964350.003,0.07,3.78,3.77,0.000,-0.123,0.125,0.0,0,0
1739964378.664,0.07,3.78,3.77,0.000,-0.134,0.137,0.0,0,0
1739964407.390,0.07,3.78,3.77,0.000,-0.122,0.125,0.0,0,0
1739964436.113,0.07,3.78,3.77,0.000,-0.134,0.137,0.0,0,0
1739964464.839,0.07,3.78,3.76,0.000,-0.137,0.140,0.0,0,0
1739964493.566,0.07,3.78,3.76,0.000,-0.142,0.145,0.0,0,0
1739964522.289,0.07,3.78,3.77,0.000,-0.125,0.127,0.0,0,0
1739964551.015,0.07,3.78,3.77,0.000,-0.127,0.129,0.0,0,0
1739964579.738,0.07,3.78,3.77,0.000,-0.129,0.132,0.0,0,0
1739964608.464,0.07,3.78,3.77,0.000,-0.124,0.127,0.0,0,0
1739964637.187,0.07,3.78,3.77,0.000,-0.133,0.136,0.0,0,0
1739964665.949,0.07,3.78,3.75,0.000,-0.177,0.180,0.0,0,0
1739964694.636,0.07,3.78,3.76,0.000,-0.155,0.157,0.0,0,0
1739964723.363,0.07,3.78,3.77,0.000,-0.132,0.135,0.0,0,0
1739964752.089,0.07,3.78,3.76,0.000,-0.145,0.147,0.0,0,0
1739964780.812,0.07,3.78,3.76,0.000,-0.149,0.152,0.0,0,0
1739964809.539,0.07,3.78,3.76,0.000,-0.135,0.138,0.0,0,0
1739964838.261,0.07,3.78,3.77,0.000,-0.123,0.126,0.0,0,0
1739964866.988,0.07,3.78,3.76,0.000,-0.135,0.138,0.0,0,0
1739964895.714,0.07,3.78,3.77,0.000,-0.122,0.125,0.0,0,0
1739964924.437,0.07,3.78,3.76,0.000,-0.165,0.168,0.0,0,0
1739964953.164,0.07,3.78,3.76,0.000,-0.131,0.134,0.0,0,0
1739964981.890,0.07,3.78,3.76,0.000,-0.152,0.155,0.0,0,0
1739965010.613,0.08,3.78,3.77,0.000,-0.123,0.125,0.0,0,0
1739965039.335,0.09,3.78,3.76,0.000,-0.134,0.137,0.0,0,0
1739965068.062,0.07,3.78,3.77,0.000,-0.123,0.126,0.0,0,0
1739965096.785,0.07,3.78,3.76,0.000,-0.134,0.137,0.0,0,0
1739965125.511,0.07,3.78,3.76,0.000,-0.123,0.126,0.0,0,0
1739965154.234,0.07,3.78,3.76,0.000,-0.133,0.135,0.0,0,0
1739965182.960,0.07,3.78,3.76,0.000,-0.125,0.127,0.0,0,0
1739965211.687,0.07,3.78,3.76,0.000,-0.129,0.132,0.0,0,0
1739965240.410,0.07,3.78,3.76,0.000,-0.129,0.132,0.0,0,0
1739965269.136,0.07,3.78,3.76,0.000,-0.124,0.127,0.0,0,0
1739965297.859,0.07,3.78,3.76,0.000,-0.133,0.136,0.0,0,0
1739965326.585,0.07,3.78,3.76,0.000,-0.123,0.126,0.0,0,0
1739965355.312,0.07,3.78,3.76,0.000,-0.135,0.138,0.0,0,0
1739965384.035,0.08,3.78,3.76,0.000,-0.122,0.125,0.0,0,0
1739965412.812,0.09,3.78,3.76,0.000,-0.135,0.137,0.0,0,0
1739965441.484,0.08,3.78,3.76,0.000,-0.122,0.125,0.0,0,0
1739965470.210,0.07,3.78,3.76,0.000,-0.136,0.138,0.0,0,0
1739965498.933,0.07,3.78,3.76,0.000,-0.122,0.125,0.0,0,0
1739965527.660,0.07,3.78,3.76,0.000,-0.135,0.138,0.0,0,0
1739965556.382,0.07,3.77,3.75,0.000,-0.171,0.174,0.0,0,0
1739965585.109,0.07,3.77,3.74,0.000,-0.207,0.210,0.0,0,0
1739965613.832,0.07,3.77,3.75,0.000,-0.191,0.194,0.0,0,0
1739965642.558,0.07,3.77,3.75,0.000,-0.180,0.183,0.0,0,0
1739965671.285,0.07,3.77,3.75,0.000,-0.159,0.162,0.0,0,0
1739965700.007,0.07,3.78,3.76,0.000,-0.142,0.144,0.0,0,0
1739965728.757,0.07,3.78,3.76,0.000,-0.131,0.133,0.0,0,0
1739965757.457,0.07,3.77,3.75,0.000,-0.152,0.155,0.0,0,0
1739965786.183,0.07,3.78,3.76,0.000,-0.126,0.129,0.0,0,0
1739965814.906,0.07,3.78,3.76,0.000,-0.135,0.137,0.0,0,0
1739965843.632,0.07,3.78,3.76,0.000,-0.125,0.128,0.0,0,0
1739965872.359,0.07,3.78,3.76,0.000,-0.133,0.136,0.0,0,0
1739965901.082,0.07,3.78,3.76,0.000,-0.131,0.134,0.0,0,0
1739965929.808,0.07,3.78,3.76,0.000,-0.134,0.136,0.0,0,0
1739965958.531,0.07,3.77,3.76,0.000,-0.138,0.141,0.0,0,0
1739965987.257,0.07,3.78,3.76,0.000,-0.125,0.128,0.0,0,0
1739966015.980,0.07,3.77,3.76,0.000,-0.135,0.137,0.0,0,0
1739966044.707,0.07,3.78,3.76,0.000,-0.123,0.125,0.0,0,0
1739966073.429,0.07,3.77,3.76,0.000,-0.143,0.145,0.0,0,0
1739966102.156,0.09,3.78,3.76,0.000,-0.125,0.128,0.0,0,0
1739966130.882,0.09,3.77,3.76,0.000,-0.142,0.144,0.0,0,0
1739966159.605,0.09,3.77,3.76,0.000,-0.132,0.135,0.0,0,0
1739966188.332,0.09,3.77,3.76,0.000,-0.138,0.140,0.0,0,0
1739966217.054,0.09,3.78,3.76,0.000,-0.130,0.132,0.0,0,0
1739966245.781,0.09,3.77,3.76,0.000,-0.140,0.142,0.0,0,0
1739966274.503,0.09,3.78,3.76,0.000,-0.124,0.127,0.0,0,0
1739966303.230,0.09,3.77,3.76,0.000,-0.143,0.146,0.0,0,0
1739966331.953,0.10,3.77,3.74,0.000,-0.204,0.207,0.0,0,0
1739966360.679,0.10,3.76,3.74,0.000,-0.205,0.208,0.0,0,0
1739966389.406,0.09,3.77,3.75,0.000,-0.182,0.184,0.0,0,0
1739966418.128,0.09,3.76,3.73,0.000,-0.219,0.221,0.0,0,0
1739966446.855,0.09,3.76,3.74,0.000,-0.198,0.201,0.0,0,0
1739966475.625,0.09,3.76,3.74,0.000,-0.221,0.223,0.0,0,0
1739966504.304,0.09,3.76,3.74,0.000,-0.215,0.219,0.0,0,0
1739966533.027,0.09,3.77,3.75,0.000,-0.166,0.169,0.0,0,0
1739966561.753,0.09,3.77,3.76,0.000,-0.128,0.130,0.0,0,0
1739966590.480,0.09,3.77,3.75,0.000,-0.150,0.152,0.0,0,0
1739966619.203,0.09,3.77,3.75,0.000,-0.145,0.147,0.0,0,0
1739966647.929,0.09,3.77,3.75,0.000,-0.136,0.139,0.0,0,0
1739966676.652,0.09,3.77,3.75,0.000,-0.143,0.145,0.0,0,0
1739966705.378,0.09,3.77,3.76,0.000,-0.123,0.126,0.0,0,0
1739966734.101,0.09,3.77,3.75,0.000,-0.135,0.138,0.0,0,0
1739966762.828,0.09,3.77,3.75,0.000,-0.124,0.126,0.0,0,0
1739966791.566,0.09,3.77,3.75,0.000,-0.145,0.147,0.0,0,0
1739966820.277,0.09,3.77,3.75,0.000,-0.124,0.126,0.0,0,0
1739966849.003,0.09,3.77,3.75,0.000,-0.140,0.143,0.0,0,0
1739966877.726,0.09,3.77,3.75,0.000,-0.128,0.131,0.0,0,0
1739966906.453,0.09,3.77,3.75,0.000,-0.147,0.150,0.0,0,0
1739966935.175,0.09,3.77,3.75,0.000,-0.129,0.132,0.0,0,0
1739966963.902,0.09,3.77,3.75,0.000,-0.139,0.141,0.0,0,0
1739966992.625,0.09,3.77,3.75,0.000,-0.124,0.127,0.0,0,0
1739967021.351,0.09,3.77,3.75,0.000,-0.134,0.137,0.0,0,0
1739967050.078,0.09,3.77,3.75,0.000,-0.125,0.127,0.0,0,0
1739967078.800,0.09,3.77,3.75,0.000,-0.134,0.136,0.0,0,0
1739967107.527,0.09,3.77,3.75,0.000,-0.125,0.128,0.0,0,0
1739967136.250,0.09,3.77,3.75,0.000,-0.133,0.136,0.0,0,0
1739967164.976,0.09,3.77,3.75,0.000,-0.125,0.128,0.0,0,0
1739967193.699,0.09,3.77,3.75,0.000,-0.132,0.135,0.0,0,0
1739967222.488,0.09,3.77,3.75,0.000,-0.139,0.142,0.0,0,0
1739967251.148,0.09,3.77,3.75,0.000,-0.142,0.145,0.0,0,0
1739967279.875,0.09,3.77,3.75,0.000,-0.136,0.138,0.0,0,0
1739967308.601,0.09,3.77,3.75,0.000,-0.124,0.127,0.0,0,0
1739967337.324,0.09,3.77,3.75,0.000,-0.134,0.137,0.0,0,0
1739967366.050,0.09,3.77,3.75,0.000,-0.123,0.126,0.0,0,0
1739967394.773,0.09,3.77,3.75,0.000,-0.135,0.138,0.0,0,0
1739967423.500,0.09,3.77,3.75,0.000,-0.123,0.126,0.0,0,0
1739967452.222,0.09,3.77,3.75,0.000,-0.135,0.138,0.0,0,0
1739967480.949,0.09,3.77,3.75,0.000,-0.123,0.126,0.0,0,0
1739967509.675,0.09,3.77,3.75,0.000,-0.135,0.137,0.0,0,0
1739967538.433,0.09,3.77,3.75,0.000,-0.124,0.126,0.0,0,0
1739967567.125,0.09,3.77,3.75,0.000,-0.135,0.138,0.0,0,0
1739967595.847,0.09,3.77,3.75,0.000,-0.124,0.127,0.0,0,0
1739967624.574,0.09,3.77,3.75,0.000,-0.146,0.149,0.0,0,0
1739967653.296,0.09,3.77,3.75,0.000,-0.128,0.130,0.0,0,0
1739967682.023,0.09,3.77,3.75,0.000,-0.134,0.137,0.0,0,0
1739967710.746,0.09,3.77,3.75,0.000,-0.124,0.127,0.0,0,0
1739967739.472,0.09,3.77,3.75,0.000,-0.134,0.137,0.0,0,0
1739967768.199,0.09,3.76,3.75,0.000,-0.147,0.150,0.0,0,0
1739967796.921,0.09,3.76,3.74,0.000,-0.152,0.155,0.0,0,0
1739967825.648,0.09,3.77,3.75,0.000,-0.133,0.136,0.0,0,0
