Chamber	Time/hh:mm:ss	Logtime/min	Oxy/% air sat.	Phase/°	Amp	Temp/°C	% air-sat.	% oxygen	pO2 (hPa)	pO2 (Torr)	cO2 [mg/L]	cO2 [µmol/L]	Salinity	chlorinity	SalCorcO2 [mg/L]	SalCorcO2 [µmol/L]
3	7:12:46 AM	0.00	79.240	28.620	16582.000	29.000	78.980013	16.5463127	160.969175	120.737144	6.06394364	189.498239	35	19.3739612	4.91287267	153.527271
3	7:12:53 AM	0.12	78.950	28.660	16578.000	29.000	78.690827	16.4857283	160.379785	120.295064	6.04174049	188.804390	35	19.3739612	4.89488417	152.965130
3	7:13:08 AM	0.37	79.350	28.600	16610.000	29.000	79.125090	16.5767064	161.264857	120.958924	6.07508244	189.846326	35	19.3739612	4.92189707	153.809283
3	7:13:23 AM	0.62	78.870	28.670	16570.000	29.000	78.618732	16.4706244	160.232848	120.184852	6.03620516	188.631411	35	19.3739612	4.89039956	152.824986
3	7:13:38 AM	0.87	79.650	28.560	16545.000	29.000	79.416219	16.6376980	161.858207	121.403975	6.09743481	190.544838	35	19.3739612	4.94000647	154.375202
3	7:13:53 AM	1.12	78.860	28.670	16554.000	29.000	78.618732	16.4706244	160.232848	120.184852	6.03620516	188.631411	35	19.3739612	4.89039956	152.824986
3	7:14:08 AM	1.37	78.760	28.680	16550.000	29.000	78.546717	16.4555372	160.086075	120.074762	6.03067598	188.458625	35	19.3739612	4.88591995	152.684998
3	7:14:23 AM	1.62	78.500	28.720	16553.000	29.000	78.259458	16.3953565	159.500612	119.635628	6.00862075	187.769399	35	19.3739612	4.86805129	152.126603
3	7:14:38 AM	1.87	78.370	28.740	16567.000	29.000	78.116307	16.3653664	159.208856	119.416793	5.99762989	187.425934	35	19.3739612	4.85914673	151.848335
3	7:14:53 AM	2.12	78.880	28.670	16583.000	29.000	78.618732	16.4706244	160.232848	120.184852	6.03620516	188.631411	35	19.3739612	4.89039956	152.824986
3	7:15:08 AM	2.37	78.190	28.760	16583.000	29.000	77.973474	16.3354429	158.917748	119.198443	5.98666343	187.083232	35	19.3739612	4.85026195	151.570686
3	7:15:23 AM	2.62	78.220	28.760	16591.000	29.000	77.973474	16.3354429	158.917748	119.198443	5.98666343	187.083232	35	19.3739612	4.85026195	151.570686
3	7:15:38 AM	2.87	78.050	28.780	16602.000	29.000	77.830958	16.3055857	158.627286	118.980578	5.97572130	186.741291	35	19.3739612	4.84139688	151.293652
3	7:15:53 AM	3.12	77.540	28.850	16630.000	29.000	77.334634	16.2016059	157.615729	118.221845	5.93761445	185.550452	35	19.3739612	4.81052356	150.328861
3	7:16:08 AM	3.37	78.420	28.730	16619.000	29.000	78.187843	16.3803531	159.354653	119.526150	6.00312227	187.597571	35	19.3739612	4.86359654	151.987392
3	7:16:23 AM	3.62	77.890	28.800	16627.000	29.000	77.688758	16.2757948	158.337468	118.763196	5.96480343	186.400107	35	19.3739612	4.83255147	151.017233
3	7:16:38 AM	3.87	78.120	28.770	16647.000	29.000	77.902177	16.3205060	158.772437	119.089450	5.98118932	186.912166	35	19.3739612	4.84582695	151.432092
3	7:16:53 AM	4.12	77.890	28.800	16639.000	29.000	77.688758	16.2757948	158.337468	118.763196	5.96480343	186.400107	35	19.3739612	4.83255147	151.017233
3	7:17:08 AM	4.37	78.040	28.780	16636.000	29.000	77.830958	16.3055857	158.627286	118.980578	5.97572130	186.741291	35	19.3739612	4.84139688	151.293652
3	7:17:23 AM	4.62	77.580	28.850	16658.000	29.000	77.334634	16.2016059	157.615729	118.221845	5.93761445	185.550452	35	19.3739612	4.81052356	150.328861
3	7:17:38 AM	4.87	77.670	28.830	16659.000	29.000	77.476049	16.2312322	157.903945	118.438026	5.94847197	185.889749	35	19.3739612	4.81932008	150.603752
3	7:17:53 AM	5.12	77.330	28.880	16682.000	29.000	77.123100	16.1572894	157.184600	117.898471	5.92137319	185.042912	35	19.3739612	4.79736525	149.917664
3	7:18:08 AM	5.37	78.170	28.770	16683.000	29.000	77.902177	16.3205060	158.772437	119.089450	5.98118932	186.912166	35	19.3739612	4.84582695	151.432092
3	7:18:23 AM	5.62	77.540	28.850	16706.000	29.000	77.334634	16.2016059	157.615729	118.221845	5.93761445	185.550452	35	19.3739612	4.81052356	150.328861
3	7:18:38 AM	5.87	77.530	28.850	16695.000	29.000	77.334634	16.2016059	157.615729	118.221845	5.93761445	185.550452	35	19.3739612	4.81052356	150.328861
3	7:18:53 AM	6.12	77.730	28.830	16701.000	29.000	77.476049	16.2312322	157.903945	118.438026	5.94847197	185.889749	35	19.3739612	4.81932008	150.603752
3	7:19:08 AM	6.37	77.790	28.820	16714.000	29.000	77.546873	16.2460699	158.048292	118.546296	5.95390976	186.059680	35	19.3739612	4.82372565	150.741427
3	7:19:23 AM	6.62	77.010	28.930	16724.000	29.000	76.772097	16.0837544	156.469222	117.361892	5.89442387	184.200746	35	19.3739612	4.77553151	149.235360
3	7:19:38 AM	6.87	77.150	28.910	16728.000	29.000	76.912266	16.1131197	156.754899	117.576168	5.90518573	184.537054	35	19.3739612	4.78425053	149.507829
3	7:19:53 AM	7.12	77.150	28.910	16725.000	29.000	76.912266	16.1131197	156.754899	117.576168	5.90518573	184.537054	35	19.3739612	4.78425053	149.507829
3	7:20:08 AM	7.37	77.400	28.870	16745.000	29.000	77.193533	16.1720452	157.328150	118.006143	5.92678095	185.211905	35	19.3739612	4.80174650	150.054578
3	7:20:23 AM	7.62	77.620	28.840	16764.000	29.000	77.405302	16.2164108	157.759757	118.329876	5.94304020	185.720006	35	19.3739612	4.81491938	150.466231
3	7:20:38 AM	7.87	76.540	28.990	16769.000	29.000	76.353445	15.9960466	155.615966	116.721896	5.86228045	183.196264	35	19.3739612	4.74948962	148.421551
3	7:20:53 AM	8.12	76.630	28.980	16787.000	29.000	76.423028	16.0106243	155.757783	116.828268	5.86762293	183.363217	35	19.3739612	4.75381798	148.556812
3	7:21:08 AM	8.37	76.350	29.020	16780.000	29.000	76.145154	15.9524098	155.191449	116.403481	5.84628829	182.696509	35	19.3739612	4.73653313	148.016660
3	7:21:23 AM	8.62	77.030	28.930	16790.000	29.000	76.772097	16.0837544	156.469222	117.361892	5.89442387	184.200746	35	19.3739612	4.77553151	149.235360
3	7:21:38 AM	8.87	76.260	29.040	16783.000	29.000	76.006676	15.9233986	154.909216	116.191788	5.83565616	182.364255	35	19.3739612	4.72791921	147.747475
3	7:21:53 AM	9.12	76.370	29.020	16797.000	29.000	76.145154	15.9524098	155.191449	116.403481	5.84628829	182.696509	35	19.3739612	4.73653313	148.016660
3	7:22:08 AM	9.37	76.150	29.050	16817.000	29.000	75.937551	15.9089169	154.768332	116.086116	5.83034886	182.198402	35	19.3739612	4.72361935	147.613105
3	7:22:23 AM	9.62	75.490	29.150	16830.000	29.000	75.250460	15.7649714	153.367973	115.035758	5.77759529	180.549853	35	19.3739612	4.68087958	146.277487
3	7:22:38 AM	9.87	76.490	29.000	16824.000	29.000	76.283938	15.9814850	155.474304	116.615640	5.85694386	183.029496	35	19.3739612	4.74516603	148.286439
3	7:22:53 AM	10.12	75.920	29.080	16841.000	29.000	75.730631	15.8655671	154.346609	115.769797	5.81446192	181.701935	35	19.3739612	4.71074811	147.210878
3	7:23:08 AM	10.37	76.090	29.060	16850.000	29.000	75.868501	15.8944511	154.627603	115.980561	5.82504739	182.032731	35	19.3739612	4.71932422	147.478882
3	7:23:23 AM	10.62	76.100	29.060	16873.000	29.000	75.868501	15.8944511	154.627603	115.980561	5.82504739	182.032731	35	19.3739612	4.71932422	147.478882
3	7:23:38 AM	10.87	76.180	29.050	16868.000	29.000	75.937551	15.9089169	154.768332	116.086116	5.83034886	182.198402	35	19.3739612	4.72361935	147.613105
3	7:23:53 AM	11.12	75.750	29.110	16888.000	29.000	75.524392	15.8223601	153.926273	115.454518	5.79862726	181.207102	35	19.3739612	4.69791922	146.809975
3	7:24:08 AM	11.37	75.820	29.100	16874.000	29.000	75.593063	15.8367466	154.066231	115.559496	5.80389969	181.371865	35	19.3739612	4.70219082	146.943463
3	7:24:23 AM	11.62	75.740	29.110	16879.000	29.000	75.524392	15.8223601	153.926273	115.454518	5.79862726	181.207102	35	19.3739612	4.69791922	146.809975
3	7:24:38 AM	11.87	75.430	29.150	16901.000	29.000	75.250460	15.7649714	153.367973	115.035758	5.77759529	180.549853	35	19.3739612	4.68087958	146.277487
3	7:24:53 AM	12.12	75.540	29.140	16878.000	29.000	75.318830	15.7792950	153.507318	115.140276	5.78284464	180.713895	35	19.3739612	4.68513249	146.410390
3	7:25:08 AM	12.37	75.550	29.140	16909.000	29.000	75.318830	15.7792950	153.507318	115.140276	5.78284464	180.713895	35	19.3739612	4.68513249	146.410390
3	7:25:23 AM	12.62	75.530	29.140	16925.000	29.000	75.318830	15.7792950	153.507318	115.140276	5.78284464	180.713895	35	19.3739612	4.68513249	146.410390
3	7:25:38 AM	12.87	75.610	29.130	16914.000	29.000	75.387276	15.7936343	153.646817	115.244908	5.78809974	180.878117	35	19.3739612	4.68939006	146.543439
3	7:25:53 AM	13.12	75.520	29.140	16937.000	29.000	75.318830	15.7792950	153.507318	115.140276	5.78284464	180.713895	35	19.3739612	4.68513249	146.410390
3	7:26:08 AM	13.37	75.450	29.150	16967.000	29.000	75.250460	15.7649714	153.367973	115.035758	5.77759529	180.549853	35	19.3739612	4.68087958	146.277487
3	7:26:23 AM	13.62	74.930	29.230	16977.000	29.000	74.706185	15.6509457	152.258685	114.203721	5.73580681	179.243963	35	19.3739612	4.64702348	145.219484
3	7:26:38 AM	13.87	75.360	29.170	16939.000	29.000	75.113944	15.7363713	153.089740	114.827065	5.76711384	180.222307	35	19.3739612	4.67238774	146.012117
3	7:26:53 AM	14.12	74.570	29.280	16937.000	29.000	74.368422	15.5801844	151.570291	113.687382	5.70987399	178.433562	35	19.3739612	4.62601329	144.562915
3	7:27:08 AM	14.37	75.360	29.160	16963.000	29.000	75.182165	15.7506635	153.228780	114.931354	5.77235169	180.385990	35	19.3739612	4.67663134	146.144729
3	7:27:23 AM	14.62	75.540	29.140	16970.000	29.000	75.318830	15.7792950	153.507318	115.140276	5.78284464	180.713895	35	19.3739612	4.68513249	146.410390
3	7:27:38 AM	14.87	74.250	29.330	16971.000	29.000	74.032497	15.5098081	150.885642	113.173851	5.68408225	177.627570	35	19.3739612	4.60511739	143.909918
3	7:27:53 AM	15.12	74.880	29.240	16999.000	29.000	74.638485	15.6367625	152.120706	114.100228	5.73060891	179.081528	35	19.3739612	4.64281226	145.087883
3	7:28:08 AM	15.37	74.500	29.290	16988.000	29.000	74.301090	15.5660785	151.433062	113.584451	5.70470439	178.272012	35	19.3739612	4.62182499	144.432031
3	7:28:23 AM	15.62	74.950	29.230	17005.000	29.000	74.706185	15.6509457	152.258685	114.203721	5.73580681	179.243963	35	19.3739612	4.64702348	145.219484
3	7:28:38 AM	15.87	74.230	29.330	17012.000	29.000	74.032497	15.5098081	150.885642	113.173851	5.68408225	177.627570	35	19.3739612	4.60511739	143.909918
3	7:28:53 AM	16.12	74.340	29.310	17048.000	29.000	74.166647	15.5379126	151.159054	113.378927	5.69438208	177.949440	35	19.3739612	4.61346208	144.170690
3	7:29:08 AM	16.37	74.420	29.300	17059.000	29.000	74.233832	15.5519879	151.295983	113.481633	5.69954042	178.110638	35	19.3739612	4.61764126	144.301289
3	7:29:23 AM	16.62	74.190	29.340	17059.000	29.000	73.965531	15.4957788	150.749159	113.071480	5.67894074	177.466898	35	19.3739612	4.60095185	143.779745
3	7:29:38 AM	16.87	74.130	29.350	17062.000	29.000	73.898638	15.4817647	150.612824	112.969221	5.67380482	177.306401	35	19.3739612	4.59679085	143.649714
3	7:29:53 AM	17.12	74.120	29.350	17065.000	29.000	73.898638	15.4817647	150.612824	112.969221	5.67380482	177.306401	35	19.3739612	4.59679085	143.649714
3	7:30:08 AM	17.37	74.400	29.310	17063.000	29.000	74.166647	15.5379126	151.159054	113.378927	5.69438208	177.949440	35	19.3739612	4.61346208	144.170690
3	7:30:23 AM	17.62	73.440	29.450	17063.000	29.000	73.233694	15.3424589	149.257602	111.952717	5.62275161	175.710988	35	19.3739612	4.55542867	142.357146
3	7:30:38 AM	17.87	74.250	29.330	17083.000	29.000	74.032497	15.5098081	150.885642	113.173851	5.68408225	177.627570	35	19.3739612	4.60511739	143.909918
3	7:30:53 AM	18.12	73.480	29.440	17098.000	29.000	73.299864	15.3563215	149.392463	112.053872	5.62783202	175.869751	35	19.3739612	4.55954470	142.485772
3	7:31:08 AM	18.37	73.860	29.390	17110.000	29.000	73.631793	15.4258607	150.068968	112.561293	5.65331695	176.666155	35	19.3739612	4.58019203	143.131001
3	7:31:23 AM	18.62	73.900	29.380	17112.000	29.000	73.698396	15.4398139	150.204710	112.663109	5.65843057	176.825955	35	19.3739612	4.58433496	143.260468
3	7:31:38 AM	18.87	73.900	29.380	17103.000	29.000	73.698396	15.4398139	150.204710	112.663109	5.65843057	176.825955	35	19.3739612	4.58433496	143.260468
3	7:31:53 AM	19.12	73.410	29.450	17096.000	29.000	73.233694	15.3424589	149.257602	111.952717	5.62275161	175.710988	35	19.3739612	4.55542867	142.357146
3	7:32:08 AM	19.37	73.830	29.390	17141.000	29.000	73.631793	15.4258607	150.068968	112.561293	5.65331695	176.666155	35	19.3739612	4.58019203	143.131001
3	7:32:23 AM	19.62	73.680	29.410	17139.000	29.000	73.498805	15.3979997	149.797925	112.357994	5.64310637	176.347074	35	19.3739612	4.57191964	142.872489
3	7:32:38 AM	19.87	73.460	29.450	17137.000	29.000	73.233694	15.3424589	149.257602	111.952717	5.62275161	175.710988	35	19.3739612	4.55542867	142.357146
3	7:32:53 AM	20.12	73.140	29.490	17162.000	29.000	72.969731	15.2871586	148.719618	111.549195	5.60248496	175.077655	35	19.3739612	4.53900908	141.844034
3	7:33:08 AM	20.37	72.930	29.530	17156.000	29.000	72.706908	15.2320972	148.183959	111.147417	5.58230592	174.447060	35	19.3739612	4.52266047	141.333140
3	7:33:23 AM	20.62	73.140	29.490	17160.000	29.000	72.969731	15.2871586	148.719618	111.549195	5.60248496	175.077655	35	19.3739612	4.53900908	141.844034
3	7:33:38 AM	20.87	72.830	29.540	17179.000	29.000	72.641380	15.2183691	148.050406	111.047244	5.57727479	174.289837	35	19.3739612	4.51858435	141.205761
3	7:33:53 AM	21.12	72.870	29.540	17202.000	29.000	72.641380	15.2183691	148.050406	111.047244	5.57727479	174.289837	35	19.3739612	4.51858435	141.205761
3	7:34:08 AM	21.37	73.060	29.510	17219.000	29.000	72.838177	15.2595981	148.451498	111.348088	5.59238452	174.762016	35	19.3739612	4.53082592	141.588310
